Dates,CMG
2018-06-20,465.5
2018-06-21,463.1600036621094
2018-06-25,469.94000244140625
2018-06-22,454.1700134277344
2018-06-26,461.70001220703125
2018-06-27,457.239990234375
2018-06-28,428.3599853515625
2018-06-29,431.3699951171875
2018-07-02,442.82000732421875
2018-07-03,448.95001220703125
2018-07-05,448.0199890136719
2018-07-16,451.0400085449219
2018-09-18,463.8900146484375
2019-01-24,454.2099914550781
2019-09-05,457.17999267578125
2018-11-21,459.04998779296875
2020-01-13,457.2099914550781
2020-04-01,452.05999755859375
2020-06-19,452.5400085449219
2019-10-29,453.5799865722656
2020-01-16,454.8299865722656
2020-06-22,451.19000244140625
2018-10-03,456.5899963378906
2018-07-31,449.4800109863281
2019-03-12,451.6300048828125
2019-02-08,446.760009765625
2019-01-07,472.29998779296875
2018-12-06,465.4700012207031
2019-08-19,433.6600036621094
2019-07-18,442.6300048828125
2019-05-15,460.3800048828125
2019-09-20,463.2699890136719
2019-11-01,475.25
2020-04-07,478.0199890136719
2020-06-25,487.57000732421875
2020-06-16,487.67999267578125
2019-11-04,485.4700012207031
2020-01-22,484.6600036621094
2019-11-07,493.32000732421875
2020-04-13,525.8900146484375
2019-07-01,502.70001220703125
2019-05-30,510.44000244140625
2018-08-15,515.75
2018-10-18,518.9000244140625
2019-03-27,523.5800170898438
2019-01-22,518.0399780273438
2018-12-21,520.7100219726562
2019-09-03,495.6000061035156
2018-11-19,494.0899963378906
2019-08-02,487.6499938964844
2020-01-28,483.989990234375
2020-04-16,475.17999267578125
2019-11-13,477.489990234375
2020-01-31,477.8800048828125
2018-12-04,481.04998779296875
2018-11-02,482.0299987792969
2019-07-16,489.1199951171875
2018-08-30,488.2300109863281
2018-10-01,494.7699890136719
2019-06-14,495.94000244140625
2019-05-13,491.55999755859375
2019-04-11,488.32000732421875
2019-02-06,491.489990234375
2019-09-18,490.6000061035156
2020-02-03,480.1000061035156
2020-04-22,467.3699951171875
2019-11-19,465.8900146484375
2020-02-06,465.6199951171875
2019-11-22,467.9100036621094
2019-03-25,465.3999938964844
2019-02-21,454.5199890136719
2018-12-19,446.9700012207031
2018-07-12,436.3699951171875
2018-09-14,436.44000244140625
2018-08-13,447.7699890136719
2018-10-16,449.3599853515625
2019-07-31,448.55999755859375
2019-05-28,447.0899963378906
2019-04-26,434.2099914550781
2020-04-28,433.92999267578125
2019-11-25,435.7099914550781
2020-02-12,431.739990234375
2020-05-01,433.95001220703125
2020-05-04,429.8500061035156
2019-06-12,431.7300109863281
2019-04-09,428.5400085449219
2019-03-08,431.19000244140625
2019-02-04,434.2900085449219
2018-07-27,413.0
2018-08-28,423.8800048828125
2019-01-03,438.3800048828125
2019-08-15,440.8699951171875
2018-10-31,461.7699890136719
2019-09-16,460.3299865722656
2020-02-18,472.6199951171875
2020-05-07,476.3900146484375
2018-08-17,469.6499938964844
2019-12-04,474.1499938964844
2020-02-21,477.489990234375
2018-12-17,478.29998779296875
