Dates,CMG
2018-06-20,462.1600036621094
2018-06-21,462.739990234375
2018-06-25,464.0799865722656
2018-06-22,450.5899963378906
2018-06-26,455.0
2018-06-27,455.20001220703125
2018-06-28,415.05999755859375
2018-06-29,429.2799987792969
2018-07-02,424.3599853515625
2018-07-03,441.0199890136719
2018-07-05,444.6300048828125
2018-07-16,445.6199951171875
2018-09-18,452.760009765625
2019-01-24,452.55999755859375
2019-09-05,452.1700134277344
2018-11-21,458.3999938964844
2020-01-13,456.6700134277344
2020-04-01,448.95001220703125
2020-06-19,448.5299987792969
2019-10-29,448.20001220703125
2020-01-16,452.0
2020-06-22,449.010009765625
2018-10-03,448.7900085449219
2018-07-31,447.2099914550781
2019-03-12,446.010009765625
2019-02-08,446.0
2019-01-07,465.55999755859375
2018-12-06,464.54998779296875
2019-08-19,425.8800048828125
2019-07-18,429.010009765625
2019-05-15,439.42999267578125
2019-09-20,459.0
2019-11-01,461.80999755859375
2020-04-07,471.0199890136719
2020-06-25,477.94000244140625
2020-06-16,486.7200012207031
2019-11-04,482.44000244140625
2020-01-22,481.25
2019-11-07,485.010009765625
2020-04-13,504.739990234375
2019-07-01,499.44000244140625
2019-05-30,500.489990234375
2018-08-15,504.19000244140625
2018-10-18,512.1199951171875
2019-03-27,518.02001953125
2019-01-22,511.1199951171875
2018-12-21,519.3099975585938
2019-09-03,493.4599914550781
2018-11-19,493.4200134277344
2019-08-02,485.5799865722656
2020-01-28,482.17999267578125
2020-04-16,472.0
2019-11-13,471.25
2020-01-31,473.2900085449219
2018-12-04,476.260009765625
2018-11-02,468.1700134277344
2019-07-16,477.8299865722656
2018-08-30,487.3399963378906
2018-10-01,484.5299987792969
2019-06-14,491.8800048828125
2019-05-13,488.510009765625
2019-04-11,481.989990234375
2019-02-06,487.6300048828125
2019-09-18,488.8399963378906
2020-02-03,477.29998779296875
2020-04-22,465.2200012207031
2019-11-19,458.0799865722656
2020-02-06,463.5899963378906
2019-11-22,462.9700012207031
2019-03-25,464.3500061035156
2019-02-21,453.6700134277344
2018-12-19,446.0
2018-07-12,435.760009765625
2018-09-14,431.44000244140625
2018-08-13,439.0
