Dates,TFX
2018-06-20,274.81903076171875
2018-06-21,277.0487365722656
2018-06-25,279.16943359375
2018-06-22,273.4515075683594
2018-06-26,273.3127136230469
2018-06-27,266.8118591308594
2018-06-28,266.9505920410156
2018-06-29,265.7911682128906
2018-07-02,265.1866760253906
2018-07-03,267.5452575683594
2018-07-05,268.6451721191406
2018-07-16,271.806396484375
2018-09-18,275.8000793457031
2019-01-24,275.78033447265625
2019-09-05,273.65960693359375
2018-11-21,275.59197998046875
2020-01-13,273.1937561035156
2020-04-01,270.1911315917969
2020-06-19,275.1163330078125
2019-10-29,273.8379211425781
2020-01-16,274.8982849121094
2020-06-22,272.9956359863281
2018-10-03,276.0874328613281
2018-07-31,272.7181396484375
2019-03-12,276.2064208984375
2019-02-08,276.384765625
2019-01-07,272.6686096191406
2018-12-06,268.3280944824219
2019-08-19,270.2505798339844
2019-07-18,268.36773681640625
2019-05-15,246.7742462158203
2019-09-20,243.6427459716797
2019-11-01,239.42117309570312
2020-04-07,235.02117919921875
2020-06-25,230.52212524414062
2020-06-16,229.9672088623047
2019-11-04,226.07264709472656
2020-01-22,229.6005401611328
2019-11-07,229.28294372558594
2020-04-13,233.22293090820312
2019-07-01,235.17803955078125
2019-05-30,236.34909057617188
2018-08-15,239.12791442871094
2018-10-18,241.738037109375
2019-03-27,245.71771240234375
2019-01-22,244.49700927734375
2018-12-21,245.75741577148438
2019-09-03,246.2734832763672
2018-11-19,245.54898071289062
2019-08-02,246.6208038330078
2020-01-28,246.92849731445312
2020-04-16,245.55892944335938
2019-11-13,245.13218688964844
2020-01-31,240.68605041503906
2018-12-04,246.1245880126953
2018-11-02,246.2734832763672
2019-07-16,250.8684844970703
2018-08-30,253.13121032714844
2018-10-01,260.5646057128906
2019-06-14,265.29852294921875
2019-05-13,268.3849792480469
2019-04-11,265.1199035644531
2019-02-06,266.90625
2019-09-18,268.54376220703125
2020-02-03,267.9880065917969
2020-04-22,267.71014404296875
2019-11-19,266.93603515625
2020-02-06,268.5140075683594
2019-11-22,266.9658203125
2019-03-25,263.254150390625
2019-02-21,264.0777893066406
2018-12-19,263.4922180175781
2018-07-12,262.6983642578125
2018-09-14,258.72857666015625
