Dates,TFX
2018-06-20,278.3900146484375
2018-06-21,278.3599853515625
2018-06-25,280.42999267578125
2018-06-22,281.6400146484375
2018-06-26,277.05999755859375
2018-06-27,275.29998779296875
2018-06-28,269.0
2018-06-29,270.0400085449219
2018-07-02,265.95001220703125
2018-07-03,268.0199890136719
2018-07-05,271.7099914550781
2018-07-16,271.19000244140625
2018-09-18,275.5799865722656
2019-01-24,278.94000244140625
2019-09-05,277.760009765625
2018-11-21,276.42999267578125
2020-01-13,277.6400146484375
2020-04-01,275.25
2020-06-19,272.5400085449219
2019-10-29,277.9800109863281
2020-01-16,276.3999938964844
2020-06-22,277.8599853515625
2018-10-03,274.42999267578125
2018-07-31,278.4700012207031
2019-03-12,274.57000732421875
2019-02-08,278.17999267578125
2019-01-07,279.6099853515625
2018-12-06,274.8599853515625
2019-08-19,272.0400085449219
2019-07-18,272.07000732421875
2019-05-15,253.0
2019-09-20,253.0
2019-11-01,245.11000061035156
2020-04-07,241.4600067138672
2020-06-25,237.1999969482422
2020-06-16,233.80999755859375
2019-11-04,230.6999969482422
2020-01-22,229.3699951171875
2019-11-07,231.5399932861328
2020-04-13,230.17999267578125
2019-07-01,235.2100067138672
2019-05-30,237.0
2018-08-15,239.32000732421875
2018-10-18,242.24000549316406
2019-03-27,241.8800048828125
2019-01-22,246.52000427246094
2018-12-21,247.1999969482422
2019-09-03,247.83999633789062
2018-11-19,249.66000366210938
2019-08-02,247.49000549316406
2020-01-28,247.8300018310547
2020-04-16,248.3699951171875
2019-11-13,246.97999572753906
2020-01-31,246.5
2018-12-04,242.22000122070312
2018-11-02,246.8699951171875
2019-07-16,253.42999267578125
2018-08-30,252.00999450683594
2018-10-01,254.5500030517578
2019-06-14,263.1499938964844
2019-05-13,267.0199890136719
2019-04-11,270.0
2019-02-06,265.8299865722656
2019-09-18,269.4700012207031
2020-02-03,271.0
2020-04-22,270.0
2019-11-19,269.07000732421875
2020-02-06,269.1300048828125
2019-11-22,271.2099914550781
2019-03-25,269.05999755859375
2019-02-21,266.010009765625
2018-12-19,267.4599914550781
2018-07-12,264.0799865722656
2018-09-14,265.29998779296875
2018-08-13,260.1600036621094
2018-10-16,253.86000061035156
2019-07-31,253.0500030517578
2019-05-28,250.08999633789062
2019-04-26,249.85000610351562
2020-04-28,247.3300018310547
2019-11-25,249.3800048828125
2020-02-12,248.27000427246094
2020-05-01,249.82000732421875
2020-05-04,249.67999267578125
