Dates,TFX
2018-06-20,277.32000732421875
2018-06-21,279.57000732421875
2018-06-25,281.7099914550781
2018-06-22,275.94000244140625
2018-06-26,275.79998779296875
2018-06-27,269.239990234375
2018-06-28,269.3800048828125
2018-06-29,268.2099914550781
2018-07-02,267.6000061035156
2018-07-03,269.9800109863281
2018-07-05,271.0899963378906
2018-07-16,274.2799987792969
2018-09-18,278.30999755859375
2019-01-24,278.2900085449219
2019-09-05,276.1499938964844
2018-11-21,278.1000061035156
2020-01-13,275.67999267578125
2020-04-01,272.6499938964844
2020-06-19,277.6199951171875
2019-10-29,276.3299865722656
2020-01-16,277.3999938964844
2020-06-22,275.4800109863281
2018-10-03,278.6000061035156
2018-07-31,275.20001220703125
2019-03-12,278.7200012207031
2019-02-08,278.8999938964844
2019-01-07,275.1499938964844
2018-12-06,270.7699890136719
2019-08-19,272.7099914550781
2019-07-18,270.80999755859375
2019-05-15,249.02000427246094
2019-09-20,245.86000061035156
2019-11-01,241.60000610351562
2020-04-07,237.16000366210938
2020-06-25,232.6199951171875
2020-06-16,232.05999755859375
2019-11-04,228.1300048828125
2020-01-22,231.69000244140625
2019-11-07,231.02999877929688
2020-04-13,235.0
2019-07-01,236.97000122070312
2019-05-30,238.14999389648438
2018-08-15,240.9499969482422
2018-10-18,243.5800018310547
2019-03-27,247.58999633789062
2019-01-22,246.36000061035156
2018-12-21,247.6300048828125
2019-09-03,248.14999389648438
2018-11-19,247.4199981689453
2019-08-02,248.5
2020-01-28,248.80999755859375
2020-04-16,247.42999267578125
2019-11-13,247.0
2020-01-31,242.52000427246094
2018-12-04,248.0
2018-11-02,248.14999389648438
2019-07-16,252.77999877929688
2018-08-30,255.05999755859375
2018-10-01,262.54998779296875
2019-06-14,267.32000732421875
2019-05-13,270.42999267578125
2019-04-11,267.1400146484375
2019-02-06,268.94000244140625
2019-09-18,270.5899963378906
2020-02-03,270.0299987792969
2020-04-22,269.75
2019-11-19,268.9700012207031
2020-02-06,270.55999755859375
2019-11-22,269.0
2019-03-25,265.260009765625
2019-02-21,266.0899963378906
2018-12-19,265.5
2018-07-12,264.70001220703125
2018-09-14,260.70001220703125
2018-08-13,254.05999755859375
2018-10-16,253.61000061035156
2019-07-31,250.5500030517578
