Dates,TFX
2018-06-20,276.489990234375
2018-06-21,275.45001220703125
2018-06-25,276.70001220703125
2018-06-22,273.92999267578125
2018-06-26,273.8800048828125
2018-06-27,269.0799865722656
2018-06-28,266.3999938964844
2018-06-29,268.0199890136719
2018-07-02,263.9800109863281
2018-07-03,266.8699951171875
2018-07-05,268.2200012207031
2018-07-16,271.19000244140625
2018-09-18,275.5799865722656
2019-01-24,277.3900146484375
2019-09-05,274.3699951171875
2018-11-21,275.5199890136719
2020-01-13,275.510009765625
2020-04-01,271.4100036621094
2020-06-19,272.5400085449219
2019-10-29,274.9599914550781
2020-01-16,275.54998779296875
2020-06-22,275.1700134277344
2018-10-03,272.8900146484375
2018-07-31,273.30999755859375
2019-03-12,274.57000732421875
2019-02-08,277.010009765625
2019-01-07,272.95001220703125
2018-12-06,270.1000061035156
2019-08-19,270.1499938964844
2019-07-18,270.6400146484375
2019-05-15,243.5500030517578
2019-09-20,245.4199981689453
2019-11-01,239.8300018310547
2020-04-07,236.42999267578125
2020-06-25,232.10000610351562
2020-06-16,231.02000427246094
2019-11-04,227.52000427246094
2020-01-22,227.91000366210938
2019-11-07,229.97999572753906
2020-04-13,230.17999267578125
2019-07-01,234.77000427246094
2019-05-30,236.4600067138672
2018-08-15,238.86000061035156
2018-10-18,241.4499969482422
2019-03-27,241.5800018310547
2019-01-22,245.3300018310547
2018-12-21,246.10000610351562
2019-09-03,246.38999938964844
2018-11-19,247.05999755859375
2019-08-02,245.63999938964844
2020-01-28,245.8699951171875
2020-04-16,246.32000732421875
2019-11-13,245.27000427246094
2020-01-31,241.9499969482422
2018-12-04,242.0
2018-11-02,245.0
2019-07-16,249.52000427246094
2018-08-30,250.3000030517578
2018-10-01,253.86000061035156
2019-06-14,262.6300048828125
2019-05-13,266.82000732421875
2019-04-11,265.7799987792969
2019-02-06,260.0
2019-09-18,267.67999267578125
2020-02-03,269.25
2020-04-22,267.32000732421875
2019-11-19,266.3900146484375
2020-02-06,268.19000244140625
2019-11-22,268.1400146484375
2019-03-25,264.69000244140625
2019-02-21,264.6300048828125
2018-12-19,264.2099914550781
2018-07-12,261.30999755859375
2018-09-14,260.4700012207031
2018-08-13,252.4499969482422
2018-10-16,249.60000610351562
2019-07-31,246.7899932861328
2019-05-28,247.85000610351562
