Dates,TFX
2018-06-20,279.739990234375
2018-06-21,281.07000732421875
2018-06-25,283.7799987792969
2018-06-22,281.6400146484375
2018-06-26,278.0199890136719
2018-06-27,277.4700012207031
2018-06-28,270.1199951171875
2018-06-29,271.3699951171875
2018-07-02,268.6000061035156
2018-07-03,270.5299987792969
2018-07-05,273.30999755859375
2018-07-16,274.55999755859375
2018-09-18,278.5299987792969
2019-01-24,279.7699890136719
2019-09-05,280.6099853515625
2018-11-21,278.6099853515625
2020-01-13,278.9200134277344
2020-04-01,278.45001220703125
2020-06-19,278.3699951171875
2019-10-29,279.69000244140625
2020-01-16,279.239990234375
2020-06-22,278.5
2018-10-03,278.7799987792969
2018-07-31,279.8999938964844
2019-03-12,279.32000732421875
2019-02-08,280.3399963378906
2019-01-07,279.6099853515625
2018-12-06,274.8599853515625
2019-08-19,275.3999938964844
2019-07-18,274.8999938964844
2019-05-15,257.4700012207031
2019-09-20,253.0
2019-11-01,247.3800048828125
2020-04-07,241.4600067138672
2020-06-25,241.30999755859375
2020-06-16,235.0
2019-11-04,232.1199951171875
2020-01-22,233.9499969482422
2019-11-07,232.50999450683594
2020-04-13,236.75
2019-07-01,238.6999969482422
2019-05-30,239.13999938964844
2018-08-15,242.9600067138672
2018-10-18,243.94000244140625
2019-03-27,248.36000061035156
2019-01-22,248.0800018310547
2018-12-21,249.22000122070312
2019-09-03,249.47000122070312
2018-11-19,250.44000244140625
2019-08-02,249.3800048828125
2020-01-28,249.80999755859375
2020-04-16,249.61000061035156
2019-11-13,248.8300018310547
2020-01-31,246.6300048828125
2018-12-04,248.47000122070312
2018-11-02,249.1999969482422
2019-07-16,257.2200012207031
2018-08-30,256.3699951171875
2018-10-01,264.6199951171875
2019-06-14,268.4800109863281
2019-05-13,270.9599914550781
2019-04-11,270.0
2019-02-06,271.19000244140625
2019-09-18,270.67999267578125
2020-02-03,273.0
2020-04-22,270.8599853515625
2019-11-19,270.6300048828125
2020-02-06,271.5799865722656
2019-11-22,271.2099914550781
2019-03-25,269.42999267578125
2019-02-21,268.79998779296875
2018-12-19,268.7099914550781
2018-07-12,265.6700134277344
2018-09-14,265.7900085449219
2018-08-13,260.1600036621094
2018-10-16,256.1700134277344
2019-07-31,253.5500030517578
2019-05-28,252.22000122070312
2019-04-26,250.14999389648438
2020-04-28,252.02999877929688
2019-11-25,250.17999267578125
2020-02-12,252.6199951171875
2020-05-01,250.9600067138672
2020-05-04,250.07000732421875
2019-06-12,248.99000549316406
2019-04-09,248.8699951171875
2019-03-08,244.3000030517578
2019-02-04,242.3300018310547
2018-07-27,242.0399932861328
2018-08-28,241.97000122070312
2019-01-03,237.50999450683594
2019-08-15,239.58999633789062
2018-10-31,243.11000061035156
2019-09-16,247.86000061035156
2020-02-18,269.1700134277344
2020-05-07,267.6000061035156
2018-08-17,258.7699890136719
2019-12-04,258.3599853515625
2020-02-21,264.54998779296875
2018-12-17,266.30999755859375
2019-08-30,267.0299987792969
2018-11-15,265.0400085449219
2019-07-29,262.70001220703125
2019-06-27,262.3599853515625
2019-04-24,260.8399963378906
2018-07-10,266.3399963378906
