Dates,TFX
2018-09-12,262.7300109863281
2019-02-19,256.6199951171875
2019-01-18,257.9700012207031
2020-02-24,256.19000244140625
2020-05-13,258.0299987792969
2019-12-10,258.989990234375
2020-02-27,267.3999938964844
2019-12-13,273.3800048828125
2020-05-19,276.489990234375
2019-03-06,279.29998779296875
2018-11-30,276.19000244140625
2019-08-13,268.07000732421875
2019-07-12,267.7699890136719
2019-06-10,261.1400146484375
2019-05-09,261.1199951171875
2018-07-25,263.79998779296875
2018-09-27,261.04998779296875
2018-10-29,255.75
2019-10-16,248.94000244140625
2019-12-16,248.74000549316406
2020-03-04,252.94000244140625
2020-05-22,247.58999633789062
2019-10-01,241.0
2019-12-19,236.27999877929688
2018-09-10,239.11000061035156
2019-05-24,249.17999267578125
2018-08-09,255.13999938964844
2019-04-22,258.4800109863281
2019-03-21,257.30999755859375
2019-01-16,251.30999755859375
2019-08-28,253.5
2018-11-13,253.47000122070312
2018-10-12,254.0
2019-06-25,261.3900146484375
2020-03-10,262.7200012207031
2020-05-28,262.92999267578125
2019-10-07,255.02000427246094
2020-03-13,257.5
2019-10-10,253.5
2020-03-16,254.89999389648438
2020-06-03,259.4599914550781
2018-11-28,259.8699951171875
2018-09-25,261.739990234375
2018-07-23,266.1099853515625
2018-08-24,269.7900085449219
2019-07-10,269.5799865722656
2019-05-07,269.1499938964844
2019-04-05,273.45001220703125
2019-03-04,276.0
2019-01-31,276.7799987792969
2019-09-12,272.70001220703125
2019-12-31,277.010009765625
2020-03-19,273.7200012207031
2020-01-03,271.3299865722656
2020-06-09,274.1499938964844
2019-02-15,277.8699951171875
2019-01-14,278.260009765625
2018-07-06,281.79998779296875
2018-08-07,283.32000732421875
2018-10-10,286.29998779296875
2018-12-13,287.5199890136719
2019-08-26,287.25
2019-07-25,280.0899963378906
2019-05-22,286.6400146484375
2019-03-19,290.4200134277344
2020-01-06,290.29998779296875
2020-03-25,290.55999755859375
2020-06-12,290.489990234375
2019-10-22,294.6499938964844
2020-01-09,297.5899963378906
2020-06-15,294.510009765625
2019-10-25,293.5299987792969
2020-03-31,289.2699890136719
2020-06-18,287.1000061035156
2019-04-03,292.0199890136719
2018-08-22,297.05999755859375
2018-10-25,301.92999267578125
2019-01-29,299.29998779296875
2018-12-28,302.95001220703125
2018-11-26,304.82000732421875
2019-08-09,303.69000244140625
2019-07-08,304.6600036621094
2019-06-06,305.9200134277344
2019-09-10,305.25
2020-01-15,302.25
2020-04-03,304.2099914550781
2019-10-31,305.82000732421875
2020-04-06,301.79998779296875
2020-06-24,302.4599914550781
2018-11-09,305.57000732421875
2019-07-23,303.510009765625
2019-06-21,304.8299865722656
2019-05-20,303.44000244140625
2019-04-18,305.6099853515625
2018-09-06,304.1000061035156
2018-10-08,304.0899963378906
2019-02-13,307.07000732421875
2018-12-11,305.9800109863281
2019-09-25,309.989990234375
2020-01-21,307.3599853515625
2020-04-09,305.2099914550781
2019-11-06,294.6099853515625
2020-01-24,279.8900146484375
2020-01-27,280.19000244140625
2020-04-15,280.7300109863281
2018-12-26,280.0
2019-08-07,282.2200012207031
2019-06-04,282.7099914550781
2018-09-21,283.3500061035156
2018-07-19,286.75
2018-08-20,285.94000244140625
2018-10-23,298.989990234375
2019-05-03,300.7300109863281
2019-04-01,301.0799865722656
2019-02-28,299.5799865722656
2019-11-12,296.92999267578125
2020-01-30,302.0
2019-11-15,303.489990234375
2020-04-21,298.94000244140625
2019-04-16,300.1199951171875
2019-03-15,296.8599853515625
2019-02-11,305.80999755859375
2019-01-10,300.0199890136719
2019-08-22,295.0899963378906
2018-11-07,298.5400085449219
2018-08-03,298.1700134277344
2018-09-04,296.2900085449219
2019-06-19,297.8399963378906
2019-09-23,299.1600036621094
2019-11-18,291.6499938964844
2020-02-05,296.0
2020-04-24,290.510009765625
2019-03-29,293.2699890136719
2019-11-21,292.9800109863281
2020-04-27,298.2200012207031
2020-02-11,304.1199951171875
2020-04-30,306.1099853515625
2019-05-01,312.3800048828125
2019-02-26,314.739990234375
2019-01-25,317.1400146484375
2018-12-24,321.67999267578125
2019-09-06,322.6199951171875
2018-07-17,326.5899963378906
2018-09-19,331.8999938964844
2019-08-05,334.57000732421875
2019-10-08,337.9599914550781
2019-12-11,335.80999755859375
2019-11-27,335.7200012207031
2020-02-14,337.05999755859375
2020-05-06,336.9100036621094
2019-01-08,329.2799987792969
2018-12-07,331.3999938964844
2019-08-20,336.1400146484375
2018-11-05,336.2699890136719
2019-07-19,333.70001220703125
2018-10-04,334.1499938964844
2019-06-17,333.30999755859375
2019-05-16,335.4599914550781
2018-08-01,337.8399963378906
2019-03-13,336.0799865722656
2019-12-03,336.92999267578125
2020-02-20,335.57000732421875
2019-12-06,336.6300048828125
2020-05-12,334.6300048828125
2019-12-09,340.92999267578125
2020-02-26,342.25
2020-05-15,341.1700134277344
2019-03-28,342.2099914550781
2018-09-17,346.30999755859375
2018-08-16,347.510009765625
2018-10-19,347.5400085449219
2019-04-29,352.7300109863281
2019-01-23,350.2799987792969
2019-09-04,348.6099853515625
2018-11-20,366.7900085449219
2019-07-02,365.7900085449219
2019-05-31,361.260009765625
2019-12-12,364.6300048828125
2020-05-18,359.6300048828125
2019-09-27,366.3800048828125
2020-03-03,373.8399963378906
2020-05-21,373.0899963378906
2019-05-14,371.94000244140625
2018-08-31,368.760009765625
2018-07-30,372.5899963378906
2018-10-02,371.8500061035156
2019-04-12,373.5400085449219
2019-03-11,373.8999938964844
2019-02-07,372.2300109863281
2019-07-17,369.3699951171875
2019-09-19,367.2900085449219
2019-10-21,361.05999755859375
2019-12-18,363.7200012207031
2020-03-06,362.1499938964844
2019-10-03,365.1600036621094
2020-03-09,367.2300109863281
2020-05-27,362.989990234375
2019-12-24,363.5
2020-03-12,363.1700134277344
2018-12-20,358.69000244140625
2019-08-01,357.3999938964844
2018-08-14,340.4100036621094
2018-07-13,344.2200012207031
2018-10-17,343.4599914550781
2019-05-29,339.7300109863281
2019-03-26,331.94000244140625
2019-02-22,342.7300109863281
2019-10-04,340.9700012207031
2019-11-05,344.54998779296875
2019-12-27,346.04998779296875
2020-06-02,351.0299987792969
2019-12-30,352.6499938964844
2020-03-18,343.1199951171875
2020-06-05,346.1700134277344
2019-07-15,341.80999755859375
2018-12-03,341.5400085449219
2019-06-13,340.3699951171875
2019-01-04,330.1600036621094
2018-08-29,332.5799865722656
2019-02-05,337.3800048828125
2018-11-01,332.1300048828125
2019-08-16,325.57000732421875
2019-04-10,322.2799987792969
2019-09-17,318.2200012207031
2019-10-15,324.6300048828125
2020-01-02,325.67999267578125
2020-06-08,330.760009765625
2019-10-18,329.7300109863281
2020-03-24,329.9599914550781
2020-06-11,329.2300109863281
2020-01-08,332.9200134277344
2019-04-25,331.8800048828125
2019-07-30,325.6700134277344
2019-02-20,325.32000732421875
2018-07-11,322.9800109863281
2018-09-13,327.54998779296875
2018-10-15,332.6600036621094
2019-06-28,331.7300109863281
2018-12-18,354.2300109863281
2018-11-16,349.9100036621094
2019-10-02,350.0
2020-03-27,348.6400146484375
2020-01-10,338.25
2019-10-24,337.3699951171875
2020-03-30,337.6099853515625
2020-06-17,334.0199890136719
2020-01-14,334.2200012207031
2020-04-02,336.67999267578125
2019-01-02,342.75
2019-08-14,347.0299987792969
2018-10-30,347.5899963378906
2019-06-11,354.4100036621094
2019-05-10,356.32000732421875
2019-04-08,352.489990234375
2018-08-27,352.6000061035156
2018-07-26,349.1600036621094
2018-09-28,350.5899963378906
2019-03-07,355.17999267578125
2019-10-30,354.989990234375
2020-01-17,354.2099914550781
2020-06-23,353.55999755859375
2020-04-08,355.07000732421875
2020-06-26,359.57000732421875
2019-03-22,371.32000732421875
2019-01-17,366.510009765625
2019-08-29,356.3800048828125
2018-11-14,355.6099853515625
2019-06-26,360.3299865722656
2018-09-11,360.17999267578125
2018-07-09,364.8599853515625
2018-08-10,368.32000732421875
2019-04-23,371.57000732421875
2019-09-30,374.8299865722656
2020-01-23,376.0299987792969
2019-11-08,375.6000061035156
2020-04-14,374.7200012207031
2019-11-11,374.8500061035156
2020-01-29,374.6499938964844
2020-04-17,372.95001220703125
2018-07-24,376.5400085449219
2018-09-26,379.6700134277344
2019-05-08,377.4200134277344
2019-03-05,380.3599853515625
2019-02-01,381.4100036621094
2018-12-31,381.9599914550781
2018-11-29,384.70001220703125
2019-08-12,383.8699951171875
2019-07-11,379.3599853515625
2019-09-13,383.95001220703125
2019-11-14,386.010009765625
2020-04-20,385.2900085449219
2020-02-04,388.20001220703125
2020-04-23,386.0
2018-12-14,389.2699890136719
2019-08-27,386.25
2018-08-08,386.3800048828125
2018-10-11,381.2699890136719
2018-11-12,382.7900085449219
2019-07-26,383.1199951171875
2019-06-24,380.8999938964844
2019-05-23,379.739990234375
2019-03-20,376.20001220703125
2019-01-15,384.9599914550781
2019-11-20,390.2200012207031
2020-02-07,387.2799987792969
2020-02-10,381.17999267578125
2020-04-29,377.510009765625
2019-11-26,383.0400085449219
2020-02-13,379.9200134277344
2019-01-30,381.80999755859375
2018-08-23,386.9200134277344
2018-09-24,387.9700012207031
2018-11-27,398.6499938964844
2018-10-26,394.489990234375
2019-07-09,382.82000732421875
2019-06-07,363.989990234375
2019-05-06,361.8999938964844
2019-04-04,356.5400085449219
2019-09-11,347.2200012207031
2019-11-29,335.0199890136719
2020-05-05,354.29998779296875
2019-12-02,359.6700134277344
2020-02-19,352.4200134277344
2020-05-08,346.760009765625
2019-05-21,349.57000732421875
2019-03-18,341.4800109863281
2018-09-07,356.7099914550781
2018-08-06,349.3699951171875
2018-10-09,321.1700134277344
2019-02-14,319.25
2018-12-12,288.9700012207031
2019-07-24,290.239990234375
2019-09-26,256.25
2019-10-28,257.1000061035156
2019-12-05,267.45001220703125
2020-05-11,248.2100067138672
2019-07-03,257.8299865722656
2020-02-25,288.4700012207031
2020-05-14,297.5799865722656
2020-02-28,287.2200012207031
2019-08-08,293.17999267578125
2019-06-05,296.5799865722656
2018-07-20,288.3699951171875
2018-08-21,296.6199951171875
2018-10-24,299.0
2019-04-02,322.989990234375
2019-03-01,336.92999267578125
2019-01-28,323.8500061035156
2018-12-27,329.1600036621094
2019-09-09,326.57000732421875
2020-03-02,334.07000732421875
2020-05-20,332.9800109863281
2019-12-17,337.3500061035156
2020-03-05,351.54998779296875
2019-02-12,347.2099914550781
2019-01-11,338.8500061035156
2018-12-10,335.1600036621094
2019-08-23,341.5199890136719
2018-11-08,346.04998779296875
2019-07-22,354.42999267578125
2019-06-20,354.8800048828125
2018-09-05,354.7099914550781
2019-04-17,357.7200012207031
2019-09-24,341.70001220703125
2019-12-20,332.0299987792969
2020-05-26,344.7699890136719
2019-04-30,345.6499938964844
2019-12-23,346.5
2020-03-11,348.4700012207031
2020-05-29,348.75
2019-12-26,351.3999938964844
2020-06-01,342.6000061035156
2019-05-02,335.9200134277344
2019-02-27,337.67999267578125
2018-11-23,358.8299865722656
2019-08-06,356.8800048828125
2018-07-18,353.7300109863281
2018-09-20,354.7799987792969
2018-10-22,363.7300109863281
2019-07-05,377.510009765625
2019-06-03,354.57000732421875
2019-10-09,359.3399963378906
2019-10-11,363.1099853515625
2020-03-17,369.0899963378906
2020-06-04,370.79998779296875
2019-10-14,373.67999267578125
2020-03-20,373.57000732421875
2018-11-06,382.8699951171875
2019-06-18,377.1300048828125
2019-05-17,376.1700134277344
2019-04-15,371.45001220703125
2019-03-14,360.6099853515625
2019-01-09,364.8399963378906
2018-08-02,361.0799865722656
2018-10-05,370.5799865722656
2019-08-21,369.8999938964844
2019-10-17,368.7300109863281
2020-03-23,375.17999267578125
2020-06-10,371.2200012207031
2019-02-25,374.3999938964844
2020-01-07,367.0899963378906
2020-03-26,356.07000732421875
2019-10-23,357.3500061035156
