Dates,LRCX
2018-07-17,172.3800048828125
2018-09-19,174.42999267578125
2019-08-05,179.4199981689453
2019-10-08,182.36000061035156
2019-12-11,182.42999267578125
2019-11-27,180.61000061035156
2020-02-14,175.5800018310547
2020-05-06,178.58999633789062
2019-01-08,182.75
2018-12-07,187.08999633789062
2019-08-20,189.1199951171875
2018-11-05,185.52000427246094
2019-07-19,184.58999633789062
2018-10-04,181.10000610351562
2019-06-17,178.9199981689453
2019-05-16,179.91000366210938
2018-08-01,183.72000122070312
2019-03-13,182.32000732421875
2019-12-03,185.47000122070312
2020-02-20,191.08999633789062
2019-12-06,189.39999389648438
2020-05-12,188.11000061035156
2019-12-09,192.16000366210938
2020-02-26,196.92999267578125
2020-05-15,202.8699951171875
2019-03-28,206.36000061035156
2018-09-17,209.00999450683594
2018-08-16,210.07000732421875
2018-10-19,209.5500030517578
2019-04-29,207.85000610351562
2019-01-23,207.55999755859375
2019-09-04,206.16000366210938
2018-11-20,204.0500030517578
2019-07-02,200.47000122070312
2019-05-31,191.6199951171875
2019-12-12,193.1199951171875
2020-05-18,190.7100067138672
2019-09-27,198.3699951171875
2020-03-03,194.4199981689453
2020-05-21,193.8000030517578
2019-05-14,195.08999633789062
2018-08-31,197.25999450683594
2018-07-30,196.4499969482422
2018-10-02,198.3699951171875
2019-04-12,207.14999389648438
2019-03-11,205.3300018310547
2019-02-07,206.9199981689453
2019-07-17,206.05999755859375
2019-09-19,199.75
2019-10-21,200.0399932861328
2019-12-18,198.13999938964844
2020-03-06,197.16000366210938
2019-10-03,206.27999877929688
2020-03-09,209.33999633789062
2020-05-27,209.02000427246094
2019-12-24,215.22999572753906
2020-03-12,225.5399932861328
2018-12-20,225.10000610351562
2019-08-01,228.1699981689453
2018-08-14,226.49000549316406
2018-07-13,230.55999755859375
2018-10-17,231.69000244140625
2019-05-29,233.94000244140625
2019-03-26,230.6199951171875
2019-02-22,232.39999389648438
2019-10-04,234.32000732421875
2019-11-05,235.36000061035156
2019-12-27,233.30999755859375
2020-06-02,234.3800048828125
2019-12-30,234.32000732421875
2020-03-18,232.77000427246094
2020-06-05,241.10000610351562
2019-07-15,227.4600067138672
2018-12-03,227.2899932861328
2019-06-13,228.2100067138672
2019-01-04,225.9499969482422
2018-08-29,225.1699981689453
2019-02-05,229.42999267578125
2018-11-01,231.9199981689453
2019-08-16,225.0
2019-04-10,231.07000732421875
2019-09-17,232.1699981689453
2019-10-15,236.61000061035156
2020-01-02,235.63999938964844
2020-06-08,236.8000030517578
2019-10-18,233.75999450683594
2020-03-24,235.27999877929688
2020-06-11,230.22999572753906
2020-01-08,235.25
2019-04-25,234.83999633789062
2019-07-30,231.14999389648438
2019-02-20,251.9499969482422
2018-07-11,263.010009765625
2018-09-13,272.1000061035156
2018-10-15,275.57000732421875
2019-06-28,274.0
2018-12-18,267.2300109863281
2018-11-16,272.29998779296875
2019-10-02,274.4100036621094
2020-03-27,274.3900146484375
2020-01-10,270.25
2019-10-24,272.29998779296875
2020-03-30,269.1000061035156
2020-06-17,268.6300048828125
2020-01-14,269.0
2020-04-02,267.6700134277344
2019-01-02,270.80999755859375
2019-08-14,280.0
2018-10-30,280.79998779296875
2019-06-11,276.5799865722656
2019-05-10,270.3999938964844
2019-04-08,262.8999938964844
2018-08-27,260.1199951171875
2018-07-26,263.6700134277344
2018-09-28,267.2200012207031
2019-03-07,269.3800048828125
2019-10-30,265.7900085449219
2020-01-17,261.3299865722656
2020-06-23,255.5
2020-04-08,261.3699951171875
2020-06-26,262.42999267578125
2019-03-22,266.8500061035156
2019-01-17,267.05999755859375
2019-08-29,267.17999267578125
2018-11-14,268.5199890136719
2019-06-26,274.0899963378906
2018-09-11,280.510009765625
2018-07-09,284.25
2018-08-10,285.3299865722656
2019-04-23,286.8900146484375
2019-09-30,288.2799987792969
2020-01-23,293.7200012207031
2019-11-08,294.2699890136719
2020-04-14,292.1199951171875
2019-11-11,293.1400146484375
2020-01-29,292.7699890136719
2020-04-17,287.6400146484375
2018-07-24,288.5199890136719
2018-09-26,294.489990234375
2019-05-08,291.7200012207031
2019-03-05,287.5400085449219
2019-02-01,291.3800048828125
2018-12-31,295.20001220703125
2018-11-29,293.5
2019-08-12,292.95001220703125
2019-07-11,292.510009765625
2019-09-13,296.739990234375
2019-11-14,296.7200012207031
2020-04-20,300.95001220703125
2020-02-04,302.1600036621094
2020-04-23,307.30999755859375
2018-12-14,310.75
2019-08-27,307.54998779296875
2018-08-08,303.7099914550781
2018-10-11,292.69000244140625
2018-11-12,293.3599853515625
2019-07-26,295.9100036621094
2019-06-24,305.760009765625
2019-05-23,297.2699890136719
2019-03-20,300.0
2019-01-15,316.1199951171875
2019-11-20,323.70001220703125
2020-02-07,323.0
2020-02-10,314.7200012207031
2020-04-29,313.0
2019-11-26,322.8699951171875
2020-02-13,328.0
2019-01-30,333.6199951171875
2018-08-23,336.760009765625
2018-09-24,323.0
2018-11-27,330.29998779296875
2018-10-26,324.0199890136719
2019-07-09,315.239990234375
2019-06-07,295.1199951171875
2019-05-06,289.3900146484375
2019-04-04,294.6199951171875
2019-09-11,282.010009765625
2019-11-29,273.6600036621094
2020-05-05,284.0199890136719
2019-12-02,288.5899963378906
2020-02-19,293.79998779296875
2020-05-08,296.0
2019-05-21,285.25
2019-03-18,267.2300109863281
2018-09-07,267.44000244140625
2018-08-06,272.5799865722656
2018-10-09,237.4499969482422
2019-02-14,242.6300048828125
2018-12-12,213.0800018310547
2019-07-24,203.72999572753906
2019-09-26,181.3800048828125
2019-10-28,187.02000427246094
2019-12-05,187.11000061035156
2020-05-11,185.83999633789062
2019-07-03,207.3699951171875
2020-02-25,228.30999755859375
2020-05-14,235.0
2020-02-28,240.39999389648438
2019-08-08,241.24000549316406
2019-06-05,238.08999633789062
2018-07-20,220.2100067138672
2018-08-21,215.9199981689453
2018-10-24,213.2899932861328
2019-04-02,229.0800018310547
2019-03-01,251.44000244140625
2019-01-28,257.3299865722656
2018-12-27,255.75999450683594
2019-09-09,250.24000549316406
2020-03-02,263.5899963378906
2020-05-20,258.54998779296875
2019-12-17,263.2900085449219
2020-03-05,271.4700012207031
2019-02-12,266.3399963378906
2019-01-11,242.57000732421875
2018-12-10,255.4600067138672
2019-08-23,262.7900085449219
2018-11-08,258.1099853515625
2019-07-22,262.8800048828125
2019-06-20,259.4700012207031
2018-09-05,265.1700134277344
2019-04-17,254.7100067138672
2019-09-24,229.69000244140625
2019-12-20,231.3800048828125
2020-05-26,239.89999389648438
2019-04-30,244.00999450683594
2019-12-23,247.10000610351562
2020-03-11,252.05999755859375
2020-05-29,259.1000061035156
2019-12-26,255.7100067138672
2020-06-01,241.77999877929688
2019-05-02,240.33999633789062
2019-02-27,248.80999755859375
2018-11-23,253.4600067138672
2019-08-06,256.4100036621094
2018-07-18,267.1199951171875
2018-09-20,260.0
2018-10-22,257.6300048828125
2019-07-05,265.8399963378906
2019-06-03,258.2099914550781
2019-10-09,265.3699951171875
2019-10-11,266.0899963378906
2020-03-17,269.8599853515625
2020-06-04,267.1000061035156
2019-10-14,275.54998779296875
2020-03-20,283.1600036621094
2018-11-06,299.3800048828125
2019-06-18,296.2099914550781
2019-05-17,293.1099853515625
2019-04-15,299.45001220703125
2019-03-14,281.8800048828125
2019-01-09,276.6600036621094
2018-08-02,274.510009765625
2018-10-05,299.6700134277344
2019-08-21,307.6199951171875
2019-10-17,312.5299987792969
2020-03-23,313.5400085449219
2020-06-10,307.05999755859375
2019-02-25,312.5
2020-01-07,303.9700012207031
2020-03-26,300.6099853515625
2019-10-23,300.3599853515625
