Dates,LRCX
2018-06-20,175.47999572753906
2018-06-21,178.1699981689453
2018-06-25,177.49000549316406
2018-06-22,172.2100067138672
2018-06-26,175.52000427246094
2018-06-27,175.0
2018-06-28,168.00999450683594
2018-06-29,172.5500030517578
2018-07-02,169.99000549316406
2018-07-03,173.19000244140625
2018-07-05,169.30999755859375
2018-07-16,171.3000030517578
2018-09-18,175.72999572753906
2019-01-24,177.02000427246094
2019-09-05,174.5
2018-11-21,170.11000061035156
2020-01-13,172.25999450683594
2020-04-01,171.1199951171875
2020-06-19,170.52999877929688
2019-10-29,183.0399932861328
2020-01-16,180.11000061035156
2020-06-22,178.17999267578125
2018-10-03,176.3000030517578
2018-07-31,176.17999267578125
2019-03-12,173.49000549316406
2019-02-08,172.25999450683594
2019-01-07,185.0
2018-12-06,189.49000549316406
2019-08-19,190.07000732421875
2019-07-18,189.8699951171875
2019-05-15,183.77999877929688
2019-09-20,186.8000030517578
2019-11-01,186.2100067138672
2020-04-07,188.75
2020-06-25,185.0500030517578
2020-06-16,186.67999267578125
2019-11-04,180.57000732421875
2020-01-22,178.86000061035156
2019-11-07,178.5800018310547
2020-04-13,174.44000244140625
2019-07-01,173.8800048828125
2019-05-30,170.86000061035156
2018-08-15,169.57000732421875
2018-10-18,172.25999450683594
2019-03-27,173.42999267578125
2019-01-22,172.58999633789062
2018-12-21,174.0399932861328
2019-09-03,173.0
2018-11-19,173.22999572753906
2019-08-02,173.27999877929688
2020-01-28,172.5
2020-04-16,172.27999877929688
2019-11-13,171.75
2020-01-31,170.61000061035156
2018-12-04,170.3000030517578
2018-11-02,158.60000610351562
2019-07-16,161.42999267578125
2018-08-30,155.0
2018-10-01,150.25
2019-06-14,152.0
2019-05-13,153.75999450683594
2019-04-11,152.83999633789062
2019-02-06,152.36000061035156
2019-09-18,155.36000061035156
2020-02-03,154.86000061035156
2020-04-22,153.50999450683594
2019-11-19,154.9600067138672
2020-02-06,155.00999450683594
2019-11-22,148.0500030517578
2019-03-25,150.2100067138672
2019-02-21,150.47999572753906
2018-12-19,150.6300048828125
2018-07-12,149.5
2018-09-14,151.83999633789062
2018-08-13,150.97000122070312
2018-10-16,148.77000427246094
2019-07-31,147.1999969482422
2019-05-28,145.6199951171875
2019-04-26,142.39999389648438
2020-04-28,140.77999877929688
2019-11-25,142.97999572753906
2020-02-12,142.0
2020-05-01,144.22000122070312
2020-05-04,152.5
2019-06-12,145.67999267578125
2019-04-09,145.6199951171875
2019-03-08,146.72999572753906
2019-02-04,139.60000610351562
2018-07-27,144.25
2018-08-28,141.0
2019-01-03,138.4600067138672
2019-08-15,140.77999877929688
2018-10-31,135.8300018310547
2019-09-16,141.66000366210938
2020-02-18,142.63999938964844
2020-05-07,152.92999267578125
2018-08-17,151.32000732421875
2019-12-04,146.77999877929688
2020-02-21,153.99000549316406
2018-12-17,149.8699951171875
2019-08-30,149.57000732421875
2018-11-15,145.5500030517578
2019-07-29,145.07000732421875
2019-06-27,145.6199951171875
2019-04-24,142.1699981689453
2018-07-10,142.52000427246094
2018-09-12,146.88999938964844
2019-02-19,140.24000549316406
2019-01-18,145.9199981689453
2020-02-24,142.88999938964844
2020-05-13,146.5
2019-12-10,145.41000366210938
2020-02-27,147.58999633789062
2019-12-13,152.32000732421875
2020-05-19,153.0
2019-03-06,161.0
2018-11-30,158.52999877929688
2019-08-13,145.0
2019-07-12,145.6199951171875
2019-06-10,137.30999755859375
2019-05-09,140.41000366210938
2018-07-25,141.07000732421875
2018-09-27,139.50999450683594
2018-10-29,136.1300048828125
2019-10-16,135.02999877929688
2019-12-16,137.02999877929688
2020-03-04,135.58999633789062
2020-05-22,132.1199951171875
2019-10-01,129.11000061035156
2019-12-19,126.56999969482422
2018-09-10,124.97000122070312
2019-05-24,127.91000366210938
2018-08-09,133.60000610351562
2019-04-22,136.77999877929688
2019-03-21,133.4600067138672
2019-01-16,135.1999969482422
2019-08-28,134.08999633789062
2018-11-13,138.47000122070312
2018-10-12,140.22999572753906
2019-06-25,138.7100067138672
2020-03-10,143.08999633789062
2020-05-28,143.9499969482422
2019-10-07,142.25
2020-03-13,141.32000732421875
2019-10-10,140.13999938964844
2020-03-16,137.97000122070312
2020-06-03,143.2899932861328
