Dates,LRCX
2018-06-20,176.2899932861328
2018-06-21,179.25
2018-06-25,177.60000610351562
2018-06-22,173.0
2018-06-26,175.75
2018-06-27,175.49000549316406
2018-06-28,171.13999938964844
2018-06-29,174.83999633789062
2018-07-02,173.27000427246094
2018-07-03,173.5
2018-07-05,172.3000030517578
2018-07-16,174.08999633789062
2018-09-18,177.1199951171875
2019-01-24,177.92999267578125
2019-09-05,175.99000549316406
2018-11-21,173.4199981689453
2020-01-13,174.1999969482422
2020-04-01,172.89999389648438
2020-06-19,178.0399932861328
2019-10-29,183.8800048828125
2020-01-16,181.47000122070312
2020-06-22,178.44000244140625
2018-10-03,176.5
2018-07-31,179.19000244140625
2019-03-12,174.3800048828125
2019-02-08,177.63999938964844
2019-01-07,193.4499969482422
2018-12-06,190.0
2019-08-19,196.6999969482422
2019-07-18,190.8000030517578
2019-05-15,188.0800018310547
2019-09-20,188.08999633789062
2019-11-01,188.5800018310547
2020-04-07,188.97999572753906
2020-06-25,190.5
2020-06-16,187.63999938964844
2019-11-04,181.42999267578125
2020-01-22,179.10000610351562
2019-11-07,179.64999389648438
2020-04-13,174.82000732421875
2019-07-01,176.6999969482422
2019-05-30,171.1199951171875
2018-08-15,172.00999450683594
2018-10-18,175.5
2019-03-27,175.08999633789062
2019-01-22,174.4499969482422
2018-12-21,174.14999389648438
2019-09-03,178.0800018310547
2018-11-19,174.32000732421875
2019-08-02,174.94000244140625
2020-01-28,174.6199951171875
2020-04-16,174.6699981689453
2019-11-13,172.9199981689453
2020-01-31,172.32000732421875
2018-12-04,170.85000610351562
2018-11-02,161.4199981689453
2019-07-16,161.4499969482422
2018-08-30,156.1999969482422
2018-10-01,151.8000030517578
2019-06-14,154.41000366210938
2019-05-13,155.74000549316406
2019-04-11,154.4199981689453
2019-02-06,155.47000122070312
2019-09-18,155.36000061035156
2020-02-03,157.0399932861328
2020-04-22,156.5500030517578
2019-11-19,155.2899932861328
2020-02-06,155.00999450683594
2019-11-22,151.75999450683594
2019-03-25,151.74000549316406
2019-02-21,153.3000030517578
2018-12-19,151.86000061035156
2018-07-12,154.85000610351562
2018-09-14,153.30999755859375
2018-08-13,151.0
2018-10-16,150.4499969482422
2019-07-31,149.11000061035156
2019-05-28,146.0
2019-04-26,143.6699981689453
2020-04-28,142.8800048828125
2019-11-25,146.63999938964844
2020-02-12,144.19000244140625
2020-05-01,146.4499969482422
2020-05-04,153.9600067138672
2019-06-12,146.5399932861328
2019-04-09,148.5500030517578
2019-03-08,147.58999633789062
2019-02-04,147.66000366210938
2018-07-27,145.22999572753906
2018-08-28,144.0500030517578
2019-01-03,142.25999450683594
2019-08-15,142.52000427246094
2018-10-31,141.0800018310547
2019-09-16,143.07000732421875
2020-02-18,152.0399932861328
2020-05-07,154.10000610351562
2018-08-17,151.5
2019-12-04,152.38999938964844
2020-02-21,154.0
2018-12-17,153.30999755859375
2019-08-30,150.86000061035156
2018-11-15,146.00999450683594
2019-07-29,147.1300048828125
2019-06-27,147.66000366210938
2019-04-24,147.77999877929688
2018-07-10,150.66000366210938
2018-09-12,148.5800018310547
2019-02-19,149.11000061035156
2019-01-18,147.5800018310547
2020-02-24,147.2100067138672
2020-05-13,146.9600067138672
2019-12-10,147.7899932861328
2020-02-27,153.9199981689453
2019-12-13,154.9199981689453
2020-05-19,157.17999267578125
2019-03-06,162.8699951171875
2018-11-30,159.0
