Dates,LRCX
2018-06-20,2775900.0
2018-06-21,3282700.0
2018-06-25,2950300.0
2018-06-22,3618000.0
2018-06-26,3505800.0
2018-06-27,2685800.0
2018-06-28,3354600.0
2018-06-29,3201600.0
2018-07-02,2115300.0
2018-07-03,2048400.0
2018-07-05,2386200.0
2018-07-16,2354300.0
2018-09-18,2055900.0
2019-01-24,1977100.0
2019-09-05,3450900.0
2018-11-21,2687100.0
2020-01-13,2132300.0
2020-04-01,1873500.0
2020-06-19,2419400.0
2019-10-29,3297100.0
2020-01-16,2015200.0
2020-06-22,1720800.0
2018-10-03,2295400.0
2018-07-31,2300200.0
2019-03-12,2232300.0
2019-02-08,3841600.0
2019-01-07,8073700.0
2018-12-06,3412000.0
2019-08-19,3417700.0
2019-07-18,2559000.0
2019-05-15,1819200.0
2019-09-20,1507500.0
2019-11-01,1793000.0
2020-04-07,2727700.0
2020-06-25,2128800.0
2020-06-16,3291500.0
2019-11-04,2962300.0
2020-01-22,2184300.0
2019-11-07,1920100.0
2020-04-13,2915400.0
2019-07-01,2600400.0
2019-05-30,4219300.0
2018-08-15,2537400.0
2018-10-18,2719400.0
2019-03-27,1718100.0
2019-01-22,2222000.0
2018-12-21,2012300.0
2019-09-03,3168700.0
2018-11-19,3547600.0
2019-08-02,2319600.0
2020-01-28,2155000.0
2020-04-16,2212200.0
2019-11-13,2606000.0
2020-01-31,2923300.0
2018-12-04,5666100.0
2018-11-02,3193200.0
2019-07-16,2292700.0
2018-08-30,3501200.0
2018-10-01,5001800.0
2019-06-14,3150400.0
2019-05-13,2485200.0
2019-04-11,1940900.0
2019-02-06,1527000.0
2019-09-18,2101400.0
2020-02-03,2450200.0
2020-04-22,4191000.0
2019-11-19,1980000.0
2020-02-06,3430200.0
2019-11-22,3451400.0
2019-03-25,2238400.0
2019-02-21,2155200.0
2018-12-19,2359500.0
2018-07-12,2803300.0
2018-09-14,1674500.0
2018-08-13,2698200.0
2018-10-16,2336500.0
2019-07-31,2440400.0
2019-05-28,3902100.0
2019-04-26,4553900.0
2020-04-28,3971600.0
2019-11-25,3765400.0
2020-02-12,2699800.0
2020-05-01,4536300.0
2020-05-04,8786100.0
2019-06-12,4326300.0
2019-04-09,4117500.0
2019-03-08,2741200.0
2019-02-04,3865400.0
2018-07-27,3910200.0
2018-08-28,3134600.0
2019-01-03,3769900.0
2019-08-15,3766700.0
2018-10-31,4018100.0
2019-09-16,2805500.0
2020-02-18,5792100.0
2020-05-07,2911600.0
2018-08-17,2217800.0
2019-12-04,3236800.0
2020-02-21,2577500.0
2018-12-17,1245900.0
2019-08-30,1872200.0
2018-11-15,2439100.0
2019-07-29,2885600.0
2019-06-27,2439900.0
2019-04-24,3211000.0
2018-07-10,3791100.0
2018-09-12,2539900.0
2019-02-19,5228200.0
2019-01-18,2289500.0
2020-02-24,866900.0
2020-05-13,1565100.0
2019-12-10,2009800.0
2020-02-27,3195700.0
2019-12-13,1932100.0
2020-05-19,3687800.0
2019-03-06,3683700.0
2018-11-30,5228200.0
2019-08-13,5566400.0
2019-07-12,3084600.0
2019-06-10,2734000.0
2019-05-09,2213500.0
2018-07-25,3016900.0
2018-09-27,1669600.0
2018-10-29,3384900.0
2019-10-16,2468000.0
2019-12-16,2500100.0
2020-03-04,3624400.0
2020-05-22,4369800.0
2019-10-01,3913100.0
2019-12-19,1305200.0
2018-09-10,3238800.0
2019-05-24,1813700.0
2018-08-09,2287600.0
2019-04-22,1597200.0
2019-03-21,1712600.0
2019-01-16,2111100.0
2019-08-28,2127000.0
2018-11-13,1394000.0
2018-10-12,2746300.0
2019-06-25,3336700.0
2020-03-10,2009400.0
2020-05-28,2281300.0
2019-10-07,3239100.0
2020-03-13,1453900.0
2019-10-10,1912400.0
2020-03-16,1844500.0
2020-06-03,3780200.0
2018-11-28,3724900.0
2018-09-25,3506800.0
2018-07-23,13421400.0
2018-08-24,7158500.0
2019-07-10,4513900.0
2019-05-07,3421200.0
2019-04-05,3880700.0
2019-03-04,3048100.0
2019-01-31,2891700.0
2019-09-12,1738600.0
2019-12-31,2474300.0
2020-03-19,3379400.0
2020-01-03,2166400.0
2020-06-09,1704200.0
2019-02-15,1682800.0
2019-01-14,1963100.0
2018-07-06,2028100.0
2018-08-07,2001200.0
2018-10-10,2313800.0
2018-12-13,1551600.0
2019-08-26,2197200.0
2019-07-25,1914100.0
2019-05-22,2710300.0
2019-03-19,1838000.0
2020-01-06,1506300.0
2020-03-25,1758600.0
2020-06-12,1659700.0
2019-10-22,1513600.0
2020-01-09,2278100.0
2020-06-15,2575600.0
2019-10-25,3012400.0
2020-03-31,2446700.0
2020-06-18,1943900.0
2019-04-03,2029700.0
2018-08-22,1635400.0
2018-10-25,2158500.0
2019-01-29,3623200.0
2018-12-28,6123000.0
2018-11-26,2034300.0
2019-08-09,2088400.0
2019-07-08,2067300.0
2019-06-06,3103300.0
2019-09-10,2204500.0
2020-01-15,1273400.0
2020-04-03,1649900.0
2019-10-31,1390500.0
2020-04-06,1665600.0
2020-06-24,1583000.0
2018-11-09,1798700.0
2019-07-23,1361800.0
2019-06-21,3245000.0
2019-05-20,2142700.0
2019-04-18,2146700.0
2018-09-06,1713200.0
2018-10-08,1734700.0
2019-02-13,1450500.0
2018-12-11,1194200.0
2019-09-25,1161900.0
2020-01-21,1419300.0
2020-04-09,1551400.0
2019-11-06,1693600.0
2020-01-24,1409800.0
2020-01-27,1177100.0
2020-04-15,2048600.0
2018-12-26,2601800.0
2019-08-07,4758300.0
2019-06-04,2865200.0
2018-09-21,1607700.0
2018-07-19,1604300.0
2018-08-20,1136900.0
2018-10-23,1340100.0
2019-05-03,1257800.0
2019-04-01,1283000.0
2019-02-28,2934200.0
2019-11-12,1555100.0
2020-01-30,1939000.0
2019-11-15,1756100.0
2020-04-21,2856300.0
2019-04-16,1656300.0
2019-03-15,1608700.0
2019-02-11,1761200.0
2019-01-10,2444200.0
2019-08-22,3244100.0
2018-11-07,2031400.0
2018-08-03,1132500.0
2018-09-04,1849200.0
2019-06-19,2138200.0
2019-09-23,2552600.0
2019-11-18,2566200.0
2020-02-05,1263000.0
2020-04-24,1576600.0
2019-03-29,2412600.0
2019-11-21,2398600.0
2020-04-27,1946800.0
2020-02-11,1589000.0
2020-04-30,1619400.0
2019-05-01,1689000.0
2019-02-26,1477900.0
2019-01-25,2686300.0
2018-12-24,1648400.0
2019-09-06,2187600.0
2018-07-17,1972200.0
2018-09-19,2369800.0
2019-08-05,1233900.0
2019-10-08,1126800.0
2019-12-11,1991600.0
2019-11-27,1678400.0
2020-02-14,2079900.0
2020-05-06,1994100.0
2019-01-08,1891200.0
2018-12-07,2336700.0
2019-08-20,2365200.0
2018-11-05,1526300.0
2019-07-19,1048000.0
2018-10-04,1953700.0
2019-06-17,1496500.0
2019-05-16,1743800.0
2018-08-01,1778200.0
2019-03-13,1613200.0
2019-12-03,1975000.0
2020-02-20,1009200.0
2019-12-06,1109100.0
2020-05-12,1579600.0
2019-12-09,2108800.0
2020-02-26,1531800.0
2020-05-15,2357500.0
2019-03-28,1949800.0
2018-09-17,3140800.0
2018-08-16,2084400.0
2018-10-19,1124900.0
2019-04-29,1092100.0
2019-01-23,956000.0
2019-09-04,2652500.0
2018-11-20,2974900.0
2019-07-02,2424600.0
2019-05-31,2282500.0
2019-12-12,2003700.0
2020-05-18,2144300.0
2019-09-27,1732700.0
2020-03-03,1880100.0
2020-05-21,1306000.0
2019-05-14,2281400.0
2018-08-31,1920300.0
2018-07-30,1036700.0
2018-10-02,1924900.0
2019-04-12,1395000.0
