Dates,WAB
2018-06-20,102.61000061035156
2018-06-21,100.43000030517578
2018-06-25,100.69999694824219
2018-06-22,98.66999816894531
2018-06-26,98.41000366210938
2018-06-27,98.4000015258789
2018-06-28,98.1500015258789
2018-06-29,98.58000183105469
2018-07-02,99.13999938964844
2018-07-03,99.29000091552734
2018-07-05,99.80000305175781
2018-07-16,100.0999984741211
2018-09-18,101.66000366210938
2019-01-24,101.87000274658203
2019-09-05,102.18000030517578
2018-11-21,103.68000030517578
2020-01-13,104.06999969482422
2020-04-01,102.75
2020-06-19,102.38999938964844
2019-10-29,103.8499984741211
2020-01-16,104.79000091552734
2020-06-22,104.72000122070312
2018-10-03,105.29000091552734
2018-07-31,107.05000305175781
2019-03-12,109.66999816894531
2019-02-08,108.87999725341797
2019-01-07,108.36000061035156
2018-12-06,108.9000015258789
2019-08-19,110.31999969482422
2019-07-18,110.62000274658203
2019-05-15,112.05000305175781
2019-09-20,113.22000122070312
2019-11-01,113.54000091552734
2020-04-07,113.73999786376953
2020-06-25,113.01000213623047
2020-06-16,111.5
2019-11-04,110.5
2020-01-22,111.18000030517578
2019-11-07,111.66000366210938
2020-04-13,109.66999816894531
2019-07-01,110.62000274658203
2019-05-30,109.97000122070312
2018-08-15,110.22000122070312
2018-10-18,110.41000366210938
2019-03-27,110.0999984741211
2019-01-22,108.81999969482422
2018-12-21,109.23999786376953
2019-09-03,110.54000091552734
2018-11-19,110.05999755859375
2019-08-02,108.98999786376953
2020-01-28,108.5
2020-04-16,108.31999969482422
2019-11-13,109.56999969482422
2020-01-31,112.56999969482422
2018-12-04,113.0
2018-11-02,114.51000213623047
2019-07-16,112.61000061035156
2018-08-30,113.72000122070312
2018-10-01,112.87000274658203
2019-06-14,112.12000274658203
2019-05-13,98.20999908447266
2019-04-11,105.0999984741211
2019-02-06,105.37999725341797
2019-09-18,105.37000274658203
2020-02-03,105.36000061035156
2020-04-22,104.93000030517578
2019-11-19,105.62000274658203
2020-02-06,106.7300033569336
2019-11-22,106.66999816894531
2019-03-25,106.88999938964844
2019-02-21,104.87999725341797
2018-12-19,103.9800033569336
2018-07-12,103.69000244140625
2018-09-14,104.97000122070312
2018-08-13,105.48999786376953
2018-10-16,104.30000305175781
2019-07-31,102.80999755859375
2019-05-28,102.29000091552734
2019-04-26,99.54000091552734
2020-04-28,96.88999938964844
2019-11-25,95.43000030517578
2020-02-12,96.9800033569336
2020-05-01,100.33000183105469
2020-05-04,100.06999969482422
2019-06-12,98.02999877929688
2019-04-09,95.79000091552734
2019-03-08,97.0999984741211
2019-02-04,95.06999969482422
2018-07-27,91.1500015258789
2018-08-28,91.06999969482422
2019-01-03,88.41999816894531
2019-08-15,90.06999969482422
2018-10-31,85.5999984741211
2019-09-16,82.0199966430664
2020-02-18,84.9000015258789
2020-05-07,85.1500015258789
2018-08-17,84.12000274658203
2019-12-04,84.6500015258789
2020-02-21,87.19000244140625
2018-12-17,87.48999786376953
2019-08-30,87.05000305175781
2018-11-15,83.98999786376953
2019-07-29,83.12000274658203
2019-06-27,82.87000274658203
2019-04-24,86.05000305175781
2018-07-10,86.9800033569336
2018-09-12,87.30999755859375
2019-02-19,84.91000366210938
2019-01-18,86.05999755859375
2020-02-24,85.70999908447266
2020-05-13,88.29000091552734
2019-12-10,88.18000030517578
2020-02-27,91.79000091552734
2019-12-13,92.66000366210938
2020-05-19,94.5999984741211
2019-03-06,92.88999938964844
2018-11-30,88.9800033569336
2019-08-13,88.33000183105469
2019-07-12,84.61000061035156
2019-06-10,82.41000366210938
2019-05-09,80.37000274658203
2018-07-25,79.19000244140625
2018-09-27,75.29000091552734
2018-10-29,73.2699966430664
2019-10-16,72.01000213623047
2019-12-16,71.06999969482422
2020-03-04,71.05000305175781
2020-05-22,69.54000091552734
2019-10-01,68.08000183105469
2019-12-19,66.27999877929688
2018-09-10,69.97000122070312
2019-05-24,70.16000366210938
2018-08-09,68.51000213623047
2019-04-22,70.25
2019-03-21,70.86000061035156
2019-01-16,69.4800033569336
2019-08-28,71.25
2018-11-13,70.56999969482422
2018-10-12,71.0
2019-06-25,72.30000305175781
2020-03-10,73.11000061035156
2020-05-28,73.48999786376953
2019-10-07,72.54000091552734
2020-03-13,71.16000366210938
2019-10-10,71.94999694824219
2020-03-16,74.2300033569336
2020-06-03,75.6500015258789
2018-11-28,71.94999694824219
2018-09-25,70.25
2018-07-23,71.02999877929688
2018-08-24,68.54000091552734
2019-07-10,67.30000305175781
2019-05-07,68.9000015258789
2019-04-05,68.4000015258789
2019-03-04,69.16000366210938
2019-01-31,70.02999877929688
