Dates,WAB
2018-06-20,102.7699966430664
2018-06-21,102.83999633789062
2018-06-25,101.81999969482422
2018-06-22,100.48999786376953
2018-06-26,99.31999969482422
2018-06-27,100.19000244140625
2018-06-28,98.9800033569336
2018-06-29,99.52999877929688
2018-07-02,99.51000213623047
2018-07-03,100.33000183105469
2018-07-05,100.33000183105469
2018-07-16,100.68000030517578
2018-09-18,102.06999969482422
2019-01-24,102.27999877929688
2019-09-05,102.33999633789062
2018-11-21,103.76000213623047
2020-01-13,105.0999984741211
2020-04-01,104.48999786376953
2020-06-19,103.2300033569336
2019-10-29,103.9000015258789
2020-01-16,105.04000091552734
2020-06-22,105.44999694824219
2018-10-03,105.29000091552734
2018-07-31,107.19000244140625
2019-03-12,109.81999969482422
2019-02-08,111.7300033569336
2019-01-07,109.44000244140625
2018-12-06,110.66000366210938
2019-08-19,111.37999725341797
2019-07-18,110.77999877929688
2019-05-15,112.4000015258789
2019-09-20,113.37999725341797
2019-11-01,114.52999877929688
2020-04-07,114.8499984741211
2020-06-25,114.13999938964844
2020-06-16,113.55999755859375
2019-11-04,111.5
2020-01-22,113.43000030517578
2019-11-07,112.5
2020-04-13,111.4800033569336
2019-07-01,111.29000091552734
2019-05-30,110.51000213623047
2018-08-15,110.45999908447266
2018-10-18,110.75
2019-03-27,110.58999633789062
2019-01-22,109.95999908447266
2018-12-21,109.52999877929688
2019-09-03,110.76000213623047
2018-11-19,110.91999816894531
2019-08-02,110.51000213623047
2020-01-28,109.16000366210938
2020-04-16,108.62000274658203
2019-11-13,109.8499984741211
2020-01-31,112.58999633789062
2018-12-04,113.26000213623047
2018-11-02,114.69000244140625
2019-07-16,115.4000015258789
2018-08-30,113.72000122070312
2018-10-01,114.06999969482422
2019-06-14,113.23999786376953
2019-05-13,112.0
2019-04-11,105.29000091552734
2019-02-06,106.5
2019-09-18,106.0
2020-02-03,106.55000305175781
2020-04-22,106.38999938964844
2019-11-19,105.75
2020-02-06,107.0999984741211
2019-11-22,107.66000366210938
2019-03-25,108.26000213623047
2019-02-21,107.27999877929688
2018-12-19,107.0199966430664
2018-07-12,105.08000183105469
2018-09-14,106.12999725341797
2018-08-13,106.12000274658203
2018-10-16,105.30000305175781
2019-07-31,104.75
2019-05-28,103.30999755859375
2019-04-26,102.16000366210938
2020-04-28,100.38999938964844
2019-11-25,97.95999908447266
2020-02-12,97.62000274658203
2020-05-01,100.41000366210938
2020-05-04,101.04000091552734
2019-06-12,100.44000244140625
2019-04-09,98.80000305175781
2019-03-08,97.27999877929688
2019-02-04,95.86000061035156
2018-07-27,96.08000183105469
2018-08-28,92.69999694824219
2019-01-03,91.12000274658203
2019-08-15,90.93000030517578
2018-10-31,86.4000015258789
2019-09-16,87.8499984741211
2020-02-18,86.0
2020-05-07,86.69000244140625
2018-08-17,86.37999725341797
2019-12-04,86.06999969482422
2020-02-21,87.25
2018-12-17,87.52999877929688
2019-08-30,87.37999725341797
2018-11-15,87.30000305175781
2019-07-29,85.83999633789062
2019-06-27,84.76000213623047
2019-04-24,86.25
2018-07-10,87.33999633789062
2018-09-12,87.68000030517578
2019-02-19,86.30000305175781
2019-01-18,86.69999694824219
2020-02-24,86.68000030517578
2020-05-13,88.4800033569336
2019-12-10,88.77999877929688
2020-02-27,92.12999725341797
2019-12-13,93.04000091552734
2020-05-19,95.0199966430664
2019-03-06,96.5
2018-11-30,92.2300033569336
2019-08-13,88.37000274658203
2019-07-12,89.06999969482422
2019-06-10,85.0
2019-05-09,84.19000244140625
2018-07-25,82.22000122070312
2018-09-27,80.9800033569336
2018-10-29,75.91999816894531
2019-10-16,74.05000305175781
2019-12-16,73.30999755859375
2020-03-04,73.2699966430664
2020-05-22,71.5999984741211
2019-10-01,70.44999694824219
2019-12-19,68.02999877929688
2018-09-10,70.06999969482422
2019-05-24,70.26000213623047
2018-08-09,70.68000030517578
2019-04-22,70.25
2019-03-21,71.69999694824219
2019-01-16,70.63999938964844
2019-08-28,73.44999694824219
2018-11-13,72.25
2018-10-12,71.62999725341797
2019-06-25,74.12999725341797
2020-03-10,73.44999694824219
2020-05-28,73.63999938964844
2019-10-07,73.86000061035156
2020-03-13,72.77999877929688
2019-10-10,72.63999938964844
2020-03-16,74.61000061035156
2020-06-03,76.3499984741211
2018-11-28,75.22000122070312
2018-09-25,72.45999908447266
2018-07-23,71.63999938964844
2018-08-24,75.2300033569336
2019-07-10,67.58000183105469
2019-05-07,70.16000366210938
2019-04-05,69.58999633789062
2019-03-04,69.83000183105469
2019-01-31,70.0999984741211
2019-09-12,71.29000091552734
2019-12-31,72.77999877929688
2020-03-19,73.01000213623047
2020-01-03,73.30000305175781
2020-06-09,73.45999908447266
2019-02-15,74.30000305175781
2019-01-14,74.9000015258789
2018-07-06,73.44999694824219
2018-08-07,73.47000122070312
2018-10-10,75.0
2018-12-13,75.73999786376953
2019-08-26,75.73999786376953
2019-07-25,75.30999755859375
2019-05-22,74.12000274658203
2019-03-19,80.45999908447266
2020-01-06,77.56999969482422
2020-03-25,76.20999908447266
2020-06-12,75.25
2019-10-22,74.11000061035156
2020-01-09,73.9800033569336
2020-06-15,73.44999694824219
2019-10-25,72.66000366210938
2020-03-31,69.73999786376953
2020-06-18,70.2699966430664
2019-04-03,71.33999633789062
2018-08-22,72.33000183105469
2018-10-25,72.68000030517578
2019-01-29,72.70999908447266
2018-12-28,72.80999755859375
2018-11-26,72.3499984741211
2019-08-09,72.79000091552734
2019-07-08,73.01000213623047
2019-06-06,74.51000213623047
2019-09-10,73.80000305175781
2020-01-15,70.69999694824219
2020-04-03,72.33000183105469
2019-10-31,73.11000061035156
