Dates,WAB
2018-06-20,516600.0
2018-06-21,553300.0
2018-06-25,904700.0
2018-06-22,812500.0
2018-06-26,525800.0
2018-06-27,759600.0
2018-06-28,746600.0
2018-06-29,949800.0
2018-07-02,580000.0
2018-07-03,209600.0
2018-07-05,811300.0
2018-07-16,566200.0
2018-09-18,768700.0
2019-01-24,835800.0
2019-09-05,581100.0
2018-11-21,722000.0
2020-01-13,696600.0
2020-04-01,610200.0
2020-06-19,613800.0
2019-10-29,716300.0
2020-01-16,827700.0
2020-06-22,697200.0
2018-10-03,1269100.0
2018-07-31,1658100.0
2019-03-12,1525200.0
2019-02-08,1890500.0
2019-01-07,901600.0
2018-12-06,998800.0
2019-08-19,1001100.0
2019-07-18,702900.0
2019-05-15,576700.0
2019-09-20,573600.0
2019-11-01,626800.0
2020-04-07,574500.0
2020-06-25,649300.0
2020-06-16,537900.0
2019-11-04,552000.0
2020-01-22,1486200.0
2019-11-07,721200.0
2020-04-13,754600.0
2019-07-01,556400.0
2019-05-30,719300.0
2018-08-15,513900.0
2018-10-18,774400.0
2019-03-27,451600.0
2019-01-22,385700.0
2018-12-21,662200.0
2019-09-03,489600.0
2018-11-19,529300.0
2019-08-02,529600.0
2020-01-28,521700.0
2020-04-16,475600.0
2019-11-13,758100.0
2020-01-31,967300.0
2018-12-04,787800.0
2018-11-02,718000.0
2019-07-16,822300.0
2018-08-30,697000.0
2018-10-01,510700.0
2019-06-14,443100.0
2019-05-13,6583800.0
2019-04-11,2447600.0
2019-02-06,1732800.0
2019-09-18,1303700.0
2020-02-03,715700.0
2020-04-22,1088900.0
2019-11-19,727500.0
2020-02-06,677500.0
2019-11-22,1075500.0
2019-03-25,780000.0
2019-02-21,585600.0
2018-12-19,637300.0
2018-07-12,497100.0
2018-09-14,673100.0
2018-08-13,658600.0
2018-10-16,834600.0
2019-07-31,534100.0
2019-05-28,1242100.0
2019-04-26,1183800.0
2020-04-28,1073300.0
2019-11-25,1175000.0
2020-02-12,532500.0
2020-05-01,507900.0
2020-05-04,554300.0
2019-06-12,538600.0
2019-04-09,446600.0
2019-03-08,719800.0
2019-02-04,907800.0
2018-07-27,910400.0
2018-08-28,717900.0
