Dates,HG=F
2018-06-20,3.0464999675750732
2018-06-21,3.0250000953674316
2018-06-25,3.0325000286102295
2018-06-22,2.992000102996826
2018-06-26,2.996999979019165
2018-06-27,2.989500045776367
2018-06-28,2.9535000324249268
2018-06-29,2.9509999752044678
2018-07-02,2.93149995803833
2018-07-05,2.813999891281128
2018-07-06,2.812999963760376
2018-07-16,2.8389999866485596
2018-09-18,2.8285000324249268
2019-01-24,2.7335000038146973
2019-09-05,2.7679998874664307
2018-11-21,2.7699999809265137
2020-01-13,2.756999969482422
2020-04-01,2.739500045776367
2020-06-19,2.752000093460083
2019-10-29,2.686000108718872
2020-01-16,2.746000051498413
2020-06-22,2.736999988555908
2018-10-03,2.799999952316284
2018-07-31,2.805999994277954
2019-03-12,2.803999900817871
2019-02-08,2.7874999046325684
2019-01-07,2.7790000438690186
2018-12-06,2.819000005722046
2019-08-19,2.734999895095825
2019-07-18,2.7269999980926514
2019-05-15,2.753499984741211
2019-09-20,2.7209999561309814
2019-11-01,2.740999937057495
2020-01-19,2.740499973297119
2020-04-07,2.755500078201294
2020-06-25,2.7325000762939453
2020-06-16,2.7219998836517334
2019-11-04,2.67549991607666
2020-01-22,2.556999921798706
2020-06-28,2.6135001182556152
2019-11-07,2.624500036239624
2020-04-13,2.6635000705718994
2019-07-01,2.689500093460083
2019-05-30,2.6684999465942383
2018-08-15,2.6524999141693115
2018-10-18,2.6989998817443848
2019-03-27,2.7049999237060547
2019-01-22,2.7339999675750732
2018-12-21,2.7090001106262207
2019-09-03,2.690500020980835
2018-11-19,2.6489999294281006
2019-08-02,2.5834999084472656
2020-01-28,2.5924999713897705
2020-04-16,2.618499994277954
2019-11-13,2.6034998893737793
2020-01-31,2.6105000972747803
2020-04-19,2.6040000915527344
2018-12-04,2.6584999561309814
2018-11-02,2.6644999980926514
2019-07-16,2.627500057220459
2018-08-30,2.633500099182129
2018-10-01,2.7119998931884766
2019-06-14,2.7100000381469727
2019-05-13,2.7209999561309814
2019-04-11,2.8364999294281006
2019-02-06,2.815999984741211
2019-09-18,2.803499937057495
2020-02-03,2.806999921798706
2020-04-22,2.7644999027252197
2019-11-19,2.7869999408721924
2020-02-06,2.7739999294281006
2019-11-22,2.7950000762939453
2020-02-09,2.822499990463257
2019-03-25,2.765000104904175
2019-02-21,2.750999927520752
2018-12-19,2.755000114440918
2018-07-12,2.7950000762939453
2018-09-14,2.7690000534057617
2018-08-13,2.796999931335449
2018-10-16,2.7929999828338623
2019-07-31,2.7804999351501465
2019-05-28,2.7704999446868896
2019-04-26,2.7669999599456787
2020-04-28,2.737499952316284
2019-11-25,2.7679998874664307
2020-02-12,2.7739999294281006
2020-05-01,2.746999979019165
2020-05-04,2.746500015258789
2019-06-12,2.748500108718872
2019-04-09,2.74399995803833
2019-03-08,2.7385001182556152
2019-02-04,2.6630001068115234
2018-07-27,2.6635000705718994
2018-08-28,2.7214999198913574
2019-01-03,2.802999973297119
2019-08-15,2.755500078201294
2018-10-31,2.7304999828338623
2019-09-16,2.752500057220459
2020-02-18,2.736999988555908
2020-05-07,2.686500072479248
2018-08-17,2.677999973297119
2019-12-04,2.687000036239624
2020-02-21,2.7095000743865967
2020-05-10,2.749000072479248
2018-12-17,2.803999900817871
2019-08-30,2.804500102996826
2018-11-15,2.7664999961853027
2019-07-29,2.7945001125335693
2019-06-27,2.758500099182129
2019-04-24,2.7105000019073486
2018-07-10,2.7960000038146973
2018-09-12,2.7780001163482666
2019-02-19,2.7774999141693115
2019-01-18,2.799499988555908
2020-02-24,2.748500108718872
2020-05-13,2.740499973297119
