Dates,HG=F
2018-06-20,3.0439999103546143
2018-06-21,3.0250000953674316
2018-06-25,3.0295000076293945
2018-06-22,2.991499900817871
2018-06-26,2.990499973297119
2018-06-27,2.9644999504089355
2018-06-28,2.930000066757202
2018-06-29,2.942500114440918
2018-07-02,2.9084999561309814
2018-07-05,2.811000108718872
2018-07-06,2.7855000495910645
2018-07-16,2.8340001106262207
2018-09-18,2.809999942779541
2019-01-24,2.7144999504089355
2019-09-05,2.7219998836517334
2018-11-21,2.753000020980835
2020-01-13,2.740000009536743
2020-04-01,2.7365000247955322
2020-06-19,2.7100000381469727
2019-10-29,2.6695001125335693
2020-01-16,2.679500102996826
2020-06-22,2.7300000190734863
2018-10-03,2.7365000247955322
2018-07-31,2.7929999828338623
2019-03-12,2.7890000343322754
2019-02-08,2.7874999046325684
2019-01-07,2.75
2018-12-06,2.7690000534057617
2019-08-19,2.7200000286102295
2019-07-18,2.7079999446868896
2019-05-15,2.700000047683716
2019-09-20,2.700500011444092
2019-11-01,2.740999937057495
2020-01-19,2.739000082015991
2020-04-07,2.753999948501587
2020-06-25,2.7314999103546143
2020-06-16,2.7130000591278076
2019-11-04,2.674499988555908
2020-01-22,2.556999921798706
2020-06-28,2.5815000534057617
2019-11-07,2.622999906539917
2020-04-13,2.6519999504089355
2019-07-01,2.672499895095825
2019-05-30,2.6644999980926514
2018-08-15,2.6410000324249268
2018-10-18,2.6484999656677246
2019-03-27,2.7049999237060547
2019-01-22,2.7214999198913574
2018-12-21,2.7035000324249268
2019-09-03,2.6549999713897705
2018-11-19,2.6419999599456787
2019-08-02,2.564500093460083
2020-01-28,2.5815000534057617
2020-04-16,2.6080000400543213
2019-11-13,2.5810000896453857
2020-01-31,2.5859999656677246
2020-04-19,2.565999984741211
2018-12-04,2.5994999408721924
2018-11-02,2.6554999351501465
2019-07-16,2.5950000286102295
2018-08-30,2.5980000495910645
2018-10-01,2.5950000286102295
2019-06-14,2.7065000534057617
2019-05-13,2.7014999389648438
2019-04-11,2.75
2019-02-06,2.806999921798706
2019-09-18,2.7720000743865967
2020-02-03,2.802500009536743
2020-04-22,2.751499891281128
2019-11-19,2.753000020980835
2020-02-06,2.746000051498413
2019-11-22,2.752500057220459
2020-02-09,2.7880001068115234
2019-03-25,2.765000104904175
2019-02-21,2.745500087738037
2018-12-19,2.7320001125335693
2018-07-12,2.742000102996826
2018-09-14,2.734999895095825
2018-08-13,2.7149999141693115
2018-10-16,2.7929999828338623
2019-07-31,2.7804999351501465
2019-05-28,2.7690000534057617
2019-04-26,2.756999969482422
2020-04-28,2.737499952316284
2019-11-25,2.739000082015991
2020-02-12,2.7699999809265137
2020-05-01,2.7339999675750732
2020-05-04,2.746500015258789
2019-06-12,2.7200000286102295
2019-04-09,2.7235000133514404
2019-03-08,2.7385001182556152
2019-02-04,2.6630001068115234
2018-07-27,2.6530001163482666
2018-08-28,2.6710000038146973
2019-01-03,2.7200000286102295
2019-08-15,2.752500057220459
2018-10-31,2.7300000190734863
2019-09-16,2.740000009536743
2020-02-18,2.7060000896453857
2020-05-07,2.680500030517578
2018-08-17,2.677999973297119
2019-12-04,2.680000066757202
2020-02-21,2.7095000743865967
2020-05-10,2.744999885559082
2018-12-17,2.7929999828338623
2019-08-30,2.765500068664551
2018-11-15,2.7664999961853027
2019-07-29,2.756500005722046
2019-06-27,2.750999927520752
2019-04-24,2.7105000019073486
2018-07-10,2.7360000610351562
2018-09-12,2.7685000896453857
2019-02-19,2.756999969482422
2019-01-18,2.7790000438690186
2020-02-24,2.740000009536743
2020-05-13,2.7049999237060547
2019-12-10,2.745500087738037
2020-02-27,2.7155001163482666
2019-12-13,2.7260000705718994
2020-03-01,2.753499984741211
2020-05-19,2.7614998817443848
2019-03-06,2.7284998893737793
2018-11-30,2.7184998989105225
2019-08-13,2.6600000858306885
2019-07-12,2.679500102996826
2019-06-10,2.6689999103546143
2019-05-09,2.6675000190734863
2018-07-25,2.6500000953674316
2018-09-27,2.6675000190734863
2018-10-29,2.6735000610351562
2019-10-16,2.627500057220459
2019-12-16,2.5994999408721924
2020-03-04,2.549499988555908
2020-05-22,2.6105000972747803
2019-10-01,2.6410000324249268
2019-12-19,2.637500047683716
2018-09-10,2.6565001010894775
2019-05-24,2.638000011444092
2018-08-09,2.6440000534057617
2019-04-22,2.635499954223633
2019-03-21,2.6489999294281006
2019-01-16,2.67549991607666
2019-08-28,2.677999973297119
2018-11-13,2.7039999961853027
2018-10-12,2.686500072479248
2019-06-25,2.691499948501587
2020-03-10,2.6735000610351562
2020-05-28,2.6714999675750732
2019-10-07,2.6875
2020-03-13,2.7320001125335693
2020-05-31,2.742500066757202
2019-10-10,2.7795000076293945
2020-03-16,2.756999969482422
2020-06-03,2.760499954223633
2018-11-28,2.802999973297119
2018-09-25,2.82450008392334
2018-07-23,2.825000047683716
2018-08-24,2.805000066757202
2019-07-10,2.7850000858306885
2019-05-07,2.759500026702881
2019-04-05,2.7695000171661377
2019-03-04,2.7660000324249268
2019-01-31,2.7890000343322754
2019-09-12,2.8394999504089355
2019-12-31,2.9040000438690186
2020-03-19,2.9024999141693115
2020-01-03,2.934999942779541
2020-03-22,2.9489998817443848
2020-06-09,2.944000005722046
2019-02-15,2.927999973297119
2019-01-14,2.942500114440918
2018-08-07,2.92549991607666
2018-10-10,2.9000000953674316
2018-12-13,2.9195001125335693
2019-08-26,2.9179999828338623
2019-07-25,2.8965001106262207
2019-05-22,2.877000093460083
2019-03-19,2.8940000534057617
2019-09-27,2.9110000133514404
2020-01-06,2.922499895095825
2020-03-25,2.880000114440918
2020-06-12,2.885499954223633
2019-10-22,2.9024999141693115
2020-01-09,2.9089999198913574
2020-06-15,2.9049999713897705
2019-10-25,2.890000104904175
2020-03-31,2.8350000381469727
2020-06-18,2.8334999084472656
2019-04-03,2.8505001068115234
2018-08-22,2.8575000762939453
2018-10-25,2.866499900817871
2019-01-29,2.8984999656677246
2018-12-28,2.9179999828338623
2019-09-10,2.9000000953674316
2018-11-26,2.9179999828338623
2019-08-09,2.9084999561309814
2019-07-08,2.8864998817443848
2019-06-06,2.9124999046325684
2020-01-15,2.930500030517578
2020-04-03,2.9184999465942383
2020-03-29,2.885999917984009
2020-06-21,2.938999891281128
2019-10-31,2.9170000553131104
2020-04-06,2.930500030517578
2020-06-24,2.9630000591278076
2018-11-09,2.927500009536743
2019-07-23,2.9065001010894775
2019-06-21,2.884999990463257
2019-05-20,2.9059998989105225
2019-04-18,2.875
2018-09-06,2.9700000286102295
2018-10-08,2.865499973297119
2019-02-13,2.877000093460083
2018-12-11,2.7899999618530273
2019-09-25,2.7780001163482666
2020-01-21,2.7890000343322754
2020-04-09,2.754499912261963
2019-11-06,2.7869999408721924
2020-01-24,2.7720000743865967
2020-04-12,2.746000051498413
2020-01-27,2.7704999446868896
2020-04-15,2.7184998989105225
2018-12-26,2.7274999618530273
2019-08-07,2.7304999828338623
2019-06-04,2.753999948501587
2018-09-21,2.740000009536743
2018-07-19,2.7214999198913574
2018-08-20,2.7160000801086426
2018-10-23,2.677500009536743
2019-05-03,2.6649999618530273
2019-04-01,2.697000026702881
2019-02-28,2.7009999752044678
2019-11-12,2.6700000762939453
2020-01-30,2.6435000896453857
2019-11-15,2.6384999752044678
2020-02-02,2.630000114440918
2020-04-21,2.6465001106262207
2019-04-16,2.625999927520752
2019-03-15,2.630000114440918
2019-02-11,2.6064999103546143
2019-01-10,2.6614999771118164
2019-08-22,2.6689999103546143
2018-11-07,2.6575000286102295
2018-08-03,2.6489999294281006
2018-09-04,2.634500026702881
2019-06-19,2.638000011444092
2019-09-23,2.678999900817871
2019-11-18,2.678999900817871
2020-02-05,2.700000047683716
2020-04-24,2.7060000896453857
2019-03-29,2.690999984741211
2019-11-21,2.7274999618530273
2020-04-27,2.7039999961853027
2020-02-11,2.694499969482422
2020-04-30,2.698499917984009
2019-05-01,2.6710000038146973
2019-02-26,2.6514999866485596
2019-01-25,2.6505000591278076
2019-09-06,2.6545000076293945
2018-07-17,2.6135001182556152
2018-09-19,2.629499912261963
2019-08-05,2.68149995803833
2019-10-08,2.674499988555908
2019-12-11,2.702500104904175
2020-01-12,2.69350004196167
2019-11-27,2.682499885559082
2020-02-14,2.700000047683716
2020-05-03,2.7300000190734863
2020-05-06,2.7144999504089355
2019-01-08,2.684000015258789
2018-12-07,2.694499969482422
2019-08-20,2.695499897003174
2018-11-05,2.676500082015991
2019-07-19,2.690999984741211
2018-10-04,2.6679999828338623
2019-06-17,2.6535000801086426
2019-05-16,2.615000009536743
2018-08-01,2.562999963760376
2019-03-13,2.5369999408721924
2019-12-03,2.55049991607666
2020-02-20,2.5434999465942383
2019-12-06,2.5880000591278076
2020-02-23,2.5840001106262207
2020-05-12,2.573499917984009
2019-12-09,2.578000068664551
2020-02-26,2.5850000381469727
2020-05-15,2.5820000171661377
2019-03-28,2.5885000228881836
2018-09-17,2.5969998836517334
2018-08-16,2.570499897003174
2018-10-19,2.572000026702881
2019-04-29,2.553499937057495
2019-01-23,2.5260000228881836
2019-09-04,2.5334999561309814
2018-11-20,2.5434999465942383
2019-07-02,2.55049991607666
2019-05-31,2.5409998893737793
2020-05-18,2.5295000076293945
2020-03-03,2.4674999713897705
2020-05-21,2.5225000381469727
2019-05-14,2.5834999084472656
2018-08-31,2.6019999980926514
2018-07-30,2.6019999980926514
2018-10-02,2.5915000438690186
2019-04-12,2.5880000591278076
2019-03-11,2.578000068664551
2019-02-07,2.626499891281128
2019-07-17,2.619999885559082
2019-09-19,2.5959999561309814
2019-10-21,2.5799999237060547
2019-12-18,2.5899999141693115
2020-03-06,2.569499969482422
2020-05-24,2.559999942779541
2019-10-03,2.5855000019073486
2020-03-09,2.575500011444092
2020-05-27,2.559999942779541
2020-03-12,2.562000036239624
2018-12-20,2.559999942779541
2019-08-01,2.508500099182129
2018-08-14,2.5425000190734863
2018-07-13,2.5380001068115234
2018-10-17,2.5325000286102295
2019-05-29,2.562000036239624
2019-03-26,2.559999942779541
2019-02-22,2.558500051498413
2019-10-04,2.5460000038146973
2019-11-05,2.5999999046325684
2019-12-27,2.5999999046325684
2020-03-15,2.6005001068115234
