Dates,HG=F
2018-06-20,3.05049991607666
2018-06-21,3.0434999465942383
2018-06-25,3.0325000286102295
2018-06-22,3.0185000896453857
2018-06-26,3.0
2018-06-27,2.995500087738037
2018-06-28,2.9809999465942383
2018-06-29,2.9804999828338623
2018-07-02,2.9560000896453857
2018-07-05,2.859499931335449
2018-07-06,2.819499969482422
2018-07-16,2.8589999675750732
2018-09-18,2.8299999237060547
2019-01-24,2.818000078201294
2019-09-05,2.7799999713897705
2018-11-21,2.7764999866485596
2020-01-13,2.7790000438690186
2020-04-01,2.7734999656677246
2020-06-19,2.756500005722046
2019-10-29,2.755500078201294
2020-01-16,2.749500036239624
2020-06-22,2.749000072479248
2018-10-03,2.799999952316284
2018-07-31,2.8434998989105225
2019-03-12,2.8420000076293945
2019-02-08,2.7874999046325684
2019-01-07,2.7955000400543213
2018-12-06,2.822499990463257
2019-08-19,2.815000057220459
2019-07-18,2.734999895095825
2019-05-15,2.753499984741211
2019-09-20,2.740000009536743
2019-11-01,2.740999937057495
2020-01-19,2.742000102996826
2020-04-07,2.7980000972747803
2020-06-25,2.752500057220459
2020-06-16,2.7335000038146973
2019-11-04,2.680999994277954
2020-01-22,2.6700000762939453
2020-06-28,2.624000072479248
2019-11-07,2.631500005722046
2020-04-13,2.6635000705718994
2019-07-01,2.690999984741211
2019-05-30,2.677000045776367
2018-08-15,2.6554999351501465
2018-10-18,2.7084999084472656
2019-03-27,2.7049999237060547
2019-01-22,2.742500066757202
2018-12-21,2.7130000591278076
2019-09-03,2.7125000953674316
2018-11-19,2.687000036239624
2019-08-02,2.6424999237060547
2020-01-28,2.6019999980926514
2020-04-16,2.6470000743865967
2019-11-13,2.63100004196167
2020-01-31,2.615499973297119
2020-04-19,2.634999990463257
2018-12-04,2.6670000553131104
2018-11-02,2.696000099182129
2019-07-16,2.6659998893737793
2018-08-30,2.635999917984009
2018-10-01,2.7200000286102295
2019-06-14,2.7230000495910645
2019-05-13,2.75
2019-04-11,2.8380000591278076
2019-02-06,2.8459999561309814
2019-09-18,2.823499917984009
2020-02-03,2.806999921798706
2020-04-22,2.80049991607666
2019-11-19,2.7904999256134033
2020-02-06,2.7855000495910645
2019-11-22,2.8399999141693115
2020-02-09,2.822499990463257
2019-03-25,2.8399999141693115
2019-02-21,2.7715001106262207
2018-12-19,2.755000114440918
2018-07-12,2.803499937057495
2018-09-14,2.7985000610351562
2018-08-13,2.796999931335449
2018-10-16,2.811000108718872
2019-07-31,2.8304998874664307
2019-05-28,2.7804999351501465
2019-04-26,2.7734999656677246
2020-04-28,2.765500068664551
2019-11-25,2.7709999084472656
2020-02-12,2.812000036239624
2020-05-01,2.7690000534057617
2020-05-04,2.755500078201294
2019-06-12,2.7639999389648438
2019-04-09,2.749000072479248
2019-03-08,2.7664999961853027
2019-02-04,2.7244999408721924
2018-07-27,2.683500051498413
2018-08-28,2.7260000705718994
2019-01-03,2.802999973297119
2019-08-15,2.7860000133514404
2018-10-31,2.760499954223633
2019-09-16,2.752500057220459
2020-02-18,2.736999988555908
2020-05-07,2.7300000190734863
2018-08-17,2.677999973297119
2019-12-04,2.7200000286102295
2020-02-21,2.7095000743865967
2020-05-10,2.750999927520752
2018-12-17,2.803999900817871
2019-08-30,2.804500102996826
2018-11-15,2.81850004196167
2019-07-29,2.7945001125335693
2019-06-27,2.763000011444092
2019-04-24,2.7330000400543213
2018-07-10,2.7960000038146973
2018-09-12,2.7964999675750732
2019-02-19,2.7904999256134033
2019-01-18,2.8469998836517334
2020-02-24,2.810499906539917
2020-05-13,2.759000062942505
2019-12-10,2.76200008392334
2020-02-27,2.746000051498413
2019-12-13,2.7715001106262207
2020-03-01,2.7685000896453857
2020-05-19,2.7880001068115234
2019-03-06,2.760499954223633
2018-11-30,2.753000020980835
2019-08-13,2.740000009536743
2019-07-12,2.7214999198913574
2019-06-10,2.7079999446868896
2019-05-09,2.696000099182129
2018-07-25,2.7084999084472656
2018-09-27,2.686000108718872
2018-10-29,2.7139999866485596
2019-10-16,2.6730000972747803
2019-12-16,2.6659998893737793
2020-03-04,2.6010000705718994
2020-05-22,2.6514999866485596
2019-10-01,2.6459999084472656
2019-12-19,2.6605000495910645
2018-09-10,2.678499937057495
2019-05-24,2.6545000076293945
2018-08-09,2.6695001125335693
2019-04-22,2.6454999446868896
2019-03-21,2.6700000762939453
2019-01-16,2.69350004196167
2019-08-28,2.7125000953674316
2018-11-13,2.740999937057495
2018-10-12,2.7125000953674316
2019-06-25,2.694000005722046
2020-03-10,2.682499885559082
2020-05-28,2.73799991607666
2019-10-07,2.7119998931884766
2020-03-13,2.7320001125335693
2020-05-31,2.7869999408721924
2019-10-10,2.7980000972747803
2020-03-16,2.7815001010894775
2020-06-03,2.80049991607666
2018-11-28,2.822499990463257
2018-09-25,2.8454999923706055
2018-07-23,2.8369998931884766
2018-08-24,2.8324999809265137
2019-07-10,2.796999931335449
2019-05-07,2.7864999771118164
2019-04-05,2.7780001163482666
2019-03-04,2.7760000228881836
2019-01-31,2.819999933242798
2019-09-12,2.881500005722046
2019-12-31,2.930000066757202
2020-03-19,2.9140000343322754
2020-01-03,2.9609999656677246
2020-03-22,2.9605000019073486
2020-06-09,2.9539999961853027
2019-02-15,2.9714999198913574
2019-01-14,2.9679999351501465
2018-08-07,2.9779999256134033
2018-10-10,2.947000026702881
2018-12-13,2.950500011444092
2019-08-26,2.94350004196167
2019-07-25,2.924999952316284
2019-05-22,2.9024999141693115
2019-03-19,2.9054999351501465
2019-09-27,2.9509999752044678
2020-01-06,2.934000015258789
2020-03-25,2.929500102996826
2020-06-12,2.9144999980926514
2019-10-22,2.92549991607666
2020-01-09,2.934499979019165
2020-06-15,2.934000015258789
2019-10-25,2.947499990463257
2020-03-31,2.890000104904175
2020-06-18,2.8499999046325684
2019-04-03,2.859999895095825
2018-08-22,2.8580000400543213
2018-10-25,2.877500057220459
2019-01-29,2.936000108718872
2018-12-28,2.950500011444092
2019-09-10,2.9260001182556152
2018-11-26,2.946500062942505
2019-08-09,2.930500030517578
2019-07-08,2.8924999237060547
2019-06-06,2.931999921798706
2020-01-15,2.9539999961853027
2020-04-03,2.922499895095825
2020-03-29,2.9105000495910645
2020-06-21,2.9514999389648438
2019-10-31,2.934000015258789
2020-04-06,2.937000036239624
2020-06-24,2.989500045776367
2018-11-09,2.936000108718872
2019-07-23,2.9110000133514404
2019-06-21,2.9059998989105225
2019-05-20,2.921999931335449
2019-04-18,2.9214999675750732
2018-09-06,2.9700000286102295
2018-10-08,2.9010000228881836
2019-02-13,2.9189999103546143
2018-12-11,2.9059998989105225
2019-09-25,2.807499885559082
2020-01-21,2.8355000019073486
2020-04-09,2.8545000553131104
2019-11-06,2.8415000438690186
2020-01-24,2.815000057220459
2020-04-12,2.7839999198913574
2020-01-27,2.7929999828338623
2020-04-15,2.7709999084472656
2018-12-26,2.743000030517578
2019-08-07,2.760499954223633
2019-06-04,2.7839999198913574
2018-09-21,2.750499963760376
2018-07-19,2.742000102996826
2018-08-20,2.739000082015991
2018-10-23,2.7100000381469727
2019-05-03,2.690999984741211
2019-04-01,2.7139999866485596
2019-02-28,2.7195000648498535
2019-11-12,2.700500011444092
2020-01-30,2.674999952316284
2019-11-15,2.6565001010894775
2020-02-02,2.6605000495910645
2020-04-21,2.674999952316284
2019-04-16,2.6570000648498535
2019-03-15,2.6540000438690186
2019-02-11,2.6579999923706055
2019-01-10,2.6654999256134033
2019-08-22,2.690000057220459
2018-11-07,2.6644999980926514
2018-08-03,2.6610000133514404
2018-09-04,2.6410000324249268
2019-06-19,2.6540000438690186
2019-09-23,2.7125000953674316
2019-11-18,2.691499948501587
2020-02-05,2.7320001125335693
2020-04-24,2.7095000743865967
2019-03-29,2.7054998874664307
2019-11-21,2.740999937057495
2020-04-27,2.7290000915527344
2020-02-11,2.7225000858306885
2020-04-30,2.7209999561309814
2019-05-01,2.746000051498413
2019-02-26,2.682499885559082
2019-01-25,2.68149995803833
2019-09-06,2.680500030517578
2018-07-17,2.6519999504089355
2018-09-19,2.697000026702881
2019-08-05,2.691999912261963
2019-10-08,2.7035000324249268
2019-12-11,2.7200000286102295
2020-01-12,2.7274999618530273
2019-11-27,2.7100000381469727
2020-02-14,2.7100000381469727
2020-05-03,2.7929999828338623
2020-05-06,2.741499900817871
2019-01-08,2.7174999713897705
2018-12-07,2.7070000171661377
2019-08-20,2.7244999408721924
2018-11-05,2.6875
2019-07-19,2.7095000743865967
2018-10-04,2.7195000648498535
2019-06-17,2.680000066757202
2019-05-16,2.6605000495910645
2018-08-01,2.5920000076293945
2019-03-13,2.55049991607666
2019-12-03,2.555500030517578
2020-02-20,2.5829999446868896
2019-12-06,2.6019999980926514
2020-02-23,2.5969998836517334
2020-05-12,2.5799999237060547
2019-12-09,2.625
2020-02-26,2.5899999141693115
2020-05-15,2.5894999504089355
2019-03-28,2.5999999046325684
2018-09-17,2.615999937057495
2018-08-16,2.5875000953674316
2018-10-19,2.5820000171661377
2019-04-29,2.575000047683716
2019-01-23,2.569000005722046
2019-09-04,2.5399999618530273
2018-11-20,2.552999973297119
2019-07-02,2.557499885559082
2019-05-31,2.5815000534057617
2020-05-18,2.562999963760376
2020-03-03,2.5364999771118164
2020-05-21,2.5789999961853027
2019-05-14,2.630000114440918
2018-08-31,2.624500036239624
2018-07-30,2.6135001182556152
2018-10-02,2.614000082015991
2019-04-12,2.615000009536743
2019-03-11,2.6500000953674316
2019-02-07,2.683500051498413
2019-07-17,2.6559998989105225
2019-09-19,2.617000102996826
2019-10-21,2.6015000343322754
2019-12-18,2.5980000495910645
2020-03-06,2.6115000247955322
