Dates,EXR
2018-06-20,97.44999694824219
2018-06-21,98.41000366210938
2018-06-25,99.72000122070312
2018-06-22,99.79000091552734
2018-06-26,100.0
2018-06-27,101.27999877929688
2018-06-28,99.9800033569336
2018-06-29,99.77999877929688
2018-07-02,99.7300033569336
2018-07-03,98.81999969482422
2018-07-05,99.45999908447266
2018-07-16,100.7699966430664
2018-09-18,100.97000122070312
2019-01-24,99.30999755859375
2019-09-05,98.79000091552734
2018-11-21,98.58000183105469
2020-01-13,98.87999725341797
2020-04-01,96.61000061035156
2020-06-19,96.70999908447266
2019-10-29,93.5
2020-01-16,94.55000305175781
2020-06-22,94.70999908447266
2018-10-03,94.5199966430664
2018-07-31,94.01000213623047
2019-03-12,93.95999908447266
2019-02-08,94.58000183105469
2019-01-07,94.9800033569336
2018-12-06,93.20999908447266
2019-08-19,94.05000305175781
2019-07-18,91.7699966430664
2019-05-15,92.56999969482422
2019-09-20,91.36000061035156
2019-11-01,92.36000061035156
2020-04-07,93.47000122070312
2020-06-25,93.7699966430664
2020-06-16,93.63999938964844
2019-11-04,93.04000091552734
2020-01-22,92.87000274658203
2019-11-07,92.88999938964844
2020-04-13,92.47000122070312
2019-07-01,92.98999786376953
2019-05-30,94.33000183105469
2018-08-15,95.23999786376953
2018-10-18,94.88999938964844
2019-03-27,93.72000122070312
2019-01-22,91.75
2018-12-21,91.58999633789062
2019-09-03,92.75
2018-11-19,91.73999786376953
2019-08-02,92.27999877929688
2020-01-28,92.2300033569336
2020-04-16,92.0
2019-11-13,92.11000061035156
2020-01-31,91.58000183105469
2018-12-04,92.68000030517578
2018-11-02,92.16000366210938
2019-07-16,90.55999755859375
2018-08-30,90.43000030517578
2018-10-01,90.37999725341797
2019-06-14,90.04000091552734
2019-05-13,89.76000213623047
2019-04-11,88.37000274658203
2019-02-06,89.4000015258789
2019-09-18,88.08000183105469
2020-02-03,86.94999694824219
2020-04-22,87.25
2019-11-19,87.62999725341797
2020-02-06,87.18000030517578
2019-11-22,87.05999755859375
2019-03-25,86.62000274658203
2019-02-21,85.52999877929688
2018-12-19,86.93000030517578
2018-07-12,85.98999786376953
2018-09-14,85.70999908447266
2018-08-13,84.7300033569336
2018-10-16,84.69000244140625
2019-07-31,85.5
2019-05-28,85.91999816894531
2019-04-26,87.0
2020-04-28,86.69000244140625
2019-11-25,85.06999969482422
2020-02-12,84.69000244140625
2020-05-01,85.69000244140625
2020-05-04,86.58000183105469
2019-06-12,86.05000305175781
2019-04-09,86.6500015258789
2019-03-08,87.5199966430664
2019-02-04,85.76000213623047
2018-07-27,86.62999725341797
2018-08-28,87.87000274658203
2019-01-03,88.30000305175781
2019-08-15,88.08000183105469
2018-10-31,90.5
2019-09-16,91.0
2020-02-18,90.16999816894531
2020-05-07,90.3499984741211
2018-08-17,87.16999816894531
2019-12-04,88.86000061035156
2020-02-21,88.97000122070312
2018-12-17,89.48999786376953
2019-08-30,90.25
2018-11-15,91.01000213623047
2019-07-29,91.70999908447266
2019-06-27,91.95999908447266
2019-04-24,92.55999755859375
2018-07-10,92.86000061035156
2018-09-12,94.94999694824219
2019-02-19,95.80000305175781
2019-01-18,94.29000091552734
2020-02-24,92.83000183105469
2020-05-13,93.36000061035156
2019-12-10,92.66000366210938
2020-02-27,93.12000274658203
2019-12-13,93.61000061035156
2020-05-19,94.68000030517578
2019-03-06,95.94999694824219
2018-11-30,97.06999969482422
2019-08-13,96.83000183105469
2019-07-12,99.7699966430664
2019-06-10,98.83000183105469
2019-05-09,97.87000274658203
2018-07-25,98.80999755859375
2018-09-27,96.55999755859375
2018-10-29,97.18000030517578
2019-10-16,97.66999816894531
2019-12-16,93.87000274658203
2020-03-04,94.16000366210938
2020-05-22,93.62999725341797
2019-10-01,92.80000305175781
2019-12-19,92.52999877929688
2018-09-10,88.87000274658203
2019-05-24,89.83000183105469
2018-08-09,91.27999877929688
2019-04-22,89.95999908447266
2019-03-21,90.11000061035156
2019-01-16,87.44999694824219
2019-08-28,88.6500015258789
2018-11-13,88.05000305175781
2018-10-12,87.91999816894531
2019-06-25,89.37000274658203
2020-03-10,88.54000091552734
2020-05-28,90.12000274658203
2019-10-07,89.69000244140625
2020-03-13,90.2300033569336
2019-10-10,91.3499984741211
2020-03-16,91.76000213623047
2020-06-03,92.12999725341797
2018-11-28,92.4800033569336
2018-09-25,92.37999725341797
2018-07-23,92.19999694824219
2018-08-24,92.04000091552734
2019-07-10,93.18000030517578
2019-05-07,94.9800033569336
2019-04-05,96.26000213623047
2019-03-04,97.47000122070312
2019-01-31,98.66999816894531
2019-09-12,97.18000030517578
2019-12-31,98.51000213623047
2020-03-19,98.0199966430664
2020-01-03,98.33000183105469
2020-06-09,99.72000122070312
2019-02-15,100.19000244140625
2019-01-14,99.76000213623047
2018-07-06,98.7300033569336
2018-08-07,99.44999694824219
2018-10-10,99.33999633789062
2018-12-13,99.63999938964844
2019-08-26,99.04000091552734
2019-07-25,94.08000183105469
2019-05-22,92.87999725341797
2019-03-19,94.55999755859375
2020-01-06,93.75
2020-03-25,93.12999725341797
2020-06-12,94.37999725341797
2019-10-22,95.79000091552734
2020-01-09,95.98999786376953
2020-06-15,96.11000061035156
2019-10-25,98.05000305175781
2020-03-31,97.55999755859375
2020-06-18,96.93000030517578
2019-04-03,97.31999969482422
2018-08-22,99.0
2018-10-25,99.6500015258789
2019-01-29,99.5999984741211
2018-12-28,100.0999984741211
2018-11-26,99.77999877929688
2019-08-09,99.26000213623047
2019-07-08,98.70999908447266
2019-06-06,98.66000366210938
2019-09-10,101.0
2020-01-15,100.6500015258789
2020-04-03,101.4800033569336
2019-10-31,101.94999694824219
2020-04-06,101.4800033569336
2020-06-24,102.62999725341797
2018-11-09,101.0
2019-07-23,101.25
2019-06-21,102.1500015258789
2019-05-20,102.12000274658203
2019-04-18,101.13999938964844
2018-09-06,101.2300033569336
2018-10-08,100.44000244140625
2019-02-13,101.36000061035156
2018-12-11,102.18000030517578
2019-09-25,101.56999969482422
2020-01-21,102.36000061035156
2020-04-09,101.62000274658203
2019-11-06,100.11000061035156
2020-01-24,99.80999755859375
2020-01-27,100.2300033569336
2020-04-15,99.69000244140625
2018-12-26,100.55999755859375
2019-08-07,101.45999908447266
2019-06-04,102.44000244140625
2018-09-21,103.58000183105469
2018-07-19,102.97000122070312
2018-08-20,103.5
2018-10-23,106.0199966430664
2019-05-03,106.75
2019-04-01,106.20999908447266
2019-02-28,106.02999877929688
2019-11-12,104.26000213623047
2020-01-30,103.25
2019-11-15,103.83999633789062
2020-04-21,105.16999816894531
2019-04-16,107.7699966430664
2019-03-15,106.81999969482422
2019-02-11,106.18000030517578
2019-01-10,105.97000122070312
2019-08-22,105.9800033569336
2018-11-07,106.04000091552734
2018-08-03,106.66999816894531
2018-09-04,106.0199966430664
2019-06-19,107.22000122070312
2019-09-23,107.38999938964844
2019-11-18,105.47000122070312
2020-02-05,104.91999816894531
2020-04-24,105.6500015258789
2019-03-29,107.58000183105469
2019-11-21,106.87999725341797
2020-04-27,107.0
2020-02-11,109.83999633789062
2020-04-30,109.63999938964844
2019-05-01,109.48999786376953
2019-02-26,109.26000213623047
2019-01-25,109.4000015258789
2018-12-24,108.02999877929688
2019-09-06,108.01000213623047
2018-07-17,108.52999877929688
2018-09-19,109.2300033569336
2019-08-05,107.83999633789062
2019-10-08,109.48999786376953
2019-12-11,108.98999786376953
2019-11-27,107.94999694824219
2020-02-14,107.58000183105469
2020-05-06,106.41999816894531
2019-01-08,105.73999786376953
2018-12-07,105.48999786376953
2019-08-20,106.6500015258789
2018-11-05,106.16000366210938
2019-07-19,107.38999938964844
2018-10-04,107.94999694824219
2019-06-17,108.52999877929688
2019-05-16,109.4000015258789
2018-08-01,110.87000274658203
2019-03-13,111.18000030517578
2019-12-03,110.8499984741211
2020-02-20,111.30000305175781
2019-12-06,111.72000122070312
2020-05-12,111.81999969482422
2019-12-09,110.9800033569336
2020-02-26,111.22000122070312
2020-05-15,108.8499984741211
2019-03-28,108.62999725341797
2018-09-17,110.12999725341797
2018-08-16,109.95999908447266
2018-10-19,110.01000213623047
2019-04-29,110.69999694824219
2019-01-23,111.29000091552734
2019-09-04,111.8499984741211
2018-11-20,112.79000091552734
2019-07-02,114.33999633789062
2019-05-31,114.9000015258789
2019-12-12,113.81999969482422
2020-05-18,115.25
2019-09-27,116.83999633789062
2020-03-03,118.7300033569336
2020-05-21,118.61000061035156
2019-05-14,119.05000305175781
2018-08-31,119.06999969482422
2018-07-30,118.29000091552734
2018-10-02,121.12999725341797
2019-04-12,121.05000305175781
2019-03-11,122.83000183105469
2019-02-07,121.30999755859375
2019-07-17,121.0
2019-09-19,121.75
2019-10-21,121.22000122070312
2019-12-18,121.94999694824219
2020-03-06,121.58000183105469
2019-10-03,121.45999908447266
2020-03-09,121.44999694824219
2020-05-27,121.79000091552734
2019-12-24,122.98999786376953
2020-03-12,123.16999816894531
2018-12-20,121.54000091552734
2019-08-01,119.63999938964844
2018-08-14,117.61000061035156
2018-07-13,115.33999633789062
2018-10-17,117.68000030517578
2019-05-29,116.2699966430664
2019-03-26,115.06999969482422
2019-02-22,117.72000122070312
2019-10-04,117.91999816894531
2019-11-05,117.44999694824219
2019-12-27,117.37999725341797
2020-06-02,115.5199966430664
2019-12-30,116.12000274658203
2020-03-18,116.4000015258789
2020-06-05,117.41000366210938
2019-07-15,118.04000091552734
2018-12-03,116.45999908447266
2019-06-13,116.51000213623047
2019-01-04,115.81999969482422
2018-08-29,115.47000122070312
2019-02-05,116.83000183105469
2018-11-01,116.88999938964844
2019-08-16,116.88999938964844
2019-04-10,117.33999633789062
2019-09-17,116.62000274658203
2019-10-15,116.0
2020-01-02,115.81999969482422
2020-06-08,115.25
2019-10-18,114.88999938964844
2020-03-24,115.05000305175781
2020-06-11,114.30000305175781
2020-01-08,114.02999877929688
2019-04-25,115.75
2019-07-30,115.29000091552734
2019-02-20,115.87000274658203
2018-07-11,114.54000091552734
2018-09-13,112.12000274658203
2018-10-15,112.16000366210938
2019-06-28,112.13999938964844
2018-12-18,111.16999816894531
2018-11-16,112.36000061035156
2019-10-02,110.9800033569336
2020-03-27,108.37000274658203
2020-01-10,107.55999755859375
2019-10-24,108.43000030517578
2020-03-30,107.8499984741211
2020-06-17,106.20999908447266
2020-01-14,105.83000183105469
2020-04-02,104.8499984741211
2019-01-02,105.66000366210938
2019-08-14,107.20999908447266
2018-10-30,107.0
2019-06-11,106.7699966430664
2019-05-10,107.22000122070312
2019-04-08,106.55000305175781
2018-08-27,105.98999786376953
2018-07-26,105.97000122070312
2018-09-28,105.37000274658203
2019-03-07,106.5
2019-10-30,106.41999816894531
2020-01-17,105.7300033569336
2020-06-23,104.91000366210938
2020-04-08,105.69999694824219
2020-06-26,106.30999755859375
2019-03-22,107.08000183105469
2019-01-17,107.63999938964844
2019-08-29,106.55999755859375
2018-11-14,105.61000061035156
2019-06-26,104.93000030517578
