Dates,EXR
2018-06-20,770100.0
2018-06-21,855600.0
2018-06-25,769100.0
2018-06-22,1384100.0
2018-06-26,1654400.0
2018-06-27,1072500.0
2018-06-28,890800.0
2018-06-29,1503900.0
2018-07-02,926200.0
2018-07-03,551500.0
2018-07-05,971800.0
2018-07-16,686400.0
2018-09-18,978400.0
2019-01-24,1165400.0
2019-09-05,984400.0
2018-11-21,1158900.0
2020-01-13,1324000.0
2020-04-01,1220400.0
2020-06-19,1392600.0
2019-10-29,1599600.0
2020-01-16,739800.0
2020-06-22,468300.0
2018-10-03,478800.0
2018-07-31,1089700.0
2019-03-12,975200.0
2019-02-08,1472900.0
2019-01-07,723000.0
2018-12-06,1135000.0
2019-08-19,973000.0
2019-07-18,1430900.0
2019-05-15,2337300.0
2019-09-20,1496400.0
2019-11-01,1211400.0
2020-04-07,647600.0
2020-06-25,375100.0
2020-06-16,640900.0
2019-11-04,495100.0
2020-01-22,615900.0
2019-11-07,859200.0
2020-04-13,599100.0
2019-07-01,648000.0
2019-05-30,643200.0
2018-08-15,495400.0
2018-10-18,993400.0
2019-03-27,1061700.0
2019-01-22,499200.0
2018-12-21,454500.0
2019-09-03,789100.0
2018-11-19,787900.0
2019-08-02,552800.0
2020-01-28,684100.0
2020-04-16,732500.0
2019-11-13,585600.0
2020-01-31,718700.0
2018-12-04,1039700.0
2018-11-02,671700.0
2019-07-16,962900.0
2018-08-30,1208400.0
2018-10-01,1056900.0
2019-06-14,784600.0
2019-05-13,1387600.0
2019-04-11,1180800.0
2019-02-06,651500.0
2019-09-18,1017500.0
2020-02-03,1607400.0
2020-04-22,1517300.0
2019-11-19,1011800.0
2020-02-06,1072500.0
2019-11-22,962200.0
2019-03-25,747900.0
2019-02-21,1701200.0
2018-12-19,777100.0
2018-07-12,810400.0
2018-09-14,868700.0
2018-08-13,715900.0
2018-10-16,730400.0
2019-07-31,900000.0
2019-05-28,870900.0
2019-04-26,976900.0
2020-04-28,1352000.0
2019-11-25,709200.0
2020-02-12,682100.0
2020-05-01,871500.0
2020-05-04,767600.0
2019-06-12,579100.0
2019-04-09,642200.0
2019-03-08,583900.0
2019-02-04,495400.0
2018-07-27,890700.0
2018-08-28,651000.0
2019-01-03,1486500.0
2019-08-15,1139300.0
2018-10-31,2085500.0
2019-09-16,1552200.0
2020-02-18,1119900.0
2020-05-07,1382900.0
2018-08-17,1338700.0
2019-12-04,882200.0
2020-02-21,788000.0
2018-12-17,730700.0
2019-08-30,673600.0
2018-11-15,791800.0
2019-07-29,743200.0
2019-06-27,1329700.0
2019-04-24,890400.0
2018-07-10,2493500.0
2018-09-12,2792200.0
2019-02-19,1026300.0
2019-01-18,654500.0
2020-02-24,196400.0
2020-05-13,905400.0
2019-12-10,937300.0
2020-02-27,804000.0
2019-12-13,787100.0
2020-05-19,1996400.0
2019-03-06,1462100.0
2018-11-30,1117400.0
2019-08-13,1333600.0
2019-07-12,995400.0
2019-06-10,684500.0
2019-05-09,675900.0
2018-07-25,1452700.0
2018-09-27,1379200.0
2018-10-29,1351700.0
2019-10-16,1410300.0
2019-12-16,1083700.0
2020-03-04,807100.0
2020-05-22,1231600.0
2019-10-01,1659100.0
2019-12-19,424300.0
2018-09-10,757900.0
2019-05-24,742400.0
2018-08-09,775000.0
2019-04-22,537300.0
2019-03-21,845700.0
2019-01-16,711800.0
2019-08-28,831200.0
2018-11-13,864300.0
