Dates,EXR
2018-10-12,1063500.0
2019-06-25,520200.0
2020-03-10,948300.0
2020-05-28,673800.0
2019-10-07,780300.0
2020-03-13,483300.0
2019-10-10,746000.0
2020-03-16,497600.0
2020-06-03,549600.0
2018-11-28,677500.0
2018-09-25,692000.0
2018-07-23,522900.0
2018-08-24,835300.0
2019-07-10,898200.0
2019-05-07,694900.0
2019-04-05,1332600.0
2019-03-04,998100.0
2019-01-31,709500.0
2019-09-12,397900.0
2019-12-31,710400.0
2020-03-19,678900.0
2020-01-03,710000.0
2020-06-09,776700.0
2019-02-15,654900.0
2019-01-14,704200.0
2018-07-06,675600.0
2018-08-07,665600.0
2018-10-10,802700.0
2018-12-13,731100.0
2019-08-26,1672500.0
2019-07-25,2699300.0
2019-05-22,1418200.0
2019-03-19,1393600.0
2020-01-06,935300.0
2020-03-25,1030900.0
2020-06-12,1764000.0
2019-10-22,1130300.0
2020-01-09,918100.0
2020-06-15,979500.0
2019-10-25,622500.0
2020-03-31,703700.0
2020-06-18,469200.0
2019-04-03,709700.0
2018-08-22,523500.0
2018-10-25,630500.0
2019-01-29,1352100.0
2018-12-28,1792400.0
2018-11-26,814100.0
2019-08-09,909400.0
2019-07-08,1046100.0
2019-06-06,547500.0
2019-09-10,866200.0
2020-01-15,492300.0
2020-04-03,668500.0
2019-10-31,673300.0
2020-04-06,510900.0
2020-06-24,848000.0
2018-11-09,1001900.0
2019-07-23,1988900.0
2019-06-21,880700.0
2019-05-20,442500.0
2019-04-18,439400.0
2018-09-06,1102900.0
2018-10-08,644600.0
2019-02-13,805400.0
2018-12-11,700100.0
2019-09-25,448100.0
2020-01-21,469600.0
2020-04-09,440700.0
2019-11-06,751200.0
2020-01-24,625100.0
2020-01-27,773700.0
2020-04-15,570800.0
2018-12-26,497200.0
2019-08-07,604000.0
2019-06-04,1107700.0
2018-09-21,1468100.0
2018-07-19,1337300.0
2018-08-20,1650000.0
2018-10-23,1075200.0
2019-05-03,624300.0
2019-04-01,396800.0
2019-02-28,954900.0
2019-11-12,1428200.0
2020-01-30,1012900.0
2019-11-15,523500.0
2020-04-21,1529000.0
2019-04-16,1241800.0
2019-03-15,688800.0
2019-02-11,710200.0
2019-01-10,1131700.0
2019-08-22,546200.0
2018-11-07,775600.0
2018-08-03,476800.0
2018-09-04,1104600.0
2019-06-19,750800.0
2019-09-23,1584600.0
2019-11-18,1051900.0
2020-02-05,599100.0
2020-04-24,657600.0
2019-03-29,948000.0
2019-11-21,835500.0
2020-04-27,787800.0
2020-02-11,742700.0
2020-04-30,803000.0
2019-05-01,441300.0
2019-02-26,604900.0
2019-01-25,541100.0
2018-12-24,880100.0
2019-09-06,913000.0
2018-07-17,737400.0
2018-09-19,1014100.0
2019-08-05,765500.0
2019-10-08,886100.0
2019-12-11,1681600.0
2019-11-27,800500.0
2020-02-14,798900.0
2020-05-06,1229900.0
2019-01-08,614600.0
2018-12-07,1194800.0
2019-08-20,717000.0
2018-11-05,1801300.0
2019-07-19,519800.0
2018-10-04,378700.0
2019-06-17,568400.0
2019-05-16,491200.0
2018-08-01,547100.0
2019-03-13,510500.0
2019-12-03,337400.0
2020-02-20,788900.0
2019-12-06,518600.0
2020-05-12,417700.0
2019-12-09,524500.0
2020-02-26,650000.0
2020-05-15,450900.0
2019-03-28,327000.0
2018-09-17,664400.0
2018-08-16,517600.0
2018-10-19,456700.0
2019-04-29,568400.0
2019-01-23,699400.0
2019-09-04,1424200.0
2018-11-20,713900.0
2019-07-02,716300.0
2019-05-31,1041500.0
2019-12-12,995300.0
2020-05-18,840900.0
2019-09-27,841300.0
2020-03-03,1288300.0
2020-05-21,667400.0
2019-05-14,761100.0
2018-08-31,565100.0
2018-07-30,771500.0
2018-10-02,944900.0
2019-04-12,619400.0
2019-03-11,730500.0
2019-02-07,1000100.0
2019-07-17,1305600.0
2019-09-19,805300.0
2019-10-21,567900.0
2019-12-18,676500.0
2020-03-06,616700.0
2019-10-03,821300.0
2020-03-09,678600.0
2020-05-27,906100.0
2019-12-24,1050800.0
2020-03-12,1009100.0
2018-12-20,917800.0
2019-08-01,1292700.0
2018-08-14,1088300.0
2018-07-13,841100.0
2018-10-17,965000.0
2019-05-29,1073500.0
2019-03-26,1031200.0
2019-02-22,845200.0
2019-10-04,693200.0
2019-11-05,791100.0
2019-12-27,1712700.0
2020-06-02,996100.0
2019-12-30,1399100.0
2020-03-18,791900.0
2020-06-05,939200.0
2019-07-15,631500.0
2018-12-03,763800.0
2019-06-13,806000.0
2019-01-04,818900.0
2018-08-29,1337600.0
2019-02-05,573400.0
2018-11-01,509600.0
2019-08-16,930300.0
2019-04-10,472700.0
2019-09-17,545000.0
2019-10-15,709800.0
2020-01-02,440300.0
2020-06-08,606300.0
2019-10-18,755600.0
2020-03-24,579400.0
2020-06-11,906900.0
2020-01-08,970900.0
2019-04-25,911700.0
2019-07-30,975900.0
2019-02-20,622900.0
2018-07-11,795500.0
2018-09-13,965000.0
2018-10-15,783600.0
2019-06-28,2113200.0
2018-12-18,1152500.0
2018-11-16,925100.0
2019-10-02,1048100.0
2020-03-27,1522500.0
2020-01-10,917100.0
2019-10-24,803400.0
2020-03-30,735500.0
2020-06-17,829300.0
2020-01-14,716100.0
2020-04-02,772600.0
2019-01-02,714900.0
2019-08-14,801800.0
2018-10-30,948600.0
2019-06-11,1219400.0
2019-05-10,630100.0
2019-04-08,833200.0
2018-08-27,933800.0
2018-07-26,1277900.0
2018-09-28,2357400.0
2019-03-07,580200.0
2019-10-30,449600.0
2020-01-17,762200.0
2020-06-23,812500.0
2020-04-08,1006600.0
2020-06-26,612100.0
2019-03-22,932700.0
2019-01-17,899800.0
2019-08-29,1008100.0
2018-11-14,1368200.0
2019-06-26,1590900.0
2018-09-11,1153100.0
2018-07-09,1134100.0
2018-08-10,1002600.0
2019-04-23,901400.0
2019-09-30,621400.0
2020-01-23,1564100.0
2019-11-08,462500.0
2020-04-14,171000.0
2019-11-11,374700.0
2020-01-29,446700.0
2020-04-17,688800.0
2018-07-24,1026800.0
2018-09-26,950900.0
2019-05-08,745000.0
2019-03-05,1207800.0
2019-02-01,893600.0
2018-12-31,791200.0
2018-11-29,639800.0
2019-08-12,817400.0
2019-07-11,1045700.0
2019-09-13,1062600.0
2019-11-14,1268300.0
2020-04-20,863800.0
2020-02-04,1616400.0
2020-04-23,728900.0
2018-12-14,1184000.0
2019-08-27,790600.0
2018-08-08,353500.0
2018-10-11,427800.0
2018-11-12,593000.0
2019-07-26,1283400.0
2019-06-24,568200.0
2019-05-23,668300.0
2019-03-20,611700.0
2019-01-15,511800.0
2019-11-20,803000.0
2020-02-07,426600.0
2020-02-10,387900.0
2020-04-29,413700.0
2019-11-26,449400.0
2020-02-13,620200.0
2019-01-30,596100.0
2018-08-23,665400.0
2018-09-24,857200.0
2018-11-27,2034300.0
2018-10-26,1284200.0
2019-07-09,929500.0
2019-06-07,1114600.0
2019-05-06,1138300.0
2019-04-04,1376200.0
2019-09-11,1480900.0
2019-11-29,2162400.0
2020-05-05,1287500.0
2019-12-02,1211800.0
2020-02-19,1457600.0
2020-05-08,979600.0
2019-05-21,972100.0
2019-03-18,1380900.0
2018-09-07,1597100.0
2018-08-06,1371100.0
2018-10-09,2108700.0
2019-02-14,2030500.0
2018-12-12,2025200.0
2019-07-24,1931300.0
2019-09-26,2893700.0
2019-10-28,2297200.0
2019-12-05,2037600.0
2020-05-11,1702900.0
2019-07-03,1945200.0
2020-02-25,1057700.0
2020-05-14,1469600.0
2020-02-28,1769000.0
2019-08-08,2442400.0
2019-06-05,2695600.0
2018-07-20,2317900.0
2018-08-21,2234900.0
2018-10-24,1733400.0
2019-04-02,1448700.0
2019-03-01,1406800.0
2019-01-28,1788900.0
2018-12-27,1660000.0
2019-09-09,1313000.0
2020-03-02,1680000.0
2020-05-20,1456900.0
2019-12-17,1198600.0
2020-03-05,1106100.0
2019-02-12,1099100.0
2019-01-11,955900.0
2018-12-10,793800.0
2019-08-23,1211200.0
2018-11-08,1285900.0
2019-07-22,913500.0
2019-06-20,1309800.0
2018-09-05,1177000.0
2019-04-17,1018300.0
2019-09-24,1386000.0
2019-12-20,983100.0
2020-05-26,699700.0
2019-04-30,840800.0
2019-12-23,1296400.0
2020-03-11,847300.0
2020-05-29,901500.0
2019-12-26,1205500.0
2020-06-01,1036700.0
2019-05-02,786100.0
2019-02-27,1113000.0
2018-11-23,988000.0
2019-08-06,754800.0
2018-07-18,754400.0
2018-09-20,510600.0
2018-10-22,523000.0
2019-07-05,1017000.0
2019-06-03,942300.0
2019-10-09,885200.0
2019-10-11,1352200.0
2020-03-17,940700.0
2020-06-04,1504000.0
2019-10-14,1280900.0
2020-03-20,771300.0
2018-11-06,1247700.0
2019-06-18,905300.0
2019-05-17,806600.0
2019-04-15,657600.0
2019-03-14,1260000.0
2019-01-09,811600.0
2018-08-02,918000.0
2018-10-05,942800.0
2019-08-21,637300.0
2019-10-17,667100.0
2020-03-23,2966900.0
2020-06-10,759200.0
2019-02-25,809300.0
2020-01-07,1023300.0
2020-03-26,721300.0
2019-10-23,1124700.0
