Dates,EXR
2018-06-20,97.44999694824219
2018-06-21,98.08000183105469
2018-06-25,99.22000122070312
2018-06-22,98.87999725341797
2018-06-26,99.63999938964844
2018-06-27,99.56999969482422
2018-06-28,99.66999816894531
2018-06-29,98.4800033569336
2018-07-02,98.22000122070312
2018-07-03,98.62000274658203
2018-07-05,98.83000183105469
2018-07-16,100.33000183105469
2018-09-18,98.69999694824219
2019-01-24,98.83999633789062
2019-09-05,98.4800033569336
2018-11-21,98.08999633789062
2020-01-13,96.55000305175781
2020-04-01,95.44999694824219
2020-06-19,94.26000213623047
2019-10-29,93.16000366210938
2020-01-16,93.81999969482422
2020-06-22,94.19000244140625
2018-10-03,93.58000183105469
2018-07-31,93.27999877929688
2019-03-12,93.38999938964844
2019-02-08,94.4800033569336
2019-01-07,92.69999694824219
2018-12-06,92.18000030517578
2019-08-19,93.73999786376953
2019-07-18,90.45999908447266
2019-05-15,90.70999908447266
2019-09-20,91.02999877929688
2019-11-01,92.20999908447266
2020-04-07,92.6500015258789
2020-06-25,93.43000030517578
2020-06-16,93.23999786376953
2019-11-04,92.31999969482422
2020-01-22,92.62999725341797
2019-11-07,92.36000061035156
2020-04-13,92.29000091552734
2019-07-01,92.9800033569336
2019-05-30,94.19000244140625
2018-08-15,94.83000183105469
2018-10-18,93.41000366210938
2019-03-27,90.91000366210938
2019-01-22,91.02999877929688
2018-12-21,91.5199966430664
2019-09-03,90.83999633789062
2018-11-19,91.16999816894531
2019-08-02,91.76000213623047
2020-01-28,91.58999633789062
2020-04-16,91.52999877929688
2019-11-13,91.4800033569336
2020-01-31,91.19999694824219
2018-12-04,92.5
2018-11-02,90.0199966430664
2019-07-16,90.33000183105469
2018-08-30,90.1500015258789
2018-10-01,89.80999755859375
2019-06-14,89.83000183105469
2019-05-13,88.0
2019-04-11,88.29000091552734
2019-02-06,87.80000305175781
2019-09-18,86.80000305175781
2020-02-03,86.5999984741211
2020-04-22,86.77999877929688
2019-11-19,86.19999694824219
2020-02-06,86.51000213623047
2019-11-22,86.38999938964844
2019-03-25,85.33000183105469
2019-02-21,85.41999816894531
2018-12-19,85.7300033569336
2018-07-12,85.5
2018-09-14,84.5999984741211
2018-08-13,83.69999694824219
2018-10-16,84.61000061035156
2019-07-31,85.12999725341797
2019-05-28,85.44999694824219
2019-04-26,86.31999969482422
2020-04-28,84.61000061035156
2019-11-25,84.48999786376953
2020-02-12,84.69000244140625
2020-05-01,85.29000091552734
2020-05-04,85.31999969482422
2019-06-12,86.04000091552734
2019-04-09,86.45999908447266
2019-03-08,85.91000366210938
2019-02-04,85.12000274658203
2018-07-27,86.27999877929688
2018-08-28,87.1500015258789
2019-01-03,86.2699966430664
2019-08-15,88.01000213623047
2018-10-31,89.83000183105469
2019-09-16,89.98999786376953
2020-02-18,89.75
2020-05-07,86.41000366210938
2018-08-17,87.0
2019-12-04,88.44999694824219
2020-02-21,88.54000091552734
2018-12-17,89.2699966430664
2019-08-30,90.25
2018-11-15,90.47000122070312
2019-07-29,90.56999969482422
2019-06-27,91.91999816894531
2019-04-24,91.9800033569336
2018-07-10,92.58999633789062
2018-09-12,94.04000091552734
2019-02-19,94.08000183105469
2019-01-18,92.87999725341797
2020-02-24,92.0199966430664
2020-05-13,92.37999725341797
2019-12-10,92.37999725341797
2020-02-27,92.56999969482422
2019-12-13,92.98999786376953
2020-05-19,94.19999694824219
2019-03-06,95.62999725341797
2018-11-30,96.37000274658203
2019-08-13,96.08999633789062
2019-07-12,98.37000274658203
2019-06-10,96.4000015258789
2019-05-09,97.55000305175781
2018-07-25,96.86000061035156
2018-09-27,96.4000015258789
2018-10-29,96.80000305175781
2019-10-16,93.0
2019-12-16,93.16999816894531
2020-03-04,93.0999984741211
2020-05-22,92.2699966430664
2019-10-01,92.45999908447266
2019-12-19,88.56999969482422
2018-09-10,87.79000091552734
2019-05-24,87.7699966430664
2018-08-09,89.33000183105469
2019-04-22,89.37000274658203
2019-03-21,86.98999786376953
2019-01-16,87.44999694824219
2019-08-28,87.72000122070312
2018-11-13,87.62000274658203
2018-10-12,87.51000213623047
2019-06-25,87.70999908447266
2020-03-10,88.36000061035156
2020-05-28,89.08000183105469
2019-10-07,89.08999633789062
2020-03-13,89.97000122070312
2019-10-10,90.7300033569336
2020-03-16,91.0999984741211
2020-06-03,91.66000366210938
2018-11-28,91.62999725341797
2018-09-25,91.47000122070312
2018-07-23,91.8499984741211
2018-08-24,92.04000091552734
2019-07-10,92.66000366210938
2019-05-07,94.66000366210938
2019-04-05,96.05999755859375
2019-03-04,96.69000244140625
2019-01-31,95.94999694824219
2019-09-12,96.87999725341797
2019-12-31,97.18000030517578
2020-03-19,97.55000305175781
2020-01-03,97.9800033569336
2020-06-09,99.55999755859375
2019-02-15,99.73999786376953
2019-01-14,98.05000305175781
2018-07-06,98.47000122070312
2018-08-07,98.5
2018-10-10,98.56999969482422
2018-12-13,98.93000030517578
2019-08-26,95.6500015258789
2019-07-25,91.0
2019-05-22,92.16000366210938
2019-03-19,92.12999725341797
2020-01-06,92.68000030517578
2020-03-25,92.56999969482422
2020-06-12,93.69000244140625
2019-10-22,94.56999969482422
2020-01-09,95.2699966430664
2020-06-15,96.11000061035156
2019-10-25,97.08000183105469
2020-03-31,96.54000091552734
2020-06-18,96.30999755859375
2019-04-03,97.31999969482422
2018-08-22,98.69000244140625
2018-10-25,99.5
2019-01-29,97.69000244140625
2018-12-28,99.3499984741211
2018-11-26,98.66000366210938
2019-08-09,98.4800033569336
2019-07-08,98.05999755859375
2019-06-06,98.45999908447266
2019-09-10,100.38999938964844
2020-01-15,100.26000213623047
2020-04-03,100.52999877929688
2019-10-31,100.55000305175781
2020-04-06,101.12999725341797
2020-06-24,101.55000305175781
2018-11-09,99.8499984741211
2019-07-23,100.1500015258789
2019-06-21,101.0
2019-05-20,100.6500015258789
2019-04-18,100.80000305175781
2018-09-06,99.62000274658203
2018-10-08,99.91999816894531
2019-02-13,101.31999969482422
2018-12-11,100.97000122070312
2019-09-25,100.80000305175781
2020-01-21,101.2300033569336
2020-04-09,99.4000015258789
2019-11-06,98.94999694824219
2020-01-24,99.5
2020-01-27,97.94999694824219
2020-04-15,99.30000305175781
2018-12-26,100.29000091552734
2019-08-07,101.16999816894531
2019-06-04,101.7699966430664
2018-09-21,102.0
2018-07-19,102.4000015258789
2018-08-20,103.0999984741211
2018-10-23,105.0999984741211
2019-05-03,105.72000122070312
2019-04-01,105.44000244140625
2019-02-28,103.55000305175781
2019-11-12,103.0999984741211
2020-01-30,102.88999938964844
2019-11-15,103.83999633789062
2020-04-21,105.16999816894531
2019-04-16,105.7300033569336
2019-03-15,106.30999755859375
2019-02-11,106.18000030517578
2019-01-10,105.45999908447266
2019-08-22,105.37000274658203
2018-11-07,105.70999908447266
2018-08-03,106.11000061035156
2018-09-04,106.0199966430664
2019-06-19,106.73999786376953
2019-09-23,105.26000213623047
2019-11-18,103.94000244140625
2020-02-05,104.7300033569336
2020-04-24,105.30000305175781
2019-03-29,105.80000305175781
2019-11-21,105.41000366210938
2020-04-27,106.58999633789062
2020-02-11,108.37999725341797
2020-04-30,109.2300033569336
2019-05-01,108.63999938964844
2019-02-26,107.95999908447266
2019-01-25,108.76000213623047
2018-12-24,107.55000305175781
2019-09-06,107.9000015258789
2018-07-17,108.31999969482422
2018-09-19,107.16999816894531
2019-08-05,107.06999969482422
2019-10-08,108.5999984741211
2019-12-11,106.88999938964844
2019-11-27,106.87000274658203
2020-02-14,106.38999938964844
2020-05-06,104.12000274658203
2019-01-08,105.16999816894531
2018-12-07,105.4800033569336
2019-08-20,104.22000122070312
2018-11-05,106.16000366210938
2019-07-19,107.38999938964844
2018-10-04,106.7699966430664
2019-06-17,108.29000091552734
2019-05-16,109.3499984741211
2018-08-01,109.75
2019-03-13,110.05999755859375
2019-12-03,110.08000183105469
2020-02-20,110.94000244140625
2019-12-06,111.01000213623047
2020-05-12,110.6500015258789
2019-12-09,110.2300033569336
2020-02-26,108.5
2020-05-15,108.01000213623047
2019-03-28,108.25
2018-09-17,108.94999694824219
2018-08-16,109.16999816894531
2018-10-19,109.44000244140625
2019-04-29,110.47000122070312
2019-01-23,111.12999725341797
2019-09-04,111.69999694824219
2018-11-20,111.80999755859375
2019-07-02,113.16999816894531
2019-05-31,112.62999725341797
2019-12-12,113.62000274658203
2020-05-18,114.47000122070312
2019-09-27,115.94000244140625
2020-03-03,117.45999908447266
2020-05-21,118.06999969482422
2019-05-14,117.48999786376953
2018-08-31,117.87999725341797
2018-07-30,118.06999969482422
2018-10-02,120.38999938964844
2019-04-12,120.18000030517578
2019-03-11,120.62000274658203
2019-02-07,120.63999938964844
2019-07-17,120.20999908447266
2019-09-19,120.52999877929688
2019-10-21,120.33999633789062
2019-12-18,121.16999816894531
2020-03-06,120.97000122070312
2019-10-03,120.54000091552734
2020-03-09,120.7300033569336
2020-05-27,121.63999938964844
2019-12-24,122.69000244140625
2020-03-12,120.7699966430664
2018-12-20,119.66000366210938
2019-08-01,117.7300033569336
2018-08-14,115.01000213623047
2018-07-13,114.62999725341797
2018-10-17,116.6500015258789
2019-05-29,115.54000091552734
2019-03-26,114.2699966430664
2019-02-22,117.16000366210938
2019-10-04,115.81999969482422
2019-11-05,116.19000244140625
2019-12-27,115.70999908447266
2020-06-02,115.36000061035156
2019-12-30,115.33000183105469
2020-03-18,116.08999633789062
2020-06-05,116.83000183105469
2019-07-15,115.9000015258789
2018-12-03,116.44000244140625
2019-06-13,113.93000030517578
2019-01-04,114.98999786376953
2018-08-29,115.41999816894531
2019-02-05,116.30999755859375
2018-11-01,116.55000305175781
2019-08-16,115.76000213623047
2019-04-10,116.6500015258789
2019-09-17,115.69000244140625
2019-10-15,115.45999908447266
2020-01-02,114.86000061035156
2020-06-08,113.80999755859375
2019-10-18,114.11000061035156
2020-03-24,114.2300033569336
2020-06-11,113.43000030517578
2020-01-08,114.02999877929688
2019-04-25,114.98999786376953
2019-07-30,114.55000305175781
2019-02-20,115.0
2018-07-11,112.02999877929688
2018-09-13,111.58999633789062
2018-10-15,111.94999694824219
2019-06-28,108.05000305175781
2018-12-18,110.9800033569336
2018-11-16,110.0999984741211
2019-10-02,108.69000244140625
2020-03-27,105.93000030517578
2020-01-10,107.05999755859375
2019-10-24,107.63999938964844
2020-03-30,106.05999755859375
2020-06-17,105.37000274658203
2020-01-14,104.38999938964844
2020-04-02,104.56999969482422
2019-01-02,105.66000366210938
2019-08-14,106.66000366210938
2018-10-30,106.08999633789062
2019-06-11,105.80000305175781
2019-05-10,106.0199966430664
2019-04-08,105.19999694824219
2018-08-27,104.4800033569336
2018-07-26,104.8499984741211
2018-09-28,104.94000244140625
2019-03-07,105.68000030517578
2019-10-30,105.72000122070312
2020-01-17,104.31999969482422
2020-06-23,104.91000366210938
2020-04-08,105.55000305175781
2020-06-26,106.01000213623047
2019-03-22,106.58999633789062
2019-01-17,106.38999938964844
2019-08-29,104.19999694824219
2018-11-14,104.02999877929688
2019-06-26,101.86000061035156
2018-09-11,100.83000183105469
2018-07-09,101.63999938964844
2018-08-10,102.43000030517578
2019-04-23,102.5999984741211
2019-09-30,103.08999633789062
2020-01-23,103.83000183105469
2019-11-08,103.6500015258789
2020-04-14,103.4800033569336
2019-11-11,103.6500015258789
2020-01-29,104.06999969482422
2020-04-17,103.58999633789062
2018-07-24,104.25
2018-09-26,104.2300033569336
2019-05-08,104.4000015258789
2019-03-05,105.70999908447266
2019-02-01,105.26000213623047
2018-12-31,105.1500015258789
2018-11-29,105.63999938964844
2019-08-12,105.9000015258789
2019-07-11,107.08000183105469
2019-09-13,107.0199966430664
2019-11-14,108.66999816894531
2020-04-20,109.44000244140625
2020-02-04,110.20999908447266
2020-04-23,111.5
2018-12-14,109.19000244140625
2019-08-27,109.4000015258789
2018-08-08,110.25
2018-10-11,110.41000366210938
2018-11-12,110.18000030517578
2019-07-26,109.04000091552734
2019-06-24,109.01000213623047
2019-05-23,109.97000122070312
2019-03-20,109.47000122070312
2019-01-15,109.41000366210938
2019-11-20,109.18000030517578
2020-02-07,109.45999908447266
2020-02-10,110.08000183105469
2020-04-29,110.37000274658203
2019-11-26,111.08999633789062
2020-02-13,111.16999816894531
2019-01-30,112.18000030517578
2018-08-23,113.16999816894531
2018-09-24,114.77999877929688
2018-11-27,106.45999908447266
2018-10-26,105.22000122070312
2019-07-09,107.08000183105469
2019-06-07,108.30000305175781
2019-05-06,105.70999908447266
2019-04-04,105.94000244140625
2019-09-11,100.66999816894531
2019-11-29,97.08000183105469
2020-05-05,101.12000274658203
2019-12-02,104.04000091552734
2020-02-19,106.62999725341797
2020-05-08,107.81999969482422
2019-05-21,106.4800033569336
2019-03-18,104.05000305175781
2018-09-07,101.29000091552734
2018-08-06,103.5199966430664
2018-10-09,95.91000366210938
2019-02-14,92.81999969482422
2018-12-12,81.38999938964844
2019-07-24,81.95999908447266
