Dates,STT
2018-06-20,97.7300033569336
2018-06-21,98.19000244140625
2018-06-25,98.13999938964844
2018-06-22,95.91999816894531
2018-06-26,95.5999984741211
2018-06-27,93.98999786376953
2018-06-28,94.26000213623047
2018-06-29,93.08999633789062
2018-07-02,94.0199966430664
2018-07-03,92.91999816894531
2018-07-05,92.43000030517578
2018-07-16,92.75
2018-09-18,94.47000122070312
2019-01-24,93.7699966430664
2019-09-05,92.69999694824219
2018-11-21,92.86000061035156
2020-01-13,92.44000244140625
2020-04-01,93.19999694824219
2020-06-19,93.44999694824219
2019-10-29,95.33000183105469
2020-01-16,92.73999786376953
2020-06-22,85.87000274658203
2018-10-03,87.0199966430664
2018-07-31,87.75
2019-03-12,87.20999908447266
2019-02-08,86.93000030517578
2019-01-07,87.0
2018-12-06,87.22000122070312
2019-08-19,88.30999755859375
2019-07-18,87.2699966430664
2019-05-15,86.83000183105469
2019-09-20,86.87999725341797
2019-11-01,86.94000244140625
2020-04-07,87.05999755859375
2020-06-25,86.7300033569336
2020-06-16,85.80000305175781
2019-11-04,83.98999786376953
2020-01-22,82.8499984741211
2019-11-07,83.87999725341797
2020-04-13,82.91999816894531
2019-07-01,84.20999908447266
2019-05-30,84.95999908447266
2018-08-15,85.37000274658203
2018-10-18,86.18000030517578
2019-03-27,85.93000030517578
2019-01-22,85.36000061035156
2018-12-21,86.12000274658203
2019-09-03,87.05999755859375
2018-11-19,87.98999786376953
2019-08-02,87.83999633789062
2020-01-28,86.72000122070312
2020-04-16,86.91000366210938
2019-11-13,87.5999984741211
2020-01-31,87.26000213623047
2018-12-04,86.41000366210938
2018-11-02,86.37999725341797
2019-07-16,87.0999984741211
2018-08-30,86.86000061035156
2018-10-01,86.55000305175781
2019-06-14,86.4000015258789
2019-05-13,87.29000091552734
2019-04-11,85.87999725341797
2019-02-06,85.62000274658203
2019-09-18,87.91999816894531
2020-02-03,89.56999969482422
2020-04-22,88.7699966430664
2019-11-19,87.05000305175781
2020-02-06,86.8499984741211
2019-11-22,86.20999908447266
2019-03-25,85.69000244140625
2019-02-21,83.77999877929688
2018-12-19,85.51000213623047
2018-07-12,85.44999694824219
2018-09-14,86.08999633789062
2018-08-13,86.91000366210938
2018-10-16,86.37000274658203
2019-07-31,87.13999938964844
2019-05-28,86.36000061035156
2019-04-26,82.87000274658203
2020-04-28,81.7300033569336
2019-11-25,81.45999908447266
2020-02-12,81.19999694824219
2020-05-01,82.2699966430664
2020-05-04,82.1500015258789
2019-06-12,79.69999694824219
2019-04-09,72.9000015258789
2019-03-08,70.80999755859375
2019-02-04,69.72000122070312
2018-07-27,67.29000091552734
2018-08-28,68.05000305175781
2019-01-03,66.38999938964844
2019-08-15,66.41000366210938
2018-10-31,67.73999786376953
2019-09-16,68.75
2020-02-18,69.95999908447266
2020-05-07,69.9800033569336
2018-08-17,71.91000366210938
2019-12-04,72.0199966430664
2020-02-21,73.9800033569336
2018-12-17,73.33999633789062
2019-08-30,72.25
2018-11-15,70.86000061035156
2019-07-29,71.0199966430664
2019-06-27,70.33999633789062
2019-04-24,71.86000061035156
2018-07-10,71.6500015258789
2018-09-12,71.7699966430664
2019-02-19,71.19000244140625
2019-01-18,72.08999633789062
2020-02-24,71.88999938964844
2020-05-13,73.91999816894531
2019-12-10,72.69999694824219
2020-02-27,74.37999725341797
2019-12-13,72.37000274658203
