Dates,STT
2019-08-13,65.95999908447266
2019-07-12,65.58999633789062
2019-06-10,64.6500015258789
2019-05-09,64.98999786376953
2018-07-25,64.23999786376953
2018-09-27,63.61000061035156
2018-10-29,62.43000030517578
2019-10-16,63.31999969482422
2019-12-16,64.25
2020-03-04,61.630001068115234
2020-05-22,59.400001525878906
2019-10-01,60.2599983215332
2019-12-19,59.939998626708984
2018-09-10,59.86000061035156
2019-05-24,61.54999923706055
2018-08-09,63.59000015258789
2019-04-22,63.41999816894531
2019-03-21,61.9900016784668
2019-01-16,63.369998931884766
2019-08-28,63.099998474121094
2018-11-13,63.81999969482422
2018-10-12,66.0
2019-06-25,65.58000183105469
2020-03-10,66.30999755859375
2020-05-28,66.25
2019-10-07,66.94999694824219
2020-03-13,68.45999908447266
2019-10-10,69.2699966430664
2020-03-16,69.69000244140625
2020-06-03,75.5
2018-11-28,69.30000305175781
2018-09-25,70.7699966430664
2018-07-23,70.72000122070312
2018-08-24,72.12999725341797
2019-07-10,71.87000274658203
2019-05-07,71.37999725341797
2019-04-05,70.72000122070312
2019-03-04,70.58999633789062
2019-01-31,71.18000030517578
2019-09-12,71.41000366210938
2019-12-31,71.22000122070312
2020-03-19,70.63999938964844
2020-01-03,70.08000183105469
2020-06-09,69.38999938964844
2019-02-15,69.25
2019-01-14,69.37000274658203
2018-07-06,69.93000030517578
2018-08-07,68.77999877929688
2018-10-10,69.26000213623047
2018-12-13,69.63999938964844
2019-08-26,71.31999969482422
2019-07-25,72.12000274658203
2019-05-22,72.44999694824219
2019-03-19,72.12999725341797
2020-01-06,72.43000030517578
2020-03-25,72.7300033569336
2020-06-12,72.55000305175781
2019-10-22,72.44999694824219
2020-01-09,73.0
2020-06-15,71.43000030517578
2019-10-25,71.61000061035156
2020-03-31,70.16000366210938
2020-06-18,67.83000183105469
2019-04-03,68.44999694824219
2018-08-22,68.98999786376953
2018-10-25,69.4800033569336
2019-01-29,69.87999725341797
2018-12-28,69.23999786376953
2018-11-26,70.47000122070312
2019-08-09,71.37999725341797
2019-07-08,69.91000366210938
2019-06-06,67.75
2019-09-10,67.25
2020-01-15,65.08000183105469
2020-04-03,65.52999877929688
2019-10-31,66.25
2020-04-06,65.63999938964844
2020-06-24,66.43000030517578
2018-11-09,66.45999908447266
2019-07-23,67.4800033569336
2019-06-21,67.91000366210938
2019-05-20,68.2300033569336
2019-04-18,68.9000015258789
2018-09-06,68.5999984741211
2018-10-08,68.70999908447266
2019-02-13,68.0
2018-12-11,69.4000015258789
2019-09-25,70.86000061035156
2020-01-21,70.9000015258789
2020-04-09,70.47000122070312
2019-11-06,70.30999755859375
2020-01-24,69.51000213623047
2020-01-27,69.9000015258789
2020-04-15,68.0
2018-12-26,66.4800033569336
2019-08-07,65.86000061035156
2019-06-04,67.0
2018-09-21,67.2699966430664
2018-07-19,68.45999908447266
2018-08-20,67.72000122070312
2018-10-23,66.44000244140625
2019-05-03,66.75
2019-04-01,65.80000305175781
2019-02-28,65.51000213623047
2019-11-12,64.7300033569336
2020-01-30,63.81999969482422
2019-11-15,64.48999786376953
2020-04-21,63.34000015258789
2019-04-16,63.31999969482422
2019-03-15,62.029998779296875
2019-02-11,61.9900016784668
2019-01-10,60.90999984741211
2019-08-22,60.130001068115234
2018-11-07,60.209999084472656
2018-08-03,59.38999938964844
2018-09-04,58.95000076293945
2019-06-19,58.86000061035156
2019-09-23,58.79999923706055
2019-11-18,57.81999969482422
2020-02-05,57.7400016784668
2020-04-24,55.43000030517578
2019-03-29,55.18000030517578
2019-11-21,56.880001068115234
2020-04-27,57.58000183105469
2020-02-11,55.56999969482422
2020-04-30,56.150001525878906
2019-05-01,57.25
2019-02-26,57.47999954223633
2019-01-25,54.97999954223633
2018-12-24,54.97999954223633
2019-09-06,55.040000915527344
2018-07-17,55.5
2018-09-19,54.400001525878906
2019-08-05,55.40999984741211
2019-10-08,55.310001373291016
2019-12-11,55.43000030517578
2019-11-27,55.84000015258789
2020-02-14,55.61000061035156
2020-05-06,55.4900016784668
2019-01-08,55.36000061035156
2018-12-07,56.189998626708984
2019-08-20,56.81999969482422
2018-11-05,56.689998626708984
2019-07-19,55.959999084472656
2018-10-04,56.810001373291016
2019-06-17,55.209999084472656
2019-05-16,54.459999084472656
2018-08-01,55.06999969482422
2019-03-13,54.41999816894531
2019-12-03,55.41999816894531
2020-02-20,55.2400016784668
2019-12-06,55.45000076293945
2020-05-12,54.63999938964844
2019-12-09,54.75
2020-02-26,57.439998626708984
2020-05-15,59.88999938964844
2019-03-28,59.439998626708984
2018-09-17,59.63999938964844
2018-08-16,59.91999816894531
2018-10-19,59.5099983215332
2019-04-29,60.16999816894531
2019-01-23,59.0
2019-09-04,59.11000061035156
2018-11-20,57.91999816894531
2019-07-02,55.599998474121094
2019-05-31,54.54999923706055
2019-12-12,54.279998779296875
2020-05-18,52.31999969482422
2019-09-27,52.84000015258789
2020-03-03,52.939998626708984
2020-05-21,52.150001525878906
2019-05-14,51.18000030517578
2018-08-31,50.11000061035156
2018-07-30,49.779998779296875
2018-10-02,49.02000045776367
2019-04-12,51.15999984741211
2019-03-11,50.52000045776367
2019-02-07,50.88999938964844
2019-07-17,50.95000076293945
2019-09-19,50.79999923706055
2019-10-21,50.369998931884766
2019-12-18,50.06999969482422
2020-03-06,49.099998474121094
2019-10-03,50.43000030517578
2020-03-09,51.56999969482422
2020-05-27,50.81999969482422
2019-12-24,50.2599983215332
2020-03-12,51.70000076293945
2018-12-20,52.27000045776367
2019-08-01,52.36000061035156
2018-08-14,54.349998474121094
2018-07-13,58.959999084472656
2018-10-17,59.61000061035156
2019-05-29,60.95000076293945
2019-03-26,60.45000076293945
2019-02-22,60.290000915527344
2019-10-04,59.720001220703125
2019-11-05,60.459999084472656
2019-12-27,61.34000015258789
2020-06-02,59.4900016784668
2019-12-30,60.130001068115234
2020-03-18,59.34000015258789
2020-06-05,59.619998931884766
2019-07-15,59.439998626708984
2018-12-03,59.5099983215332
2019-06-13,59.33000183105469
2019-01-04,56.189998626708984
2018-08-29,55.56999969482422
2019-02-05,55.779998779296875
2018-11-01,56.77000045776367
2019-08-16,55.5
2019-04-10,55.72999954223633
2019-09-17,56.099998474121094
2019-10-15,58.25
2020-01-02,58.27000045776367
2020-06-08,59.18000030517578
2019-10-18,59.56999969482422
2020-03-24,59.560001373291016
2020-06-11,61.099998474121094
2020-01-08,64.54000091552734
2019-04-25,65.38999938964844
2019-07-30,65.75
2019-02-20,66.02999877929688
2018-07-11,65.05999755859375
2018-09-13,66.16000366210938
2018-10-15,66.77999877929688
2019-06-28,67.20999908447266
2018-12-18,66.11000061035156
2018-11-16,66.75
2019-10-02,68.83999633789062
2020-03-27,70.95999908447266
2020-01-10,71.08999633789062
2019-10-24,71.69999694824219
2020-03-30,72.54000091552734
2020-06-17,72.26000213623047
2020-01-14,72.98999786376953
2020-04-02,72.62000274658203
2019-01-02,72.55999755859375
2019-08-14,72.62999725341797
2018-10-30,72.5999984741211
2019-06-11,73.4000015258789
2019-05-10,72.55999755859375
2019-04-08,73.37000274658203
2018-08-27,73.11000061035156
2018-07-26,73.76000213623047
2018-09-28,75.5
2019-03-07,74.62999725341797
2019-10-30,75.23999786376953
2020-01-17,75.58000183105469
2020-06-23,74.23999786376953
2020-04-08,73.81999969482422
2020-06-26,75.05999755859375
2019-03-22,76.36000061035156
2019-01-17,76.9000015258789
2019-08-29,78.37000274658203
2018-11-14,77.8499984741211
2019-06-26,78.41000366210938
2018-09-11,80.30000305175781
2018-07-09,80.05000305175781
2018-08-10,79.94999694824219
2019-04-23,80.55999755859375
2019-09-30,80.12999725341797
2020-01-23,80.0199966430664
2019-11-08,79.22000122070312
2020-04-14,79.54000091552734
2019-11-11,79.76000213623047
2020-01-29,80.0
2020-04-17,80.4800033569336
2018-07-24,79.41000366210938
2018-09-26,79.36000061035156
2019-05-08,79.80000305175781
2019-03-05,79.94999694824219
2019-02-01,81.37999725341797
2018-12-31,81.91999816894531
2018-11-29,82.16000366210938
2019-08-12,82.68000030517578
2019-07-11,81.87999725341797
2019-09-13,81.95999908447266
2019-11-14,81.01000213623047
2020-04-20,80.06999969482422
2020-02-04,84.12999725341797
2020-04-23,81.75
2018-12-14,81.41000366210938
2019-08-27,80.05999755859375
2018-08-08,80.51000213623047
2018-10-11,76.1500015258789
2018-11-12,76.18000030517578
2019-07-26,76.9800033569336
2019-06-24,75.51000213623047
2019-05-23,76.88999938964844
2019-03-20,76.01000213623047
2019-01-15,77.38999938964844
2019-11-20,79.05999755859375
2020-02-07,80.66000366210938
2020-02-10,79.3499984741211
2020-04-29,78.93000030517578
2019-11-26,79.4000015258789
2020-02-13,80.52999877929688
2019-01-30,79.79000091552734
2018-08-23,78.87999725341797
2018-09-24,77.4000015258789
2018-11-27,77.27999877929688
2018-10-26,78.12000274658203
2019-07-09,77.44000244140625
2019-06-07,74.01000213623047
2019-05-06,74.0199966430664
2019-04-04,71.06999969482422
2019-09-11,68.26000213623047
2019-11-29,67.01000213623047
2020-05-05,67.95999908447266
2019-12-02,68.13999938964844
2020-02-19,66.9000015258789
2020-05-08,64.0199966430664
2019-05-21,59.650001525878906
2019-03-18,54.02000045776367
2018-09-07,55.619998931884766
2018-08-06,54.91999816894531
2018-10-09,50.150001525878906
2019-02-14,52.02000045776367
2018-12-12,48.599998474121094
2019-07-24,49.15999984741211
2019-09-26,46.41999816894531
2019-10-28,44.380001068115234
2019-12-05,47.84000015258789
2020-05-11,46.150001525878906
2019-07-03,46.40999984741211
2020-02-25,50.0
2020-05-14,49.93000030517578
2020-02-28,47.209999084472656
2019-08-08,48.04999923706055
2019-06-05,51.25
2018-07-20,50.04999923706055
2018-08-21,50.150001525878906
2018-10-24,52.099998474121094
2019-04-02,54.86000061035156
2019-03-01,58.63999938964844
2019-01-28,56.66999816894531
2018-12-27,59.90999984741211
2019-09-09,61.0
2020-03-02,61.04999923706055
2020-05-20,57.70000076293945
2019-12-17,56.93000030517578
2020-03-05,61.959999084472656
2019-02-12,57.540000915527344
2019-01-11,56.439998626708984
2018-12-10,57.43000030517578
2019-08-23,57.599998474121094
2018-11-08,57.84000015258789
2019-07-22,58.02000045776367
2019-06-20,63.20000076293945
2018-09-05,65.01000213623047
2019-04-17,63.04999923706055
2019-09-24,61.459999084472656
2019-12-20,58.0
2020-05-26,59.380001068115234
2019-04-30,58.61000061035156
2019-12-23,57.400001525878906
2020-03-11,59.72999954223633
2020-05-29,59.2400016784668
2019-12-26,58.90999984741211
2020-06-01,56.0
2019-05-02,52.31999969482422
2019-02-27,53.84000015258789
2018-11-23,56.310001373291016
2019-08-06,57.9900016784668
2018-07-18,57.59000015258789
2018-09-20,58.040000915527344
2018-10-22,55.91999816894531
2019-07-05,57.66999816894531
2019-06-03,63.68000030517578
2019-10-09,65.0
2019-10-11,61.58000183105469
2020-03-17,61.43000030517578
2020-06-04,63.11000061035156
2019-10-14,64.63999938964844
2020-03-20,65.25
2018-11-06,72.86000061035156
2019-06-18,71.44000244140625
2019-05-17,68.9000015258789
2019-04-15,70.33000183105469
2019-03-14,62.95000076293945
2019-01-09,64.05000305175781
2018-08-02,60.529998779296875
2018-10-05,65.54000091552734
2019-08-21,64.33999633789062
2019-10-17,62.66999816894531
2020-03-23,64.58000183105469
2020-06-10,64.4800033569336
2019-02-25,65.13999938964844
2020-01-07,63.720001220703125
2020-03-26,61.349998474121094
2019-10-23,63.040000915527344
