Dates,STT
2020-06-15,1583700.0
2019-10-25,1166900.0
2020-03-31,3059700.0
2020-06-18,2059500.0
2019-04-03,1853100.0
2018-08-22,1926200.0
2018-10-25,1620700.0
2019-01-29,1918200.0
2018-12-28,4438300.0
2018-11-26,1946400.0
2019-08-09,1484600.0
2019-07-08,2863400.0
2019-06-06,1936900.0
2019-09-10,3144900.0
2020-01-15,1855200.0
2020-04-03,1397800.0
2019-10-31,1782200.0
2020-04-06,1549000.0
2020-06-24,2106200.0
2018-11-09,2491600.0
2019-07-23,1322900.0
2019-06-21,1179300.0
2019-05-20,1000300.0
2019-04-18,1125700.0
2018-09-06,970600.0
2018-10-08,1358800.0
2019-02-13,1477300.0
2018-12-11,1285000.0
2019-09-25,1626800.0
2020-01-21,1163500.0
2020-04-09,1103100.0
2019-11-06,2361400.0
2020-01-24,1799100.0
2020-01-27,2216800.0
2020-04-15,6216900.0
2018-12-26,2561100.0
2019-08-07,2477300.0
2019-06-04,1512300.0
2018-09-21,2136400.0
2018-07-19,1961000.0
2018-08-20,3507200.0
2018-10-23,2152700.0
2019-05-03,1699100.0
2019-04-01,1973100.0
2019-02-28,2757300.0
2019-11-12,1569100.0
2020-01-30,2518600.0
2019-11-15,1770600.0
2020-04-21,3635500.0
2019-04-16,2741200.0
2019-03-15,2184400.0
2019-02-11,2497500.0
2019-01-10,1803200.0
2019-08-22,2831500.0
2018-11-07,2639200.0
2018-08-03,1779800.0
2018-09-04,2635900.0
2019-06-19,1662500.0
2019-09-23,2609200.0
2019-11-18,1800300.0
2020-02-05,2588400.0
2020-04-24,2064600.0
2019-03-29,3200600.0
2019-11-21,2213400.0
2020-04-27,3574600.0
2020-02-11,2497600.0
2020-04-30,3671700.0
2019-05-01,3535500.0
2019-02-26,7511100.0
2019-01-25,3819600.0
2018-12-24,2480600.0
2019-09-06,2531700.0
2018-07-17,1984900.0
2018-09-19,2738400.0
2019-08-05,5482100.0
2019-10-08,3946000.0
2019-12-11,6126400.0
2019-11-27,3418200.0
2020-02-14,3545000.0
2020-05-06,3465900.0
2019-01-08,3086600.0
2018-12-07,9041900.0
2019-08-20,3310100.0
2018-11-05,5238100.0
2019-07-19,3115900.0
2018-10-04,2195200.0
2019-06-17,3869000.0
2019-05-16,4649200.0
2018-08-01,3311300.0
2019-03-13,3941400.0
2019-12-03,5110400.0
2020-02-20,4918400.0
2019-12-06,2571600.0
2020-05-12,6176300.0
2019-12-09,4840100.0
2020-02-26,6409600.0
2020-05-15,3350800.0
2019-03-28,3321500.0
2018-09-17,2750000.0
2018-08-16,3228500.0
2018-10-19,2357800.0
2019-04-29,3807900.0
2019-01-23,3053800.0
2019-09-04,3040200.0
2018-11-20,3983000.0
2019-07-02,2670300.0
2019-05-31,4399000.0
2019-12-12,2845700.0
2020-05-18,3283800.0
2019-09-27,2027500.0
2020-03-03,3479400.0
2020-05-21,5166000.0
2019-05-14,2353600.0
2018-08-31,3106300.0
2018-07-30,2996000.0
2018-10-02,2323900.0
2019-04-12,3245900.0
2019-03-11,2383500.0
2019-02-07,2516300.0
2019-07-17,2212400.0
2019-09-19,3522500.0
2019-10-21,2335500.0
2019-12-18,2355400.0
2020-03-06,3137500.0
2019-10-03,2637900.0
2020-03-09,2669300.0
2020-05-27,2245900.0
2019-12-24,3122600.0
2020-03-12,3784100.0
2018-12-20,3137500.0
2019-08-01,3529500.0
2018-08-14,8119300.0
2018-07-13,3938300.0
2018-10-17,3578600.0
2019-05-29,2413900.0
2019-03-26,2278000.0
2019-02-22,2112000.0
2019-10-04,1764200.0
2019-11-05,1836600.0
2019-12-27,3318900.0
2020-06-02,1819700.0
2019-12-30,1858600.0
2020-03-18,1736700.0
2020-06-05,1911300.0
2019-07-15,1590300.0
2018-12-03,1952500.0
2019-06-13,2076200.0
2019-01-04,1273000.0
2018-08-29,1817400.0
2019-02-05,2592700.0
2018-11-01,1705200.0
2019-08-16,2168200.0
2019-04-10,1415800.0
2019-09-17,1909200.0
2019-10-15,2184700.0
2020-01-02,1187300.0
2020-06-08,2150600.0
2019-10-18,1800400.0
2020-03-24,2098000.0
2020-06-11,5023500.0
2020-01-08,3045100.0
2019-04-25,2295100.0
2019-07-30,2409300.0
2019-02-20,1472400.0
2018-07-11,1610800.0
2018-09-13,2098100.0
2018-10-15,1872700.0
2019-06-28,1524100.0
2018-12-18,1994000.0
2018-11-16,1858100.0
2019-10-02,2711000.0
2020-03-27,2973300.0
2020-01-10,2139300.0
2019-10-24,4382800.0
2020-03-30,2413100.0
2020-06-17,2177400.0
2020-01-14,4944800.0
2020-04-02,2915700.0
2019-01-02,1495500.0
2019-08-14,1888100.0
2018-10-30,2485500.0
2019-06-11,2902300.0
2019-05-10,2159500.0
2019-04-08,2804300.0
2018-08-27,2430900.0
2018-07-26,2367500.0
2018-09-28,2819400.0
2019-03-07,1668300.0
2019-10-30,1077200.0
2020-01-17,3241800.0
2020-06-23,2945000.0
2020-04-08,2204200.0
2020-06-26,2784900.0
2019-03-22,2448200.0
2019-01-17,4061900.0
2019-08-29,3590400.0
2018-11-14,4340100.0
2019-06-26,4712600.0
2018-09-11,3025600.0
2018-07-09,3782200.0
2018-08-10,2547300.0
2019-04-23,3376800.0
2019-09-30,2588500.0
2020-01-23,5851200.0
2019-11-08,1669600.0
2020-04-14,567000.0
2019-11-11,1081100.0
2020-01-29,1252900.0
2020-04-17,1434900.0
2018-07-24,1368600.0
2018-09-26,1942000.0
2019-05-08,1511000.0
2019-03-05,2214800.0
2019-02-01,3139200.0
2018-12-31,1941200.0
2018-11-29,1959500.0
2019-08-12,3093200.0
2019-07-11,2212400.0
2019-09-13,1825300.0
2019-11-14,2645900.0
2020-04-20,5115800.0
2020-02-04,7394000.0
2020-04-23,3117700.0
2018-12-14,2744000.0
2019-08-27,3242900.0
2018-08-08,2782600.0
2018-10-11,3330700.0
2018-11-12,2449100.0
2019-07-26,1879900.0
2019-06-24,3378800.0
2019-05-23,2389300.0
2019-03-20,1966700.0
2019-01-15,2222200.0
2019-11-20,2530700.0
2020-02-07,2476100.0
2020-02-10,1599500.0
2020-04-29,1725500.0
2019-11-26,1845200.0
2020-02-13,1381600.0
2019-01-30,1908700.0
2018-08-23,1855600.0
2018-09-24,1809800.0
2018-11-27,1948200.0
2018-10-26,1586500.0
2019-07-09,3684500.0
2019-06-07,4078500.0
2019-05-06,4729100.0
2019-04-04,5197200.0
2019-09-11,5523000.0
2019-11-29,5657300.0
2020-05-05,4156900.0
2019-12-02,5678800.0
2020-02-19,3730800.0
2020-05-08,4049800.0
2019-05-21,3975200.0
2019-03-18,4425400.0
2018-09-07,4454300.0
2018-08-06,6053200.0
2018-10-09,5615200.0
2019-02-14,5751700.0
2018-12-12,5668000.0
2019-07-24,4963300.0
2019-09-26,5538700.0
2019-10-28,3758800.0
2019-12-05,4495300.0
2020-05-11,3925200.0
2019-07-03,3145800.0
2020-02-25,4284800.0
2020-05-14,5341900.0
2020-02-28,3734800.0
2019-08-08,2922300.0
2019-06-05,6702200.0
2018-07-20,6002000.0
2018-08-21,2856000.0
2018-10-24,2013800.0
2019-04-02,2900500.0
2019-03-01,2551400.0
2019-01-28,2520000.0
2018-12-27,2773400.0
2019-09-09,2259400.0
2020-03-02,1893500.0
2020-05-20,2355400.0
2019-12-17,2459700.0
2020-03-05,4420900.0
2019-02-12,2314200.0
2019-01-11,3103000.0
2018-12-10,2000800.0
2019-08-23,1795300.0
2018-11-08,1612100.0
2019-07-22,2243600.0
2019-06-20,3103000.0
2018-09-05,2346500.0
2019-04-17,3657700.0
2019-09-24,1773300.0
2019-12-20,2613300.0
2020-05-26,1954300.0
2019-04-30,2337900.0
2019-12-23,1573300.0
2020-03-11,1521300.0
2020-05-29,2030900.0
2019-12-26,2417200.0
2020-06-01,2362200.0
2019-05-02,2484500.0
2019-02-27,1836400.0
2018-11-23,2540800.0
2019-08-06,1801600.0
2018-07-18,1909500.0
2018-09-20,1667100.0
2018-10-22,3883200.0
2019-07-05,3969000.0
2019-06-03,2998000.0
2019-10-09,3164100.0
2019-10-11,2993900.0
2020-03-17,1702900.0
2020-06-04,1822400.0
2019-10-14,1793200.0
2020-03-20,2798000.0
2018-11-06,3560700.0
2019-06-18,2724600.0
2019-05-17,2412300.0
2019-04-15,3186600.0
2019-03-14,3502600.0
2019-01-09,2754400.0
2018-08-02,2747700.0
2018-10-05,2472400.0
2019-08-21,1757200.0
2019-10-17,1608100.0
2020-03-23,5467200.0
2020-06-10,2203700.0
2019-02-25,1486300.0
2020-01-07,2810900.0
2020-03-26,2585400.0
2019-10-23,4653000.0
