Dates,STT
2018-06-20,97.68000030517578
2018-06-21,96.58000183105469
2018-06-25,97.94000244140625
2018-06-22,95.06999969482422
2018-06-26,94.7300033569336
2018-06-27,93.9800033569336
2018-06-28,93.30999755859375
2018-06-29,93.0
2018-07-02,92.05999755859375
2018-07-03,92.80999755859375
2018-07-05,92.20999908447266
2018-07-16,91.66999816894531
2018-09-18,93.08000183105469
2019-01-24,93.4000015258789
2019-09-05,92.51000213623047
2018-11-21,92.0999984741211
2020-01-13,91.87000274658203
2020-04-01,92.47000122070312
2020-06-19,92.6500015258789
2019-10-29,93.91000366210938
2020-01-16,92.20999908447266
2020-06-22,84.55999755859375
2018-10-03,85.08000183105469
2018-07-31,87.1500015258789
2019-03-12,86.69999694824219
2019-02-08,86.87000274658203
2019-01-07,86.58999633789062
2018-12-06,87.08000183105469
2019-08-19,87.5199966430664
2019-07-18,87.11000061035156
2019-05-15,85.69999694824219
2019-09-20,86.38999938964844
2019-11-01,86.62999725341797
2020-04-07,86.91999816894531
2020-06-25,86.66000366210938
2020-06-16,85.66999816894531
2019-11-04,83.5199966430664
2020-01-22,82.76000213623047
2019-11-07,82.72000122070312
2020-04-13,82.43000030517578
2019-07-01,83.01000213623047
2019-05-30,83.91000366210938
2018-08-15,84.97000122070312
2018-10-18,84.77999877929688
2019-03-27,85.3499984741211
2019-01-22,85.16000366210938
2018-12-21,85.51000213623047
2019-09-03,86.55000305175781
2018-11-19,86.95999908447266
2019-08-02,87.06999969482422
2020-01-28,86.55999755859375
2020-04-16,86.19999694824219
2019-11-13,87.2699966430664
2020-01-31,86.97000122070312
2018-12-04,86.0199966430664
2018-11-02,85.80000305175781
2019-07-16,86.80999755859375
2018-08-30,86.30999755859375
2018-10-01,86.3499984741211
2019-06-14,86.16000366210938
2019-05-13,86.48999786376953
2019-04-11,85.80000305175781
2019-02-06,85.38999938964844
2019-09-18,85.6500015258789
2020-02-03,88.56999969482422
2020-04-22,88.58999633789062
2019-11-19,86.9000015258789
2020-02-06,86.63999938964844
2019-11-22,86.0199966430664
2019-03-25,85.33000183105469
2019-02-21,83.66999816894531
2018-12-19,83.86000061035156
2018-07-12,84.5999984741211
2018-09-14,85.1500015258789
2018-08-13,85.87999725341797
2018-10-16,86.02999877929688
2019-07-31,86.0999984741211
2019-05-28,85.91000366210938
2019-04-26,82.77999877929688
2020-04-28,81.43000030517578
2019-11-25,79.98999786376953
2020-02-12,80.88999938964844
2020-05-01,80.8499984741211
2020-05-04,80.25
2019-06-12,79.45999908447266
2019-04-09,71.79000091552734
2019-03-08,70.43000030517578
2019-02-04,67.73999786376953
2018-07-27,67.16000366210938
2018-08-28,67.37999725341797
