Dates,IQV
2019-10-21,152.83999633789062
2019-12-18,152.75999450683594
2020-03-06,151.72000122070312
2019-10-03,154.4600067138672
2020-03-09,153.44000244140625
2020-05-27,153.0
2019-12-24,151.2899932861328
2020-03-12,151.3300018310547
2018-12-20,152.75
2019-08-01,151.6699981689453
2018-08-14,146.52000427246094
2018-07-13,148.7899932861328
2018-10-17,149.91000366210938
2019-05-29,147.30999755859375
2019-03-26,149.75999450683594
2019-02-22,149.94000244140625
2019-10-04,151.38999938964844
2019-11-05,153.13999938964844
2019-12-27,154.60000610351562
2020-06-02,154.25999450683594
2019-12-30,154.7100067138672
2020-03-18,151.08999633789062
2020-06-05,151.5
2019-07-15,146.66000366210938
2018-12-03,147.16000366210938
2019-06-13,143.9199981689453
2019-01-04,140.55999755859375
2018-08-29,141.6999969482422
2019-02-05,147.64999389648438
2018-11-01,147.72999572753906
2019-08-16,143.47000122070312
2019-04-10,144.8800048828125
2019-09-17,144.47000122070312
2019-10-15,145.89999389648438
2020-01-02,145.85000610351562
2020-06-08,146.22999572753906
2019-10-18,144.30999755859375
2020-03-24,142.99000549316406
2020-06-11,143.0
2020-01-08,142.0399932861328
2019-04-25,142.77999877929688
2019-07-30,142.6999969482422
2019-02-20,143.5399932861328
2018-07-11,143.9499969482422
2018-09-13,147.3699951171875
2018-10-15,146.72999572753906
2019-06-28,139.02000427246094
2018-12-18,143.42999267578125
2018-11-16,145.10000610351562
2019-10-02,145.63999938964844
2020-03-27,139.77999877929688
2020-01-10,136.27999877929688
2019-10-24,137.13999938964844
2020-03-30,136.8699951171875
2020-06-17,136.72999572753906
2020-01-14,139.89999389648438
2020-04-02,142.17999267578125
2019-01-02,142.94000244140625
2019-08-14,144.63999938964844
2018-10-30,141.6999969482422
2019-06-11,142.0
2019-05-10,141.77999877929688
2019-04-08,141.80999755859375
2018-08-27,143.11000061035156
2018-07-26,143.5399932861328
2018-09-28,145.7100067138672
2019-03-07,146.8300018310547
2019-10-30,145.8000030517578
2020-01-17,143.77999877929688
2020-06-23,142.69000244140625
2020-04-08,143.8000030517578
2020-06-26,143.32000732421875
2019-03-22,145.97000122070312
2019-01-17,146.27999877929688
2019-08-29,145.02000427246094
2018-11-14,143.42999267578125
2019-06-26,143.0500030517578
2018-09-11,144.4199981689453
2018-07-09,145.1199951171875
2018-08-10,144.89999389648438
2019-04-23,145.8000030517578
2019-09-30,146.47999572753906
2020-01-23,150.0
2019-11-08,153.24000549316406
2020-04-14,154.0399932861328
2019-11-11,153.4499969482422
2020-01-29,154.25
2020-04-17,152.2100067138672
2018-07-24,153.05999755859375
2018-09-26,153.57000732421875
2019-05-08,153.72999572753906
2019-03-05,152.1699981689453
2019-02-01,155.3800048828125
2018-12-31,156.82000732421875
2018-11-29,158.0800018310547
2019-08-12,158.97000122070312
2019-07-11,157.57000732421875
2019-09-13,156.75999450683594
2019-11-14,158.2899932861328
2020-04-20,159.8000030517578
2020-02-04,159.38999938964844
2020-04-23,160.25999450683594
2018-12-14,160.44000244140625
2019-08-27,159.2899932861328
2018-08-08,157.77999877929688
2018-10-11,155.83999633789062
2018-11-12,156.74000549316406
2019-07-26,158.41000366210938
2019-06-24,155.6199951171875
2019-05-23,154.4499969482422
2019-03-20,154.94000244140625
2019-01-15,155.6199951171875
2019-11-20,158.3800048828125
2020-02-07,159.7899932861328
2020-02-10,156.97999572753906
2020-04-29,156.52000427246094
2019-11-26,160.2100067138672
2020-02-13,160.0
2019-01-30,162.63999938964844
2018-08-23,162.1699981689453
2018-09-24,162.61000061035156
2018-11-27,164.1300048828125
2018-10-26,162.1699981689453
2019-07-09,161.57000732421875
2019-06-07,156.6300048828125
2019-05-06,149.5
2019-04-04,148.94000244140625
2019-09-11,142.6300048828125
2019-11-29,136.22999572753906
2020-05-05,139.30999755859375
2019-12-02,139.52999877929688
2020-02-19,144.5
2020-05-08,136.50999450683594
2019-05-21,131.38999938964844
2019-03-18,122.97000122070312
2018-09-07,122.7699966430664
2018-08-06,123.26000213623047
2018-10-09,110.3499984741211
2019-02-14,111.08000183105469
2018-12-12,94.19999694824219
2019-07-24,101.05000305175781
2019-09-26,81.79000091552734
2019-10-28,82.0
2019-12-05,89.56999969482422
2020-05-11,82.02999877929688
2019-07-03,88.08000183105469
2020-02-25,94.16000366210938
2020-05-14,106.48999786376953
2020-02-28,100.88999938964844
2019-08-08,105.02999877929688
2019-06-05,105.20999908447266
2018-07-20,98.01000213623047
2018-08-21,99.06999969482422
2018-10-24,101.0
2019-04-02,108.30000305175781
2019-03-01,116.91000366210938
2019-01-28,117.56999969482422
2018-12-27,127.69999694824219
2019-09-09,121.33999633789062
2020-03-02,125.45999908447266
2020-05-20,121.22000122070312
2019-12-17,122.16000366210938
2020-03-05,127.72000122070312
2019-02-12,127.41000366210938
2019-01-11,121.36000061035156
2018-12-10,122.22000122070312
2019-08-23,126.01000213623047
2018-11-08,126.3499984741211
2019-07-22,129.89999389648438
2019-06-20,130.4600067138672
2018-09-05,138.1699981689453
2019-04-17,140.1699981689453
2019-09-24,135.32000732421875
2019-12-20,131.39999389648438
2020-05-26,134.77000427246094
2019-04-30,133.86000061035156
2019-12-23,135.25
2020-03-11,136.85000610351562
2020-05-29,135.33999633789062
2019-12-26,134.6999969482422
2020-06-01,131.4199981689453
2019-05-02,128.52000427246094
2019-02-27,130.72000122070312
2018-11-23,138.0
2019-08-06,137.72999572753906
2018-07-18,141.63999938964844
2018-09-20,142.4499969482422
2018-10-22,141.75999450683594
2019-07-05,143.05999755859375
2019-06-03,141.8699951171875
2019-10-09,145.7100067138672
2019-10-11,146.16000366210938
2020-03-17,147.00999450683594
2020-06-04,148.38999938964844
2019-10-14,151.19000244140625
2020-03-20,150.1999969482422
2018-11-06,148.8000030517578
2019-06-18,148.42999267578125
2019-05-17,146.60000610351562
2019-04-15,144.66000366210938
2019-03-14,138.22000122070312
2019-01-09,134.92999267578125
2018-08-02,135.19000244140625
2018-10-05,139.57000732421875
2019-08-21,138.0399932861328
2019-10-17,136.89999389648438
2020-03-23,136.05999755859375
2020-06-10,133.92999267578125
2019-02-25,136.85000610351562
2020-01-07,134.3800048828125
2020-03-26,133.17999267578125
2019-10-23,135.47000122070312
