Dates,IQV
2018-06-20,105.83000183105469
2018-06-21,105.94999694824219
2018-06-25,105.22000122070312
2018-06-22,103.69999694824219
2018-06-26,100.95999908447266
2018-06-27,100.88999938964844
2018-06-28,98.33999633789062
2018-06-29,99.76000213623047
2018-07-02,99.41999816894531
2018-07-03,101.0
2018-07-05,101.44000244140625
2018-07-16,100.62999725341797
2018-09-18,102.11000061035156
2019-01-24,103.2300033569336
2019-09-05,103.3499984741211
2018-11-21,105.04000091552734
2020-01-13,106.73999786376953
2020-04-01,107.7300033569336
2020-06-19,107.5199966430664
2019-10-29,108.83000183105469
2020-01-16,109.48999786376953
2020-06-22,110.08000183105469
2018-10-03,111.36000061035156
2018-07-31,113.16999816894531
2019-03-12,119.55000305175781
2019-02-08,124.5999984741211
2019-01-07,121.87999725341797
2018-12-06,120.7300033569336
2019-08-19,121.4800033569336
2019-07-18,122.19999694824219
2019-05-15,121.93000030517578
2019-09-20,124.43000030517578
2019-11-01,123.06999969482422
2020-04-07,122.5999984741211
2020-06-25,122.81999969482422
2020-06-16,122.19999694824219
2019-11-04,120.79000091552734
2020-01-22,121.62000274658203
2019-11-07,120.93000030517578
2020-04-13,120.88999938964844
2019-07-01,120.47000122070312
2019-05-30,121.0
2018-08-15,120.9000015258789
2018-10-18,120.76000213623047
2019-03-27,122.27999877929688
2019-01-22,124.12999725341797
2018-12-21,124.5
2019-09-03,126.44000244140625
2018-11-19,126.25
2019-08-02,126.55999755859375
2020-01-28,126.33999633789062
2020-04-16,125.88999938964844
2019-11-13,126.9000015258789
2020-01-31,128.02999877929688
2018-12-04,126.05999755859375
2018-11-02,126.31999969482422
2019-07-16,127.72000122070312
2018-08-30,127.5999984741211
2018-10-01,124.6500015258789
2019-06-14,125.83000183105469
2019-05-13,126.30999755859375
2019-04-11,126.4000015258789
2019-02-06,125.22000122070312
2019-09-18,125.66000366210938
2020-02-03,125.76000213623047
2020-04-22,127.70999908447266
2019-11-19,127.23999786376953
2020-02-06,129.0
2019-11-22,130.47000122070312
2019-03-25,130.0
2019-02-21,130.57000732421875
2018-12-19,130.27999877929688
2018-07-12,130.24000549316406
2018-09-14,130.77000427246094
2018-08-13,129.72999572753906
2018-10-16,126.88999938964844
2019-07-31,127.87999725341797
2019-05-28,126.33999633789062
2019-04-26,127.30999755859375
2020-04-28,122.56999969482422
2019-11-25,124.33999633789062
2020-02-12,124.4800033569336
2020-05-01,125.16999816894531
2020-05-04,129.19000244140625
2019-06-12,129.47999572753906
2019-04-09,128.75
2019-03-08,130.25999450683594
2019-02-04,124.47000122070312
2018-07-27,122.25
2018-08-28,116.45999908447266
2019-01-03,118.5
2019-08-15,119.68000030517578
2018-10-31,121.26000213623047
2019-09-16,120.88999938964844
2020-02-18,123.33000183105469
2020-05-07,122.9000015258789
2018-08-17,122.30999755859375
2019-12-04,121.77999877929688
2020-02-21,123.7699966430664
2018-12-17,125.91000366210938
2019-08-30,125.20999908447266
2018-11-15,123.66999816894531
2019-07-29,121.48999786376953
2019-06-27,120.37000274658203
2019-04-24,117.19999694824219
2018-07-10,118.58000183105469
2018-09-12,119.55999755859375
2019-02-19,114.33000183105469
2019-01-18,116.61000061035156
2020-02-24,115.66999816894531
2020-05-13,118.77999877929688
2019-12-10,118.87999725341797
2020-02-27,120.41000366210938
2019-12-13,123.6500015258789
2020-05-19,123.63999938964844
2019-03-06,128.63999938964844
2018-11-30,127.19000244140625
2019-08-13,121.3499984741211
2019-07-12,121.04000091552734
2019-06-10,118.5999984741211
2019-05-09,120.11000061035156
2018-07-25,122.5199966430664
2018-09-27,122.7300033569336
2018-10-29,120.70999908447266
2019-10-16,117.5
2019-12-16,116.23999786376953
2020-03-04,115.27999877929688
2020-05-22,113.08000183105469
2019-10-01,110.12999725341797
2019-12-19,107.41999816894531
2018-09-10,105.77999877929688
2019-05-24,109.31999969482422
2018-08-09,112.80000305175781
2019-04-22,114.61000061035156
2019-03-21,114.41000366210938
2019-01-16,112.75
2019-08-28,111.20999908447266
2018-11-13,115.26000213623047
2018-10-12,118.29000091552734
2019-06-25,120.0
2020-03-10,121.56999969482422
2020-05-28,123.41999816894531
2019-10-07,121.72000122070312
2020-03-13,121.56999969482422
2019-10-10,123.58999633789062
2020-03-16,124.13999938964844
2020-06-03,126.41000366210938
2018-11-28,126.1500015258789
2018-09-25,125.62000274658203
2018-07-23,125.83999633789062
2018-08-24,125.1500015258789
2019-07-10,124.70999908447266
2019-05-07,124.9000015258789
2019-04-05,124.72000122070312
2019-03-04,127.19000244140625
2019-01-31,129.1300048828125
2019-09-12,129.3699951171875
2019-12-31,128.92999267578125
2020-03-19,129.92999267578125
2020-01-03,139.64999389648438
2020-06-09,128.64999389648438
2019-02-15,128.6999969482422
2019-01-14,129.77999877929688
2018-07-06,132.2899932861328
2018-08-07,135.0
2018-10-10,142.80999755859375
2018-12-13,141.32000732421875
2019-08-26,141.67999267578125
2019-07-25,141.19000244140625
2019-05-22,141.6999969482422
2019-03-19,143.2899932861328
2020-01-06,141.6300048828125
2020-03-25,140.5
2020-06-12,141.3000030517578
2019-10-22,140.89999389648438
2020-01-09,143.63999938964844
2020-06-15,141.69000244140625
2019-10-25,140.4199981689453
2020-03-31,139.16000366210938
2020-06-18,136.77999877929688
2019-04-03,137.67999267578125
2018-08-22,140.0500030517578
2018-10-25,140.72000122070312
2019-01-29,141.58999633789062
2018-12-28,140.66000366210938
2018-11-26,140.0500030517578
