Dates,IQV
2018-06-20,106.98999786376953
2018-06-21,105.94999694824219
2018-06-25,105.22000122070312
2018-06-22,103.69999694824219
2018-06-26,101.23999786376953
2018-06-27,101.20999908447266
2018-06-28,99.30999755859375
2018-06-29,100.58999633789062
2018-07-02,99.44999694824219
2018-07-03,101.4000015258789
2018-07-05,101.44000244140625
2018-07-16,101.87999725341797
2018-09-18,102.95999908447266
2019-01-24,103.98999786376953
2019-09-05,104.55000305175781
2018-11-21,106.97000122070312
2020-01-13,107.70999908447266
2020-04-01,108.05000305175781
2020-06-19,109.23999786376953
2019-10-29,109.68000030517578
2020-01-16,110.79000091552734
2020-06-22,111.16999816894531
2018-10-03,112.1500015258789
2018-07-31,120.91000366210938
2019-03-12,125.3499984741211
2019-02-08,124.5999984741211
2019-01-07,121.88999938964844
2018-12-06,121.81999969482422
2019-08-19,123.16999816894531
2019-07-18,122.95999908447266
2019-05-15,124.68000030517578
2019-09-20,124.43000030517578
2019-11-01,123.31999969482422
2020-04-07,123.25
2020-06-25,123.5199966430664
2020-06-16,122.95999908447266
2019-11-04,122.02999877929688
2020-01-22,122.44999694824219
2019-11-07,121.93000030517578
2020-04-13,120.9000015258789
2019-07-01,121.98999786376953
2019-05-30,121.5
2018-08-15,121.30000305175781
2018-10-18,124.0
2019-03-27,124.0999984741211
2019-01-22,125.44999694824219
2018-12-21,126.33000183105469
2019-09-03,126.94000244140625
2018-11-19,126.94999694824219
2019-08-02,126.8499984741211
2020-01-28,126.44999694824219
2020-04-16,127.27999877929688
2019-11-13,128.10000610351562
2020-01-31,128.39999389648438
2018-12-04,127.05000305175781
2018-11-02,127.72000122070312
2019-07-16,128.2100067138672
2018-08-30,127.5999984741211
2018-10-01,125.33999633789062
2019-06-14,127.31999969482422
2019-05-13,127.9800033569336
2019-04-11,126.4000015258789
2019-02-06,127.66000366210938
2019-09-18,126.0
2020-02-03,127.3499984741211
2020-04-22,128.3699951171875
2019-11-19,128.72999572753906
2020-02-06,130.42999267578125
2019-11-22,131.4199981689453
2019-03-25,130.8699951171875
2019-02-21,131.7100067138672
2018-12-19,130.52000427246094
2018-07-12,130.86000061035156
2018-09-14,132.24000549316406
2018-08-13,130.1999969482422
2018-10-16,129.0399932861328
2019-07-31,127.87999725341797
2019-05-28,128.44000244140625
2019-04-26,127.76000213623047
2020-04-28,124.91999816894531
2019-11-25,126.19000244140625
2020-02-12,125.37999725341797
2020-05-01,129.74000549316406
2020-05-04,129.8000030517578
2019-06-12,129.85000610351562
2019-04-09,130.22000122070312
2019-03-08,135.47999572753906
2019-02-04,124.47000122070312
2018-07-27,123.70999908447266
2018-08-28,121.16000366210938
2019-01-03,121.05000305175781
2019-08-15,123.55999755859375
2018-10-31,122.36000061035156
2019-09-16,124.86000061035156
2020-02-18,123.77999877929688
2020-05-07,123.55000305175781
2018-08-17,122.30999755859375
2019-12-04,122.87999725341797
2020-02-21,126.7699966430664
2018-12-17,126.83000183105469
2019-08-30,126.02999877929688
2018-11-15,123.91000366210938
2019-07-29,122.80999755859375
2019-06-27,122.56999969482422
2019-04-24,119.4000015258789
2018-07-10,120.45999908447266
2018-09-12,120.2699966430664
2019-02-19,117.05999755859375
2019-01-18,118.12999725341797
2020-02-24,119.01000213623047
2020-05-13,119.91999816894531
2019-12-10,120.30000305175781
2020-02-27,124.20999908447266
