Dates,IQV
2018-06-20,105.61000061035156
2018-06-21,104.7300033569336
2018-06-25,103.83999633789062
2018-06-22,100.80999755859375
2018-06-26,100.69999694824219
2018-06-27,98.69999694824219
2018-06-28,99.19000244140625
2018-06-29,99.81999969482422
2018-07-02,99.30000305175781
2018-07-03,100.61000061035156
2018-07-05,100.4000015258789
2018-07-16,101.70999908447266
2018-09-18,102.75
2019-01-24,103.91999816894531
2019-09-05,104.20999908447266
2018-11-21,106.9000015258789
2020-01-13,107.2699966430664
2020-04-01,107.69000244140625
2020-06-19,109.0
2019-10-29,109.68000030517578
2020-01-16,110.25
2020-06-22,111.11000061035156
2018-10-03,111.37000274658203
2018-07-31,118.37999725341797
2019-03-12,125.23999786376953
2019-02-08,122.02999877929688
2019-01-07,120.44999694824219
2018-12-06,120.91999816894531
2019-08-19,121.94000244140625
2019-07-18,122.05999755859375
2019-05-15,124.36000061035156
2019-09-20,123.13999938964844
2019-11-01,122.16000366210938
2020-04-07,122.86000061035156
2020-06-25,121.9800033569336
2020-06-16,121.69999694824219
2019-11-04,121.1500015258789
2020-01-22,120.80000305175781
2019-11-07,121.19999694824219
2020-04-13,120.19999694824219
2019-07-01,121.02999877929688
2019-05-30,120.27999877929688
2018-08-15,120.30000305175781
2018-10-18,122.5199966430664
2019-03-27,123.86000061035156
2019-01-22,124.38999938964844
2018-12-21,125.41999816894531
2019-09-03,126.41999816894531
2018-11-19,126.55999755859375
2019-08-02,126.19000244140625
2020-01-28,125.91000366210938
2020-04-16,127.08999633789062
2019-11-13,128.0399932861328
2020-01-31,125.94999694824219
2018-12-04,126.87999725341797
2018-11-02,127.0199966430664
2019-07-16,127.91999816894531
2018-08-30,124.98999786376953
2018-10-01,125.1500015258789
2019-06-14,126.51000213623047
2019-05-13,126.58999633789062
2019-04-11,125.06999969482422
2019-02-06,125.55000305175781
2019-09-18,125.2300033569336
2020-02-03,127.16999816894531
2020-04-22,127.58000183105469
2019-11-19,128.55999755859375
2020-02-06,129.82000732421875
2019-11-22,129.92999267578125
2019-03-25,130.77000427246094
2019-02-21,129.74000549316406
2018-12-19,130.07000732421875
2018-07-12,130.1999969482422
2018-09-14,130.35000610351562
2018-08-13,127.0
2018-10-16,127.79000091552734
2019-07-31,126.44000244140625
2019-05-28,127.37999725341797
2019-04-26,122.80999755859375
2020-04-28,122.58000183105469
2019-11-25,124.79000091552734
2020-02-12,124.26000213623047
2020-05-01,129.61000061035156
2020-05-04,129.3800048828125
2019-06-12,128.4199981689453
2019-04-09,126.88999938964844
2019-03-08,126.44999694824219
2019-02-04,122.4800033569336
2018-07-27,115.23999786376953
2018-08-28,119.91999816894531
2019-01-03,120.19000244140625
2019-08-15,120.80999755859375
2018-10-31,119.83000183105469
2019-09-16,122.93000030517578
2020-02-18,122.23999786376953
2020-05-07,121.70999908447266
2018-08-17,121.66999816894531
2019-12-04,122.37000274658203
2020-02-21,126.62000274658203
2018-12-17,125.69000244140625
2019-08-30,124.16999816894531
2018-11-15,121.12000274658203
2019-07-29,119.66000366210938
2019-06-27,117.41000366210938
2019-04-24,119.12999725341797
2018-07-10,119.38999938964844
2018-09-12,115.44000244140625
2019-02-19,115.8499984741211
2019-01-18,116.20999908447266
2020-02-24,117.7300033569336
2020-05-13,119.58000183105469
2019-12-10,120.06999969482422
2020-02-27,124.18000030517578
2019-12-13,124.94999694824219
2020-05-19,125.06999969482422
2019-03-06,127.37999725341797
2018-11-30,123.1500015258789
2019-08-13,121.8499984741211
2019-07-12,117.9800033569336
2019-06-10,119.12000274658203
2019-05-09,121.5
2018-07-25,122.33999633789062
2018-09-27,121.5
2018-10-29,118.0199966430664
2019-10-16,115.66000366210938
2019-12-16,115.45999908447266
2020-03-04,113.79000091552734
2020-05-22,110.19999694824219
