Dates,SYK
2018-06-20,171.07000732421875
2018-06-21,170.16000366210938
2018-06-25,173.67999267578125
2018-06-22,171.6699981689453
2018-06-26,172.74000549316406
2018-06-27,172.88999938964844
2018-06-28,169.52000427246094
2018-06-29,171.07000732421875
2018-07-02,170.0399932861328
2018-07-03,170.75
2018-07-05,171.64999389648438
2018-07-16,173.66000366210938
2018-09-18,174.52000427246094
2019-01-24,174.8699951171875
2019-09-05,174.6300048828125
2018-11-21,174.7100067138672
2020-01-13,174.66000366210938
2020-04-01,174.24000549316406
2020-06-19,176.6300048828125
2019-10-29,177.3699951171875
2020-01-16,173.7100067138672
2020-06-22,175.24000549316406
2018-10-03,174.8800048828125
2018-07-31,175.86000061035156
2019-03-12,170.74000549316406
2019-02-08,171.94000244140625
2019-01-07,171.9600067138672
2018-12-06,168.75
2019-08-19,166.47000122070312
2019-07-18,165.52999877929688
2019-05-15,166.61000061035156
2019-09-20,167.02000427246094
2019-11-01,166.35000610351562
2020-04-07,166.60000610351562
2020-06-25,166.57000732421875
2020-06-16,168.17999267578125
2019-11-04,167.13999938964844
2020-01-22,167.6199951171875
2019-11-07,167.30999755859375
2020-04-13,167.02999877929688
2019-07-01,169.75
2019-05-30,170.2100067138672
2018-08-15,170.6300048828125
2018-10-18,169.6999969482422
2019-03-27,169.7899932861328
2019-01-22,170.14999389648438
2018-12-21,170.27999877929688
2019-09-03,170.9499969482422
2018-11-19,171.17999267578125
2019-08-02,171.9600067138672
2020-01-28,170.75
2020-04-16,169.72999572753906
2019-11-13,169.9199981689453
2020-01-31,168.47999572753906
2018-12-04,171.67999267578125
2018-11-02,170.77999877929688
2019-07-16,171.7899932861328
2018-08-30,172.64999389648438
2018-10-01,173.49000549316406
2019-06-14,173.77999877929688
2019-05-13,173.6199951171875
2019-04-11,171.22000122070312
2019-02-06,174.16000366210938
2019-09-18,174.00999450683594
2020-02-03,174.10000610351562
2020-04-22,174.9600067138672
2019-11-19,176.57000732421875
2020-02-06,176.75
2019-11-22,177.08999633789062
2019-03-25,175.75999450683594
2019-02-21,177.75999450683594
2018-12-19,178.89999389648438
2018-07-12,178.6199951171875
2018-09-14,177.75
2018-08-13,174.99000549316406
2018-10-16,174.5
2019-07-31,176.74000549316406
2019-05-28,176.63999938964844
2019-04-26,176.6999969482422
2020-04-28,171.7100067138672
2019-11-25,172.52999877929688
2020-02-12,171.35000610351562
2020-05-01,175.5
2020-05-04,176.47999572753906
2019-06-12,176.5
2019-04-09,173.33999633789062
2019-03-08,169.5399932861328
2019-02-04,167.69000244140625
2018-07-27,168.52999877929688
2018-08-28,166.30999755859375
2019-01-03,164.0
2019-08-15,164.00999450683594
2018-10-31,164.5
2019-09-16,164.0800018310547
2020-02-18,167.4600067138672
2020-05-07,168.4600067138672
2018-08-17,167.14999389648438
2019-12-04,166.8699951171875
2020-02-21,169.85000610351562
2018-12-17,171.4600067138672
2019-08-30,173.25999450683594
2018-11-15,172.72999572753906
2019-07-29,171.0500030517578
2019-06-27,168.7899932861328
2019-04-24,168.74000549316406
2018-07-10,172.52000427246094
2018-09-12,171.97999572753906
2019-02-19,167.64999389648438
2019-01-18,166.9600067138672
2020-02-24,166.07000732421875
2020-05-13,166.33999633789062
2019-12-10,167.16000366210938
2020-02-27,171.8699951171875
2019-12-13,172.83999633789062
2020-05-19,175.50999450683594
2019-03-06,176.0
2018-11-30,175.24000549316406
2019-08-13,172.44000244140625
2019-07-12,172.25999450683594
2019-06-10,171.8699951171875
2019-05-09,174.1699981689453
2018-07-25,174.9199981689453
2018-09-27,174.85000610351562
2018-10-29,171.99000549316406
2019-10-16,165.52999877929688
2019-12-16,163.5500030517578
2020-03-04,162.35000610351562
2020-05-22,157.91000366210938
2019-10-01,156.64999389648438
2019-12-19,150.5800018310547
2018-09-10,150.8300018310547
2019-05-24,154.60000610351562
2018-08-09,156.6199951171875
2019-04-22,158.0399932861328
2019-03-21,157.72000122070312
2019-01-16,155.77999877929688
2019-08-28,158.86000061035156
2018-11-13,159.67999267578125
2018-10-12,159.47000122070312
2019-06-25,161.8800048828125
2020-03-10,161.4499969482422
2020-05-28,160.6199951171875
2019-10-07,159.41000366210938
2020-03-13,162.22000122070312
2019-10-10,164.33999633789062
2020-03-16,164.91000366210938
2020-06-03,168.19000244140625
2018-11-28,167.72000122070312
2018-09-25,167.35000610351562
2018-07-23,167.4499969482422
2018-08-24,168.1199951171875
2019-07-10,165.2100067138672
2019-05-07,163.42999267578125
2019-04-05,181.17999267578125
2019-03-04,179.47999572753906
2019-01-31,178.99000549316406
2019-09-12,177.72000122070312
2019-12-31,179.85000610351562
2020-03-19,180.8000030517578
2020-01-03,180.80999755859375
2020-06-09,182.69000244140625
2019-02-15,183.9600067138672
2019-01-14,185.80999755859375
2018-07-06,186.1699981689453
2018-08-07,186.75
2018-10-10,187.69000244140625
2018-12-13,187.39999389648438
2019-08-26,188.08999633789062
2019-07-25,188.27000427246094
2019-05-22,188.7899932861328
2019-03-19,189.69000244140625
2020-01-06,187.32000732421875
2020-03-25,187.55999755859375
2020-06-12,189.57000732421875
2019-10-22,191.83999633789062
2020-01-09,193.0
2020-06-15,190.6699981689453
2019-10-25,190.3300018310547
2020-03-31,188.9600067138672
2020-06-18,187.33999633789062
2019-04-03,189.4600067138672
2018-08-22,191.22999572753906
2018-10-25,192.9499969482422
2019-01-29,193.35000610351562
2018-12-28,194.8000030517578
2018-11-26,194.61000061035156
2019-08-09,196.27000427246094
2019-07-08,198.75
2019-06-06,198.7100067138672
2019-09-10,197.7100067138672
2020-01-15,195.39999389648438
2020-04-03,197.32000732421875
2019-10-31,196.77999877929688
2020-04-06,196.42999267578125
2020-06-24,197.8699951171875
2018-11-09,199.85000610351562
2019-07-23,196.4199981689453
2019-06-21,196.8800048828125
2019-05-20,195.4499969482422
2019-04-18,196.0
2018-09-06,196.0399932861328
2018-10-08,196.69000244140625
2019-02-13,197.8300018310547
2018-12-11,196.25999450683594
2019-09-25,196.3699951171875
2020-01-21,193.89999389648438
2020-04-09,194.8699951171875
2019-11-06,189.5
2020-01-24,180.8300018310547
2020-01-27,183.69000244140625
2020-04-15,187.3300018310547
2018-12-26,188.88999938964844
2019-08-07,187.82000732421875
2019-06-04,188.6699981689453
2018-09-21,188.16000366210938
2018-07-19,189.14999389648438
2018-08-20,188.89999389648438
2018-10-23,189.11000061035156
2019-05-03,191.14999389648438
2019-04-01,191.25999450683594
2019-02-28,190.3000030517578
2019-11-12,189.00999450683594
2020-01-30,188.1699981689453
2019-11-15,187.82000732421875
2020-04-21,185.55999755859375
2019-04-16,186.38999938964844
2019-03-15,186.50999450683594
2019-02-11,187.64999389648438
2019-01-10,186.42999267578125
2019-08-22,184.89999389648438
2018-11-07,186.83999633789062
2018-08-03,186.47999572753906
2018-09-04,185.61000061035156
2019-06-19,185.6699981689453
2019-09-23,186.6199951171875
2019-11-18,181.97000122070312
2020-02-05,183.89999389648438
2020-04-24,184.97999572753906
2019-03-29,185.3000030517578
2019-11-21,186.99000549316406
2020-04-27,189.6199951171875
2020-02-11,193.08999633789062
2020-04-30,194.92999267578125
2019-05-01,196.94000244140625
2019-02-26,197.89999389648438
2019-01-25,197.17999267578125
2018-12-24,197.6999969482422
2019-09-06,197.63999938964844
2018-07-17,196.82000732421875
2018-09-19,198.36000061035156
2019-08-05,200.75
2019-10-08,204.11000061035156
2019-12-11,203.91000366210938
2019-11-27,204.97999572753906
2020-02-14,205.3300018310547
2020-05-06,204.6999969482422
2019-01-08,203.1300048828125
2018-12-07,205.72000122070312
2019-08-20,207.9499969482422
2018-11-05,207.07000732421875
2019-07-19,208.33999633789062
2018-10-04,209.16000366210938
2019-06-17,208.47000122070312
2019-05-16,209.4600067138672
2018-08-01,210.0500030517578
2019-03-13,210.85000610351562
2019-12-03,210.8300018310547
2020-02-20,207.8300018310547
2019-12-06,206.91000366210938
2020-05-12,208.5399932861328
2019-12-09,210.52999877929688
2020-02-26,211.1300048828125
2020-05-15,209.8699951171875
2019-03-28,209.64999389648438
2018-09-17,213.72000122070312
2018-08-16,214.69000244140625
2018-10-19,222.58999633789062
2019-04-29,215.41000366210938
2019-01-23,215.52000427246094
2019-09-04,214.3699951171875
2018-11-20,215.13999938964844
2019-07-02,212.9199981689453
2019-05-31,210.38999938964844
2019-12-12,211.3300018310547
2020-05-18,211.97999572753906
2019-09-27,217.99000549316406
2020-03-03,219.97000122070312
2020-05-21,219.7100067138672
2019-05-14,221.0
2018-08-31,218.16000366210938
2018-07-30,216.2100067138672
2018-10-02,218.2100067138672
2019-04-12,219.82000732421875
2019-03-11,220.67999267578125
2019-02-07,220.1999969482422
2019-07-17,220.44000244140625
2019-09-19,219.60000610351562
2019-10-21,217.24000549316406
2019-12-18,220.22999572753906
2020-03-06,219.97999572753906
2019-10-03,222.27999877929688
2020-03-09,223.4499969482422
2020-05-27,220.35000610351562
2019-12-24,220.14999389648438
2020-03-12,221.22000122070312
2018-12-20,222.25
2019-08-01,221.92999267578125
2018-08-14,216.2899932861328
2018-07-13,218.1699981689453
2018-10-17,221.9199981689453
2019-05-29,220.7100067138672
2019-03-26,217.91000366210938
2019-02-22,219.6199951171875
2019-10-04,220.64999389648438
2019-11-05,222.72999572753906
2019-12-27,222.4199981689453
2020-06-02,221.4600067138672
2019-12-30,223.00999450683594
2020-03-18,218.3800048828125
2020-06-05,219.52000427246094
2019-07-15,217.1699981689453
2018-12-03,217.47000122070312
2019-06-13,217.13999938964844
2019-01-04,211.6999969482422
2018-08-29,213.3699951171875
2019-02-05,215.92999267578125
2018-11-01,215.1300048828125
2019-08-16,211.64999389648438
2019-04-10,211.07000732421875
2019-09-17,211.9600067138672
2019-10-15,215.5399932861328
2020-01-02,214.47999572753906
2020-06-08,216.1199951171875
2019-10-18,216.13999938964844
2020-03-24,217.0
2020-06-11,215.97999572753906
2020-01-08,216.25
2019-04-25,216.38999938964844
2019-07-30,211.3699951171875
2019-02-20,211.8000030517578
2018-07-11,212.1699981689453
2018-09-13,214.4199981689453
2018-10-15,221.49000549316406
2019-06-28,220.50999450683594
2018-12-18,218.58999633789062
2018-11-16,218.89999389648438
2019-10-02,206.97000122070312
2020-03-27,206.14999389648438
2020-01-10,201.58999633789062
2019-10-24,203.3699951171875
2020-03-30,201.8000030517578
2020-06-17,200.61000061035156
2020-01-14,201.1300048828125
2020-04-02,202.27999877929688
2019-01-02,203.83999633789062
2019-08-14,206.47000122070312
2018-10-30,207.64999389648438
2019-06-11,207.5399932861328
2019-05-10,208.5
2019-04-08,204.1699981689453
2018-08-27,202.86000061035156
2018-07-26,203.49000549316406
2018-09-28,204.08999633789062
2019-03-07,205.44000244140625
2019-10-30,205.5500030517578
2020-01-17,205.5399932861328
2020-06-23,203.2100067138672
2020-04-08,204.57000732421875
2020-06-26,204.4499969482422
2019-03-22,205.19000244140625
2019-01-17,204.8000030517578
2019-08-29,201.0800018310547
2018-11-14,198.91000366210938
2019-06-26,200.64999389648438
2018-09-11,202.97000122070312
2018-07-09,205.0399932861328
2018-08-10,205.72000122070312
2019-04-23,208.88999938964844
2019-09-30,210.6699981689453
2020-01-23,210.3699951171875
2019-11-08,212.99000549316406
2020-04-14,212.9600067138672
2019-11-11,212.27999877929688
2020-01-29,211.77000427246094
2020-04-17,211.3300018310547
2018-07-24,210.02000427246094
2018-09-26,211.0
2019-05-08,210.57000732421875
2019-03-05,213.07000732421875
2019-02-01,210.85000610351562
2018-12-31,212.00999450683594
2018-11-29,212.97999572753906
2019-08-12,212.8800048828125
2019-07-11,209.77000427246094
2019-09-13,209.14999389648438
2019-11-14,209.4199981689453
2020-04-20,209.47000122070312
2020-02-04,216.52999877929688
2020-04-23,214.64999389648438
2018-12-14,217.8800048828125
2019-08-27,218.39999389648438
2018-08-08,217.5800018310547
2018-10-11,217.17999267578125
2018-11-12,215.4199981689453
2019-07-26,216.38999938964844
2019-06-24,214.14999389648438
2019-05-23,214.0
2019-03-20,212.99000549316406
2019-01-15,217.7100067138672
2019-11-20,218.77999877929688
2020-02-07,219.35000610351562
2020-02-10,219.0
2020-04-29,217.47999572753906
2019-11-26,218.99000549316406
2020-02-13,219.27000427246094
2019-01-30,218.22999572753906
2018-08-23,221.6199951171875
2018-09-24,221.9499969482422
2018-11-27,226.3000030517578
2018-10-26,225.9499969482422
2019-07-09,224.49000549316406
2019-06-07,219.89999389648438
2019-05-06,216.27000427246094
2019-04-04,210.99000549316406
2019-09-11,202.16000366210938
2019-11-29,191.9600067138672
2020-05-05,197.25
2019-12-02,201.50999450683594
2020-02-19,198.5
2020-05-08,197.19000244140625
2019-05-21,187.6999969482422
2019-03-18,177.83999633789062
2018-09-07,183.7899932861328
2018-08-06,179.22000122070312
