Dates,SYK
2018-06-20,1498700.0
2018-06-21,1471500.0
2018-06-25,1596300.0
2018-06-22,1223500.0
2018-06-26,1213600.0
2018-06-27,1589100.0
2018-06-28,1430300.0
2018-06-29,1037800.0
2018-07-02,1078600.0
2018-07-03,436900.0
2018-07-05,750900.0
2018-07-16,855000.0
2018-09-18,556400.0
2019-01-24,656500.0
2019-09-05,634800.0
2018-11-21,620200.0
2020-01-13,536700.0
2020-04-01,792300.0
2020-06-19,944000.0
2019-10-29,933000.0
2020-01-16,1023400.0
2020-06-22,889500.0
2018-10-03,950000.0
2018-07-31,1287000.0
2019-03-12,2778600.0
2019-02-08,1562700.0
2019-01-07,1176600.0
2018-12-06,1802100.0
2019-08-19,2549800.0
2019-07-18,1980500.0
2019-05-15,1413500.0
2019-09-20,1068000.0
2019-11-01,1232400.0
2020-04-07,1127200.0
2020-06-25,899900.0
2020-06-16,805400.0
2019-11-04,764300.0
2020-01-22,759800.0
2019-11-07,973100.0
2020-04-13,677200.0
2019-07-01,1160200.0
2019-05-30,1315500.0
2018-08-15,950300.0
2018-10-18,823100.0
2019-03-27,766000.0
2019-01-22,668400.0
2018-12-21,616800.0
2019-09-03,836300.0
2018-11-19,732800.0
2019-08-02,774200.0
2020-01-28,1276000.0
2020-04-16,1408400.0
2019-11-13,755000.0
2020-01-31,868900.0
2018-12-04,1290300.0
2018-11-02,1144500.0
2019-07-16,1070800.0
2018-08-30,1180300.0
2018-10-01,1087300.0
2019-06-14,2388600.0
2019-05-13,1349600.0
2019-04-11,1443500.0
2019-02-06,1485100.0
2019-09-18,1512400.0
2020-02-03,1346900.0
2020-04-22,3222400.0
2019-11-19,1227300.0
2020-02-06,603800.0
2019-11-22,1216600.0
2019-03-25,1006900.0
2019-02-21,1368700.0
2018-12-19,1293700.0
2018-07-12,1126800.0
2018-09-14,1124500.0
2018-08-13,1226200.0
2018-10-16,1161200.0
2019-07-31,1483000.0
2019-05-28,1020200.0
2019-04-26,2092700.0
2020-04-28,1354200.0
2019-11-25,1161500.0
2020-02-12,790700.0
2020-05-01,1359700.0
2020-05-04,1108700.0
2019-06-12,1203600.0
2019-04-09,1707500.0
2019-03-08,1920200.0
2019-02-04,1460500.0
2018-07-27,1841700.0
2018-08-28,2080000.0
2019-01-03,3169900.0
2019-08-15,1661700.0
2018-10-31,1356300.0
2019-09-16,1597400.0
2020-02-18,1741600.0
2020-05-07,1100600.0
2018-08-17,974700.0
2019-12-04,990600.0
2020-02-21,1261900.0
2018-12-17,855200.0
2019-08-30,1423400.0
2018-11-15,1254500.0
2019-07-29,1173500.0
2019-06-27,1376900.0
2019-04-24,1187300.0
2018-07-10,1747800.0
2018-09-12,962400.0
2019-02-19,1474300.0
2019-01-18,1294700.0
2020-02-24,570300.0
2020-05-13,1631700.0
2019-12-10,1001500.0
2020-02-27,1364700.0
2019-12-13,1530900.0
2020-05-19,2590300.0
2019-03-06,1880500.0
2018-11-30,1703200.0
2019-08-13,1594900.0
2019-07-12,1268400.0
2019-06-10,1106000.0
2019-05-09,1385600.0
2018-07-25,1477000.0
2018-09-27,904700.0
2018-10-29,1463500.0
2019-10-16,2355100.0
2019-12-16,1394000.0
2020-03-04,1276400.0
2020-05-22,1778200.0
2019-10-01,2747300.0
2019-12-19,998300.0
2018-09-10,1937900.0
2019-05-24,1623500.0
2018-08-09,1245900.0
2019-04-22,1186200.0
2019-03-21,1750000.0
2019-01-16,2320100.0
2019-08-28,1785200.0
2018-11-13,1617600.0
2018-10-12,1499800.0
2019-06-25,1216200.0
2020-03-10,1015700.0
2020-05-28,1116100.0
2019-10-07,1327200.0
2020-03-13,1700700.0
2019-10-10,1792600.0
2020-03-16,1164200.0
2020-06-03,2022000.0
2018-11-28,2400500.0
2018-09-25,1177000.0
2018-07-23,1209900.0
2018-08-24,1467200.0
2019-07-10,1927300.0
2019-05-07,1823100.0
2019-04-05,5426200.0
2019-03-04,2909600.0
2019-01-31,1546800.0
2019-09-12,1376800.0
2019-12-31,1261800.0
2020-03-19,950200.0
2020-01-03,1351900.0
2020-06-09,1317700.0
2019-02-15,1480400.0
2019-01-14,1372200.0
2018-07-06,1257000.0
2018-08-07,866900.0
2018-10-10,1802800.0
2018-12-13,1356900.0
2019-08-26,1157300.0
2019-07-25,1010500.0
2019-05-22,813100.0
2019-03-19,1869000.0
2020-01-06,2152800.0
2020-03-25,1140400.0
2020-06-12,1358500.0
2019-10-22,1344200.0
2020-01-09,1111500.0
2020-06-15,828600.0
2019-10-25,764400.0
2020-03-31,1168700.0
2020-06-18,968800.0
2019-04-03,819700.0
2018-08-22,891400.0
2018-10-25,842800.0
2019-01-29,998300.0
2018-12-28,1734300.0
2018-11-26,1801100.0
2019-08-09,1212600.0
2019-07-08,1265200.0
2019-06-06,896900.0
2019-09-10,932700.0
2020-01-15,916100.0
2020-04-03,800600.0
2019-10-31,917400.0
2020-04-06,555200.0
2020-06-24,1023800.0
2018-11-09,1625900.0
2019-07-23,919700.0
2019-06-21,1154700.0
2019-05-20,729200.0
2019-04-18,640100.0
2018-09-06,1162100.0
2018-10-08,701900.0
2019-02-13,774500.0
2018-12-11,667200.0
2019-09-25,1457700.0
2020-01-21,1445600.0
2020-04-09,1683600.0
2019-11-06,3369100.0
2020-01-24,3396700.0
2020-01-27,1896300.0
2020-04-15,2931400.0
2018-12-26,2735900.0
2019-08-07,1493200.0
2019-06-04,890300.0
2018-09-21,898000.0
2018-07-19,1063300.0
2018-08-20,972000.0
2018-10-23,1126300.0
2019-05-03,878600.0
2019-04-01,1111400.0
2019-02-28,1502400.0
2019-11-12,910500.0
2020-01-30,922000.0
2019-11-15,958200.0
2020-04-21,956300.0
2019-04-16,625100.0
2019-03-15,778300.0
2019-02-11,1172400.0
2019-01-10,998100.0
2019-08-22,811500.0
2018-11-07,922100.0
2018-08-03,878500.0
2018-09-04,798900.0
2019-06-19,708000.0
2019-09-23,2393200.0
2019-11-18,1053300.0
2020-02-05,1192000.0
2020-04-24,1324100.0
2019-03-29,1124200.0
2019-11-21,1375000.0
2020-04-27,1194500.0
2020-02-11,1037700.0
2020-04-30,904200.0
2019-05-01,708200.0
2019-02-26,815100.0
2019-01-25,651500.0
2018-12-24,736300.0
2019-09-06,744800.0
2018-07-17,579100.0
2018-09-19,1112700.0
2019-08-05,1189800.0
2019-10-08,1113100.0
2019-12-11,1840100.0
2019-11-27,902700.0
2020-02-14,1213000.0
2020-05-06,1326600.0
2019-01-08,758100.0
2018-12-07,1206200.0
2019-08-20,889800.0
2018-11-05,790900.0
2019-07-19,547000.0
2018-10-04,961800.0
2019-06-17,849900.0
2019-05-16,760200.0
2018-08-01,559300.0
2019-03-13,681900.0
2019-12-03,1704600.0
2020-02-20,1254600.0
2019-12-06,815000.0
2020-05-12,975400.0
2019-12-09,932800.0
2020-02-26,1355200.0
2020-05-15,836100.0
