Dates,SYK
2018-06-20,169.47000122070312
2018-06-21,168.1199951171875
2018-06-25,170.0
2018-06-22,168.64999389648438
2018-06-26,170.0500030517578
2018-06-27,168.97999572753906
2018-06-28,167.5500030517578
2018-06-29,168.77999877929688
2018-07-02,166.69000244140625
2018-07-03,169.22999572753906
2018-07-05,169.52999877929688
2018-07-16,170.97999572753906
2018-09-18,172.47999572753906
2019-01-24,173.8000030517578
2019-09-05,172.80999755859375
2018-11-21,173.05999755859375
2020-01-13,173.6699981689453
2020-04-01,172.8800048828125
2020-06-19,173.4600067138672
2019-10-29,173.60000610351562
2020-01-16,172.22999572753906
2020-06-22,172.4199981689453
2018-10-03,172.80999755859375
2018-07-31,172.86000061035156
2019-03-12,166.07000732421875
2019-02-08,169.0
2019-01-07,167.41000366210938
2018-12-06,164.6699981689453
2019-08-19,163.16000366210938
2019-07-18,163.3800048828125
2019-05-15,164.3300018310547
2019-09-20,164.7100067138672
2019-11-01,164.3000030517578
2020-04-07,164.44000244140625
2020-06-25,164.6699981689453
2020-06-16,166.14999389648438
2019-11-04,165.3800048828125
2020-01-22,165.85000610351562
2019-11-07,165.4199981689453
2020-04-13,164.75
2019-07-01,167.85000610351562
2019-05-30,167.6300048828125
2018-08-15,168.6300048828125
2018-10-18,168.0500030517578
2019-03-27,167.69000244140625
2019-01-22,168.86000061035156
2018-12-21,169.27000427246094
2019-09-03,169.47999572753906
2018-11-19,169.5
2019-08-02,169.8300018310547
2020-01-28,168.60000610351562
2020-04-16,167.35000610351562
2019-11-13,168.27000427246094
2020-01-31,166.07000732421875
2018-12-04,167.32000732421875
2018-11-02,169.5
2019-07-16,170.17999267578125
2018-08-30,169.72999572753906
2018-10-01,171.08999633789062
2019-06-14,171.80999755859375
2019-05-13,170.0399932861328
2019-04-11,169.16000366210938
2019-02-06,169.3000030517578
2019-09-18,172.4499969482422
2020-02-03,172.4499969482422
2020-04-22,173.50999450683594
2019-11-19,173.94000244140625
2020-02-06,175.52999877929688
2019-11-22,174.99000549316406
2019-03-25,174.6699981689453
2019-02-21,175.0
2018-12-19,177.7100067138672
2018-07-12,176.07000732421875
2018-09-14,174.75999450683594
2018-08-13,172.52999877929688
2018-10-16,172.60000610351562
2019-07-31,173.24000549316406
2019-05-28,174.14999389648438
2019-04-26,170.8000030517578
2020-04-28,167.17999267578125
2019-11-25,168.88999938964844
2020-02-12,169.02000427246094
2020-05-01,171.1199951171875
2020-05-04,173.52999877929688
2019-06-12,171.42999267578125
2019-04-09,168.5800018310547
2019-03-08,166.94000244140625
2019-02-04,164.05999755859375
2018-07-27,163.0
2018-08-28,162.3800048828125
2019-01-03,156.6699981689453
2019-08-15,159.7100067138672
2018-10-31,160.1300048828125
2019-09-16,161.77000427246094
2020-02-18,162.8300018310547
2020-05-07,163.6699981689453
2018-08-17,165.27000427246094
2019-12-04,165.2100067138672
2020-02-21,167.3800048828125
2018-12-17,169.00999450683594
2019-08-30,170.02000427246094
2018-11-15,168.9499969482422
2019-07-29,167.0399932861328
2019-06-27,165.10000610351562
2019-04-24,162.2899932861328
2018-07-10,167.80999755859375
2018-09-12,166.3000030517578
2019-02-19,165.25
2019-01-18,162.86000061035156
2020-02-24,163.77000427246094
2020-05-13,163.80999755859375
2019-12-10,164.52999877929688
2020-02-27,167.0800018310547
2019-12-13,170.22000122070312
2020-05-19,171.16000366210938
2019-03-06,172.8699951171875
2018-11-30,171.75
2019-08-13,167.14999389648438
2019-07-12,167.69000244140625
2019-06-10,167.00999450683594
2019-05-09,171.27999877929688
2018-07-25,171.75
2018-09-27,172.25999450683594
2018-10-29,165.9499969482422
2019-10-16,159.14999389648438
2019-12-16,159.80999755859375
2020-03-04,156.0
2020-05-22,152.6300048828125
2019-10-01,150.6300048828125
2019-12-19,144.9499969482422
2018-09-10,144.75
2019-05-24,148.00999450683594
2018-08-09,153.61000061035156
2019-04-22,155.27999877929688
2019-03-21,153.42999267578125
2019-01-16,151.6300048828125
2019-08-28,154.24000549316406
2018-11-13,156.35000610351562
2018-10-12,156.5399932861328
2019-06-25,159.42999267578125
2020-03-10,158.2100067138672
2020-05-28,158.89999389648438
2019-10-07,157.5500030517578
2020-03-13,157.42999267578125
2019-10-10,161.52000427246094
2020-03-16,162.72999572753906
2020-06-03,164.82000732421875
2018-11-28,164.52000427246094
2018-09-25,164.33999633789062
2018-07-23,165.3699951171875
2018-08-24,165.44000244140625
2019-07-10,161.88999938964844
2019-05-07,160.7899932861328
2019-04-05,174.7899932861328
2019-03-04,176.85000610351562
2019-01-31,176.47000122070312
2019-09-12,175.74000549316406
2019-12-31,177.47999572753906
2020-03-19,178.5
2020-01-03,179.0500030517578
2020-06-09,179.55999755859375
2019-02-15,182.5500030517578
2019-01-14,183.1199951171875
2018-07-06,183.4199981689453
2018-08-07,184.36000061035156
2018-10-10,186.3300018310547
2018-12-13,185.72999572753906
2019-08-26,186.11000061035156
2019-07-25,186.5399932861328
2019-05-22,187.4199981689453
2019-03-19,186.22999572753906
2020-01-06,184.17999267578125
2020-03-25,184.3300018310547
2020-06-12,186.07000732421875
2019-10-22,189.08999633789062
2020-01-09,187.4499969482422
2020-06-15,188.6999969482422
2019-10-25,187.47000122070312
2020-03-31,186.5800018310547
2020-06-18,184.5
2019-04-03,187.25999450683594
2018-08-22,189.3300018310547
2018-10-25,191.0500030517578
2019-01-29,191.1199951171875
2018-12-28,192.91000366210938
2018-11-26,192.5
2019-08-09,193.27999877929688
2019-07-08,195.38999938964844
2019-06-06,196.05999755859375
2019-09-10,194.39999389648438
2020-01-15,193.32000732421875
2020-04-03,195.36000061035156
2019-10-31,193.57000732421875
2020-04-06,194.36000061035156
2020-06-24,195.86000061035156
2018-11-09,195.4600067138672
2019-07-23,194.8300018310547
2019-06-21,194.08999633789062
2019-05-20,193.32000732421875
2019-04-18,193.77999877929688
2018-09-06,192.7899932861328
2018-10-08,194.50999450683594
2019-02-13,194.8300018310547
2018-12-11,194.6999969482422
2019-09-25,192.52000427246094
2020-01-21,192.39999389648438
2020-04-09,187.88999938964844
2019-11-06,180.0
2020-01-24,174.83999633789062
2020-01-27,179.4499969482422
2020-04-15,182.02000427246094
2018-12-26,181.92999267578125
2019-08-07,183.60000610351562
2019-06-04,185.67999267578125
2018-09-21,185.9499969482422
2018-07-19,186.75
2018-08-20,186.0800018310547
2018-10-23,186.52000427246094
2019-05-03,188.89999389648438
2019-04-01,187.3300018310547
2019-02-28,185.5399932861328
2019-11-12,186.2899932861328
2020-01-30,184.25
2019-11-15,181.8699951171875
2020-04-21,183.0
2019-04-16,184.0800018310547
2019-03-15,182.2100067138672
2019-02-11,184.77000427246094
2019-01-10,183.64999389648438
2019-08-22,182.69000244140625
2018-11-07,185.38999938964844
2018-08-03,185.05999755859375
2018-09-04,182.8000030517578
2019-06-19,183.63999938964844
2019-09-23,181.52000427246094
2019-11-18,180.0500030517578
2020-02-05,181.5500030517578
2020-04-24,182.0
2019-03-29,182.08999633789062
2019-11-21,183.0800018310547
2020-04-27,186.77999877929688
2020-02-11,188.8800048828125
2020-04-30,192.82000732421875
2019-05-01,194.9600067138672
2019-02-26,193.4600067138672
2019-01-25,195.0
2018-12-24,195.5399932861328
2019-09-06,195.4199981689453
2018-07-17,195.16000366210938
2018-09-19,196.3000030517578
2019-08-05,197.55999755859375
2019-10-08,201.38999938964844
2019-12-11,201.2100067138672
2019-11-27,203.0
2020-02-14,203.16000366210938
2020-05-06,200.82000732421875
2019-01-08,201.52999877929688
2018-12-07,202.27999877929688
2019-08-20,204.32000732421875
2018-11-05,204.63999938964844
2019-07-19,205.4499969482422
2018-10-04,205.10000610351562
2019-06-17,206.10000610351562
2019-05-16,207.1999969482422
2018-08-01,208.61000061035156
2019-03-13,208.44000244140625
2019-12-03,205.85000610351562
2020-02-20,205.0399932861328
2019-12-06,205.0800018310547
2020-05-12,206.1999969482422
2019-12-09,206.02000427246094
2020-02-26,207.97999572753906
2020-05-15,207.8000030517578
2019-03-28,207.5399932861328
2018-09-17,208.7100067138672
2018-08-16,212.10000610351562
2018-10-19,213.85000610351562
2019-04-29,213.32000732421875
2019-01-23,213.27000427246094
2019-09-04,208.50999450683594
2018-11-20,210.77000427246094
