Dates,AEP
2018-06-20,66.44999694824219
2018-06-21,66.73999786376953
2018-06-25,67.31999969482422
2018-06-22,67.56999969482422
2018-06-26,68.80000305175781
2018-06-27,68.83999633789062
2018-06-28,69.20999908447266
2018-06-29,68.5
2018-07-02,69.12000274658203
2018-07-03,69.68000030517578
2018-07-05,69.95999908447266
2018-07-16,70.80000305175781
2018-09-18,68.5
2019-01-24,68.23999786376953
2019-09-05,70.0
2018-11-21,70.06999969482422
2020-01-13,69.88999938964844
2020-04-01,69.87999725341797
2020-06-19,70.30000305175781
2019-10-29,69.91000366210938
2020-01-16,70.37999725341797
2020-06-22,69.70999908447266
2018-10-03,69.2300033569336
2018-07-31,68.12999725341797
2019-03-12,68.5
2019-02-08,69.47000122070312
2019-01-07,70.79000091552734
2018-12-06,70.0999984741211
2019-08-19,70.37999725341797
2019-07-18,69.62999725341797
2019-05-15,69.31999969482422
2019-09-20,70.0199966430664
2019-11-01,71.12000274658203
2020-04-07,70.3499984741211
2020-06-25,70.61000061035156
2020-06-16,70.26000213623047
2019-11-04,70.80999755859375
2020-01-22,70.55000305175781
2019-11-07,70.86000061035156
2020-04-13,71.06999969482422
2019-07-01,71.51000213623047
2019-05-30,72.13999938964844
2018-08-15,71.88999938964844
2018-10-18,71.06999969482422
2019-03-27,70.51000213623047
2019-01-22,70.6500015258789
2018-12-21,70.79000091552734
2019-09-03,70.87000274658203
2018-11-19,70.91000366210938
2019-08-02,71.19000244140625
2020-01-28,71.5199966430664
2020-04-16,71.56999969482422
2019-11-13,71.87000274658203
2020-01-31,72.18000030517578
2018-12-04,73.06999969482422
2018-11-02,72.38999938964844
2019-07-16,73.04000091552734
2018-08-30,72.93000030517578
2018-10-01,72.31999969482422
2019-06-14,72.1500015258789
2019-05-13,71.87000274658203
2019-04-11,72.36000061035156
2019-02-06,72.06999969482422
2019-09-18,70.69000244140625
2020-02-03,70.12000274658203
2020-04-22,70.70999908447266
2019-11-19,70.61000061035156
2020-02-06,69.38999938964844
2019-11-22,68.91999816894531
2019-03-25,68.93000030517578
2019-02-21,69.8499984741211
2018-12-19,70.30999755859375
2018-07-12,71.08999633789062
2018-09-14,69.56999969482422
2018-08-13,69.30999755859375
2018-10-16,70.55999755859375
2019-07-31,71.87999725341797
2019-05-28,72.4800033569336
2019-04-26,72.63999938964844
2020-04-28,70.91000366210938
2019-11-25,70.30999755859375
2020-02-12,70.69999694824219
2020-05-01,70.58999633789062
2020-05-04,71.18000030517578
2019-06-12,71.25
2019-04-09,71.62000274658203
2019-03-08,72.86000061035156
2019-02-04,72.6500015258789
2018-07-27,73.5199966430664
2018-08-28,73.0
2019-01-03,72.08999633789062
2019-08-15,72.76000213623047
2018-10-31,73.52999877929688
2019-09-16,72.87999725341797
2020-02-18,72.68000030517578
2020-05-07,72.06999969482422
2018-08-17,72.7300033569336
2019-12-04,73.41999816894531
2020-02-21,74.05000305175781
2018-12-17,73.81999969482422
2019-08-30,74.16000366210938
2018-11-15,74.93000030517578
2019-07-29,75.55999755859375
2019-06-27,75.95999908447266
2019-04-24,75.0999984741211
2018-07-10,76.69000244140625
2018-09-12,76.76000213623047
2019-02-19,77.04000091552734
2019-01-18,75.44999694824219
2020-02-24,75.36000061035156
