Dates,AEP
2018-06-20,66.86000061035156
2018-06-21,66.86000061035156
2018-06-25,67.5
2018-06-22,67.56999969482422
2018-06-26,69.0
2018-06-27,69.25
2018-06-28,69.91999816894531
2018-06-29,69.0999984741211
2018-07-02,69.41999816894531
2018-07-03,69.9800033569336
2018-07-05,70.37000274658203
2018-07-16,71.04000091552734
2018-09-18,71.41999816894531
2019-01-24,68.63999938964844
2019-09-05,70.06999969482422
2018-11-21,70.87999725341797
2020-01-13,70.51000213623047
2020-04-01,70.54000091552734
2020-06-19,70.7300033569336
2019-10-29,70.45999908447266
2020-01-16,70.45999908447266
2020-06-22,70.63999938964844
2018-10-03,70.33999633789062
2018-07-31,69.13999938964844
2019-03-12,68.75
2019-02-08,69.77999877929688
2019-01-07,71.05999755859375
2018-12-06,70.87000274658203
2019-08-19,70.7699966430664
2019-07-18,70.62999725341797
2019-05-15,70.06999969482422
2019-09-20,70.55000305175781
2019-11-01,71.16999816894531
2020-04-07,71.30000305175781
2020-06-25,70.93000030517578
2020-06-16,70.5
2019-11-04,71.18000030517578
2020-01-22,70.79000091552734
2019-11-07,70.87999725341797
2020-04-13,71.13999938964844
2019-07-01,71.7699966430664
2019-05-30,72.33999633789062
2018-08-15,72.52999877929688
2018-10-18,71.83000183105469
2019-03-27,71.80000305175781
2019-01-22,70.69999694824219
2018-12-21,71.27999877929688
2019-09-03,71.5
2018-11-19,71.08000183105469
2019-08-02,71.2699966430664
2020-01-28,71.77999877929688
2020-04-16,71.91999816894531
2019-11-13,72.02999877929688
2020-01-31,72.33000183105469
2018-12-04,73.48999786376953
2018-11-02,72.72000122070312
2019-07-16,73.20999908447266
2018-08-30,73.41000366210938
2018-10-01,72.7300033569336
2019-06-14,72.48999786376953
2019-05-13,72.7699966430664
2019-04-11,72.7699966430664
2019-02-06,72.62000274658203
2019-09-18,72.56999969482422
2020-02-03,70.80000305175781
2020-04-22,71.05999755859375
2019-11-19,71.16000366210938
2020-02-06,70.5999984741211
2019-11-22,69.98999786376953
2019-03-25,68.94000244140625
2019-02-21,69.95999908447266
2018-12-19,70.7699966430664
2018-07-12,71.08999633789062
2018-09-14,71.2699966430664
2018-08-13,70.04000091552734
2018-10-16,70.55999755859375
2019-07-31,72.08000183105469
2019-05-28,72.93000030517578
2019-04-26,72.94000244140625
2020-04-28,72.88999938964844
2019-11-25,71.12999725341797
2020-02-12,70.81999969482422
2020-05-01,71.0
2020-05-04,71.54000091552734
2019-06-12,71.75
2019-04-09,71.73999786376953
2019-03-08,73.30999755859375
2019-02-04,73.4800033569336
2018-07-27,73.80999755859375
2018-08-28,75.0
2019-01-03,74.45999908447266
2019-08-15,72.80000305175781
2018-10-31,74.37000274658203
2019-09-16,73.9800033569336
2020-02-18,73.44999694824219
2020-05-07,73.26000213623047
2018-08-17,72.91999816894531
