Dates,AEP
2018-06-20,62.67793273925781
2018-06-21,63.21195602416992
2018-06-25,63.09953689575195
2018-06-22,64.67350769042969
2018-06-26,64.92647552490234
2018-06-27,65.44175720214844
2018-06-28,64.96393585205078
2018-06-29,64.87962341308594
2018-07-02,65.6291275024414
2018-07-03,66.05073547363281
2018-07-05,66.64097595214844
2018-07-16,67.04383087158203
2018-09-18,64.52360534667969
2019-01-24,65.37617492675781
2019-09-05,66.28495025634766
2018-11-21,65.93830871582031
2020-01-13,65.91019439697266
2020-04-01,65.97578430175781
2020-06-19,65.99452209472656
2019-10-29,65.8071517944336
2020-01-16,66.18190002441406
2020-06-22,65.96641540527344
2018-10-03,65.05763244628906
2018-07-31,64.70161437988281
2019-03-12,65.00141143798828
2019-02-08,66.55664825439453
2019-01-07,66.65033721923828
2018-12-06,65.95703887939453
2019-08-19,66.65033721923828
2019-07-18,65.86336517333984
2019-05-15,66.04136657714844
2019-09-20,66.68782806396484
2019-11-01,66.77214050292969
2020-04-07,66.74402618408203
2020-06-25,66.45361328125
2020-06-16,67.08684539794922
2019-11-04,66.96397399902344
2020-01-22,67.04904174804688
2019-11-07,67.1246566772461
2020-04-13,67.8335189819336
2019-07-01,68.37224578857422
2019-05-30,68.52347564697266
2018-08-15,68.22103118896484
2018-10-18,67.72010040283203
2019-03-27,66.8600082397461
2019-01-22,67.44600677490234
2018-12-21,67.62557983398438
2019-09-03,67.2569808959961
2018-11-19,67.20972442626953
2019-08-02,67.7673568725586
2020-01-28,67.87132263183594
2020-04-16,67.79572296142578
2019-11-13,68.2966537475586
2020-01-31,69.22288513183594
2018-12-04,69.30795288085938
2018-11-02,68.693603515625
2019-07-16,69.3741226196289
2018-08-30,68.9771499633789
2018-10-01,68.53294372558594
2019-06-14,68.96770477294922
2019-05-13,68.61800384521484
2019-04-11,68.8070297241211
2019-02-06,68.45732116699219
2019-09-18,67.08684539794922
2020-02-03,67.1813735961914
2020-04-22,67.48382568359375
2019-11-19,66.76549530029297
2020-02-06,65.98102569580078
2019-11-22,65.18708801269531
2019-03-25,65.93376159667969
2019-02-21,66.99232482910156
2018-12-19,67.01124572753906
2018-07-12,67.43655395507812
2018-09-14,66.36853790283203
2018-08-13,66.68988037109375
2018-10-16,67.92803192138672
2019-07-31,68.85428619384766
2019-05-28,69.0433120727539
2019-04-26,68.71250915527344
2020-04-28,67.31368255615234
2019-11-25,67.01124572753906
2020-02-12,67.1246566772461
2020-05-01,67.7673568725586
2020-05-04,67.78626251220703
2019-06-12,67.74845886230469
2019-04-09,69.24179077148438
2019-03-08,69.13783264160156
2019-02-04,69.41191864013672
2018-07-27,71.41563415527344
2018-08-28,69.50643920898438
2019-01-03,68.75030517578125
2019-08-15,69.97900390625
2018-10-31,70.21530151367188
2019-09-16,69.33631134033203
2020-02-18,68.96770477294922
2020-05-07,68.70305633544922
2018-08-17,69.46863555908203
2019-12-04,70.36651611328125
2020-02-21,71.00923156738281
2018-12-17,70.732666015625
2019-08-30,71.8293685913086
2018-11-15,72.6685791015625
2019-07-29,72.88792419433594
2019-06-27,72.6018295288086
2019-04-24,73.23124694824219
2018-07-10,73.4505844116211
2018-09-12,73.84158325195312
2019-02-19,74.21351623535156
2019-01-18,72.14407348632812
2020-02-24,72.34435272216797
2020-05-13,72.43971252441406
2019-12-10,73.0309829711914
2020-02-27,72.68766021728516
2019-12-13,72.81163787841797
2020-05-19,74.13721466064453
2019-03-06,74.68080139160156
2018-11-30,74.78570556640625
2019-08-13,75.10995483398438
2019-07-12,75.64398956298828
2019-06-10,75.68213653564453
2019-05-09,76.06360626220703
2018-07-25,75.83472442626953
2018-09-27,76.63578796386719
2018-10-29,76.3020248413086
2019-10-16,73.74622344970703
2019-12-16,73.67947387695312
2020-03-04,73.2979965209961
2020-05-22,74.02278137207031
2019-10-01,72.88792419433594
2019-12-19,70.14141082763672
2018-09-10,70.91385650634766
2019-05-24,71.5623550415039
2018-08-09,71.2667236328125
2019-04-22,71.27625274658203
2019-03-21,69.55967712402344
2019-01-16,69.39754486083984
2019-08-28,70.0364990234375
2018-11-13,69.64550018310547
2018-10-12,70.50379180908203
2019-06-25,69.96974182128906
2020-03-10,71.2571792602539
2020-05-28,70.99016571044922
2019-10-07,70.37028503417969
2020-03-13,71.8865966796875
2019-10-10,72.21083068847656
2020-03-16,72.47785186767578
2020-06-03,72.56368255615234
2018-11-28,72.84024810791016
2018-09-25,73.44105529785156
2018-07-23,74.14675903320312
2018-08-24,73.24077606201172
2019-07-10,73.28845977783203
2019-05-07,73.40290069580078
2019-04-05,73.58409881591797
2019-03-04,75.45327758789062
2019-01-31,75.4437255859375
2019-09-12,75.78704833984375
2019-12-31,75.34835815429688
2020-03-19,75.53910064697266
2020-01-03,76.41432189941406
2020-06-09,76.96253967285156
2019-02-15,77.02986145019531
2019-01-14,77.23185729980469
2018-07-06,76.51050567626953
2018-08-07,76.3181381225586
2018-10-10,76.24120330810547
2018-12-13,77.02024841308594
2019-08-26,77.44343566894531
2019-07-25,78.04937744140625
2019-05-22,78.59760284423828
2019-03-19,77.69351196289062
2020-01-06,77.34725952148438
2020-03-25,77.54924011230469
2020-06-12,78.04937744140625
2019-10-22,78.2898178100586
2020-01-09,78.30905151367188
2020-06-15,77.93395233154297
2019-10-25,78.15516662597656
2020-03-31,78.33790588378906
2020-06-18,78.81879425048828
2019-04-03,79.4439697265625
2018-08-22,79.93448638916016
2018-10-25,80.00181579589844
2019-01-29,79.80945587158203
2018-12-28,80.60772705078125
2018-11-26,80.29034423828125
2019-08-09,79.4054946899414
2019-07-08,79.70365905761719
2019-06-06,80.87703704833984
2019-09-10,81.88692474365234
2020-01-15,82.0600357055664
2020-04-03,82.69483184814453
2019-10-31,81.97348022460938
2020-04-06,80.5885009765625
2020-06-24,80.55003356933594
2018-11-09,79.65556335449219
2019-07-23,79.90563201904297
2019-06-21,79.74213409423828
2019-05-20,79.46320343017578
2019-04-18,80.37689971923828
2018-09-06,79.97295379638672
2018-10-08,80.37689971923828
2019-02-13,80.16531372070312
2018-12-11,80.73277282714844
2019-09-25,80.93474578857422
2020-01-21,81.04054260253906
2020-04-09,79.87677764892578
2019-11-06,80.02104187011719
2020-01-24,79.83830261230469
2020-01-27,79.76136016845703
2020-04-15,80.37689971923828
2018-12-26,80.8097152709961
2019-08-07,81.5887680053711
2019-06-04,81.47334289550781
2018-09-21,80.82894897460938
2018-07-19,82.28125762939453
2018-08-20,81.70417022705078
2018-10-23,81.46372985839844
2019-05-03,82.16584014892578
2019-04-01,81.5887680053711
2019-02-28,81.39639282226562
2019-11-12,80.53079223632812
2020-01-30,80.34658813476562
2019-11-15,82.08207702636719
2020-04-21,83.71090698242188
2019-04-16,82.95466613769531
2019-03-15,82.46019744873047
2019-02-11,82.79954528808594
2019-01-10,83.23583984375
2019-08-22,83.96299743652344
2018-11-07,83.97270202636719
2018-08-03,84.63199615478516
2018-09-04,85.49488830566406
2019-06-19,85.6015396118164
2019-09-23,84.03087615966797
2019-11-18,83.0807113647461
2020-02-05,82.70259094238281
2020-04-24,83.49761199951172
2019-03-29,84.70955657958984
2019-11-21,84.39929962158203
2020-04-27,86.64865112304688
2020-02-11,87.25946807861328
2020-04-30,86.81348419189453
2019-05-01,86.30931091308594
2019-02-26,85.63062286376953
2019-01-25,86.66803741455078
2018-12-24,86.86195373535156
2019-09-06,87.82180786132812
2018-07-17,87.3370361328125
2018-09-19,87.0461654663086
2019-08-05,88.09327697753906
2019-10-08,88.10298156738281
2019-12-11,88.76227569580078
2019-11-27,88.13206481933594
2020-02-14,87.61820220947266
2020-05-06,85.80514526367188
2019-01-08,85.2234115600586
2018-12-07,85.33007049560547
2019-08-20,85.4464111328125
2018-11-05,86.47413635253906
2019-07-19,87.39520263671875
2018-10-04,87.10433959960938
2019-06-17,87.19159698486328
2019-05-16,87.60850524902344
2018-08-01,88.0447998046875
2019-03-13,88.16114807128906
2019-12-03,87.5018539428711
2020-02-20,88.41323852539062
2019-12-06,87.75394439697266
2020-05-12,88.24840545654297
2019-12-09,88.96588897705078
2020-02-26,87.53094482421875
2020-05-15,87.37581634521484
2019-03-28,86.78439331054688
2018-09-17,86.88134765625
2018-08-16,86.36747741699219
2018-10-19,86.24143981933594
2019-04-29,87.00738525390625
2019-01-23,86.01844024658203
2019-09-04,85.13616180419922
2018-11-20,86.10570526123047
2019-07-02,85.99905395507812
2019-05-31,85.33975982666016
2019-12-12,86.4256591796875
2020-05-18,87.00738525390625
2019-09-27,87.43720245361328
2020-03-03,87.88654327392578
2020-05-21,88.33589172363281
2019-05-14,88.16006469726562
2018-08-31,86.4310531616211
2018-07-30,88.26751708984375
2018-10-02,88.1405258178711
2019-04-12,88.45311737060547
2019-03-11,88.66801452636719
2019-02-07,89.23458862304688
2019-07-17,88.86338806152344
2019-09-19,87.50558471679688
2019-10-21,88.72663116455078
2019-12-18,88.5703353881836
2020-03-06,87.55441284179688
2019-10-03,88.61917877197266
2020-03-09,89.03921508789062
