Dates,AEP
2018-06-20,3062400.0
2018-06-21,3129600.0
2018-06-25,3148800.0
2018-06-22,3942100.0
2018-06-26,3363000.0
2018-06-27,4191600.0
2018-06-28,2174800.0
2018-06-29,2941900.0
2018-07-02,2211700.0
2018-07-03,2132100.0
2018-07-05,4157000.0
2018-07-16,2315100.0
2018-09-18,4302600.0
2019-01-24,3829500.0
2019-09-05,2815400.0
2018-11-21,4186400.0
2020-01-13,2432200.0
2020-04-01,2367000.0
2020-06-19,2411700.0
2019-10-29,2561000.0
2020-01-16,2055100.0
2020-06-22,2440900.0
2018-10-03,2754800.0
2018-07-31,4202000.0
2019-03-12,2581500.0
2019-02-08,4758200.0
2019-01-07,3276100.0
2018-12-06,2004700.0
2019-08-19,3219000.0
2019-07-18,2172700.0
2019-05-15,2404500.0
2019-09-20,1563900.0
2019-11-01,1622200.0
2020-04-07,1781600.0
2020-06-25,2040000.0
2020-06-16,2057600.0
2019-11-04,1796200.0
2020-01-22,2018800.0
2019-11-07,1174500.0
2020-04-13,2352900.0
2019-07-01,1803100.0
2019-05-30,2134300.0
2018-08-15,2279900.0
2018-10-18,3703300.0
2019-03-27,2680400.0
2019-01-22,2421600.0
2018-12-21,1626000.0
2019-09-03,2205900.0
2018-11-19,2020700.0
2019-08-02,1702100.0
2020-01-28,1765500.0
2020-04-16,3109600.0
2019-11-13,2150300.0
2020-01-31,2121700.0
2018-12-04,2113200.0
2018-11-02,3034100.0
2019-07-16,2481500.0
2018-08-30,2095300.0
2018-10-01,2167900.0
2019-06-14,2201900.0
2019-05-13,1866000.0
2019-04-11,1706500.0
2019-02-06,2099800.0
2019-09-18,1976100.0
2020-02-03,2111000.0
2020-04-22,4336800.0
2019-11-19,1838000.0
2020-02-06,2529800.0
2019-11-22,1975900.0
2019-03-25,2318800.0
2019-02-21,2740200.0
2018-12-19,1806600.0
2018-07-12,2966700.0
2018-09-14,2514800.0
2018-08-13,2174500.0
2018-10-16,3535300.0
2019-07-31,3168900.0
2019-05-28,3228400.0
2019-04-26,3005400.0
2020-04-28,4735800.0
2019-11-25,2864300.0
2020-02-12,2101800.0
2020-05-01,2692600.0
2020-05-04,2607900.0
2019-06-12,2053300.0
2019-04-09,2638900.0
2019-03-08,2471300.0
2019-02-04,4869800.0
2018-07-27,5070900.0
2018-08-28,5291300.0
2019-01-03,4161500.0
2019-08-15,3024100.0
2018-10-31,3254800.0
2019-09-16,2713200.0
2020-02-18,2902400.0
2020-05-07,3054500.0
2018-08-17,2188400.0
2019-12-04,2662600.0
2020-02-21,2781600.0
2018-12-17,3465900.0
2019-08-30,2419500.0
2018-11-15,2245500.0
2019-07-29,2860100.0
2019-06-27,3578400.0
2019-04-24,3031100.0
2018-07-10,3309100.0
2018-09-12,2681100.0
2019-02-19,2694200.0
2019-01-18,3341300.0
2020-02-24,915200.0
2020-05-13,1586800.0
2019-12-10,1789800.0
2020-02-27,2142200.0
2019-12-13,2298800.0
2020-05-19,2814600.0
2019-03-06,2504200.0
2018-11-30,3457900.0
2019-08-13,3118900.0
2019-07-12,2495200.0
2019-06-10,2020800.0
2019-05-09,2037900.0
2018-07-25,3317700.0
2018-09-27,1832400.0
2018-10-29,2828100.0
2019-10-16,3581300.0
2019-12-16,2818800.0
2020-03-04,2473100.0
2020-05-22,3489900.0
2019-10-01,6388600.0
2019-12-19,1762300.0
2018-09-10,2461200.0
2019-05-24,2161200.0
2018-08-09,2027000.0
2019-04-22,2203300.0
2019-03-21,2679600.0
2019-01-16,3063500.0
2019-08-28,2857500.0
2018-11-13,3218400.0
2018-10-12,3605700.0
2019-06-25,3100400.0
2020-03-10,2285100.0
