Dates,LIN
2018-08-20,178.2899932861328
2018-10-23,180.49000549316406
2019-05-03,180.9600067138672
2019-04-01,178.6300048828125
2019-02-28,174.57000732421875
2019-11-12,176.5399932861328
2020-01-30,173.35000610351562
2019-11-15,181.58999633789062
2020-04-21,180.67999267578125
2019-04-16,180.9199981689453
2019-03-15,180.86000061035156
2019-02-11,187.64999389648438
2019-01-10,189.0
2019-08-22,185.25999450683594
2018-11-07,187.27000427246094
2018-08-03,188.24000549316406
2018-09-04,185.0800018310547
2019-06-19,187.86000061035156
2019-09-23,184.30999755859375
2019-11-18,183.00999450683594
2020-02-05,183.41000366210938
2020-04-24,180.5500030517578
2019-03-29,187.27999877929688
2019-11-21,191.35000610351562
2020-04-27,192.75
2020-02-11,197.35000610351562
2020-04-30,200.0500030517578
2019-05-01,200.4199981689453
2019-02-26,200.7899932861328
2019-01-25,201.69000244140625
2018-12-24,202.74000549316406
2019-09-06,202.7100067138672
2018-07-17,201.25999450683594
2018-09-19,204.02000427246094
2019-08-05,200.58999633789062
2019-10-08,202.33999633789062
2019-12-11,202.1300048828125
2019-11-27,203.3800048828125
2020-02-14,202.8000030517578
2020-05-06,200.60000610351562
2019-01-08,199.52999877929688
2018-12-07,200.8000030517578
2019-08-20,203.0
2018-11-05,203.5399932861328
2019-07-19,203.61000061035156
2018-10-04,202.42999267578125
2019-06-17,201.6699981689453
2019-05-16,200.97000122070312
2018-08-01,201.77000427246094
2019-03-13,202.80999755859375
2019-12-03,203.97999572753906
2020-02-20,204.07000732421875
2019-12-06,202.58999633789062
2020-05-12,201.82000732421875
2019-12-09,203.63999938964844
2020-02-26,203.3800048828125
2020-05-15,203.5800018310547
2019-03-28,206.82000732421875
2018-09-17,202.75
2018-08-16,199.88999938964844
2018-10-19,200.9600067138672
2019-04-29,199.77000427246094
2019-01-23,196.5
2019-09-04,191.27999877929688
2018-11-20,190.4199981689453
2019-07-02,187.7100067138672
2019-05-31,190.6300048828125
2019-12-12,188.75999450683594
2020-05-18,190.77999877929688
2019-09-27,192.61000061035156
2020-03-03,191.97000122070312
2020-05-21,192.1999969482422
2019-05-14,192.89999389648438
2018-08-31,185.63999938964844
2018-07-30,186.63999938964844
2018-10-02,188.7899932861328
2019-04-12,189.11000061035156
2019-03-11,187.69000244140625
2019-02-07,188.74000549316406
2019-07-17,187.1300048828125
2019-09-19,184.25999450683594
2019-10-21,184.9199981689453
2019-12-18,184.74000549316406
2020-03-06,184.97000122070312
2019-10-03,187.66000366210938
2020-03-09,188.91000366210938
2020-05-27,187.22999572753906
2019-12-24,187.55999755859375
2020-03-12,187.10000610351562
2018-12-20,189.52000427246094
2019-08-01,185.2100067138672
2018-08-14,185.72000122070312
2018-07-13,187.61000061035156
2018-10-17,191.57000732421875
2019-05-29,192.16000366210938
2019-03-26,188.52000427246094
2019-02-22,192.24000549316406
2019-10-04,192.66000366210938
2019-11-05,194.24000549316406
2019-12-27,194.11000061035156
2020-06-02,193.52000427246094
2019-12-30,191.52000427246094
2020-03-18,192.25
2020-06-05,192.3000030517578
2019-07-15,191.5500030517578
2018-12-03,193.72000122070312
2019-06-13,188.5500030517578
2019-01-04,184.11000061035156
2018-08-29,184.63999938964844
2019-02-05,186.17999267578125
2018-11-01,188.5800018310547
2019-08-16,184.11000061035156
2019-04-10,187.38999938964844
2019-09-17,191.22999572753906
2019-10-15,194.25
2020-01-02,192.52999877929688
2020-06-08,195.17999267578125
2019-10-18,196.85000610351562
2020-03-24,196.63999938964844
2020-06-11,195.7899932861328
2020-01-08,194.97000122070312
2019-04-25,191.47000122070312
2019-07-30,193.6999969482422
2019-02-20,192.99000549316406
2018-07-11,195.0
2018-09-13,196.77000427246094
2018-10-15,199.11000061035156
2019-06-28,199.19000244140625
2018-12-18,198.35000610351562
2018-11-16,198.8000030517578
2019-10-02,200.75999450683594
2020-03-27,200.30999755859375
2020-01-10,201.1199951171875
2019-10-24,202.60000610351562
2020-03-30,203.0
2020-06-17,202.2899932861328
2020-01-14,205.75999450683594
2020-04-02,207.82000732421875
2019-01-02,208.63999938964844
2019-08-14,209.7100067138672
2018-10-30,209.11000061035156
2019-06-11,207.42999267578125
2019-05-10,206.17999267578125
2019-04-08,206.25999450683594
2018-08-27,204.91000366210938
2018-07-26,205.94000244140625
2018-09-28,205.13999938964844
2019-03-07,206.0
2019-10-30,206.2100067138672
2020-01-17,200.6300048828125
2020-06-23,202.0399932861328
2020-04-08,202.75
2020-06-26,203.75
2019-03-22,205.52999877929688
2019-01-17,205.3300018310547
2019-08-29,203.9499969482422
2018-11-14,205.63999938964844
2019-06-26,209.9199981689453
2018-09-11,209.0500030517578
2018-07-09,210.02000427246094
2018-08-10,209.66000366210938
2019-04-23,208.3300018310547
2019-09-30,209.39999389648438
2020-01-23,212.11000061035156
2019-11-08,211.77000427246094
2020-04-14,211.6199951171875
2019-11-11,212.75
2020-01-29,212.25999450683594
2020-04-17,211.49000549316406
2018-07-24,212.89999389648438
2018-09-26,210.74000549316406
2019-05-08,205.25999450683594
2019-03-05,204.38999938964844
2019-02-01,204.8300018310547
2018-12-31,207.38999938964844
2018-11-29,208.85000610351562
2019-08-12,209.0800018310547
2019-07-11,211.8000030517578
2019-09-13,209.9600067138672
2019-11-14,211.44000244140625
2020-04-20,213.05999755859375
2020-02-04,214.10000610351562
2020-04-23,211.72999572753906
2018-12-14,211.0800018310547
2019-08-27,209.6199951171875
2018-08-08,209.99000549316406
2018-10-11,204.8800048828125
2018-11-12,207.8800048828125
2019-07-26,208.22999572753906
2019-06-24,208.22999572753906
2019-05-23,203.1300048828125
2019-03-20,209.44000244140625
2019-01-15,213.5
2019-11-20,216.74000549316406
2020-02-07,216.75
2020-02-10,214.16000366210938
2020-04-29,215.44000244140625
2019-11-26,216.22000122070312
2020-02-13,217.1999969482422
2019-01-30,221.25999450683594
2018-08-23,222.63999938964844
2018-09-24,223.5500030517578
2018-11-27,222.47999572753906
2018-10-26,221.1999969482422
2019-07-09,218.33999633789062
2019-06-07,210.5500030517578
2019-05-06,201.64999389648438
2019-04-04,203.41000366210938
2019-09-11,194.9499969482422
2019-11-29,191.00999450683594
2020-05-05,198.14999389648438
2019-12-02,195.38999938964844
2020-02-19,205.52999877929688
2020-05-08,196.50999450683594
2019-05-21,189.1999969482422
2019-03-18,173.1300048828125
2018-09-07,176.2100067138672
2018-08-06,173.9199981689453
2018-10-09,158.02000427246094
2019-02-14,176.5
2018-12-12,158.35000610351562
2019-07-24,163.8800048828125
2019-09-26,157.50999450683594
2019-10-28,154.00999450683594
2019-12-05,151.3000030517578
2020-05-11,150.0
2019-07-03,164.80999755859375
2020-02-25,165.3000030517578
2020-05-14,174.19000244140625
2020-02-28,167.33999633789062
2019-08-08,176.8000030517578
2019-06-05,173.0
2018-07-20,160.8699951171875
2018-08-21,164.08999633789062
2018-10-24,162.1300048828125
2019-04-02,175.9199981689453
2019-03-01,179.94000244140625
2019-01-28,186.94000244140625
2018-12-27,189.47999572753906
2019-09-09,186.11000061035156
2020-03-02,189.83999633789062
2020-05-20,181.14999389648438
2019-12-17,183.1300048828125
2020-03-05,188.5500030517578
2019-02-12,185.0
2019-01-11,178.8800048828125
2018-12-10,181.60000610351562
2019-08-23,181.3000030517578
2018-11-08,181.47000122070312
2019-07-22,184.5800018310547
2019-06-20,186.8800048828125
2018-09-05,188.69000244140625
2019-04-17,183.99000549316406
2019-09-24,180.3300018310547
2019-12-20,182.66000366210938
2020-05-26,182.00999450683594
2019-04-30,178.9499969482422
2019-12-23,184.7899932861328
2020-03-11,188.41000366210938
2020-05-29,186.86000061035156
2019-12-26,183.08999633789062
2020-06-01,178.77999877929688
2019-05-02,179.25
2019-02-27,182.58999633789062
2018-11-23,192.25
2019-08-06,190.25
2018-07-18,195.99000549316406
2018-09-20,193.6699981689453
2018-10-22,190.8699951171875
2019-07-05,193.0
2019-06-03,193.1300048828125
2019-10-09,200.0399932861328
2019-10-11,202.33999633789062
2020-03-17,205.22000122070312
2020-06-04,206.25999450683594
2019-10-14,212.88999938964844
2020-03-20,212.55999755859375
2018-11-06,221.27999877929688
2019-06-18,216.42999267578125
2019-05-17,214.22999572753906
2019-04-15,213.36000061035156
2019-03-14,199.11000061035156
2019-01-09,201.94000244140625
2018-08-02,203.24000549316406
2018-10-05,208.27999877929688
2019-08-21,207.47999572753906
2019-10-17,208.16000366210938
2020-03-23,208.0500030517578
2020-06-10,209.97000122070312
2019-02-25,212.3699951171875
2020-01-07,206.07000732421875
2020-03-26,209.13999938964844
2019-10-23,206.82000732421875
