Dates,LIN
2018-06-20,154.22000122070312
2018-06-21,155.1300048828125
2018-06-25,156.7100067138672
2018-06-22,153.30999755859375
2018-06-26,153.52000427246094
2018-06-27,155.02999877929688
2018-06-28,154.35000610351562
2018-06-29,157.14999389648438
2018-07-02,156.5500030517578
2018-07-03,157.0500030517578
2018-07-05,161.07000732421875
2018-07-16,161.52000427246094
2018-09-18,164.80999755859375
2019-01-24,164.6300048828125
2019-09-05,162.6199951171875
2018-11-21,163.08999633789062
2020-01-13,164.80999755859375
2020-04-01,166.74000549316406
2020-06-19,166.3000030517578
2019-10-29,164.25
2020-01-16,162.69000244140625
2020-06-22,163.14999389648438
2018-10-03,161.75
2018-07-31,162.41000366210938
2019-03-12,162.9600067138672
2019-02-08,162.30999755859375
2019-01-07,165.57000732421875
2018-12-06,165.0
2019-08-19,165.5800018310547
2019-07-18,164.64999389648438
2019-05-15,162.91000366210938
2019-09-20,163.0500030517578
2019-11-01,153.52000427246094
2020-04-07,156.47000122070312
2020-06-25,156.49000549316406
2020-06-16,156.24000549316406
2019-11-04,154.1300048828125
2020-01-22,153.58999633789062
2019-11-07,154.50999450683594
2020-04-13,152.52000427246094
2019-07-01,154.3300018310547
2019-05-30,154.16000366210938
2018-08-15,156.63999938964844
2018-10-18,157.9600067138672
2019-03-27,154.92999267578125
2019-01-22,154.08999633789062
2018-12-21,154.52000427246094
2019-09-03,156.8800048828125
2018-11-19,157.5800018310547
2019-08-02,157.7899932861328
2020-01-28,157.25999450683594
2020-04-16,157.4600067138672
2019-11-13,155.1199951171875
2020-01-31,155.5399932861328
2018-12-04,155.3300018310547
2018-11-02,154.57000732421875
2019-07-16,155.33999633789062
2018-08-30,154.55999755859375
2018-10-01,156.42999267578125
2019-06-14,157.2899932861328
2019-05-13,156.83999633789062
2019-04-11,156.97000122070312
2019-02-06,157.91000366210938
2019-09-18,162.75
2020-02-03,163.92999267578125
2020-04-22,165.75
2019-11-19,163.9199981689453
2020-02-06,162.8800048828125
2019-11-22,161.89999389648438
2019-03-25,161.94000244140625
2019-02-21,160.11000061035156
2018-12-19,165.2899932861328
2018-07-12,165.42999267578125
2018-09-14,167.17999267578125
2018-08-13,163.3800048828125
2018-10-16,163.64999389648438
2019-07-31,162.8699951171875
2019-05-28,161.0
2019-04-26,157.94000244140625
2020-04-28,153.77000427246094
2019-11-25,155.3300018310547
2020-02-12,155.99000549316406
2020-05-01,157.22000122070312
2020-05-04,159.08999633789062
2019-06-12,159.47999572753906
2019-04-09,159.2899932861328
2019-03-08,160.52000427246094
2019-02-04,161.60000610351562
2018-07-27,160.77999877929688
2018-08-28,162.42999267578125
2019-01-03,163.44000244140625
2019-08-15,164.58999633789062
