Dates,LIN
2018-06-20,155.7100067138672
2018-06-21,156.38999938964844
2018-06-25,158.97999572753906
2018-06-22,157.60000610351562
2018-06-26,155.32000732421875
2018-06-27,157.25999450683594
2018-06-28,156.69000244140625
2018-06-29,159.77000427246094
2018-07-02,158.6999969482422
2018-07-03,159.47000122070312
2018-07-05,163.1699981689453
2018-07-16,165.5
2018-09-18,166.2899932861328
2019-01-24,166.7100067138672
2019-09-05,164.57000732421875
2018-11-21,166.1699981689453
2020-01-13,167.72000122070312
2020-04-01,168.5399932861328
2020-06-19,167.49000549316406
2019-10-29,167.0500030517578
2020-01-16,165.3300018310547
2020-06-22,166.35000610351562
2018-10-03,164.80999755859375
2018-07-31,164.0
2019-03-12,166.0
2019-02-08,167.38999938964844
2019-01-07,167.92999267578125
2018-12-06,167.85000610351562
2019-08-19,167.9600067138672
2019-07-18,167.92999267578125
2019-05-15,164.52000427246094
2019-09-20,164.4199981689453
2019-11-01,158.8000030517578
2020-04-07,159.83999633789062
2020-06-25,157.9600067138672
2020-06-16,158.25
2019-11-04,155.8300018310547
2020-01-22,156.0
2019-11-07,155.82000732421875
2020-04-13,154.72000122070312
2019-07-01,155.94000244140625
2019-05-30,156.25
2018-08-15,158.6999969482422
2018-10-18,159.25
2019-03-27,158.24000549316406
2019-01-22,155.74000549316406
2018-12-21,156.50999450683594
2019-09-03,158.24000549316406
2018-11-19,159.10000610351562
2019-08-02,159.66000366210938
2020-01-28,159.35000610351562
2020-04-16,159.05999755859375
2019-11-13,157.99000549316406
2020-01-31,156.9600067138672
2018-12-04,157.69000244140625
2018-11-02,156.3699951171875
2019-07-16,156.47000122070312
2018-08-30,157.44000244140625
2018-10-01,157.69000244140625
2019-06-14,159.3300018310547
2019-05-13,160.07000732421875
2019-04-11,159.0800018310547
2019-02-06,159.13999938964844
2019-09-18,166.63999938964844
2020-02-03,166.67999267578125
2020-04-22,167.9499969482422
2019-11-19,167.25
2020-02-06,164.80999755859375
2019-11-22,164.27000427246094
2019-03-25,163.7899932861328
2019-02-21,162.13999938964844
2018-12-19,169.10000610351562
2018-07-12,169.25999450683594
2018-09-14,169.75
2018-08-13,167.0
2018-10-16,165.74000549316406
2019-07-31,164.91000366210938
2019-05-28,163.74000549316406
2019-04-26,161.60000610351562
2020-04-28,158.2100067138672
2019-11-25,157.77999877929688
2020-02-12,159.2899932861328
2020-05-01,160.83999633789062
2020-05-04,162.25
2019-06-12,167.52000427246094
2019-04-09,163.05999755859375
2019-03-08,168.9499969482422
2019-02-04,165.94000244140625
2018-07-27,164.0
2018-08-28,166.36000061035156
2019-01-03,167.11000061035156
2019-08-15,169.16000366210938
2018-10-31,167.6699981689453
2019-09-16,165.60000610351562
2020-02-18,165.47999572753906
2020-05-07,161.80999755859375
2018-08-17,162.19000244140625
2019-12-04,166.35000610351562
2020-02-21,166.85000610351562
2018-12-17,166.14999389648438
2019-08-30,163.94000244140625
2018-11-15,162.3000030517578
2019-07-29,160.3300018310547
2019-06-27,158.24000549316406
2019-04-24,156.3000030517578
2018-07-10,158.4600067138672
2018-09-12,161.4499969482422
2019-02-19,160.19000244140625
2019-01-18,161.24000549316406
2020-02-24,158.00999450683594
2020-05-13,158.22000122070312
2019-12-10,156.64999389648438
2020-02-27,156.47999572753906
2019-12-13,159.83999633789062
2020-05-19,160.61000061035156
2019-03-06,164.4199981689453
2018-11-30,164.2899932861328
2019-08-13,159.02000427246094
2019-07-12,158.52000427246094
2019-06-10,157.5399932861328
2019-05-09,162.4600067138672
2018-07-25,162.13999938964844
2018-09-27,161.3000030517578
2018-10-29,158.47000122070312
2019-10-16,159.44000244140625
2019-12-16,158.88999938964844
2020-03-04,158.5
2020-05-22,156.39999389648438
2019-10-01,157.47999572753906
2019-12-19,153.41000366210938
2018-09-10,152.77000427246094
2019-05-24,156.41000366210938
2018-08-09,158.55999755859375
2019-04-22,157.0
2019-03-21,158.16000366210938
2019-01-16,154.35000610351562
2019-08-28,157.6199951171875
2018-11-13,158.0399932861328
2018-10-12,158.55999755859375
2019-06-25,159.52999877929688
2020-03-10,161.97999572753906
2020-05-28,160.75999450683594
2019-10-07,159.5
2020-03-13,157.8699951171875
2019-10-10,158.4199981689453
2020-03-16,157.64999389648438
2020-06-03,161.4499969482422
2018-11-28,161.77999877929688
2018-09-25,161.08999633789062
2018-07-23,157.91000366210938
2018-08-24,160.11000061035156
2019-07-10,158.38999938964844
2019-05-07,162.0
2019-04-05,163.75
2019-03-04,163.4199981689453
2019-01-31,165.89999389648438
2019-09-12,165.69000244140625
2019-12-31,165.99000549316406
2020-03-19,164.6199951171875
2020-01-03,162.24000549316406
2020-06-09,161.61000061035156
2019-02-15,161.6199951171875
2019-01-14,167.5500030517578
2018-07-06,168.49000549316406
2018-08-07,167.60000610351562
2018-10-10,170.7100067138672
2018-12-13,168.77999877929688
2019-08-26,171.00999450683594
2019-07-25,172.3000030517578
2019-05-22,173.74000549316406
2019-03-19,175.00999450683594
2020-01-06,174.88999938964844
2020-03-25,175.1199951171875
2020-06-12,174.92999267578125
2019-10-22,176.72999572753906
2020-01-09,168.91000366210938
2020-06-15,169.94000244140625
2019-10-25,169.67999267578125
2020-03-31,169.36000061035156
2020-06-18,169.52000427246094
2019-04-03,171.30999755859375
2018-08-22,172.89999389648438
2018-10-25,175.50999450683594
2019-01-29,174.44000244140625
2018-12-28,176.9600067138672
2018-11-26,174.9499969482422
2019-08-09,175.7899932861328
2019-07-08,176.8699951171875
2019-06-06,175.8300018310547
2019-09-10,172.75999450683594
2020-01-15,171.9199981689453
2020-04-03,171.3000030517578
2019-10-31,170.0500030517578
2020-04-06,173.85000610351562
2020-06-24,176.10000610351562
2018-11-09,178.17999267578125
2019-07-23,178.17999267578125
2019-06-21,184.52999877929688
2019-05-20,184.0399932861328
2019-04-18,185.42999267578125
2018-09-06,185.9199981689453
2018-10-08,185.0500030517578
2019-02-13,183.58999633789062
2018-12-11,181.80999755859375
2019-09-25,181.1300048828125
2020-01-21,180.42999267578125
2020-04-09,180.67999267578125
2019-11-06,181.86000061035156
2020-01-24,180.7899932861328
2020-01-27,180.8000030517578
2020-04-15,179.72000122070312
