Dates,PGR
2018-06-20,62.34000015258789
2018-06-21,61.2400016784668
2018-06-25,61.31999969482422
2018-06-22,60.849998474121094
2018-06-26,60.36000061035156
2018-06-27,60.099998474121094
2018-06-28,58.72999954223633
2018-06-29,59.68000030517578
2018-07-02,58.970001220703125
2018-07-03,59.86000061035156
2018-07-05,59.59000015258789
2018-07-16,58.9900016784668
2018-09-18,59.529998779296875
2019-01-24,59.65999984741211
2019-09-05,59.380001068115234
2018-11-21,59.61000061035156
2020-01-13,58.63999938964844
2020-04-01,58.72999954223633
2020-06-19,59.0
2019-10-29,59.560001373291016
2020-01-16,59.93000030517578
2020-06-22,59.43000030517578
2018-10-03,59.79999923706055
2018-07-31,59.63999938964844
2019-03-12,59.31999969482422
2019-02-08,59.7599983215332
2019-01-07,60.529998779296875
2018-12-06,59.86000061035156
2019-08-19,59.66999816894531
2019-07-18,60.0099983215332
2019-05-15,60.40999984741211
2019-09-20,61.5
2019-11-01,61.540000915527344
2020-04-07,61.47999954223633
2020-06-25,61.709999084472656
2020-06-16,61.939998626708984
2019-11-04,62.18000030517578
2020-01-22,62.380001068115234
2019-11-07,61.91999816894531
2020-04-13,62.36000061035156
2019-07-01,64.48999786376953
2019-05-30,65.01000213623047
2018-08-15,66.54000091552734
2018-10-18,66.83999633789062
2019-03-27,67.08000183105469
2019-01-22,66.77999877929688
2018-12-21,66.80000305175781
2019-09-03,67.04000091552734
2018-11-19,67.27999877929688
2019-08-02,67.4000015258789
2020-01-28,67.70999908447266
2020-04-16,67.16999816894531
2019-11-13,67.5999984741211
2020-01-31,68.45999908447266
2018-12-04,68.69000244140625
2018-11-02,68.76000213623047
2019-07-16,68.76000213623047
2018-08-30,67.20999908447266
2018-10-01,68.13999938964844
2019-06-14,68.69999694824219
2019-05-13,68.97000122070312
2019-04-11,68.37000274658203
2019-02-06,68.69999694824219
2019-09-18,69.68000030517578
2020-02-03,70.13999938964844
2020-04-22,71.19999694824219
2019-11-19,70.7699966430664
2020-02-06,70.2300033569336
2019-11-22,71.47000122070312
2019-03-25,70.80000305175781
2019-02-21,70.1500015258789
2018-12-19,71.36000061035156
2018-07-12,70.83999633789062
2018-09-14,71.16000366210938
2018-08-13,71.0999984741211
2018-10-16,71.02999877929688
2019-07-31,70.80999755859375
2019-05-28,71.08999633789062
2019-04-26,70.58999633789062
2020-04-28,68.0999984741211
2019-11-25,67.4800033569336
2020-02-12,66.79000091552734
2020-05-01,68.0999984741211
2020-05-04,70.33000183105469
2019-06-12,70.43000030517578
2019-04-09,71.05000305175781
2019-03-08,70.77999877929688
2019-02-04,69.29000091552734
2018-07-27,69.23999786376953
2018-08-28,68.12000274658203
2019-01-03,68.33000183105469
2019-08-15,68.94000244140625
2018-10-31,69.12999725341797
2019-09-16,70.16000366210938
2020-02-18,69.18000030517578
2020-05-07,69.62000274658203
2018-08-17,68.61000061035156
2019-12-04,69.62000274658203
2020-02-21,71.44999694824219
2018-12-17,72.73999786376953
2019-08-30,73.31999969482422
2018-11-15,73.18000030517578
2019-07-29,71.7300033569336
2019-06-27,69.33000183105469
2019-04-24,64.51000213623047
2018-07-10,66.0
2018-09-12,66.66999816894531
2019-02-19,64.16999816894531
2019-01-18,64.37999725341797
2020-02-24,63.15999984741211
2020-05-13,63.45000076293945
2019-12-10,63.040000915527344
2020-02-27,62.13999938964844
2019-12-13,63.79999923706055
2020-05-19,65.08999633789062
2019-03-06,67.19000244140625
2018-11-30,66.77999877929688
2019-08-13,63.65999984741211
2019-07-12,64.55999755859375
2019-06-10,63.20000076293945
2019-05-09,64.88999938964844
2018-07-25,64.41999816894531
2018-09-27,64.01000213623047
2018-10-29,62.43000030517578
2019-10-16,61.88999938964844
2019-12-16,61.38999938964844
2020-03-04,61.279998779296875
2020-05-22,60.27000045776367
2019-10-01,59.630001068115234
2019-12-19,58.77000045776367
2018-09-10,57.15999984741211
2019-05-24,58.560001373291016
2018-08-09,60.33000183105469
2019-04-22,60.06999969482422
2019-03-21,59.279998779296875
2019-01-16,58.959999084472656
2019-08-28,59.04999923706055
2018-11-13,59.400001525878906
2018-10-12,60.72999954223633
2019-06-25,61.47999954223633
2020-03-10,61.18000030517578
2020-05-28,61.56999969482422
2019-10-07,61.310001373291016
2020-03-13,61.470001220703125
2019-10-10,62.279998779296875
2020-03-16,62.33000183105469
2020-06-03,63.599998474121094
2018-11-28,64.06999969482422
2018-09-25,62.900001525878906
2018-07-23,64.58000183105469
2018-08-24,65.79000091552734
2019-07-10,65.04000091552734
2019-05-07,65.2300033569336
2019-04-05,65.97000122070312
2019-03-04,66.62000274658203
2019-01-31,65.26000213623047
2019-09-12,65.5999984741211
2019-12-31,66.16999816894531
2020-03-19,66.48999786376953
2020-01-03,67.2300033569336
2020-06-09,67.30000305175781
2019-02-15,68.45999908447266
2019-01-14,69.55999755859375
2018-07-06,70.0
2018-08-07,70.30999755859375
2018-10-10,71.4000015258789
2018-12-13,71.22000122070312
2019-08-26,72.05000305175781
2019-07-25,72.4800033569336
2019-05-22,72.23999786376953
2019-03-19,72.52999877929688
2020-01-06,72.41000366210938
2020-03-25,72.16000366210938
2020-06-12,72.80000305175781
2019-10-22,73.44000244140625
2020-01-09,73.08000183105469
2020-06-15,72.7699966430664
2019-10-25,72.58000183105469
2020-03-31,71.91999816894531
2020-06-18,71.72000122070312
2019-04-03,72.48999786376953
2018-08-22,73.0
2018-10-25,73.23999786376953
2019-01-29,72.30999755859375
2018-12-28,72.62999725341797
2018-11-26,73.55000305175781
2019-08-09,73.37999725341797
2019-07-08,72.43000030517578
2019-06-06,71.66000366210938
2019-09-10,72.70999908447266
2020-01-15,72.80000305175781
2020-04-03,73.11000061035156
2019-10-31,73.05999755859375
2020-04-06,72.83000183105469
2020-06-24,72.87999725341797
2018-11-09,72.6500015258789
2019-07-23,72.7699966430664
2019-06-21,72.9800033569336
2019-05-20,73.11000061035156
2019-04-18,72.66999816894531
2018-09-06,72.38999938964844
2018-10-08,71.62999725341797
2019-02-13,71.7699966430664
2018-12-11,72.33000183105469
2019-09-25,72.12999725341797
2020-01-21,72.5999984741211
2020-04-09,74.25
2019-11-06,77.25
2020-01-24,76.16999816894531
2020-01-27,74.62999725341797
2020-04-15,74.6500015258789
2018-12-26,75.66999816894531
2019-08-07,75.0
2019-06-04,75.7300033569336
2018-09-21,76.44000244140625
2018-07-19,77.18000030517578
2018-08-20,78.0999984741211
2018-10-23,77.1500015258789
2019-05-03,75.91000366210938
2019-04-01,73.43000030517578
2019-02-28,73.76000213623047
2019-11-12,72.54000091552734
2020-01-30,73.08000183105469
2019-11-15,72.5
2020-04-21,72.27999877929688
2019-04-16,72.5999984741211
2019-03-15,74.18000030517578
2019-02-11,77.61000061035156
2019-01-10,77.2699966430664
2019-08-22,77.6500015258789
2018-11-07,78.6500015258789
2018-08-03,80.05999755859375
2018-09-04,79.9800033569336
2019-06-19,80.11000061035156
2019-09-23,80.33000183105469
2019-11-18,79.19000244140625
2020-02-05,80.13999938964844
2020-04-24,79.55000305175781
2019-03-29,79.27999877929688
2019-11-21,80.5999984741211
2020-04-27,81.87999725341797
2020-02-11,83.3499984741211
2020-04-30,83.3499984741211
2019-05-01,83.44000244140625
2019-02-26,83.25
2019-01-25,82.98999786376953
2018-12-24,81.31999969482422
2019-09-06,81.44000244140625
2018-07-17,82.2300033569336
2018-09-19,81.76000213623047
2019-08-05,81.37999725341797
2019-10-08,82.05000305175781
2019-12-11,82.0
2019-11-27,80.55000305175781
2020-02-14,80.37999725341797
2020-05-06,79.9000015258789
2019-01-08,79.06999969482422
2018-12-07,80.12000274658203
2019-08-20,80.94000244140625
2018-11-05,81.69000244140625
2019-07-19,82.87000274658203
2018-10-04,83.62999725341797
2019-06-17,83.83999633789062
2019-05-16,83.33000183105469
2018-08-01,83.62000274658203
2019-03-13,83.41999816894531
2019-12-03,84.11000061035156
2020-02-20,84.48999786376953
2019-12-06,84.22000122070312
2020-05-12,82.0
2019-12-09,80.05000305175781
2020-02-26,81.2699966430664
2020-05-15,80.02999877929688
2019-03-28,80.77999877929688
2018-09-17,80.55999755859375
2018-08-16,79.51000213623047
2018-10-19,81.12000274658203
2019-04-29,81.86000061035156
2019-01-23,80.91000366210938
2019-09-04,81.12000274658203
2018-11-20,81.0
2019-07-02,80.12999725341797
2019-05-31,78.7699966430664
2019-12-12,77.5
2020-05-18,78.72000122070312
2019-09-27,78.86000061035156
2020-03-03,79.83999633789062
2020-05-21,80.30000305175781
2019-05-14,78.58000183105469
2018-08-31,78.0
2018-07-30,75.83000183105469
2018-10-02,77.63999938964844
2019-04-12,78.7300033569336
2019-03-11,77.75
2019-02-07,77.45999908447266
2019-07-17,77.55999755859375
2019-09-19,76.95999908447266
2019-10-21,75.62999725341797
2019-12-18,76.23999786376953
2020-03-06,74.69000244140625
2019-10-03,75.27999877929688
2020-03-09,76.47000122070312
2020-05-27,75.11000061035156
2019-12-24,75.9800033569336
2020-03-12,77.11000061035156
2018-12-20,76.7300033569336
2019-08-01,77.9800033569336
2018-08-14,76.73999786376953
2018-07-13,76.08000183105469
2018-10-17,76.76000213623047
2019-05-29,73.51000213623047
2019-03-26,72.68000030517578
2019-02-22,73.52999877929688
2019-10-04,74.20999908447266
2019-11-05,75.11000061035156
2019-12-27,75.91000366210938
2020-06-02,75.61000061035156
2019-12-30,76.68000030517578
2020-03-18,76.70999908447266
2020-06-05,76.94999694824219
2019-07-15,77.29000091552734
2018-12-03,77.2699966430664
2019-06-13,77.58999633789062
2019-01-04,75.58000183105469
2018-08-29,75.05999755859375
2019-02-05,75.48999786376953
2018-11-01,76.73999786376953
2019-08-16,75.30000305175781
2019-04-10,75.0
2019-09-17,74.91999816894531
2019-10-15,75.33999633789062
2020-01-02,75.19000244140625
2020-06-08,75.87000274658203
2019-10-18,71.0199966430664
2020-03-24,73.54000091552734
2020-06-11,71.33999633789062
2020-01-08,70.4800033569336
2019-04-25,69.79000091552734
2019-07-30,68.81999969482422
2019-02-20,68.62999725341797
2018-07-11,69.66000366210938
2018-09-13,69.37999725341797
2018-10-15,68.55000305175781
2019-06-28,69.72000122070312
2018-12-18,69.16999816894531
2018-11-16,70.12000274658203
2019-10-02,70.22000122070312
2020-03-27,68.98999786376953
2020-01-10,69.01000213623047
2019-10-24,71.11000061035156
2020-03-30,72.37999725341797
2020-06-17,73.16999816894531
2020-01-14,73.69999694824219
2020-04-02,72.95999908447266
2019-01-02,71.5
2019-08-14,73.13999938964844
2018-10-30,71.66999816894531
2019-06-11,71.73999786376953
2019-05-10,71.27999877929688
2019-04-08,70.81999969482422
2018-08-27,70.11000061035156
2018-07-26,71.13999938964844
2018-09-28,71.4000015258789
2019-03-07,73.16999816894531
2019-10-30,73.12000274658203
2020-01-17,73.20999908447266
2020-06-23,71.08999633789062
2020-04-08,70.55999755859375
2020-06-26,72.02999877929688
2019-03-22,72.69999694824219
2019-01-17,72.9800033569336
2019-08-29,73.45999908447266
2018-11-14,69.16000366210938
2019-06-26,71.16000366210938
2018-09-11,72.47000122070312
2018-07-09,71.36000061035156
2018-08-10,71.01000213623047
2019-04-23,72.25
2019-09-30,71.20999908447266
2020-01-23,72.36000061035156
2019-11-08,71.86000061035156
2020-04-14,71.86000061035156
2019-11-11,71.76000213623047
2020-01-29,71.93000030517578
2020-04-17,72.22000122070312
2018-07-24,72.31999969482422
2018-09-26,73.91999816894531
2019-05-08,73.5199966430664
2019-03-05,73.88999938964844
2019-02-01,73.0
2018-12-31,72.91999816894531
2018-11-29,73.5
2019-08-12,74.0
2019-07-11,73.69999694824219
2019-09-13,74.81999969482422
2019-11-14,74.19000244140625
2020-04-20,75.80999755859375
2020-02-04,76.04000091552734
2020-04-23,76.04000091552734
2018-12-14,76.58000183105469
2019-08-27,75.70999908447266
2018-08-08,76.51000213623047
2018-10-11,75.7699966430664
2018-11-12,76.06999969482422
2019-07-26,80.19999694824219
2019-06-24,79.73999786376953
2019-05-23,81.52999877929688
2019-03-20,81.12999725341797
2019-01-15,81.30999755859375
2019-11-20,81.5999984741211
2020-02-07,83.02999877929688
2020-02-10,83.0
2020-04-29,83.27999877929688
2019-11-26,83.5999984741211
2020-02-13,83.80000305175781
2019-01-30,83.19999694824219
2018-08-23,83.86000061035156
2018-09-24,83.77999877929688
2018-11-27,81.7300033569336
2018-10-26,80.72000122070312
2019-07-09,80.62000274658203
2019-06-07,80.1500015258789
2019-05-06,80.93000030517578
2019-04-04,80.41000366210938
2019-09-11,79.13999938964844
2019-11-29,74.87999725341797
2020-05-05,73.5999984741211
2019-12-02,78.69000244140625
2020-02-19,78.02999877929688
2020-05-08,78.77999877929688
2019-05-21,77.93000030517578
2019-03-18,75.41999816894531
2018-09-07,77.26000213623047
2018-08-06,75.54000091552734
2018-10-09,69.7699966430664
2019-02-14,73.43000030517578
2018-12-12,67.5199966430664
2019-07-24,75.11000061035156
2019-09-26,73.27999877929688
2019-10-28,71.3499984741211
2019-12-05,67.19999694824219
2020-05-11,67.0
2019-07-03,70.16999816894531
2020-02-25,68.98999786376953
2020-05-14,70.86000061035156
2020-02-28,72.7699966430664
2019-08-08,74.16999816894531
2019-06-05,75.38999938964844
2018-07-20,71.36000061035156
2018-08-21,71.87000274658203
2018-10-24,76.2300033569336
2019-04-02,77.75
2019-03-01,77.87999725341797
2019-01-28,76.0999984741211
2018-12-27,78.91000366210938
2019-09-09,80.0
2020-03-02,79.06999969482422
2020-05-20,74.30999755859375
2019-12-17,79.12000274658203
2020-03-05,81.02999877929688
2019-02-12,81.68000030517578
2019-01-11,80.04000091552734
2018-12-10,82.54000091552734
2019-08-23,82.7300033569336
2018-11-08,82.18000030517578
2019-07-22,83.0
2019-06-20,83.58999633789062
2018-09-05,81.76000213623047
2019-04-17,78.80000305175781
2019-09-24,76.4000015258789
2019-12-20,75.87000274658203
2020-05-26,76.02999877929688
2019-04-30,78.61000061035156
2019-12-23,77.0
2020-03-11,75.75
2020-05-29,73.6500015258789
2019-12-26,73.36000061035156
2020-06-01,71.81999969482422
2019-05-02,72.2699966430664
2019-02-27,73.61000061035156
2018-11-23,77.31999969482422
2019-08-06,76.0999984741211
2018-07-18,76.41999816894531
2018-09-20,74.5199966430664
2018-10-22,75.16000366210938
2019-07-05,75.9000015258789
2019-06-03,75.31999969482422
2019-10-09,77.31999969482422
2019-10-11,76.7699966430664
2020-03-17,77.75
2020-06-04,78.56999969482422
2019-10-14,79.83000183105469
2020-03-20,78.58999633789062
2018-11-06,80.33000183105469
2019-06-18,81.52999877929688
2019-05-17,81.0
2019-04-15,80.80999755859375
2019-03-14,78.7699966430664
2019-01-09,77.41000366210938
2018-08-02,75.37999725341797
2018-10-05,81.19000244140625
2019-08-21,80.81999969482422
2019-10-17,78.91000366210938
2020-03-23,83.16000366210938
2020-06-10,80.54000091552734
2019-02-25,81.5199966430664
