Dates,PGR
2018-06-20,61.380001068115234
2018-06-21,60.900001525878906
2018-06-25,60.63999938964844
2018-06-22,60.099998474121094
2018-06-26,59.7400016784668
2018-06-27,58.68000030517578
2018-06-28,58.70000076293945
2018-06-29,59.130001068115234
2018-07-02,58.93000030517578
2018-07-03,59.29999923706055
2018-07-05,58.91999816894531
2018-07-16,58.869998931884766
2018-09-18,59.29999923706055
2019-01-24,59.54999923706055
2019-09-05,59.16999816894531
2018-11-21,58.630001068115234
2020-01-13,58.29999923706055
2020-04-01,58.33000183105469
2020-06-19,58.75
2019-10-29,59.130001068115234
2020-01-16,59.369998931884766
2020-06-22,59.220001220703125
2018-10-03,59.18000030517578
2018-07-31,59.18000030517578
2019-03-12,59.150001525878906
2019-02-08,59.66999816894531
2019-01-07,59.720001220703125
2018-12-06,59.34000015258789
2019-08-19,59.189998626708984
2019-07-18,59.779998779296875
2019-05-15,60.38999938964844
2019-09-20,60.849998474121094
2019-11-01,61.2599983215332
2020-04-07,61.310001373291016
2020-06-25,61.470001220703125
2020-06-16,61.84000015258789
2019-11-04,61.91999816894531
2020-01-22,61.93000030517578
2019-11-07,61.79999923706055
2020-04-13,61.97999954223633
2019-07-01,63.720001220703125
2019-05-30,65.0
2018-08-15,66.43000030517578
2018-10-18,66.77999877929688
2019-03-27,66.63999938964844
2019-01-22,66.68000030517578
2018-12-21,66.41999816894531
2019-09-03,66.87999725341797
2018-11-19,66.94999694824219
2019-08-02,67.19999694824219
2020-01-28,66.97000122070312
2020-04-16,66.91000366210938
2019-11-13,67.52999877929688
2020-01-31,68.41000366210938
2018-12-04,68.45999908447266
2018-11-02,68.55999755859375
2019-07-16,67.6500015258789
2018-08-30,66.80000305175781
2018-10-01,67.83000183105469
2019-06-14,68.05000305175781
2019-05-13,67.98999786376953
2019-04-11,68.02999877929688
2019-02-06,68.52999877929688
2019-09-18,69.6500015258789
2020-02-03,70.0
2020-04-22,70.63999938964844
2019-11-19,70.26000213623047
2020-02-06,70.08000183105469
2019-11-22,70.79000091552734
2019-03-25,70.16999816894531
2019-02-21,70.08000183105469
2018-12-19,70.56999969482422
2018-07-12,70.55000305175781
2018-09-14,70.97000122070312
2018-08-13,70.52999877929688
2018-10-16,70.41000366210938
2019-07-31,70.43000030517578
2019-05-28,70.94999694824219
2019-04-26,68.4800033569336
2020-04-28,66.76000213623047
2019-11-25,65.80000305175781
2020-02-12,66.22000122070312
2020-05-01,67.94999694824219
2020-05-04,69.52999877929688
2019-06-12,70.43000030517578
2019-04-09,70.27999877929688
2019-03-08,70.01000213623047
2019-02-04,68.68000030517578
2018-07-27,67.62000274658203
2018-08-28,67.88999938964844
2019-01-03,67.4800033569336
2019-08-15,68.08999633789062
2018-10-31,68.4000015258789
2019-09-16,69.6500015258789
2020-02-18,68.20999908447266
2020-05-07,67.94999694824219
2018-08-17,68.52999877929688
2019-12-04,69.44000244140625
2020-02-21,71.26000213623047
2018-12-17,72.7300033569336
2019-08-30,72.91000366210938
2018-11-15,71.7699966430664
2019-07-29,71.1500015258789
2019-06-27,64.69000244140625
2019-04-24,64.51000213623047
2018-07-10,65.72000122070312
2018-09-12,64.43000030517578
2019-02-19,63.349998474121094
2019-01-18,63.66999816894531
2020-02-24,62.869998931884766
2020-05-13,62.9900016784668
2019-12-10,61.47999954223633
2020-02-27,62.13999938964844
2019-12-13,63.7599983215332
2020-05-19,65.02999877929688
2019-03-06,65.66000366210938
2018-11-30,64.41999816894531
2019-08-13,62.529998779296875
2019-07-12,63.09000015258789
2019-06-10,61.790000915527344
2019-05-09,62.970001220703125
2018-07-25,63.97999954223633
2018-09-27,62.560001373291016
2018-10-29,61.77000045776367
2019-10-16,60.790000915527344
2019-12-16,60.459999084472656
2020-03-04,60.54999923706055
2020-05-22,59.220001220703125
2019-10-01,59.22999954223633
2019-12-19,57.06999969482422
2018-09-10,56.709999084472656
2019-05-24,57.97999954223633
2018-08-09,59.40999984741211
2019-04-22,59.68000030517578
2019-03-21,58.77000045776367
2019-01-16,58.099998474121094
2019-08-28,58.81999969482422
2018-11-13,59.20000076293945
2018-10-12,59.959999084472656
2019-06-25,61.189998626708984
2020-03-10,60.7400016784668
2020-05-28,60.84000015258789
2019-10-07,61.130001068115234
2020-03-13,61.45000076293945
2019-10-10,61.84000015258789
2020-03-16,62.25
2020-06-03,63.060001373291016
2018-11-28,62.959999084472656
2018-09-25,62.650001525878906
2018-07-23,64.13999938964844
2018-08-24,64.83000183105469
2019-07-10,64.69999694824219
2019-05-07,65.19999694824219
2019-04-05,65.5
2019-03-04,66.47000122070312
2019-01-31,64.69999694824219
2019-09-12,65.16000366210938
2019-12-31,65.9800033569336
2020-03-19,66.2300033569336
2020-01-03,66.9800033569336
2020-06-09,67.20999908447266
2019-02-15,68.0199966430664
2019-01-14,69.25
2018-07-06,69.69000244140625
2018-08-07,69.80999755859375
2018-10-10,71.05000305175781
2018-12-13,71.16999816894531
2019-08-26,71.69000244140625
2019-07-25,71.83000183105469
2019-05-22,71.95999908447266
2019-03-19,72.0999984741211
2020-01-06,72.16999816894531
2020-03-25,72.06999969482422
2020-06-12,72.58000183105469
2019-10-22,72.68000030517578
2020-01-09,72.05999755859375
2020-06-15,72.38999938964844
2019-10-25,71.83000183105469
2020-03-31,71.48999786376953
2020-06-18,71.69999694824219
2019-04-03,72.30000305175781
2018-08-22,72.93000030517578
2018-10-25,72.22000122070312
2019-01-29,71.94999694824219
2018-12-28,72.5199966430664
2018-11-26,72.91000366210938
2019-08-09,72.20999908447266
2019-07-08,71.88999938964844
2019-06-06,71.56999969482422
2019-09-10,72.62999725341797
2020-01-15,72.51000213623047
2020-04-03,72.51000213623047
2019-10-31,72.33999633789062
2020-04-06,71.70999908447266
2020-06-24,72.01000213623047
2018-11-09,72.38999938964844
2019-07-23,72.37000274658203
2019-06-21,71.98999786376953
2019-05-20,72.44999694824219
2019-04-18,72.37999725341797
2018-09-06,71.44999694824219
2018-10-08,71.38999938964844
2019-02-13,71.4000015258789
2018-12-11,71.45999908447266
2019-09-25,71.95999908447266
2020-01-21,72.12999725341797
2020-04-09,74.22000122070312
2019-11-06,75.94000244140625
2020-01-24,74.91999816894531
2020-01-27,74.26000213623047
2020-04-15,74.36000061035156
2018-12-26,74.9800033569336
2019-08-07,74.55999755859375
2019-06-04,75.5
2018-09-21,76.4000015258789
2018-07-19,76.83000183105469
2018-08-20,76.79000091552734
2018-10-23,75.20999908447266
2019-05-03,73.94000244140625
2019-04-01,73.4000015258789
2019-02-28,72.62999725341797
2019-11-12,72.36000061035156
2020-01-30,72.58999633789062
2019-11-15,71.83000183105469
2020-04-21,71.61000061035156
2019-04-16,72.5999984741211
2019-03-15,73.83000183105469
2019-02-11,77.36000061035156
2019-01-10,77.02999877929688
2019-08-22,77.2699966430664
2018-11-07,78.6500015258789
2018-08-03,79.73999786376953
2018-09-04,79.2699966430664
2019-06-19,79.8499984741211
2019-09-23,79.2300033569336
2019-11-18,78.38999938964844
2020-02-05,79.79000091552734
2020-04-24,78.94999694824219
2019-03-29,78.8499984741211
2019-11-21,80.25
2020-04-27,81.81999969482422
2020-02-11,82.63999938964844
2020-04-30,83.04000091552734
2019-05-01,82.36000061035156
2019-02-26,82.30999755859375
2019-01-25,80.77999877929688
2018-12-24,81.01000213623047
2019-09-06,81.05999755859375
2018-07-17,81.33999633789062
2018-09-19,81.12000274658203
2019-08-05,81.08999633789062
2019-10-08,81.29000091552734
2019-12-11,80.12000274658203
2019-11-27,80.30000305175781
2020-02-14,79.47000122070312
2020-05-06,78.5
2019-01-08,78.70999908447266
2018-12-07,79.51000213623047
2019-08-20,80.08000183105469
2018-11-05,81.69000244140625
2019-07-19,82.7699966430664
2018-10-04,83.2699966430664
2019-06-17,83.45999908447266
2019-05-16,82.86000061035156
2018-08-01,82.80000305175781
2019-03-13,82.6500015258789
2019-12-03,83.2699966430664
2020-02-20,83.79000091552734
2019-12-06,83.68000030517578
2020-05-12,79.86000061035156
2019-12-09,79.86000061035156
2020-02-26,79.94999694824219
2020-05-15,79.94999694824219
2019-03-28,79.63999938964844
2018-09-17,79.52999877929688
2018-08-16,79.4000015258789
2018-10-19,80.70999908447266
2019-04-29,80.80999755859375
2019-01-23,80.58000183105469
2019-09-04,80.4800033569336
2018-11-20,79.97000122070312
2019-07-02,79.45999908447266
2019-05-31,77.02999877929688
2019-12-12,77.16000366210938
2020-05-18,77.22000122070312
2019-09-27,78.2300033569336
2020-03-03,79.62000274658203
2020-05-21,78.51000213623047
2019-05-14,78.41000366210938
2018-08-31,75.08000183105469
2018-07-30,75.13999938964844
2018-10-02,77.13999938964844
2019-04-12,77.87000274658203
2019-03-11,76.66000366210938
2019-02-07,77.0199966430664
2019-07-17,76.70999908447266
2019-09-19,74.66999816894531
2019-10-21,74.68000030517578
2019-12-18,74.95999908447266
