Dates,RHI
2018-06-20,69.31999969482422
2018-06-21,69.19000244140625
2018-06-25,69.41000366210938
2018-06-22,68.0199966430664
2018-06-26,67.80000305175781
2018-06-27,65.77999877929688
2018-06-28,63.9900016784668
2018-06-29,64.8499984741211
2018-07-02,64.30000305175781
2018-07-03,65.05999755859375
2018-07-05,65.04000091552734
2018-07-16,65.37000274658203
2018-09-18,66.22000122070312
2019-01-24,65.93000030517578
2019-09-05,65.98999786376953
2018-11-21,66.20999908447266
2020-01-13,66.97000122070312
2020-04-01,67.02999877929688
2020-06-19,66.94999694824219
2019-10-29,66.80999755859375
2020-01-16,68.02999877929688
2020-06-22,65.69999694824219
2018-10-03,68.20999908447266
2018-07-31,68.72000122070312
2019-03-12,71.11000061035156
2019-02-08,74.55999755859375
2019-01-07,74.66000366210938
2018-12-06,75.08000183105469
2019-08-19,75.33000183105469
2019-07-18,75.66000366210938
2019-05-15,75.76000213623047
2019-09-20,76.20999908447266
2019-11-01,76.88999938964844
2020-04-07,78.5
2020-06-25,79.11000061035156
2020-06-16,79.23999786376953
2019-11-04,78.08999633789062
2020-01-22,76.97000122070312
2019-11-07,76.91999816894531
2020-04-13,77.0199966430664
2019-07-01,77.94000244140625
2019-05-30,76.86000061035156
2018-08-15,76.6500015258789
2018-10-18,77.16999816894531
2019-03-27,77.12999725341797
2019-01-22,76.98999786376953
2018-12-21,76.83999633789062
2019-09-03,77.72000122070312
2018-11-19,77.81999969482422
2019-08-02,77.80999755859375
2020-01-28,77.79000091552734
2020-04-16,77.52999877929688
2019-11-13,77.58999633789062
2020-01-31,73.94999694824219
2018-12-04,74.05999755859375
2018-11-02,72.22000122070312
2019-07-16,70.91999816894531
2018-08-30,71.58000183105469
2018-10-01,71.2300033569336
2019-06-14,72.29000091552734
2019-05-13,71.62000274658203
2019-04-11,70.8499984741211
2019-02-06,71.8499984741211
2019-09-18,69.73999786376953
2020-02-03,69.66999816894531
2020-04-22,70.4800033569336
2019-11-19,70.16999816894531
2020-02-06,71.20999908447266
2019-11-22,71.0
2019-03-25,69.56999969482422
2019-02-21,69.5
2018-12-19,69.18000030517578
2018-07-12,68.16999816894531
2018-09-14,68.38999938964844
2018-08-13,68.04000091552734
2018-10-16,67.93000030517578
2019-07-31,66.77999877929688
2019-05-28,67.41000366210938
2019-04-26,65.88999938964844
2020-04-28,64.16000366210938
2019-11-25,63.15999984741211
2020-02-12,62.86000061035156
2020-05-01,63.540000915527344
2020-05-04,64.30999755859375
2019-06-12,62.7400016784668
2019-04-09,61.5
2019-03-08,61.900001525878906
2019-02-04,61.5
2018-07-27,57.31999969482422
2018-08-28,58.04999923706055
2019-01-03,57.650001525878906
2019-08-15,57.880001068115234
2018-10-31,58.52000045776367
2019-09-16,60.119998931884766
2020-02-18,60.29999923706055
2020-05-07,61.470001220703125
2018-08-17,60.41999816894531
2019-12-04,61.790000915527344
2020-02-21,63.27000045776367
2018-12-17,64.16999816894531
2019-08-30,61.77000045776367
2018-11-15,62.189998626708984
2019-07-29,62.540000915527344
2019-06-27,61.61000061035156
2019-04-24,61.52000045776367
2018-07-10,62.5099983215332
2018-09-12,59.43000030517578
2019-02-19,58.4900016784668
2019-01-18,58.63999938964844
2020-02-24,58.150001525878906
2020-05-13,59.5
2019-12-10,59.709999084472656
2020-02-27,60.40999984741211
2019-12-13,61.2599983215332
2020-05-19,61.599998474121094
2019-03-06,61.65999984741211
2018-11-30,59.81999969482422
2019-08-13,58.09000015258789
2019-07-12,58.06999969482422
2019-06-10,57.900001525878906
2019-05-09,59.130001068115234
2018-07-25,59.650001525878906
2018-09-27,58.33000183105469
2018-10-29,56.720001220703125
2019-10-16,55.81999969482422
2019-12-16,56.43000030517578
2020-03-04,55.9900016784668
2020-05-22,55.0099983215332
2019-10-01,54.0
2019-12-19,52.83000183105469
2018-09-10,52.880001068115234
2019-05-24,53.97999954223633
2018-08-09,56.0
2019-04-22,56.2400016784668
