Dates,RHI
2018-06-20,69.91000366210938
2018-06-21,69.8499984741211
2018-06-25,69.95999908447266
2018-06-22,69.43000030517578
2018-06-26,68.47000122070312
2018-06-27,67.94000244140625
2018-06-28,65.5999984741211
2018-06-29,65.83000183105469
2018-07-02,65.48999786376953
2018-07-03,65.93000030517578
2018-07-05,65.69000244140625
2018-07-16,66.05000305175781
2018-09-18,67.1500015258789
2019-01-24,67.2699966430664
2019-09-05,66.86000061035156
2018-11-21,67.25
2020-01-13,67.66000366210938
2020-04-01,67.88999938964844
2020-06-19,67.94999694824219
2019-10-29,69.12999725341797
2020-01-16,68.69000244140625
2020-06-22,68.9000015258789
2018-10-03,69.22000122070312
2018-07-31,70.05000305175781
2019-03-12,74.66999816894531
2019-02-08,76.58999633789062
2019-01-07,76.0
2018-12-06,76.12999725341797
2019-08-19,76.19000244140625
2019-07-18,77.19000244140625
2019-05-15,77.77999877929688
2019-09-20,77.80000305175781
2019-11-01,78.87000274658203
2020-04-07,79.8499984741211
2020-06-25,79.86000061035156
2020-06-16,79.91000366210938
2019-11-04,79.56999969482422
2020-01-22,79.56999969482422
2019-11-07,77.91999816894531
2020-04-13,77.94000244140625
2019-07-01,78.87000274658203
2019-05-30,78.13999938964844
2018-08-15,77.22000122070312
2018-10-18,78.05000305175781
2019-03-27,78.0
2019-01-22,77.44999694824219
2018-12-21,77.77999877929688
2019-09-03,78.7699966430664
2018-11-19,78.3499984741211
2019-08-02,78.87999725341797
2020-01-28,78.58999633789062
2020-04-16,78.45999908447266
2019-11-13,79.11000061035156
2020-01-31,76.87999725341797
2018-12-04,75.81999969482422
2018-11-02,75.36000061035156
2019-07-16,73.08000183105469
2018-08-30,72.4000015258789
2018-10-01,72.37999725341797
2019-06-14,72.83999633789062
2019-05-13,72.56999969482422
2019-04-11,71.81999969482422
2019-02-06,73.27999877929688
2019-09-18,71.54000091552734
2020-02-03,70.41000366210938
2020-04-22,71.61000061035156
2019-11-19,71.62000274658203
2020-02-06,71.88999938964844
2019-11-22,71.80999755859375
2019-03-25,71.43000030517578
2019-02-21,70.83999633789062
2018-12-19,71.27999877929688
2018-07-12,69.97000122070312
2018-09-14,69.19000244140625
2018-08-13,68.98999786376953
2018-10-16,69.31999969482422
2019-07-31,68.12999725341797
2019-05-28,68.36000061035156
2019-04-26,68.0199966430664
2020-04-28,66.91000366210938
2019-11-25,65.58999633789062
2020-02-12,63.970001220703125
2020-05-01,65.58000183105469
2020-05-04,65.52999877929688
2019-06-12,64.87000274658203
2019-04-09,62.77000045776367
2019-03-08,64.43000030517578
2019-02-04,64.30999755859375
2018-07-27,64.5199966430664
2018-08-28,60.400001525878906
2019-01-03,59.369998931884766
2019-08-15,60.310001373291016
2018-10-31,60.209999084472656
2019-09-16,61.11000061035156
2020-02-18,62.06999969482422
2020-05-07,63.04999923706055
2018-08-17,62.15999984741211
2019-12-04,63.13999938964844
2020-02-21,64.48999786376953
2018-12-17,65.33999633789062
2019-08-30,64.80999755859375
2018-11-15,63.209999084472656
2019-07-29,64.33999633789062
2019-06-27,63.95000076293945
2019-04-24,63.939998626708984
2018-07-10,63.650001525878906
2018-09-12,61.689998626708984
2019-02-19,59.93000030517578
2019-01-18,59.869998931884766
2020-02-24,59.56999969482422
2020-05-13,60.45000076293945
2019-12-10,60.619998931884766
2020-02-27,62.560001373291016
2019-12-13,62.439998626708984
2020-05-19,62.7599983215332
2019-03-06,63.209999084472656
2018-11-30,63.189998626708984
2019-08-13,59.43000030517578
2019-07-12,59.90999984741211
2019-06-10,59.20000076293945
2019-05-09,60.459999084472656
2018-07-25,60.849998474121094
2018-09-27,59.9900016784668
2018-10-29,58.7400016784668
2019-10-16,58.0099983215332
2019-12-16,57.540000915527344
2020-03-04,58.65999984741211
2020-05-22,56.810001373291016
2019-10-01,56.56999969482422
2019-12-19,54.400001525878906
2018-09-10,56.040000915527344
2019-05-24,56.150001525878906
2018-08-09,57.20000076293945
2019-04-22,57.45000076293945
2019-03-21,56.97999954223633
2019-01-16,55.599998474121094
2019-08-28,56.5
2018-11-13,56.400001525878906
2018-10-12,57.380001068115234
2019-06-25,58.77000045776367
2020-03-10,58.4900016784668
2020-05-28,58.90999984741211
2019-10-07,58.90999984741211
2020-03-13,58.849998474121094
2019-10-10,59.31999969482422
2020-03-16,60.369998931884766
2020-06-03,61.119998931884766
2018-11-28,60.54999923706055
2018-09-25,60.599998474121094
2018-07-23,60.369998931884766
2018-08-24,61.43000030517578
2019-07-10,60.83000183105469
2019-05-07,61.11000061035156
2019-04-05,67.9000015258789
2019-03-04,65.30999755859375
2019-01-31,64.58000183105469
2019-09-12,64.33000183105469
2019-12-31,64.41999816894531
2020-03-19,64.06999969482422
2020-01-03,63.790000915527344
2020-06-09,63.459999084472656
2019-02-15,64.80000305175781
2019-01-14,65.87000274658203
2018-07-06,66.62999725341797
2018-08-07,66.54000091552734
2018-10-10,67.4000015258789
2018-12-13,67.9000015258789
2019-08-26,67.88999938964844
2019-07-25,67.94000244140625
2019-05-22,68.27999877929688
2019-03-19,68.76000213623047
2020-01-06,68.25
2020-03-25,68.33000183105469
2020-06-12,69.0
2019-10-22,69.01000213623047
2020-01-09,68.54000091552734
2020-06-15,68.1500015258789
2019-10-25,67.5
2020-03-31,65.83999633789062
2020-06-18,64.98999786376953
2019-04-03,65.05000305175781
2018-08-22,65.4800033569336
2018-10-25,65.94999694824219
2019-01-29,65.66000366210938
2018-12-28,65.95999908447266
2018-11-26,66.66999816894531
2019-08-09,67.31999969482422
2019-07-08,66.9000015258789
2019-06-06,66.68000030517578
2019-09-10,66.25
2020-01-15,63.560001373291016
2020-04-03,63.91999816894531
2019-10-31,63.84000015258789
2020-04-06,64.6500015258789
2020-06-24,65.48999786376953
2018-11-09,66.72000122070312
2019-07-23,66.80999755859375
2019-06-21,67.75
2019-05-20,67.98999786376953
2019-04-18,67.97000122070312
2018-09-06,67.41000366210938
2018-10-08,66.72000122070312
2019-02-13,65.70999908447266
