Dates,RHI
2018-06-20,69.5
2018-06-21,69.83999633789062
2018-06-25,69.8499984741211
2018-06-22,69.43000030517578
2018-06-26,68.36000061035156
2018-06-27,67.88999938964844
2018-06-28,65.51000213623047
2018-06-29,65.1500015258789
2018-07-02,64.55000305175781
2018-07-03,65.75
2018-07-05,65.68000030517578
2018-07-16,65.6500015258789
2018-09-18,66.22000122070312
2019-01-24,67.23999786376953
2019-09-05,66.0999984741211
2018-11-21,66.95999908447266
2020-01-13,67.0199966430664
2020-04-01,67.5
2020-06-19,66.94999694824219
2019-10-29,67.75
2020-01-16,68.51000213623047
2020-06-22,67.83000183105469
2018-10-03,68.4000015258789
2018-07-31,69.55999755859375
2019-03-12,72.26000213623047
2019-02-08,74.81999969482422
2019-01-07,76.0
2018-12-06,75.43000030517578
2019-08-19,75.7300033569336
2019-07-18,76.41000366210938
2019-05-15,75.87000274658203
2019-09-20,77.7699966430664
2019-11-01,77.19999694824219
2020-04-07,79.25
2020-06-25,79.81999969482422
2020-06-16,79.62000274658203
2019-11-04,78.75
2020-01-22,79.31999969482422
2019-11-07,77.05999755859375
2020-04-13,77.56999969482422
2019-07-01,78.13999938964844
2019-05-30,78.05999755859375
2018-08-15,77.01000213623047
2018-10-18,77.25
2019-03-27,77.26000213623047
2019-01-22,77.33999633789062
2018-12-21,77.47000122070312
2019-09-03,77.76000213623047
2018-11-19,78.3499984741211
2019-08-02,77.94999694824219
2020-01-28,78.44999694824219
2020-04-16,78.05000305175781
2019-11-13,78.05000305175781
2020-01-31,75.33000183105469
2018-12-04,74.33999633789062
2018-11-02,75.08000183105469
2019-07-16,72.41000366210938
2018-08-30,72.2300033569336
2018-10-01,72.11000061035156
2019-06-14,72.58000183105469
2019-05-13,72.08999633789062
2019-04-11,71.81999969482422
2019-02-06,72.0199966430664
2019-09-18,71.48999786376953
2020-02-03,70.41000366210938
2020-04-22,70.4800033569336
2019-11-19,70.56999969482422
2020-02-06,71.58000183105469
2019-11-22,71.5199966430664
2019-03-25,71.37000274658203
2019-02-21,69.58000183105469
2018-12-19,70.88999938964844
2018-07-12,69.69000244140625
2018-09-14,68.69000244140625
2018-08-13,68.52999877929688
