Dates,RHI
2018-06-20,69.86000061035156
2018-06-21,69.52999877929688
2018-06-25,69.83999633789062
2018-06-22,68.41000366210938
2018-06-26,67.88999938964844
2018-06-27,65.77999877929688
2018-06-28,64.77999877929688
2018-06-29,65.0999984741211
2018-07-02,65.44999694824219
2018-07-03,65.22000122070312
2018-07-05,65.63999938964844
2018-07-16,65.87999725341797
2018-09-18,67.1500015258789
2019-01-24,66.33999633789062
2019-09-05,66.5199966430664
2018-11-21,67.0199966430664
2020-01-13,67.5
2020-04-01,67.08000183105469
2020-06-19,67.68000030517578
2019-10-29,68.51000213623047
2020-01-16,68.5
2020-06-22,68.44999694824219
2018-10-03,69.05000305175781
2018-07-31,68.97000122070312
2019-03-12,74.51000213623047
2019-02-08,75.94999694824219
2019-01-07,75.43000030517578
2018-12-06,75.18000030517578
2019-08-19,75.76000213623047
2019-07-18,76.44000244140625
2019-05-15,77.66999816894531
2019-09-20,77.2300033569336
2019-11-01,78.83999633789062
2020-04-07,79.63999938964844
2020-06-25,79.36000061035156
2020-06-16,79.4800033569336
2019-11-04,79.31999969482422
2020-01-22,77.0999984741211
2019-11-07,77.87000274658203
2020-04-13,77.76000213623047
2019-07-01,78.08999633789062
2019-05-30,76.95999908447266
2018-08-15,77.02999877929688
2018-10-18,77.4800033569336
2019-03-27,77.5
2019-01-22,77.23999786376953
2018-12-21,77.55999755859375
2019-09-03,78.23999786376953
2018-11-19,77.86000061035156
2019-08-02,78.80000305175781
2020-01-28,77.83999633789062
2020-04-16,78.18000030517578
2019-11-13,78.77999877929688
2020-01-31,74.08000183105469
2018-12-04,75.33000183105469
2018-11-02,72.41000366210938
2019-07-16,72.4000015258789
2018-08-30,72.2699966430664
2018-10-01,72.33999633789062
2019-06-14,72.54000091552734
2019-05-13,71.69999694824219
2019-04-11,71.26000213623047
2019-02-06,72.06999969482422
2019-09-18,69.98999786376953
2020-02-03,70.30000305175781
2020-04-22,70.77999877929688
2019-11-19,71.30000305175781
2020-02-06,71.58000183105469
2019-11-22,71.06999969482422
2019-03-25,69.62999725341797
2019-02-21,70.37999725341797
2018-12-19,69.4000015258789
2018-07-12,68.33999633789062
2018-09-14,68.72000122070312
2018-08-13,68.55999755859375
2018-10-16,68.19999694824219
2019-07-31,67.97000122070312
2019-05-28,68.08000183105469
2019-04-26,65.93000030517578
2020-04-28,64.4000015258789
2019-11-25,63.880001068115234
2020-02-12,63.4900016784668
2020-05-01,65.5199966430664
2020-05-04,64.55000305175781
2019-06-12,62.93000030517578
2019-04-09,61.720001220703125
2019-03-08,63.380001068115234
2019-02-04,64.0
2018-07-27,57.380001068115234
2018-08-28,59.720001220703125
2019-01-03,58.529998779296875
2019-08-15,58.84000015258789
2018-10-31,59.619998931884766
2019-09-16,60.529998779296875
2020-02-18,61.95000076293945
2020-05-07,62.290000915527344
2018-08-17,61.91999816894531
2019-12-04,63.099998474121094
2020-02-21,64.44000244140625
2018-12-17,64.98999786376953
2019-08-30,62.84000015258789
2018-11-15,62.7599983215332
2019-07-29,63.060001373291016
2019-06-27,62.209999084472656
2019-04-24,63.61000061035156
2018-07-10,62.9900016784668
2018-09-12,60.52000045776367
2019-02-19,58.880001068115234
2019-01-18,58.68000030517578
2020-02-24,58.79999923706055
2020-05-13,60.34000015258789
2019-12-10,60.06999969482422
2020-02-27,62.4900016784668
2019-12-13,61.81999969482422
2020-05-19,61.83000183105469
2019-03-06,62.869998931884766
2018-11-30,60.0
2019-08-13,59.2400016784668
2019-07-12,58.2599983215332
2019-06-10,59.0
2019-05-09,59.349998474121094
2018-07-25,59.68000030517578
2018-09-27,58.38999938964844
2018-10-29,57.7599983215332
2019-10-16,56.150001525878906
2019-12-16,56.939998626708984
2020-03-04,56.36000061035156
2020-05-22,55.77000045776367
2019-10-01,54.040000915527344
2019-12-19,52.86000061035156
2018-09-10,55.97999954223633
2019-05-24,56.13999938964844
2018-08-09,56.400001525878906
2019-04-22,57.20000076293945
2019-03-21,56.540000915527344
2019-01-16,52.900001525878906
2019-08-28,56.09000015258789
2018-11-13,55.900001525878906
2018-10-12,57.34000015258789
2019-06-25,58.33000183105469
2020-03-10,58.189998626708984
2020-05-28,58.380001068115234
2019-10-07,58.29999923706055
2020-03-13,58.61000061035156
2019-10-10,58.790000915527344
2020-03-16,60.18000030517578
2020-06-03,60.869998931884766
2018-11-28,59.7599983215332
2018-09-25,59.400001525878906
2018-07-23,60.34000015258789
2018-08-24,60.9900016784668
2019-07-10,60.779998779296875
2019-05-07,60.720001220703125
2019-04-05,65.19000244140625
2019-03-04,64.43000030517578
2019-01-31,63.5
2019-09-12,64.2300033569336
2019-12-31,63.61000061035156
2020-03-19,63.65999984741211
2020-01-03,63.060001373291016
2020-06-09,63.400001525878906
2019-02-15,64.73999786376953
2019-01-14,65.48999786376953
2018-07-06,66.27999877929688
2018-08-07,66.27999877929688
2018-10-10,66.9800033569336
2018-12-13,67.44999694824219
2019-08-26,67.7300033569336
2019-07-25,67.38999938964844
2019-05-22,68.26000213623047
2019-03-19,67.81999969482422
2020-01-06,67.58000183105469
2020-03-25,68.2699966430664
2020-06-12,68.19000244140625
2019-10-22,68.19999694824219
2020-01-09,67.58999633789062
2020-06-15,67.08999633789062
2019-10-25,65.77999877929688
2020-03-31,65.44000244140625
2020-06-18,64.68000030517578
2019-04-03,65.01000213623047
2018-08-22,65.16000366210938
2018-10-25,65.62000274658203
2019-01-29,65.33999633789062
2018-12-28,65.93000030517578
2018-11-26,66.62000274658203
2019-08-09,66.69000244140625
2019-07-08,65.19999694824219
2019-06-06,66.37000274658203
2019-09-10,63.72999954223633
2020-01-15,63.150001525878906
2020-04-03,63.5
2019-10-31,63.22999954223633
2020-04-06,64.44999694824219
2020-06-24,65.16000366210938
2018-11-09,66.56999969482422
2019-07-23,66.20999908447266
2019-06-21,67.63999938964844
2019-05-20,67.31999969482422
2019-04-18,67.44999694824219
2018-09-06,67.13999938964844
2018-10-08,65.5999984741211
2019-02-13,65.5999984741211
2018-12-11,66.48999786376953
2019-09-25,66.95999908447266
2020-01-21,66.98999786376953
2020-04-09,67.22000122070312
2019-11-06,67.19999694824219
2020-01-24,68.1500015258789
2020-01-27,67.38999938964844
2020-04-15,68.79000091552734
2018-12-26,63.0
