Dates,MCD
2018-06-20,162.3699951171875
2018-06-21,159.5399932861328
2018-06-25,161.25999450683594
2018-06-22,158.9499969482422
2018-06-26,159.8000030517578
2018-06-27,157.3800048828125
2018-06-28,155.10000610351562
2018-06-29,156.07000732421875
2018-07-02,155.4499969482422
2018-07-03,156.30999755859375
2018-07-05,156.5
2018-07-16,157.4499969482422
2018-09-18,159.3699951171875
2019-01-24,159.4600067138672
2019-09-05,157.6999969482422
2018-11-21,158.82000732421875
2020-01-13,155.27999877929688
2020-04-01,157.9600067138672
2020-06-19,158.55999755859375
2019-10-29,157.80999755859375
2020-01-16,157.11000061035156
2020-06-22,156.27999877929688
2018-10-03,157.0399932861328
2018-07-31,157.52000427246094
2019-03-12,157.41000366210938
2019-02-08,154.7100067138672
2019-01-07,156.39999389648438
2018-12-06,157.08999633789062
2019-08-19,157.22999572753906
2019-07-18,155.66000366210938
2019-05-15,153.1300048828125
2019-09-20,154.2899932861328
2019-11-01,155.4600067138672
2020-04-07,155.83999633789062
2020-06-25,156.1699981689453
2020-06-16,157.9600067138672
2019-11-04,157.8699951171875
2020-01-22,157.25
2019-11-07,158.19000244140625
2020-04-13,158.3699951171875
2019-07-01,160.14999389648438
2019-05-30,160.24000549316406
2018-08-15,161.10000610351562
2018-10-18,161.02000427246094
2019-03-27,160.0800018310547
2019-01-22,158.3699951171875
2018-12-21,158.3000030517578
2019-09-03,159.1999969482422
2018-11-19,160.16000366210938
2019-08-02,161.69000244140625
2020-01-28,162.3699951171875
2020-04-16,161.52999877929688
2019-11-13,160.07000732421875
2020-01-31,161.19000244140625
2018-12-04,162.6999969482422
2018-11-02,163.13999938964844
2019-07-16,164.24000549316406
2018-08-30,164.1999969482422
2018-10-01,163.74000549316406
2019-06-14,161.6999969482422
2019-05-13,160.25
2019-04-11,156.55999755859375
2019-02-06,157.5800018310547
2019-09-18,157.72000122070312
2020-02-03,159.3699951171875
2020-04-22,162.50999450683594
2019-11-19,161.1199951171875
2020-02-06,164.07000732421875
2019-11-22,165.5500030517578
2019-03-25,165.3000030517578
2019-02-21,166.50999450683594
2018-12-19,166.66000366210938
2018-07-12,165.17999267578125
2018-09-14,164.3699951171875
2018-08-13,164.5
2018-10-16,165.7899932861328
2019-07-31,166.1199951171875
2019-05-28,167.80999755859375
2019-04-26,168.22000122070312
2020-04-28,161.82000732421875
2019-11-25,161.86000061035156
2020-02-12,163.63999938964844
2020-05-01,162.89999389648438
2020-05-04,164.11000061035156
2019-06-12,165.77000427246094
2019-04-09,166.3000030517578
2019-03-08,166.19000244140625
2019-02-04,170.5
2018-07-27,174.42999267578125
2018-08-28,174.60000610351562
2019-01-03,172.60000610351562
2019-08-15,172.22000122070312
2018-10-31,173.44000244140625
2019-09-16,176.3699951171875
2020-02-18,174.6999969482422
2020-05-07,174.0
2018-08-17,177.0
2019-12-04,179.49000549316406
2020-02-21,181.8800048828125
2018-12-17,184.0800018310547
2019-08-30,185.07000732421875
2018-11-15,183.77999877929688
2019-07-29,183.32000732421875
2019-06-27,183.36000061035156
2019-04-24,181.52000427246094
2018-07-10,183.4199981689453
2018-09-12,185.7899932861328
2019-02-19,183.02999877929688
2019-01-18,182.6999969482422
2020-02-24,181.07000732421875
2020-05-13,182.07000732421875
2019-12-10,183.19000244140625
2020-02-27,184.72000122070312
2019-12-13,188.61000061035156
2020-05-19,186.75999450683594
2019-03-06,184.6699981689453
2018-11-30,184.89999389648438
2019-08-13,182.10000610351562
2019-07-12,182.6699981689453
2019-06-10,180.5500030517578
2019-05-09,182.8699951171875
2018-07-25,182.35000610351562
2018-09-27,183.80999755859375
2018-10-29,182.1999969482422
2019-10-16,180.1999969482422
2019-12-16,179.05999755859375
2020-03-04,178.5800018310547
2020-05-22,172.5399932861328
2019-10-01,173.52999877929688
2019-12-19,170.1699981689453
2018-09-10,169.0399932861328
2019-05-24,170.72999572753906
2018-08-09,174.85000610351562
2019-04-22,175.60000610351562
2019-03-21,174.1699981689453
2019-01-16,174.41000366210938
2019-08-28,175.69000244140625
2018-11-13,178.13999938964844
2018-10-12,179.91000366210938
2019-06-25,179.19000244140625
2020-03-10,179.32000732421875
2020-05-28,180.4600067138672
2019-10-07,180.69000244140625
2020-03-13,180.74000549316406
2019-10-10,179.13999938964844
2020-03-16,179.02999877929688
2020-06-03,180.94000244140625
2018-11-28,182.25
2018-09-25,184.11000061035156
2018-07-23,185.94000244140625
2018-08-24,183.92999267578125
2019-07-10,181.8300018310547
2019-05-07,180.97000122070312
