Dates,MCD
2018-06-20,165.52999877929688
2018-06-21,163.60000610351562
2018-06-25,165.13999938964844
2018-06-22,163.0
2018-06-26,161.85000610351562
2018-06-27,160.49000549316406
2018-06-28,157.3300018310547
2018-06-29,157.9499969482422
2018-07-02,156.8699951171875
2018-07-03,157.82000732421875
2018-07-05,157.6699981689453
2018-07-16,160.57000732421875
2018-09-18,160.8000030517578
2019-01-24,160.97999572753906
2019-09-05,159.7100067138672
2018-11-21,159.77999877929688
2020-01-13,158.75999450683594
2020-04-01,159.27999877929688
2020-06-19,160.0
2019-10-29,159.8699951171875
2020-01-16,158.63999938964844
2020-06-22,158.35000610351562
2018-10-03,158.8300018310547
2018-07-31,159.5800018310547
2019-03-12,158.99000549316406
2019-02-08,158.88999938964844
2019-01-07,158.00999450683594
2018-12-06,160.02000427246094
2019-08-19,159.0
2019-07-18,157.22000122070312
2019-05-15,156.92999267578125
2019-09-20,156.97000122070312
2019-11-01,157.41000366210938
2020-04-07,157.1999969482422
2020-06-25,158.92999267578125
2020-06-16,159.6199951171875
2019-11-04,159.50999450683594
2020-01-22,158.99000549316406
2019-11-07,161.42999267578125
2020-04-13,160.4600067138672
2019-07-01,162.27999877929688
2019-05-30,161.89999389648438
2018-08-15,162.16000366210938
2018-10-18,161.9499969482422
2019-03-27,161.50999450683594
2019-01-22,160.7899932861328
2018-12-21,159.86000061035156
2019-09-03,160.52000427246094
2018-11-19,161.6699981689453
2019-08-02,163.33999633789062
2020-01-28,163.2899932861328
2020-04-16,162.91000366210938
2019-11-13,161.97999572753906
2020-01-31,163.39999389648438
2018-12-04,164.3000030517578
2018-11-02,164.1999969482422
2019-07-16,166.02000427246094
2018-08-30,165.92999267578125
2018-10-01,165.4199981689453
2019-06-14,165.4600067138672
2019-05-13,163.11000061035156
2019-04-11,159.82000732421875
2019-02-06,159.0800018310547
2019-09-18,159.49000549316406
2020-02-03,161.0500030517578
2020-04-22,165.3000030517578
2019-11-19,164.0800018310547
2020-02-06,167.17999267578125
2019-11-22,167.50999450683594
2019-03-25,167.27000427246094
2019-02-21,167.8300018310547
2018-12-19,168.9499969482422
2018-07-12,167.0399932861328
2018-09-14,167.60000610351562
2018-08-13,166.07000732421875
2018-10-16,167.49000549316406
2019-07-31,168.1699981689453
2019-05-28,170.55999755859375
2019-04-26,172.0
2020-04-28,167.6699981689453
2019-11-25,164.9600067138672
2020-02-12,165.47000122070312
2020-05-01,164.4600067138672
2020-05-04,167.72999572753906
2019-06-12,167.99000549316406
2019-04-09,168.14999389648438
2019-03-08,169.80999755859375
2019-02-04,177.8699951171875
2018-07-27,178.0
2018-08-28,178.27000427246094
2019-01-03,174.92999267578125
2019-08-15,176.16000366210938
2018-10-31,178.58999633789062
2019-09-16,178.9600067138672
2020-02-18,177.35000610351562
2020-05-07,176.99000549316406
2018-08-17,181.10000610351562
2019-12-04,182.86000061035156
2020-02-21,184.47999572753906
2018-12-17,186.0399932861328
2019-08-30,186.5800018310547
2018-11-15,187.4199981689453
2019-07-29,184.9199981689453
2019-06-27,185.08999633789062
2019-04-24,183.97999572753906
2018-07-10,187.77000427246094
2018-09-12,188.89999389648438
2019-02-19,186.6300048828125
2019-01-18,185.57000732421875
2020-02-24,183.0
2020-05-13,184.08999633789062
2019-12-10,184.63999938964844
2020-02-27,188.0500030517578
2019-12-13,190.8800048828125
2020-05-19,189.22999572753906
2019-03-06,188.4199981689453
2018-11-30,188.0800018310547
2019-08-13,185.75
2019-07-12,187.1999969482422
2019-06-10,185.08999633789062
2019-05-09,186.8300018310547
2018-07-25,184.83999633789062
2018-09-27,186.75999450683594
2018-10-29,185.25999450683594
2019-10-16,183.6199951171875
2019-12-16,182.61000061035156
2020-03-04,182.97999572753906
2020-05-22,178.80999755859375
2019-10-01,177.64999389648438
2019-12-19,175.27000427246094
2018-09-10,174.0399932861328
2019-05-24,175.7100067138672
2018-08-09,177.5
2019-04-22,177.8000030517578
2019-03-21,176.3000030517578
2019-01-16,176.4499969482422
2019-08-28,179.1999969482422
2018-11-13,181.8800048828125
2018-10-12,182.2899932861328
2019-06-25,180.89999389648438
2020-03-10,181.8800048828125
2020-05-28,182.39999389648438
2019-10-07,181.75
2020-03-13,183.2100067138672
2019-10-10,181.52999877929688
2020-03-16,181.11000061035156
2020-06-03,183.25999450683594
2018-11-28,185.47999572753906
2018-09-25,186.1699981689453
2018-07-23,187.8800048828125
2018-08-24,189.4199981689453
2019-07-10,183.72000122070312
2019-05-07,183.72000122070312
2019-04-05,187.7899932861328
2019-03-04,181.85000610351562
2019-01-31,180.49000549316406
2019-09-12,177.77999877929688
2019-12-31,179.4199981689453
2020-03-19,177.5500030517578
2020-01-03,176.25999450683594
2020-06-09,175.47000122070312
2019-02-15,175.89999389648438
2019-01-14,175.27999877929688
2018-07-06,174.66000366210938
2018-08-07,176.44000244140625
2018-10-10,179.97999572753906
2018-12-13,181.89999389648438
2019-08-26,180.9199981689453
2019-07-25,183.33999633789062
2019-05-22,183.41000366210938
2019-03-19,184.7100067138672
2020-01-06,183.80999755859375
2020-03-25,184.05999755859375
2020-06-12,183.97999572753906
2019-10-22,185.64999389648438
2020-01-09,184.72999572753906
2020-06-15,181.75
2019-10-25,183.4600067138672
2020-03-31,182.38999938964844
2020-06-18,180.0
2019-04-03,181.1199951171875
2018-08-22,182.10000610351562
2018-10-25,183.17999267578125
2019-01-29,182.77999877929688
2018-12-28,185.4600067138672
2018-11-26,186.25999450683594
2019-08-09,184.3699951171875
2019-07-08,185.36000061035156
2019-06-06,186.6300048828125
2019-09-10,188.64999389648438
2020-01-15,186.4600067138672
2020-04-03,188.8800048828125
2019-10-31,188.66000366210938
2020-04-06,189.4499969482422
2020-06-24,190.52000427246094
2018-11-09,190.85000610351562
2019-07-23,188.9499969482422
2019-06-21,189.24000549316406
2019-05-20,190.72999572753906
2019-04-18,191.24000549316406
2018-09-06,191.5
2018-10-08,190.27999877929688
2019-02-13,191.3000030517578
2018-12-11,189.47999572753906
2019-09-25,192.27999877929688
2020-01-21,192.35000610351562
2020-04-09,193.07000732421875
2019-11-06,192.35000610351562
2020-01-24,195.0
2020-01-27,194.72999572753906
2020-04-15,195.9499969482422
2018-12-26,198.25999450683594
2019-08-07,198.02000427246094
2019-06-04,198.60000610351562
2018-09-21,198.36000061035156
2018-07-19,200.0
2018-08-20,197.19000244140625
2018-10-23,195.14999389648438
2019-05-03,197.97000122070312
2019-04-01,199.17999267578125
2019-02-28,199.6199951171875
2019-11-12,199.08999633789062
2020-01-30,198.30999755859375
2019-11-15,200.36000061035156
2020-04-21,199.91000366210938
2019-04-16,199.61000061035156
2019-03-15,199.72999572753906
2019-02-11,200.6300048828125
2019-01-10,200.3699951171875
2019-08-22,200.67999267578125
2018-11-07,201.14999389648438
2018-08-03,200.1699981689453
2018-09-04,199.42999267578125
2019-06-19,199.89999389648438
2019-09-23,199.3800048828125
2019-11-18,196.6999969482422
2020-02-05,199.4199981689453
2020-04-24,200.02999877929688
2019-03-29,199.10000610351562
2019-11-21,200.3000030517578
2020-04-27,200.55999755859375
2020-02-11,203.3800048828125
2020-04-30,206.38999938964844
2019-05-01,206.10000610351562
2019-02-26,203.64999389648438
2019-01-25,205.49000549316406
2018-12-24,205.39999389648438
2019-09-06,205.80999755859375
2018-07-17,205.75
2018-09-19,205.39999389648438
2019-08-05,205.0
2019-10-08,205.38999938964844
2019-12-11,205.94000244140625
2019-11-27,205.25
2020-02-14,206.38999938964844
2020-05-06,205.6699981689453
2019-01-08,206.35000610351562
2018-12-07,207.99000549316406
2019-08-20,209.42999267578125
2018-11-05,209.5800018310547
2019-07-19,212.8699951171875
2018-10-04,213.00999450683594
2019-06-17,212.52999877929688
2019-05-16,212.69000244140625
2018-08-01,213.4600067138672
2019-03-13,214.8000030517578
2019-12-03,213.39999389648438
2020-02-20,214.6999969482422
2019-12-06,214.89999389648438
2020-05-12,214.89999389648438
2019-12-09,215.9499969482422
2020-02-26,216.25999450683594
2020-05-15,215.3300018310547
2019-03-28,216.25
2018-09-17,214.9499969482422
2018-08-16,214.60000610351562
2018-10-19,218.9600067138672
2019-04-29,217.4199981689453
2019-01-23,215.2100067138672
2019-09-04,212.7100067138672
2018-11-20,213.1300048828125
2019-07-02,215.08999633789062
2019-05-31,214.61000061035156
2019-12-12,214.5500030517578
2020-05-18,217.55999755859375
2019-09-27,219.74000549316406
2020-03-03,221.92999267578125
2020-05-21,220.64999389648438
2019-05-14,220.22000122070312
2018-08-31,219.74000549316406
2018-07-30,218.47999572753906
2018-10-02,219.82000732421875
2019-04-12,220.2100067138672
2019-03-11,219.9199981689453
2019-02-07,220.7899932861328
2019-07-17,220.88999938964844
2019-09-19,219.47000122070312
2019-10-21,217.17999267578125
2019-12-18,217.89999389648438
2020-03-06,218.2100067138672
2019-10-03,221.02000427246094
2020-03-09,220.0
2020-05-27,218.6699981689453
2019-12-24,219.25999450683594
2020-03-12,220.3300018310547
2018-12-20,220.83999633789062
2019-08-01,220.5
2018-08-14,215.42999267578125
2018-07-13,211.5500030517578
2018-10-17,214.02999877929688
2019-05-29,212.77999877929688
2019-03-26,209.86000061035156
2019-02-22,210.83999633789062
2019-10-04,210.8800048828125
2019-11-05,211.8300018310547
2019-12-27,211.77999877929688
2020-06-02,212.47000122070312
2019-12-30,213.52000427246094
2020-03-18,213.14999389648438
2020-06-05,215.6699981689453
2019-07-15,213.6300048828125
2018-12-03,215.36000061035156
2019-06-13,211.6999969482422
2019-01-04,208.47999572753906
2018-08-29,210.02999877929688
2019-02-05,211.7100067138672
2018-11-01,212.8699951171875
2019-08-16,213.13999938964844
2019-04-10,213.47000122070312
2019-09-17,213.1300048828125
2019-10-15,213.27000427246094
2020-01-02,210.02000427246094
2020-06-08,209.72000122070312
2019-10-18,208.92999267578125
2020-03-24,209.49000549316406
2020-06-11,209.0500030517578
2020-01-08,210.75999450683594
2019-04-25,205.25
2019-07-30,201.13999938964844
2019-02-20,199.5500030517578
2018-07-11,196.64999389648438
2018-09-13,195.32000732421875
2018-10-15,193.1999969482422
2019-06-28,197.0
2018-12-18,198.0
2018-11-16,197.97000122070312
2019-10-02,190.75
2020-03-27,193.0
2020-01-10,195.27000427246094
2019-10-24,196.0
2020-03-30,194.77999877929688
2020-06-17,194.25
2020-01-14,193.86000061035156
2020-04-02,195.08999633789062
2019-01-02,195.5
2019-08-14,194.7899932861328
2018-10-30,195.72000122070312
2019-06-11,194.39999389648438
2019-05-10,194.97000122070312
2019-04-08,194.66000366210938
2018-08-27,193.4199981689453
2018-07-26,194.32000732421875
2018-09-28,194.02999877929688
2019-03-07,196.6699981689453
2019-10-30,196.5399932861328
2020-01-17,195.58999633789062
2020-06-23,195.0399932861328
2020-04-08,194.47000122070312
2020-06-26,194.5
2019-03-22,195.74000549316406
2019-01-17,196.35000610351562
2019-08-29,195.38999938964844
2018-11-14,195.75
2019-06-26,197.1699981689453
2018-09-11,197.3300018310547
2018-07-09,198.16000366210938
2018-08-10,198.72000122070312
2019-04-23,196.7899932861328
2019-09-30,197.17999267578125
2020-01-23,199.0
2019-11-08,197.5399932861328
2020-04-14,197.13999938964844
2019-11-11,197.16000366210938
2020-01-29,198.47000122070312
2020-04-17,197.8000030517578
2018-07-24,197.9499969482422
2018-09-26,200.8000030517578
2019-05-08,200.5500030517578
2019-03-05,202.77000427246094
2019-02-01,202.67999267578125
2018-12-31,206.69000244140625
2018-11-29,209.3699951171875
2019-08-12,208.9499969482422
2019-07-11,207.77999877929688
2019-09-13,207.64999389648438
2019-11-14,210.35000610351562
2020-04-20,211.11000061035156
2020-02-04,212.77000427246094
2020-04-23,212.25999450683594
2018-12-14,213.66000366210938
2019-08-27,213.5
2018-08-08,214.17999267578125
2018-10-11,210.61000061035156
2018-11-12,212.2100067138672
2019-07-26,216.4199981689453
2019-06-24,216.74000549316406
2019-05-23,217.10000610351562
2019-03-20,216.8800048828125
2019-01-15,216.69000244140625
2019-11-20,215.77999877929688
2020-02-07,214.82000732421875
2020-02-10,212.83999633789062
2020-04-29,213.27999877929688
2019-11-26,215.86000061035156
2020-02-13,217.47000122070312
2019-01-30,218.38999938964844
2018-08-23,217.83999633789062
2018-09-24,217.0399932861328
2018-11-27,216.9199981689453
2018-10-26,216.64999389648438
2019-07-09,216.3699951171875
2019-06-07,215.17999267578125
2019-05-06,216.8300018310547
2019-04-04,214.55999755859375
2019-09-11,210.0
2019-11-29,198.44000244140625
2020-05-05,202.5500030517578
2019-12-02,205.6699981689453
2020-02-19,207.16000366210938
2020-05-08,203.91000366210938
2019-05-21,199.5800018310547
2019-03-18,194.47000122070312
2018-09-07,200.0
2018-08-06,195.74000549316406
2018-10-09,179.83999633789062
2019-02-14,179.47000122070312
