Dates,MCD
2018-06-20,164.91000366210938
2018-06-21,163.2899932861328
2018-06-25,161.27000427246094
2018-06-22,163.0
2018-06-26,160.00999450683594
2018-06-27,159.0500030517578
2018-06-28,157.25
2018-06-29,156.75999450683594
2018-07-02,155.99000549316406
2018-07-03,157.36000061035156
2018-07-05,156.89999389648438
2018-07-16,157.77000427246094
2018-09-18,160.47000122070312
2019-01-24,159.8300018310547
2019-09-05,158.88999938964844
2018-11-21,159.14999389648438
2020-01-13,157.39999389648438
2020-04-01,158.6199951171875
2020-06-19,158.55999755859375
2019-10-29,159.85000610351562
2020-01-16,157.58999633789062
2020-06-22,157.1999969482422
2018-10-03,157.8000030517578
2018-07-31,159.24000549316406
2019-03-12,157.69000244140625
2019-02-08,158.22999572753906
2019-01-07,156.5800018310547
2018-12-06,157.38999938964844
2019-08-19,158.6999969482422
2019-07-18,156.57000732421875
2019-05-15,156.64999389648438
2019-09-20,155.6999969482422
2019-11-01,156.02999877929688
2020-04-07,156.91000366210938
2020-06-25,156.49000549316406
2020-06-16,158.83999633789062
2019-11-04,158.33999633789062
2020-01-22,158.47999572753906
2019-11-07,158.35000610351562
2020-04-13,159.80999755859375
2019-07-01,160.14999389648438
2019-05-30,161.89999389648438
2018-08-15,161.2899932861328
2018-10-18,161.4600067138672
2019-03-27,161.41000366210938
2019-01-22,160.55999755859375
2018-12-21,158.74000549316406
2019-09-03,160.22999572753906
2018-11-19,160.5500030517578
2019-08-02,161.9199981689453
2020-01-28,163.02999877929688
2020-04-16,161.52999877929688
2019-11-13,161.80999755859375
2020-01-31,161.60000610351562
2018-12-04,163.0399932861328
2018-11-02,163.5800018310547
2019-07-16,164.47999572753906
2018-08-30,164.8800048828125
2018-10-01,164.32000732421875
2019-06-14,165.4499969482422
2019-05-13,163.0
2019-04-11,159.5500030517578
2019-02-06,158.1699981689453
2019-09-18,158.7100067138672
2020-02-03,160.2100067138672
2020-04-22,162.7100067138672
2019-11-19,163.89999389648438
2020-02-06,164.58999633789062
2019-11-22,166.39999389648438
2019-03-25,165.6199951171875
2019-02-21,166.74000549316406
2018-12-19,168.3699951171875
2018-07-12,166.35000610351562
2018-09-14,166.10000610351562
2018-08-13,164.88999938964844
2018-10-16,166.24000549316406
2019-07-31,166.25
2019-05-28,168.16000366210938
2019-04-26,171.99000549316406
2020-04-28,166.41000366210938
2019-11-25,163.92999267578125
2020-02-12,164.69000244140625
2020-05-01,163.44000244140625
2020-05-04,164.47000122070312
2019-06-12,166.63999938964844
2019-04-09,166.38999938964844
2019-03-08,167.97999572753906
2019-02-04,171.1999969482422
2018-07-27,176.1300048828125
2018-08-28,177.55999755859375
2019-01-03,174.60000610351562
2019-08-15,175.0
2018-10-31,173.50999450683594
2019-09-16,178.80999755859375
2020-02-18,176.6699981689453
2020-05-07,176.4499969482422
2018-08-17,177.41000366210938
2019-12-04,180.02999877929688
2020-02-21,183.0
2018-12-17,184.2899932861328
2019-08-30,186.0
2018-11-15,185.9499969482422
2019-07-29,183.94000244140625
2019-06-27,184.22000122070312
2019-04-24,182.97000122070312
2018-07-10,183.5
2018-09-12,187.74000549316406
2019-02-19,185.6699981689453
2019-01-18,183.2100067138672
2020-02-24,182.52000427246094
2020-05-13,182.39999389648438
2019-12-10,183.3300018310547
2020-02-27,185.97000122070312
2019-12-13,190.72000122070312
2020-05-19,188.33999633789062
2019-03-06,188.10000610351562
2018-11-30,185.7899932861328
2019-08-13,182.74000549316406
2019-07-12,185.3300018310547
2019-06-10,182.9600067138672
2019-05-09,186.57000732421875
2018-07-25,183.92999267578125
2018-09-27,184.0
2018-10-29,185.25999450683594
2019-10-16,182.8000030517578
2019-12-16,182.24000549316406
2020-03-04,180.9499969482422
2020-05-22,178.2100067138672
2019-10-01,173.52999877929688
2019-12-19,174.24000549316406
2018-09-10,170.08999633789062
2019-05-24,173.2899932861328
2018-08-09,176.3000030517578
2019-04-22,175.9600067138672
2019-03-21,175.41000366210938
2019-01-16,175.4499969482422
2019-08-28,176.02999877929688
2018-11-13,178.13999938964844
2018-10-12,181.9600067138672
2019-06-25,180.55999755859375
2020-03-10,179.83999633789062
2020-05-28,180.58999633789062
2019-10-07,181.4199981689453
2020-03-13,181.47000122070312
2019-10-10,180.94000244140625
2020-03-16,179.25
2020-06-03,183.0399932861328
2018-11-28,182.25
2018-09-25,184.77999877929688
2018-07-23,186.86000061035156
2018-08-24,188.77000427246094
2019-07-10,183.05999755859375
2019-05-07,183.27999877929688
2019-04-05,182.9199981689453
2019-03-04,180.25
2019-01-31,179.5500030517578
2019-09-12,177.2899932861328
2019-12-31,177.7100067138672
2020-03-19,177.5500030517578
2020-01-03,176.0
2020-06-09,174.77000427246094
2019-02-15,175.24000549316406
2019-01-14,174.7899932861328
2018-07-06,174.0
2018-08-07,173.92999267578125
2018-10-10,177.27999877929688
2018-12-13,181.11000061035156
2019-08-26,179.47000122070312
2019-07-25,180.4499969482422
2019-05-22,182.97999572753906
2019-03-19,183.92999267578125
2020-01-06,183.44000244140625
2020-03-25,183.07000732421875
2020-06-12,182.1300048828125
2019-10-22,184.58999633789062
2020-01-09,184.5500030517578
2020-06-15,180.60000610351562
2019-10-25,182.0
2020-03-31,182.1199951171875
2020-06-18,179.75
2019-04-03,180.0
2018-08-22,181.6699981689453
2018-10-25,182.52000427246094
2019-01-29,181.99000549316406
2018-12-28,183.27000427246094
2018-11-26,185.97999572753906
2019-08-09,184.05999755859375
2019-07-08,183.3800048828125
2019-06-06,184.44000244140625
2019-09-10,185.9600067138672
2020-01-15,186.25
2020-04-03,186.64999389648438
2019-10-31,187.63999938964844
2020-04-06,187.97000122070312
2020-06-24,190.25
2018-11-09,190.5
2019-07-23,188.91000366210938
2019-06-21,188.8800048828125
2019-05-20,189.0500030517578
2019-04-18,190.35000610351562
2018-09-06,190.7100067138672
2018-10-08,189.39999389648438
2019-02-13,190.55999755859375
2018-12-11,189.27999877929688
2019-09-25,189.58999633789062
2020-01-21,191.77000427246094
2020-04-09,192.5
2019-11-06,192.0
2020-01-24,191.77000427246094
2020-01-27,194.0
2020-04-15,194.30999755859375
2018-12-26,195.57000732421875
2019-08-07,196.49000549316406
2019-06-04,198.47000122070312
2018-09-21,197.97999572753906
2018-07-19,198.85000610351562
2018-08-20,195.8699951171875
2018-10-23,194.19000244140625
2019-05-03,195.33999633789062
2019-04-01,196.52999877929688
2019-02-28,197.9600067138672
2019-11-12,197.7100067138672
2020-01-30,197.1199951171875
2019-11-15,197.05999755859375
2020-04-21,198.0
2019-04-16,198.8300018310547
2019-03-15,197.66000366210938
2019-02-11,199.36000061035156
2019-01-10,198.86000061035156
2019-08-22,199.22000122070312
2018-11-07,200.88999938964844
2018-08-03,199.52000427246094
2018-09-04,198.80999755859375
2019-06-19,199.8699951171875
2019-09-23,198.27999877929688
2019-11-18,195.85000610351562
2020-02-05,196.00999450683594
2020-04-24,197.41000366210938
2019-03-29,198.36000061035156
2019-11-21,199.0
2020-04-27,200.0800018310547
2020-02-11,200.1199951171875
2020-04-30,203.5
2019-05-01,206.10000610351562
2019-02-26,202.3000030517578
2019-01-25,204.49000549316406
2018-12-24,205.1999969482422
2019-09-06,204.0
2018-07-17,205.75
2018-09-19,205.0
2019-08-05,204.6199951171875
2019-10-08,205.0
2019-12-11,205.5800018310547
2019-11-27,204.75
2020-02-14,204.8000030517578
2020-05-06,205.49000549316406
2019-01-08,204.6699981689453
2018-12-07,206.89999389648438
2019-08-20,208.86000061035156
2018-11-05,206.75
2019-07-19,209.82000732421875
2018-10-04,212.3000030517578
2019-06-17,211.24000549316406
2019-05-16,211.99000549316406
2018-08-01,212.25
2019-03-13,214.47000122070312
2019-12-03,212.69000244140625
2020-02-20,213.6300048828125
2019-12-06,213.52999877929688
2020-05-12,213.97999572753906
2019-12-09,214.0800018310547
2020-02-26,215.5800018310547
2020-05-15,213.7899932861328
2019-03-28,215.74000549316406
2018-09-17,213.83999633789062
2018-08-16,212.36000061035156
2018-10-19,217.9499969482422
2019-04-29,216.0
2019-01-23,214.2899932861328
2019-09-04,212.0800018310547
2018-11-20,211.17999267578125
2019-07-02,211.3000030517578
2019-05-31,213.63999938964844
2019-12-12,210.5
2020-05-18,213.25999450683594
2019-09-27,217.30999755859375
2020-03-03,218.0800018310547
2020-05-21,220.44000244140625
2019-05-14,220.0
2018-08-31,218.9499969482422
2018-07-30,216.0
2018-10-02,219.17999267578125
2019-04-12,219.99000549316406
2019-03-11,218.86000061035156
2019-02-07,219.89999389648438
2019-07-17,220.5399932861328
2019-09-19,219.1699981689453
2019-10-21,216.0800018310547
2019-12-18,217.5800018310547
2020-03-06,216.6199951171875
2019-10-03,219.8300018310547
2020-03-09,219.8000030517578
2020-05-27,217.92999267578125
2019-12-24,217.5
2020-03-12,220.2100067138672
2018-12-20,219.80999755859375
2019-08-01,220.5
2018-08-14,215.42999267578125
2018-07-13,209.69000244140625
2018-10-17,211.89999389648438
2019-05-29,212.5
2019-03-26,209.3000030517578
2019-02-22,208.0
2019-10-04,210.64999389648438
2019-11-05,210.3800048828125
2019-12-27,210.33999633789062
2020-06-02,209.05999755859375
2019-12-30,212.5
2020-03-18,212.02000427246094
2020-06-05,214.22000122070312
2019-07-15,213.05999755859375
2018-12-03,213.16000366210938
2019-06-13,211.1300048828125
2019-01-04,207.92999267578125
2018-08-29,206.82000732421875
2019-02-05,210.8300018310547
2018-11-01,211.10000610351562
2019-08-16,210.97999572753906
2019-04-10,211.6999969482422
2019-09-17,211.75999450683594
2019-10-15,213.02999877929688
2020-01-02,208.0
2020-06-08,209.55999755859375
2019-10-18,207.0
2020-03-24,208.5
2020-06-11,206.8000030517578
2020-01-08,209.6999969482422
2019-04-25,205.08999633789062
2019-07-30,200.11000061035156
2019-02-20,199.5399932861328
2018-07-11,196.10000610351562
2018-09-13,194.97999572753906
2018-10-15,192.0
2019-06-28,193.2899932861328
2018-12-18,197.39999389648438
2018-11-16,197.77999877929688
2019-10-02,190.16000366210938
2020-03-27,189.64999389648438
2020-01-10,193.3000030517578
2019-10-24,195.72000122070312
2020-03-30,194.60000610351562
2020-06-17,193.6300048828125
2020-01-14,193.0
2020-04-02,193.77000427246094
2019-01-02,195.22999572753906
2019-08-14,194.57000732421875
2018-10-30,194.1999969482422
2019-06-11,194.1999969482422
2019-05-10,193.58999633789062
2019-04-08,194.27999877929688
2018-08-27,193.19000244140625
2018-07-26,193.94000244140625
2018-09-28,192.0
2019-03-07,194.25999450683594
2019-10-30,196.50999450683594
2020-01-17,195.3800048828125
2020-06-23,194.3000030517578
2020-04-08,193.58999633789062
2020-06-26,194.5
2019-03-22,194.5500030517578
2019-01-17,195.66000366210938
2019-08-29,194.6199951171875
2018-11-14,195.6699981689453
2019-06-26,195.25
2018-09-11,196.0399932861328
2018-07-09,197.58999633789062
2018-08-10,197.60000610351562
2019-04-23,196.60000610351562
2019-09-30,195.4600067138672
2020-01-23,198.5500030517578
2019-11-08,197.5399932861328
2020-04-14,195.92999267578125
2019-11-11,196.61000061035156
2020-01-29,197.3300018310547
2020-04-17,197.5800018310547
2018-07-24,196.8000030517578
2018-09-26,198.0
2019-05-08,199.38999938964844
2019-03-05,199.60000610351562
2019-02-01,201.8699951171875
2018-12-31,202.6199951171875
2018-11-29,206.86000061035156
2019-08-12,208.44000244140625
2019-07-11,207.3800048828125
2019-09-13,205.4600067138672
2019-11-14,207.32000732421875
2020-04-20,210.11000061035156
2020-02-04,211.4199981689453
2020-04-23,211.3699951171875
2018-12-14,213.16000366210938
2019-08-27,210.5399932861328
2018-08-08,214.17999267578125
2018-10-11,207.83999633789062
2018-11-12,209.88999938964844
2019-07-26,211.69000244140625
2019-06-24,214.0
2019-05-23,215.52000427246094
2019-03-20,214.99000549316406
2019-01-15,216.11000061035156
2019-11-20,215.63999938964844
2020-02-07,214.72000122070312
2020-02-10,212.55999755859375
2020-04-29,211.33999633789062
2019-11-26,214.0
2020-02-13,216.0
2019-01-30,216.7100067138672
2018-08-23,217.5
2018-09-24,215.9199981689453
2018-11-27,216.80999755859375
2018-10-26,216.14999389648438
2019-07-09,215.24000549316406
2019-06-07,210.5800018310547
2019-05-06,214.5800018310547
2019-04-04,212.88999938964844
2019-09-11,207.6999969482422
2019-11-29,196.0
2020-05-05,193.80999755859375
2019-12-02,202.0
2020-02-19,201.92999267578125
2020-05-08,202.63999938964844
2019-05-21,192.89999389648438
2019-03-18,187.6699981689453
2018-09-07,190.9499969482422
2018-08-06,192.94000244140625
2018-10-09,174.77999877929688
2019-02-14,178.25999450683594
2018-12-12,157.10000610351562
2019-07-24,148.02000427246094
2019-09-26,137.5
2019-10-28,135.1999969482422
2019-12-05,153.58999633789062
2020-05-11,142.9499969482422
2019-07-03,149.0
2020-02-25,165.0
2020-05-14,163.99000549316406
2020-02-28,162.77999877929688
2019-08-08,164.9199981689453
2019-06-05,166.83999633789062
2018-07-20,160.22000122070312
2018-08-21,155.0
2018-10-24,160.30999755859375
2019-04-02,169.1999969482422
2019-03-01,184.52999877929688
2019-01-28,175.00999450683594
2018-12-27,180.72999572753906
2019-09-09,182.67999267578125
2020-03-02,183.75
2020-05-20,178.74000549316406
2019-12-17,177.0
2020-03-05,182.32000732421875
2019-02-12,184.4499969482422
2019-01-11,177.3699951171875
2018-12-10,180.75
2019-08-23,186.16000366210938
2018-11-08,183.25999450683594
2019-07-22,185.14999389648438
2019-06-20,190.0
2018-09-05,188.52999877929688
2019-04-17,182.0
2019-09-24,184.0
2019-12-20,181.30999755859375
2020-05-26,183.52999877929688
2019-04-30,180.60000610351562
2019-12-23,179.5
2020-03-11,183.1999969482422
2020-05-29,179.3699951171875
2019-12-26,181.97000122070312
2020-06-01,176.17999267578125
2019-05-02,170.1999969482422
2019-02-27,173.0500030517578
2018-11-23,180.05999755859375
2019-08-06,180.1199951171875
2018-07-18,182.0
2018-09-20,184.17999267578125
2018-10-22,184.47999572753906
2019-07-05,189.58999633789062
2019-06-03,188.74000549316406
2019-10-09,189.4199981689453
2019-10-11,187.42999267578125
2020-03-17,186.7100067138672
2020-06-04,188.39999389648438
2019-10-14,188.47000122070312
2020-03-20,192.32000732421875
2018-11-06,198.0
2019-06-18,195.67999267578125
2019-05-17,200.3699951171875
2019-04-15,199.1300048828125
2019-03-14,190.89999389648438
2019-01-09,191.6699981689453
2018-08-02,184.60000610351562
2018-10-05,192.0
2019-08-21,191.9199981689453
2019-10-17,190.00999450683594
2020-03-23,192.2899932861328
2020-06-10,186.0
2019-02-25,189.5500030517578
2020-01-07,184.9600067138672
2020-03-26,183.50999450683594
2019-10-23,182.3699951171875
