Dates,MCD
2018-06-20,3649500.0
2018-06-21,4655800.0
2018-06-25,8703600.0
2018-06-22,6126800.0
2018-06-26,3375100.0
2018-06-27,4962100.0
2018-06-28,4136500.0
2018-06-29,4024500.0
2018-07-02,3024000.0
2018-07-03,1437700.0
2018-07-05,2248300.0
2018-07-16,3298800.0
2018-09-18,2477300.0
2019-01-24,2187500.0
2019-09-05,3203800.0
2018-11-21,2360800.0
2020-01-13,5186500.0
2020-04-01,2818200.0
2020-06-19,1877500.0
2019-10-29,3824000.0
2020-01-16,4869700.0
2020-06-22,2695500.0
2018-10-03,2754300.0
2018-07-31,3388400.0
2019-03-12,4193400.0
2019-02-08,7409800.0
2019-01-07,4234100.0
2018-12-06,3274800.0
2019-08-19,3530000.0
2019-07-18,4252800.0
2019-05-15,6245900.0
2019-09-20,3673100.0
2019-11-01,2375200.0
2020-04-07,1929300.0
2020-06-25,2988000.0
2020-06-16,2764500.0
2019-11-04,3343200.0
2020-01-22,2879600.0
2019-11-07,3111600.0
2020-04-13,3355500.0
2019-07-01,2822100.0
2019-05-30,2527400.0
2018-08-15,2659500.0
2018-10-18,1920900.0
2019-03-27,2361500.0
2019-01-22,2755500.0
2018-12-21,2199400.0
2019-09-03,2627100.0
2018-11-19,2138000.0
2019-08-02,3168200.0
2020-01-28,3038400.0
2020-04-16,3649700.0
2019-11-13,3296300.0
2020-01-31,2749200.0
2018-12-04,3133800.0
2018-11-02,2868300.0
2019-07-16,3080100.0
2018-08-30,2946400.0
2018-10-01,2613300.0
2019-06-14,3663600.0
2019-05-13,3939800.0
2019-04-11,5360000.0
2019-02-06,3722800.0
2019-09-18,2822000.0
2020-02-03,3218700.0
2020-04-22,8805500.0
2019-11-19,4375300.0
2020-02-06,5282900.0
2019-11-22,3092600.0
2019-03-25,2390700.0
2019-02-21,3390200.0
2018-12-19,3118200.0
2018-07-12,3071200.0
2018-09-14,3830300.0
2018-08-13,3230400.0
2018-10-16,2822500.0
2019-07-31,2560500.0
2019-05-28,4157900.0
2019-04-26,4190500.0
2020-04-28,5430700.0
2019-11-25,3446100.0
2020-02-12,4265900.0
2020-05-01,4094700.0
2020-05-04,3608400.0
2019-06-12,3378600.0
2019-04-09,3510000.0
2019-03-08,5703500.0
2019-02-04,12918300.0
2018-07-27,7866400.0
2018-08-28,4646400.0
2019-01-03,4741600.0
2019-08-15,3485200.0
2018-10-31,5582900.0
2019-09-16,5424700.0
2020-02-18,3701200.0
2020-05-07,4190900.0
2018-08-17,4747300.0
2019-12-04,4864700.0
2020-02-21,4363900.0
2018-12-17,3318600.0
2019-08-30,3237000.0
2018-11-15,3080800.0
2019-07-29,2358100.0
2019-06-27,3407500.0
2019-04-24,3351100.0
2018-07-10,3759500.0
2018-09-12,3745900.0
2019-02-19,3708300.0
2019-01-18,3410600.0
2020-02-24,1747700.0
2020-05-13,3843300.0
2019-12-10,2194200.0
2020-02-27,3279500.0
2019-12-13,4617100.0
2020-05-19,6635700.0
2019-03-06,4401700.0
2018-11-30,4436200.0
2019-08-13,4878000.0
2019-07-12,3088000.0
2019-06-10,3084900.0
2019-05-09,2889100.0
2018-07-25,3024600.0
2018-09-27,2737500.0
2018-10-29,4450000.0
2019-10-16,4566700.0
2019-12-16,4269000.0
2020-03-04,3883800.0
2020-05-22,5775300.0
2019-10-01,8536900.0
2019-12-19,2400900.0
2018-09-10,4065500.0
2019-05-24,3934500.0
2018-08-09,2896800.0
2019-04-22,2482600.0
2019-03-21,2571500.0
2019-01-16,3728200.0
2019-08-28,3194300.0
2018-11-13,3283000.0
2018-10-12,2941400.0
2019-06-25,2680700.0
2020-03-10,2498500.0
2020-05-28,2348900.0
2019-10-07,1886200.0
2020-03-13,3860200.0
2019-10-10,3375600.0
2020-03-16,3061000.0
2020-06-03,3498000.0
2018-11-28,3190300.0
2018-09-25,2530700.0
2018-07-23,3214200.0
2018-08-24,4405600.0
2019-07-10,4138700.0
2019-05-07,3666700.0
2019-04-05,9489900.0
2019-03-04,10440100.0
2019-01-31,6529200.0
2019-09-12,4533800.0
2019-12-31,4495900.0
2020-03-19,3965200.0
2020-01-03,4176300.0
2020-06-09,4051600.0
2019-02-15,3216400.0
2019-01-14,4692800.0
2018-07-06,5283000.0
2018-08-07,4428800.0
2018-10-10,4648600.0
2018-12-13,4765400.0
2019-08-26,3707400.0
2019-07-25,4391000.0
2019-05-22,3073500.0
2019-03-19,3090800.0
2020-01-06,2219100.0
2020-03-25,2261700.0
2020-06-12,3297900.0
2019-10-22,2691000.0
2020-01-09,4899800.0
2020-06-15,3362500.0
2019-10-25,2083900.0
2020-03-31,3268100.0
2020-06-18,2757200.0
2019-04-03,2071500.0
2018-08-22,2191800.0
2018-10-25,2612100.0
2019-01-29,2375300.0
2018-12-28,6010500.0
2018-11-26,3669200.0
2019-08-09,4102800.0
2019-07-08,3522400.0
2019-06-06,2830200.0
2019-09-10,3319600.0
2020-01-15,2651600.0
2020-04-03,2609600.0
2019-10-31,1684800.0
2020-04-06,1977100.0
2020-06-24,2952000.0
2018-11-09,3195100.0
2019-07-23,1797700.0
2019-06-21,2512300.0
2019-05-20,2324900.0
2019-04-18,2438400.0
2018-09-06,2290100.0
2018-10-08,2279500.0
2019-02-13,2406800.0
2018-12-11,1740400.0
2019-09-25,3238800.0
2020-01-21,1973500.0
2020-04-09,1559200.0
2019-11-06,1875000.0
2020-01-24,2918400.0
2020-01-27,1738400.0
2020-04-15,2192900.0
2018-12-26,3070100.0
2019-08-07,2040800.0
2019-06-04,2302100.0
2018-09-21,3456100.0
2018-07-19,6162300.0
2018-08-20,4059600.0
2018-10-23,2418000.0
2019-05-03,2915200.0
2019-04-01,2371300.0
2019-02-28,3072500.0
2019-11-12,2040900.0
2020-01-30,1923600.0
2019-11-15,2668800.0
2020-04-21,2809400.0
2019-04-16,2787700.0
2019-03-15,1899000.0
2019-02-11,2520500.0
2019-01-10,2239600.0
2019-08-22,2217400.0
2018-11-07,2264600.0
2018-08-03,1760300.0
2018-09-04,3560400.0
2019-06-19,2105800.0
2019-09-23,3675100.0
2019-11-18,2925100.0
2020-02-05,2685000.0
2020-04-24,3669100.0
2019-03-29,3211800.0
2019-11-21,3829900.0
2020-04-27,4294600.0
2020-02-11,4657600.0
2020-04-30,4345000.0
2019-05-01,4647500.0
2019-02-26,2991400.0
2019-01-25,2874000.0
2018-12-24,2277800.0
2019-09-06,2715800.0
