Dates,FMC
2018-06-20,75.44666290283203
2018-06-21,75.62012481689453
2018-06-25,77.53685760498047
2018-06-22,77.42411041259766
2018-06-26,77.13790130615234
2018-06-27,77.97918701171875
2018-06-28,76.79097747802734
2018-06-29,78.15264892578125
2018-07-02,77.18126678466797
2018-07-03,78.04856872558594
2018-07-05,77.90113067626953
2018-07-16,78.41283416748047
2018-09-18,78.81179809570312
2019-01-24,78.99392700195312
2019-09-05,78.05724334716797
2018-11-21,77.50216674804688
2020-01-13,77.84909057617188
2020-04-01,77.03382110595703
2020-06-19,76.6348648071289
2019-10-29,76.45272827148438
2020-01-16,75.4032974243164
2020-06-22,75.42063903808594
2018-10-03,75.02168273925781
2018-07-31,75.83694458007812
2019-03-12,76.0017318725586
2019-02-08,76.88638305664062
2019-01-07,77.73634338378906
2018-12-06,77.91847229003906
2019-08-19,78.31743621826172
2019-07-18,78.22203063964844
2019-05-15,76.22723388671875
2019-09-20,76.77363586425781
2019-11-01,76.78231048583984
2020-04-07,77.09453582763672
2020-06-25,77.47615051269531
2020-06-16,79.34952545166016
2019-11-04,77.4067611694336
2020-01-22,76.01908111572266
2019-11-07,75.17779541015625
2020-04-13,73.92021179199219
2019-07-01,73.8941879272461
2019-05-30,73.7207260131836
2018-08-15,74.28447723388672
2018-10-18,74.70945739746094
2019-03-27,74.68343353271484
2019-01-22,73.92021179199219
2018-12-21,74.70945739746094
2019-09-03,75.5854263305664
2018-11-19,75.55073547363281
2019-08-02,75.6461410522461
2020-01-28,75.23851013183594
2020-04-16,75.09973907470703
2019-11-13,73.62532806396484
2020-01-31,73.156982421875
2018-12-04,72.74935150146484
2018-11-02,72.08152770996094
2019-07-16,72.28968048095703
2018-08-30,71.80399322509766
2018-10-01,72.6365966796875
2019-06-14,73.5125732421875
2019-05-13,74.47528076171875
2019-04-11,75.19514465332031
2019-02-06,75.30789184570312
2019-09-18,77.45012664794922
2020-02-03,78.01387786865234
2020-04-22,78.9765853881836
2019-11-19,78.3868179321289
2020-02-06,78.36946868896484
2019-11-22,77.62358856201172
2019-03-25,77.52819061279297
2019-02-21,76.38334655761719
2018-12-19,76.66088104248047
2018-07-12,77.81439971923828
2018-09-14,80.45099639892578
2018-08-13,80.15611267089844
2018-10-16,79.40155792236328
2019-07-31,79.41023254394531
2019-05-28,78.16131591796875
2019-04-26,75.4032974243164
2020-04-28,73.14830780029297
2019-11-25,74.2411117553711
2020-02-12,74.032958984375
2020-05-01,74.31049346923828
2020-05-04,73.7207260131836
2019-06-12,73.09626770019531
2019-04-09,72.54119873046875
2019-03-08,71.16218566894531
2019-02-04,68.93321990966797
2018-07-27,68.32610321044922
2018-08-28,66.47875213623047
2019-01-03,66.44406127929688
2019-08-15,67.21595764160156
2018-10-31,67.20728302001953
2019-09-16,68.70771789550781
2020-02-18,70.98872375488281
2020-05-07,71.3703384399414
2018-08-17,70.99739837646484
2019-12-04,73.35646057128906
2020-02-21,73.7207260131836
2018-12-17,73.0182113647461
2019-08-30,72.81005859375
2018-11-15,72.85342407226562
2019-07-29,71.59584045410156
2019-06-27,71.32697296142578
2019-04-24,71.77796936035156
2018-07-10,72.29835510253906
2018-09-12,72.87944793701172
2019-02-19,70.44232177734375
2019-01-18,69.68777465820312
2020-02-24,69.8265380859375
2020-05-13,70.88465118408203
2019-12-10,70.45099639892578
2020-02-27,72.1422348022461
2019-12-13,72.95750427246094
2020-05-19,72.25498962402344
2019-03-06,75.45533752441406
2018-11-30,74.75281524658203
2019-08-13,71.59584045410156
2019-07-12,73.13963317871094
2019-06-10,69.653076171875
2019-05-09,70.46834564208984
2018-07-25,70.12142181396484
2018-09-27,69.67042541503906
2018-10-29,67.77103424072266
2019-10-16,67.47615051269531
2019-12-16,67.17259216308594
2020-03-04,67.9271469116211
2020-05-22,65.52471923828125
2019-10-01,64.13703155517578
2019-12-19,61.838680267333984
2018-09-10,63.77276611328125
2019-05-24,63.989593505859375
2018-08-09,64.69210815429688
2019-04-22,64.62272644042969
2019-03-21,65.39462280273438
2019-01-16,65.20381927490234
2019-08-28,66.91239929199219
2018-11-13,68.46487426757812
2018-10-12,68.60364532470703
2019-06-25,69.69644165039062
2020-03-10,70.0
2020-05-28,69.99132537841797
2019-10-07,69.8612289428711
2020-03-13,69.54900360107422
2019-10-10,69.21075439453125
2020-03-16,69.21942901611328
2020-06-03,70.43365478515625
2018-11-28,69.59236907958984
2018-09-25,69.24544525146484
2018-07-23,68.2133560180664
2018-08-24,69.18473815917969
2019-07-10,68.67302703857422
2019-05-07,69.6444091796875
2019-04-05,70.53772735595703
2019-03-04,69.8265380859375
2019-01-31,74.78751373291016
2019-09-12,74.83954620361328
2019-12-31,74.27580261230469
