Dates,FMC
2018-06-20,72.30536651611328
2018-06-21,72.1553726196289
2018-06-25,74.1136245727539
2018-06-22,73.66364288330078
2018-06-26,73.62199401855469
2018-06-27,73.84696960449219
2018-06-28,73.74696350097656
2018-06-29,74.49854278564453
2018-07-02,73.479736328125
2018-07-03,74.45679473876953
2018-07-05,74.24801635742188
2018-07-16,74.97454071044922
2018-09-18,75.31693267822266
2019-01-24,76.001708984375
2019-09-05,73.97245788574219
2018-11-21,74.3148193359375
2020-01-13,73.77201843261719
2020-04-01,72.4191665649414
2020-06-19,73.2793197631836
2019-10-29,72.65299224853516
2020-01-16,72.32731628417969
2020-06-22,72.36070251464844
2018-10-03,71.71768951416016
2018-07-31,72.14358520507812
2019-03-12,73.13734436035156
2019-02-08,73.88893127441406
2019-01-07,74.05594635009766
2018-12-06,74.44844818115234
2019-08-19,75.05805969238281
2019-07-18,73.71355438232422
2019-05-15,72.26884460449219
2019-09-20,73.31271362304688
2019-11-01,73.56324768066406
2020-04-07,72.65299224853516
2020-06-25,74.42338562011719
2020-06-16,75.35868072509766
2019-11-04,73.28766632080078
2020-01-22,71.67594146728516
2019-11-07,71.50891876220703
2020-04-13,69.97235107421875
2019-07-01,70.58195495605469
2019-05-30,70.5151596069336
2018-08-15,71.07466125488281
2018-10-18,71.47551727294922
2019-03-27,71.3418960571289
2019-01-22,70.63207244873047
2018-12-21,71.43376922607422
2019-09-03,72.11853790283203
2018-11-19,72.12688446044922
2019-08-02,72.31060791015625
2020-01-28,71.03292083740234
2020-04-16,71.35859680175781
2019-11-13,69.32933044433594
2020-01-31,69.71347045898438
2018-12-04,69.26251983642578
2018-11-02,68.61949157714844
2019-07-16,68.56104278564453
2018-08-30,68.88673400878906
2018-10-01,69.54644012451172
2019-06-14,70.77403259277344
2019-05-13,71.33354949951172
2019-04-11,72.00997924804688
2019-02-06,71.86799621582031
2019-09-18,73.63841247558594
2020-02-03,74.782470703125
2020-04-22,75.04136657714844
2019-11-19,74.94950103759766
2020-02-06,74.84093475341797
2019-11-22,74.29812622070312
2019-03-25,73.3945083618164
2019-02-21,72.95932006835938
2018-12-19,73.41961669921875
2018-07-12,75.00968170166016
2018-09-14,76.95960998535156
2018-08-13,76.38216400146484
2018-10-16,75.87166595458984
2019-07-31,75.87166595458984
2019-05-28,72.8003158569336
2019-04-26,70.56584930419922
2020-04-28,69.59505462646484
2019-11-25,71.01774597167969
2020-02-12,70.32315063476562
2020-05-01,70.88385772705078
2020-05-04,69.98002624511719
2019-06-12,69.19335174560547
2019-04-09,68.0802993774414
2019-03-08,66.79987335205078
2019-02-04,66.02156829833984
2018-07-27,62.941856384277344
2018-08-28,63.63646697998047
2019-01-03,63.427242279052734
2019-08-15,63.81219482421875
2018-10-31,64.68256378173828
2019-09-16,65.34369659423828
2020-02-18,68.23094177246094
2020-05-07,67.33548736572266
2018-08-17,67.36058807373047
2019-12-04,69.98839569091797
2020-02-21,70.24781799316406
2018-12-17,70.02185821533203
2019-08-30,69.93817901611328
2018-11-15,68.81675720214844
2019-07-29,67.98825073242188
2019-06-27,67.7706527709961
2019-04-24,69.18498229980469
2018-07-10,69.62853240966797
2018-09-12,68.54058074951172
2019-02-19,65.77886962890625
2019-01-18,66.49859619140625
2020-02-24,66.68272399902344
2020-05-13,68.12215423583984
2019-12-10,67.3773193359375
2020-02-27,69.61177825927734
2019-12-13,69.50299072265625
2020-05-19,69.24356079101562
2019-03-06,71.68726348876953
2018-11-30,69.64527130126953
2019-08-13,69.06781005859375
2019-07-12,67.01746368408203
2019-06-10,66.44001007080078
2019-05-09,65.95462036132812
2018-07-25,66.68272399902344
2018-09-27,65.47760009765625
2018-10-29,64.62397766113281
2019-10-16,63.828948974609375
2019-12-16,63.87079620361328
2020-03-04,62.64893341064453
2020-05-22,60.34751510620117
2019-10-01,59.309783935546875
2019-12-19,58.657012939453125
2018-09-10,61.4605712890625
2019-05-24,62.13531494140625
2018-08-09,61.672122955322266
2019-04-22,62.286903381347656
2019-03-21,63.221717834472656
2019-01-16,61.478416442871094
2019-08-28,64.72919464111328
2018-11-13,65.48715209960938
2018-10-12,66.61566162109375
2019-06-25,66.89358520507812
2020-03-10,67.93787384033203
2020-05-28,67.65151977539062
2019-10-07,67.2809829711914
2020-03-13,66.72512817382812
2019-10-10,66.67460632324219
2020-03-16,66.88514709472656
2020-06-03,67.9210205078125
2018-11-28,67.00305938720703
2018-09-25,65.76508331298828
2018-07-23,65.52084350585938
2018-08-24,66.84304809570312
2019-07-10,66.63249969482422
2019-05-07,67.45783233642578
2019-04-05,67.87890625
2019-03-04,67.2051773071289
2019-01-31,72.28346252441406
2019-09-12,71.75289916992188
2019-12-31,71.57604217529297
2020-03-19,71.92975616455078
2020-01-03,70.93598937988281
2020-06-09,71.20549011230469
2019-02-15,71.38233947753906
2019-01-14,69.27692413330078
2018-07-06,70.98652648925781
2018-08-07,70.717041015625
2018-10-10,71.87922668457031
2018-12-13,72.83929443359375
2019-08-26,73.64777374267578
2019-07-25,74.27941131591797
2019-05-22,74.54048156738281
2019-03-19,75.25631713867188
2020-01-06,74.59944152832031
2020-03-25,75.47528839111328
2020-06-12,75.37423706054688
2019-10-22,76.16586303710938
2020-01-09,76.67191314697266
2020-06-15,76.79814147949219
2019-10-25,76.1864013671875
2020-03-31,75.56494903564453
2020-06-18,75.28335571289062
2019-04-03,76.16698455810547
2018-08-22,76.19611358642578
2018-10-25,76.20582580566406
2019-01-29,74.924072265625
2018-12-28,75.00175476074219
2018-11-26,74.69102478027344
2019-08-09,74.05986022949219
2019-07-08,73.4869613647461
2019-06-06,75.36103057861328
2019-09-10,72.80724334716797
2020-01-15,72.31202697753906
2020-04-03,72.90435028076172
2019-10-31,73.13739776611328
2020-04-06,74.27954864501953
2020-06-24,74.99217987060547
2018-11-09,77.06173706054688
2019-07-23,77.08126831054688
2019-06-21,77.26673889160156
2019-05-20,78.41867065429688
2019-04-18,78.50652313232422
2018-09-06,78.79939270019531
2018-10-08,78.13556671142578
2019-02-13,78.50652313232422
2018-12-11,77.9891357421875
2019-09-25,78.0672378540039
2020-01-21,77.86222839355469
2020-04-09,78.83843231201172
2019-11-06,78.82867431640625
2020-01-24,78.04769897460938
2020-01-27,77.57913208007812
2020-04-15,78.23319244384766
2018-12-26,77.84271240234375
2019-08-07,77.11054992675781
2019-06-04,77.59864807128906
2018-09-21,77.42293548583984
2018-07-19,77.17888641357422
2018-08-20,75.14837646484375
2018-10-23,74.84574890136719
2019-05-03,75.7048110961914
2019-04-01,74.43573760986328
2019-02-28,76.64197540283203
2019-11-12,77.08126831054688
2020-01-30,77.81342315673828
2019-11-15,77.54985046386719
