Dates,FMC
2018-06-20,1062700.0
2018-06-21,1395000.0
2018-06-25,2380900.0
2018-06-22,2993600.0
2018-06-26,1240600.0
2018-06-27,1939000.0
2018-06-28,1055400.0
2018-06-29,1607200.0
2018-07-02,972300.0
2018-07-03,712700.0
2018-07-05,1415900.0
2018-07-16,824100.0
2018-09-18,1344600.0
2019-01-24,1011600.0
2019-09-05,1119700.0
2018-11-21,914700.0
2020-01-13,824500.0
2020-04-01,1187400.0
2020-06-19,1952100.0
2019-10-29,1498200.0
2020-01-16,1086100.0
2020-06-22,919600.0
2018-10-03,811200.0
2018-07-31,918400.0
2019-03-12,921100.0
2019-02-08,690500.0
2019-01-07,942500.0
2018-12-06,1703000.0
2019-08-19,1240100.0
2019-07-18,1641700.0
2019-05-15,2183700.0
2019-09-20,1019300.0
2019-11-01,896300.0
2020-04-07,900400.0
2020-06-25,1508100.0
2020-06-16,1738700.0
2019-11-04,1263400.0
2020-01-22,1280200.0
2019-11-07,822600.0
2020-04-13,1182900.0
2019-07-01,800800.0
2019-05-30,861600.0
2018-08-15,827500.0
2018-10-18,858800.0
2019-03-27,1029900.0
2019-01-22,1431500.0
2018-12-21,691200.0
2019-09-03,774200.0
2018-11-19,717200.0
2019-08-02,943200.0
2020-01-28,1524400.0
2020-04-16,1060600.0
2019-11-13,1391300.0
2020-01-31,1273300.0
2018-12-04,1172300.0
2018-11-02,1182100.0
2019-07-16,918400.0
2018-08-30,852200.0
2018-10-01,881400.0
2019-06-14,1087700.0
2019-05-13,1064100.0
2019-04-11,1088300.0
2019-02-06,921200.0
2019-09-18,1343100.0
2020-02-03,1782400.0
2020-04-22,1898200.0
2019-11-19,1269500.0
2020-02-06,1064200.0
2019-11-22,919500.0
2019-03-25,1009400.0
2019-02-21,916600.0
2018-12-19,941400.0
2018-07-12,1289900.0
2018-09-14,1911400.0
2018-08-13,1595200.0
2018-10-16,1170700.0
2019-07-31,816500.0
2019-05-28,2158600.0
2019-04-26,1921100.0
2020-04-28,2351800.0
2019-11-25,1587200.0
2020-02-12,1062600.0
2020-05-01,1203600.0
2020-05-04,1313400.0
2019-06-12,947300.0
2019-04-09,1213100.0
2019-03-08,1547400.0
2019-02-04,1201400.0
2018-07-27,1289100.0
2018-08-28,1103900.0
2019-01-03,1403200.0
2019-08-15,1557500.0
2018-10-31,1308100.0
2019-09-16,1281700.0
2020-02-18,1604600.0
2020-05-07,1617600.0
2018-08-17,3084700.0
2019-12-04,2725100.0
2020-02-21,2357300.0
2018-12-17,3784000.0
2019-08-30,1431600.0
2018-11-15,1425300.0
2019-07-29,1335800.0
2019-06-27,1292600.0
2019-04-24,1265300.0
2018-07-10,1288400.0
2018-09-12,1625200.0
2019-02-19,1667000.0
2019-01-18,1382100.0
2020-02-24,562400.0
2020-05-13,1143800.0
2019-12-10,845400.0
2020-02-27,1444900.0
2019-12-13,1263300.0
2020-05-19,1395800.0
2019-03-06,2346200.0
2018-11-30,1344700.0
2019-08-13,1751000.0
2019-07-12,1262100.0
2019-06-10,777100.0
2019-05-09,730000.0
2018-07-25,916500.0
2018-09-27,969400.0
2018-10-29,769800.0
2019-10-16,1642100.0
2019-12-16,1390900.0
2020-03-04,1117100.0
2020-05-22,1483600.0
2019-10-01,2482800.0
2019-12-19,567100.0
2018-09-10,760100.0
2019-05-24,1023600.0
2018-08-09,916000.0
2019-04-22,709400.0
2019-03-21,1028400.0
2019-01-16,1160700.0
2019-08-28,1216200.0
2018-11-13,1198000.0
2018-10-12,1043600.0
2019-06-25,832600.0
2020-03-10,691900.0
2020-05-28,661100.0
2019-10-07,634700.0
2020-03-13,767600.0
2019-10-10,845800.0
2020-03-16,1198600.0
2020-06-03,1322900.0
2018-11-28,1527200.0
2018-09-25,941500.0
2018-07-23,641400.0
2018-08-24,891000.0
