Dates,FMC
2018-06-20,74.23243713378906
2018-06-21,74.8829116821289
2018-06-25,75.42931365966797
2018-06-22,75.35993194580078
2018-06-26,75.9323501586914
2018-06-27,76.73894500732422
2018-06-28,75.55941009521484
2018-06-29,76.47007751464844
2018-07-02,75.9930648803711
2018-07-03,76.93842315673828
2018-07-05,75.98439025878906
2018-07-16,76.75628662109375
2018-09-18,77.95316314697266
2019-01-24,78.00520324707031
2019-09-05,76.60884857177734
2018-11-21,76.25325012207031
2020-01-13,76.57415771484375
2020-04-01,74.89158630371094
2020-06-19,74.58802795410156
2019-10-29,75.29054260253906
2020-01-16,74.2411117553711
2020-06-22,74.44926452636719
2018-10-03,74.13703155517578
2018-07-31,74.66609191894531
2019-03-12,74.47528076171875
2019-02-08,75.6461410522461
2019-01-07,76.33130645751953
2018-12-06,76.90373229980469
2019-08-19,76.99913024902344
2019-07-18,76.40069580078125
2019-05-15,73.11361694335938
2019-09-20,75.02168273925781
2019-11-01,75.37727355957031
2020-04-07,75.35993194580078
2020-06-25,75.88898468017578
2020-06-16,77.31136322021484
2019-11-04,75.7588882446289
2020-01-22,73.64266967773438
2019-11-07,73.93755340576172
2020-04-13,71.51777648925781
2019-07-01,73.16565704345703
2019-05-30,72.25498962402344
2018-08-15,73.27840423583984
2018-10-18,73.56461334228516
2019-03-27,73.87684631347656
2019-01-22,71.95143127441406
2018-12-21,73.3304443359375
2019-09-03,74.34518432617188
2018-11-19,74.47528076171875
2019-08-02,74.34518432617188
2020-01-28,73.39982604980469
2020-04-16,73.7207260131836
2019-11-13,71.63919830322266
2020-01-31,71.55247497558594
2018-12-04,71.4310531616211
2018-11-02,70.75455474853516
2019-07-16,71.03208923339844
2018-08-30,70.26019287109375
2018-10-01,71.30962371826172
2019-06-14,72.65394592285156
2019-05-13,73.57328796386719
2019-04-11,74.19774627685547
2019-02-06,74.55333709716797
2019-09-18,74.56201171875
2020-02-03,76.55680847167969
2020-04-22,77.4067611694336
2019-11-19,77.21595764160156
2020-02-06,77.35472869873047
2019-11-22,76.61752319335938
2019-03-25,76.0017318725586
2019-02-21,75.06504821777344
2018-12-19,75.74154663085938
2018-07-12,75.97571563720703
2018-09-14,78.1006088256836
2018-08-13,78.41283416748047
2018-10-16,78.04856872558594
2019-07-31,78.23937225341797
2019-05-28,75.02168273925781
2019-04-26,72.93148040771484
2020-04-28,71.2662582397461
2019-11-25,72.61925506591797
2020-02-12,72.86209869384766
2020-05-01,72.93148040771484
2020-05-04,71.83000946044922
2019-06-12,71.52645111083984
2019-04-09,70.24284362792969
2019-03-08,69.11534881591797
2019-02-04,66.6695556640625
2018-07-27,65.1257553100586
2018-08-28,65.09973907470703
2019-01-03,64.37987518310547
2019-08-15,65.42931365966797
2018-10-31,65.55073547363281
