Dates,BAC
2020-01-02,37614200.0
2020-01-03,50357900.0
2020-01-08,42185000.0
2020-01-06,34149000.0
2020-01-07,45311600.0
2020-01-09,39861600.0
2020-01-10,39730400.0
2020-01-13,37956100.0
2020-01-14,66719300.0
2020-01-15,74718600.0
2020-01-16,50368500.0
2020-01-27,54156100.0
2020-02-20,50811000.0
2020-02-12,38879700.0
2020-04-16,45717100.0
2020-02-04,47797200.0
2020-05-28,57096200.0
2020-07-08,38834600.0
2020-06-19,37414700.0
2020-05-12,50542800.0
2020-06-22,54845300.0
2020-06-03,48508200.0
2020-05-15,45061600.0
2020-03-06,54604800.0
2020-02-27,39511500.0
2020-04-15,31263000.0
2020-02-03,24373800.0
2020-02-11,32476300.0
2020-02-19,36656700.0
2020-04-07,31775100.0
2020-03-30,26447700.0
2020-04-23,40318000.0
2020-05-01,29632100.0
2020-07-14,42604100.0
2020-06-25,46675500.0
2020-06-16,79159600.0
2020-05-18,91586800.0
2020-06-09,80012800.0
2020-05-21,121061400.0
2020-01-17,171263600.0
2020-03-13,147776300.0
2020-03-05,138698500.0
2020-02-26,111239800.0
2020-02-18,110878700.0
2020-04-22,119121200.0
2020-02-10,145196000.0
2020-04-14,134863600.0
2020-04-06,127347000.0
2020-04-30,139552600.0
2020-06-12,128357400.0
2020-06-15,121688800.0
2020-05-27,120065700.0
2020-05-08,148272500.0
2020-07-07,122461300.0
2020-03-31,150910400.0
2020-06-18,181898500.0
2020-04-13,147882400.0
2020-03-20,146991300.0
2020-03-12,116111400.0
2020-01-24,91522800.0
2020-03-04,80449100.0
2020-02-25,95213700.0
2020-04-21,83961300.0
2020-04-29,70007400.0
2020-05-07,68293500.0
2020-05-11,97766200.0
2020-07-10,94560300.0
2020-06-02,81212300.0
2020-05-14,125414800.0
2020-07-13,83164700.0
2020-06-24,88991100.0
2020-06-05,99082200.0
2020-02-28,89213300.0
2020-01-23,92800300.0
2020-04-20,74446300.0
2020-02-24,78871300.0
2020-01-31,49759100.0
2020-03-19,50614800.0
2020-03-27,47675700.0
2020-03-11,66916700.0
2020-03-03,65504900.0
2020-04-28,73493900.0
2020-05-06,55132400.0
2020-06-08,51772600.0
2020-05-20,45886100.0
2020-07-01,45691900.0
2020-06-30,53874600.0
2020-06-11,51884300.0
2020-03-10,45250000.0
2020-03-02,68718200.0
2020-01-22,69588700.0
2020-01-30,112113400.0
2020-02-07,88359100.0
2020-04-03,64484000.0
2020-03-26,86699200.0
2020-03-18,62179000.0
2020-04-27,59789500.0
2020-05-05,57726000.0
2020-05-26,48107000.0
2020-07-06,119485500.0
2020-06-17,117672700.0
2020-05-29,84340800.0
2020-07-09,113923800.0
2020-06-01,58375500.0
2020-01-21,71118100.0
2020-01-29,86744600.0
2020-03-25,94545300.0
2020-03-17,118767900.0
2020-03-09,79598500.0
2020-02-14,77773400.0
2020-02-06,90415300.0
2020-04-02,149875500.0
2020-05-04,73678900.0
2020-04-24,76538900.0
2020-05-13,96796500.0
2020-06-23,58209900.0
2020-06-04,53419000.0
2020-07-15,127563600.0
2020-04-08,55484300.0
2020-06-26,46108300.0
2020-05-19,75437100.0
2020-04-09,65031900.0
2020-04-01,118139200.0
2020-03-24,66269200.0
2020-03-16,61716200.0
2020-01-28,57379900.0
2020-02-05,56000200.0
2020-02-13,59589000.0
2020-02-21,60645800.0
2020-04-17,52922600.0
2020-03-23,79385900.0
2020-06-29,81142900.0
2020-06-10,73598100.0
2020-05-22,67423100.0
2020-07-02,57249000.0
