Dates,TXN
2018-06-20,115.11000061035156
2018-06-21,114.5
2018-06-25,113.22000122070312
2018-06-22,111.0
2018-06-26,112.01000213623047
2018-06-27,112.5
2018-06-28,109.5999984741211
2018-06-29,111.55000305175781
2018-07-02,110.33000183105469
2018-07-03,111.29000091552734
2018-07-05,111.6500015258789
2018-07-16,112.93000030517578
2018-09-18,113.5
2019-01-24,114.05000305175781
2019-09-05,113.79000091552734
2018-11-21,116.69000244140625
2020-01-13,115.9800033569336
2020-04-01,115.48999786376953
2020-06-19,115.86000061035156
2019-10-29,116.94999694824219
2020-01-16,115.66000366210938
2020-06-22,115.7300033569336
2018-10-03,114.83000183105469
2018-07-31,116.45999908447266
2019-03-12,114.38999938964844
2019-02-08,114.45999908447266
2019-01-07,114.29000091552734
2018-12-06,112.37000274658203
2019-08-19,112.58999633789062
2019-07-18,111.9800033569336
2019-05-15,113.0
2019-09-20,112.9800033569336
2019-11-01,113.5199966430664
2020-04-07,115.80999755859375
2020-06-25,116.61000061035156
2020-06-16,116.08999633789062
2019-11-04,112.31999969482422
2020-01-22,111.44000244140625
2019-11-07,110.98999786376953
2020-04-13,110.08000183105469
2019-07-01,110.54000091552734
2019-05-30,109.9800033569336
2018-08-15,109.80000305175781
2018-10-18,111.75
2019-03-27,112.69000244140625
2019-01-22,113.66000366210938
2018-12-21,113.79000091552734
2019-09-03,115.66000366210938
2018-11-19,116.06999969482422
2019-08-02,115.77999877929688
2020-01-28,115.36000061035156
2020-04-16,113.43000030517578
2019-11-13,112.66000366210938
2020-01-31,112.94999694824219
2018-12-04,111.73999786376953
2018-11-02,111.0
2019-07-16,109.4800033569336
2018-08-30,108.1500015258789
2018-10-01,105.0
2019-06-14,106.91999816894531
2019-05-13,107.16000366210938
2019-04-11,105.66999816894531
2019-02-06,105.88999938964844
2019-09-18,107.51000213623047
2020-02-03,108.9800033569336
2020-04-22,110.9000015258789
2019-11-19,110.31999969482422
2020-02-06,109.55999755859375
2019-11-22,108.22000122070312
2019-03-25,107.68000030517578
2019-02-21,107.45999908447266
2018-12-19,108.62000274658203
2018-07-12,109.8499984741211
2018-09-14,109.19999694824219
2018-08-13,107.52999877929688
2018-10-16,105.93000030517578
2019-07-31,103.11000061035156
2019-05-28,103.1500015258789
2019-04-26,101.63999938964844
2020-04-28,102.01000213623047
2019-11-25,102.44999694824219
2020-02-12,100.48999786376953
2020-05-01,102.36000061035156
2020-05-04,103.16999816894531
2019-06-12,101.5
2019-04-09,100.41999816894531
2019-03-08,100.47000122070312
2019-02-04,100.47000122070312
2018-07-27,96.9800033569336
2018-08-28,93.4800033569336
2019-01-03,92.06999969482422
2019-08-15,93.51000213623047
2018-10-31,93.13999938964844
2019-09-16,94.43000030517578
2020-02-18,97.98999786376953
2020-05-07,97.9000015258789
2018-08-17,96.0199966430664
2019-12-04,97.23999786376953
2020-02-21,97.97000122070312
2018-12-17,98.79000091552734
2019-08-30,98.12999725341797
2018-11-15,95.13999938964844
2019-07-29,96.16999816894531
2019-06-27,96.2699966430664
2019-04-24,98.43000030517578
2018-07-10,98.11000061035156
2018-09-12,97.72000122070312
2019-02-19,97.9000015258789
2019-01-18,98.06999969482422
2020-02-24,96.0
2020-05-13,96.66999816894531
2019-12-10,96.98999786376953
2020-02-27,98.29000091552734
2019-12-13,98.4800033569336
2020-05-19,99.88999938964844
2019-03-06,102.58000183105469
2018-11-30,101.08000183105469
2019-08-13,97.37000274658203
2019-07-12,97.02999877929688
2019-06-10,94.3499984741211
2019-05-09,96.5999984741211
2018-07-25,97.37000274658203
2018-09-27,96.61000061035156
2018-10-29,95.98999786376953
2019-10-16,94.7300033569336
2019-12-16,95.9800033569336
2020-03-04,94.91000366210938
2020-05-22,91.37999725341797
2019-10-01,93.31999969482422
2019-12-19,90.55000305175781
2018-09-10,93.02999877929688
2019-05-24,93.87999725341797
2018-08-09,95.75
2019-04-22,95.18000030517578
2019-03-21,95.25
2019-01-16,92.79000091552734
2019-08-28,93.37999725341797
2018-11-13,95.22000122070312
2018-10-12,95.63999938964844
2019-06-25,96.48999786376953
2020-03-10,97.94000244140625
2020-05-28,99.06999969482422
2019-10-07,97.81999969482422
2020-03-13,98.04000091552734
2019-10-10,98.11000061035156
2020-03-16,98.44000244140625
2020-06-03,99.9800033569336
2018-11-28,98.43000030517578
2018-09-25,97.37000274658203
2018-07-23,102.51000213623047
2018-08-24,104.87000274658203
2019-07-10,104.12999725341797
2019-05-07,103.47000122070312
2019-04-05,102.62999725341797
2019-03-04,101.79000091552734
2019-01-31,102.05999755859375
2019-09-12,102.33999633789062
2019-12-31,102.4000015258789
2020-03-19,106.88999938964844
2020-01-03,105.58000183105469
2020-06-09,104.80999755859375
2019-02-15,105.44999694824219
2019-01-14,106.58000183105469
2018-07-06,108.12000274658203
2018-08-07,108.38999938964844
2018-10-10,107.87000274658203
2018-12-13,107.88999938964844
2019-08-26,108.45999908447266
2019-07-25,107.75
2019-05-22,108.37999725341797
2019-03-19,109.48999786376953
2020-01-06,108.16999816894531
2020-03-25,106.41999816894531
2020-06-12,105.83999633789062
2019-10-22,107.08999633789062
2020-01-09,108.12999725341797
2020-06-15,107.79000091552734
2019-10-25,106.75
2020-03-31,105.72000122070312
2020-06-18,105.11000061035156
2019-04-03,106.9000015258789
2018-08-22,107.05000305175781
2018-10-25,108.29000091552734
2019-01-29,107.68000030517578
2018-12-28,110.80000305175781
2018-11-26,111.13999938964844
2019-08-09,110.80000305175781
2019-07-08,110.9000015258789
2019-06-06,112.9800033569336
2019-09-10,112.41000366210938
2020-01-15,109.22000122070312
2020-04-03,108.75
2019-10-31,108.83000183105469
2020-04-06,106.4000015258789
2020-06-24,106.62999725341797
2018-11-09,108.95999908447266
2019-07-23,110.43000030517578
2019-06-21,114.1500015258789
2019-05-20,114.2699966430664
2019-04-18,114.12000274658203
2018-09-06,115.41999816894531
2018-10-08,114.66999816894531
2019-02-13,115.19000244140625
2018-12-11,115.43000030517578
2019-09-25,117.02999877929688
2020-01-21,117.37000274658203
2020-04-09,116.8499984741211
2019-11-06,117.8499984741211
2020-01-24,116.18000030517578
2020-01-27,115.1500015258789
2020-04-15,116.52999877929688
2018-12-26,119.31999969482422
2019-08-07,118.41999816894531
2019-06-04,117.25
2018-09-21,117.33999633789062
2018-07-19,118.37000274658203
2018-08-20,118.91999816894531
2018-10-23,118.56999969482422
2019-05-03,117.97000122070312
2019-04-01,116.0
2019-02-28,114.43000030517578
2019-11-12,114.75
2020-01-30,112.83999633789062
2019-11-15,113.12999725341797
2020-04-21,110.3499984741211
2019-04-16,109.8499984741211
2019-03-15,110.87000274658203
2019-02-11,110.62999725341797
2019-01-10,109.4800033569336
2019-08-22,105.88999938964844
2018-11-07,108.0
2018-08-03,107.88999938964844
2018-09-04,105.98999786376953
2019-06-19,107.48999786376953
2019-09-23,105.94999694824219
2019-11-18,104.9000015258789
2020-02-05,106.0999984741211
2020-04-24,106.12000274658203
2019-03-29,106.9800033569336
2019-11-21,109.25
2020-04-27,110.29000091552734
2020-02-11,110.66999816894531
2020-04-30,111.83000183105469
2019-05-01,113.51000213623047
2019-02-26,114.33999633789062
2019-01-25,112.79000091552734
2018-12-24,111.36000061035156
2019-09-06,109.05000305175781
2018-07-17,108.0
2018-09-19,111.56999969482422
2019-08-05,112.30000305175781
2019-10-08,114.3499984741211
2019-12-11,113.37000274658203
2019-11-27,113.08999633789062
2020-02-14,113.23999786376953
2020-05-06,115.0199966430664
2019-01-08,116.66000366210938
2018-12-07,116.83000183105469
2019-08-20,118.9800033569336
2018-11-05,117.0
2019-07-19,116.4000015258789
2018-10-04,116.06999969482422
2019-06-17,115.81999969482422
2019-05-16,115.91999816894531
2018-08-01,118.44999694824219
2019-03-13,116.9800033569336
2019-12-03,118.4000015258789
2020-02-20,120.0
2019-12-06,119.05000305175781
2020-05-12,118.48999786376953
2019-12-09,118.72000122070312
2020-02-26,119.0
2020-05-15,118.48999786376953
2019-03-28,120.3499984741211
2018-09-17,129.8000030517578
2018-08-16,128.8000030517578
2018-10-19,128.92999267578125
2019-04-29,130.3699951171875
2019-01-23,128.97000122070312
2019-09-04,128.57000732421875
2018-11-20,128.72999572753906
2019-07-02,124.3499984741211
2019-05-31,119.29000091552734
2019-12-12,119.3499984741211
2020-05-18,120.98999786376953
2019-09-27,124.58000183105469
2020-03-03,124.31999969482422
2020-05-21,121.06999969482422
2019-05-14,124.44999694824219
2018-08-31,122.20999908447266
2018-07-30,121.61000061035156
2018-10-02,123.20999908447266
2019-04-12,126.36000061035156
2019-03-11,125.22000122070312
2019-02-07,126.08000183105469
2019-07-17,126.5999984741211
2019-09-19,125.08999633789062
2019-10-21,122.47000122070312
2019-12-18,123.58000183105469
2020-03-06,122.9800033569336
2019-10-03,125.30999755859375
2020-03-09,125.23999786376953
2020-05-27,123.4800033569336
2019-12-24,124.94000244140625
2020-03-12,129.00999450683594
2018-12-20,127.91000366210938
2019-08-01,127.94000244140625
2018-08-14,127.05999755859375
2018-07-13,128.64999389648438
2018-10-17,130.9199981689453
2019-05-29,130.88999938964844
2019-03-26,129.47999572753906
2019-02-22,129.6999969482422
2019-10-04,129.55999755859375
2019-11-05,130.25999450683594
2019-12-27,128.75
2020-06-02,128.35000610351562
2019-12-30,128.80999755859375
2020-03-18,128.3300018310547
2020-06-05,128.6699981689453
2019-07-15,129.63999938964844
2018-12-03,129.39999389648438
2019-06-13,131.8000030517578
2019-01-04,127.77999877929688
2018-08-29,129.25
2019-02-05,130.30999755859375
2018-11-01,130.49000549316406
2019-08-16,127.87000274658203
2019-04-10,128.17999267578125
2019-09-17,129.3699951171875
2019-10-15,131.75999450683594
2020-01-02,129.94000244140625
2020-06-08,132.1999969482422
2019-10-18,131.4499969482422
2020-03-24,131.38999938964844
2020-06-11,130.4199981689453
2020-01-08,131.02000427246094
2019-04-25,131.10000610351562
2019-07-30,121.62000274658203
2019-02-20,120.29000091552734
2018-07-11,120.69000244140625
2018-09-13,122.0999984741211
2018-10-15,120.91999816894531
2019-06-28,120.06999969482422
2018-12-18,118.30999755859375
2018-11-16,119.58999633789062
2019-10-02,121.41000366210938
2020-03-27,121.7300033569336
2020-01-10,120.55000305175781
2019-10-24,121.86000061035156
2020-03-30,120.13999938964844
2020-06-17,119.69999694824219
2020-01-14,119.91000366210938
2020-04-02,118.95999908447266
2019-01-02,118.36000061035156
2019-08-14,118.76000213623047
2018-10-30,118.29000091552734
2019-06-11,118.4800033569336
2019-05-10,117.69999694824219
2019-04-08,116.3499984741211
2018-08-27,117.52999877929688
2018-07-26,119.47000122070312
2018-09-28,119.5
2019-03-07,121.80999755859375
2019-10-30,121.63999938964844
2020-01-17,120.19000244140625
2020-06-23,117.97000122070312
2020-04-08,121.47000122070312
2020-06-26,120.80999755859375
2019-03-22,122.69999694824219
2019-01-17,122.48999786376953
2019-08-29,122.98999786376953
2018-11-14,123.83999633789062
2019-06-26,126.9800033569336
2018-09-11,127.47000122070312
2018-07-09,128.6699981689453
2018-08-10,128.0
2019-04-23,127.38999938964844
2019-09-30,126.4800033569336
2020-01-23,129.0399932861328
2019-11-08,129.1699981689453
2020-04-14,128.85000610351562
2019-11-11,128.75
2020-01-29,128.9199981689453
2020-04-17,128.47000122070312
2018-07-24,128.38999938964844
2018-09-26,129.61000061035156
2019-05-08,129.25
2019-03-05,127.33000183105469
2019-02-01,130.89999389648438
2018-12-31,130.57000732421875
2018-11-29,131.74000549316406
2019-08-12,131.80999755859375
2019-07-11,130.74000549316406
2019-09-13,131.86000061035156
2019-11-14,130.42999267578125
2020-04-20,130.22999572753906
2020-02-04,132.0399932861328
2020-04-23,132.19000244140625
2018-12-14,135.6999969482422
2019-08-27,134.41000366210938
2018-08-08,135.44000244140625
2018-10-11,129.25
2018-11-12,128.30999755859375
2019-07-26,128.50999450683594
2019-06-24,124.66999816894531
2019-05-23,123.63999938964844
2019-03-20,123.68000030517578
2019-01-15,127.31999969482422
2019-11-20,132.91000366210938
2020-02-07,133.0
2020-02-10,131.25
2020-04-29,129.6999969482422
2019-11-26,131.97999572753906
2020-02-13,132.94000244140625
2019-01-30,133.38999938964844
2018-08-23,133.6199951171875
2018-09-24,131.77999877929688
2018-11-27,134.3000030517578
2018-10-26,133.25999450683594
2019-07-09,130.8300018310547
2019-06-07,125.26000213623047
2019-05-06,123.02999877929688
2019-04-04,120.63999938964844
2019-09-11,118.48999786376953
2019-11-29,116.12000274658203
2020-05-05,119.06999969482422
2019-12-02,120.12000274658203
2020-02-19,119.08999633789062
2020-05-08,117.20999908447266
2019-05-21,113.87000274658203
2019-03-18,110.08000183105469
2018-09-07,112.13999938964844
2018-08-06,111.44000244140625
2018-10-09,104.7300033569336
2019-02-14,107.47000122070312
2018-12-12,104.5
2019-07-24,107.63999938964844
2019-09-26,105.81999969482422
2019-10-28,105.0
2019-12-05,105.5
2020-05-11,101.95999908447266
2019-07-03,105.68000030517578
2020-02-25,105.83000183105469
2020-05-14,108.83999633789062
2020-02-28,105.0
2019-08-08,103.44000244140625
2019-06-05,103.19000244140625
2018-07-20,100.37000274658203
2018-08-21,102.22000122070312
2018-10-24,103.63999938964844
2019-04-02,109.55999755859375
2019-03-01,112.93000030517578
2019-01-28,110.66999816894531
2018-12-27,112.20999908447266
2019-09-09,108.44999694824219
2020-03-02,111.43000030517578
2020-05-20,109.13999938964844
2019-12-17,111.91000366210938
2020-03-05,114.05999755859375
2019-02-12,115.12000274658203
2019-01-11,110.75
2018-12-10,112.45999908447266
2019-08-23,113.9000015258789
2018-11-08,114.0
2019-07-22,116.23999786376953
2019-06-20,119.80999755859375
