Dates,TXN
2019-04-03,3319800.0
2018-08-22,3047200.0
2018-10-25,3911100.0
2019-01-29,5393700.0
2018-12-28,13932300.0
2018-11-26,4408900.0
2019-08-09,3592100.0
2019-07-08,3829400.0
2019-06-06,5772700.0
2019-09-10,3773500.0
2020-01-15,5479100.0
2020-04-03,3085500.0
2019-10-31,4797200.0
2020-04-06,5386400.0
2020-06-24,4327700.0
2018-11-09,5349800.0
2019-07-23,7005500.0
2019-06-21,7036700.0
2019-05-20,5035600.0
2019-04-18,3318300.0
2018-09-06,4580800.0
2018-10-08,4648200.0
2019-02-13,3013300.0
2018-12-11,2799300.0
2019-09-25,4881100.0
2020-01-21,4265100.0
2020-04-09,4133700.0
2019-11-06,6227500.0
2020-01-24,4195800.0
2020-01-27,3691200.0
2020-04-15,7547400.0
2018-12-26,14483900.0
2019-08-07,5315400.0
2019-06-04,3582600.0
2018-09-21,3407600.0
2018-07-19,4533200.0
2018-08-20,3335800.0
2018-10-23,4532200.0
2019-05-03,3689000.0
2019-04-01,3974300.0
2019-02-28,5928100.0
2019-11-12,4819300.0
2020-01-30,4817500.0
2019-11-15,4189900.0
2020-04-21,7867600.0
2019-04-16,4068200.0
2019-03-15,4803600.0
2019-02-11,4690600.0
2019-01-10,6944000.0
2019-08-22,7519900.0
2018-11-07,4977200.0
2018-08-03,3297000.0
2018-09-04,4828000.0
2019-06-19,2786400.0
2019-09-23,5707100.0
2019-11-18,4923400.0
2020-02-05,3365700.0
2020-04-24,4463100.0
2019-03-29,4504500.0
2019-11-21,4924700.0
2020-04-27,3977400.0
2020-02-11,4734100.0
2020-04-30,5408600.0
2019-05-01,4656800.0
2019-02-26,4775700.0
2019-01-25,4105400.0
2018-12-24,3392000.0
2019-09-06,7137800.0
2018-07-17,3655300.0
2018-09-19,5207900.0
2019-08-05,2745900.0
2019-10-08,2789900.0
2019-12-11,5124900.0
2019-11-27,3356200.0
2020-02-14,3426200.0
2020-05-06,5308200.0
2019-01-08,4163800.0
2018-12-07,6129800.0
2019-08-20,6139500.0
2018-11-05,3818600.0
2019-07-19,2321700.0
2018-10-04,2915400.0
2019-06-17,2974500.0
2019-05-16,2754000.0
2018-08-01,3531800.0
2019-03-13,3044700.0
2019-12-03,2292500.0
2020-02-20,4020600.0
2019-12-06,4588800.0
2020-05-12,4027700.0
2019-12-09,2913000.0
2020-02-26,5596300.0
2020-05-15,3862700.0
2019-03-28,7146900.0
2018-09-17,16553300.0
2018-08-16,8504500.0
2018-10-19,5282300.0
2019-04-29,6070100.0
2019-01-23,3487300.0
2019-09-04,6601600.0
2018-11-20,7979300.0
2019-07-02,7368400.0
2019-05-31,8689800.0
2019-12-12,4783900.0
2020-05-18,7726600.0
2019-09-27,6226400.0
2020-03-03,5777500.0
2020-05-21,3728400.0
2019-05-14,6285300.0
2018-08-31,4531700.0
2018-07-30,3352600.0
2018-10-02,3675100.0
2019-04-12,3244500.0
2019-03-11,2706400.0
2019-02-07,3866100.0
2019-07-17,2997800.0
2019-09-19,6515900.0
2019-10-21,3294000.0
2019-12-18,3679700.0
2020-03-06,2470800.0
2019-10-03,3454600.0
2020-03-09,2747100.0
2020-05-27,3913200.0
2019-12-24,3858200.0
2020-03-12,5330400.0
2018-12-20,2457500.0
2019-08-01,3813700.0
2018-08-14,4725600.0
2018-07-13,4286100.0
2018-10-17,4472900.0
2019-05-29,3110800.0
2019-03-26,3065800.0
2019-02-22,2673600.0
2019-10-04,2328000.0
2019-11-05,2608100.0
2019-12-27,7471500.0
2020-06-02,3946200.0
2019-12-30,4694600.0
2020-03-18,3293400.0
2020-06-05,3297700.0
2019-07-15,5263500.0
2018-12-03,4233400.0
2019-06-13,5093900.0
2019-01-04,5334600.0
2018-08-29,5199700.0
2019-02-05,3893000.0
2018-11-01,2426200.0
2019-08-16,4769100.0
2019-04-10,2884800.0
2019-09-17,2679300.0
2019-10-15,4717200.0
2020-01-02,2292900.0
2020-06-08,2955400.0
2019-10-18,4537600.0
2020-03-24,3003500.0
2020-06-11,4126000.0
2020-01-08,3355100.0
2019-04-25,5518900.0
2019-07-30,18450000.0
2019-02-20,6205400.0
2018-07-11,4788200.0
2018-09-13,6492900.0
2018-10-15,4622200.0
2019-06-28,5276200.0
2018-12-18,4778400.0
2018-11-16,4430000.0
2019-10-02,5175400.0
2020-03-27,3994500.0
2020-01-10,3904700.0
2019-10-24,4271200.0
2020-03-30,3804900.0
2020-06-17,5165300.0
2020-01-14,4761100.0
2020-04-02,4928800.0
2019-01-02,4568500.0
2019-08-14,4496800.0
2018-10-30,5337700.0
2019-06-11,3860600.0
2019-05-10,4368600.0
2019-04-08,5447700.0
2018-08-27,3008900.0
2018-07-26,3726400.0
2018-09-28,7099700.0
2019-03-07,4876200.0
2019-10-30,3498900.0
2020-01-17,4733500.0
2020-06-23,5307100.0
2020-04-08,4537600.0
2020-06-26,3260400.0
2019-03-22,3815900.0
2019-01-17,2801300.0
2019-08-29,4043400.0
2018-11-14,2959800.0
2019-06-26,5412700.0
2018-09-11,3451500.0
2018-07-09,4973100.0
2018-08-10,4354200.0
2019-04-23,5776200.0
2019-09-30,3961500.0
2020-01-23,9321400.0
2019-11-08,3095000.0
2020-04-14,1403400.0
2019-11-11,2339900.0
2020-01-29,1800600.0
2020-04-17,2283700.0
2018-07-24,2813300.0
2018-09-26,4614000.0
2019-05-08,4057200.0
2019-03-05,4345400.0
2019-02-01,7184100.0
2018-12-31,3546900.0
2018-11-29,3526600.0
2019-08-12,3234000.0
2019-07-11,4313200.0
2019-09-13,4626200.0
2019-11-14,3392300.0
2020-04-20,5475900.0
2020-02-04,5487100.0
2020-04-23,8631500.0
2018-12-14,8899700.0
2019-08-27,8598700.0
2018-08-08,5606800.0
2018-10-11,5890900.0
2018-11-12,4397500.0
2019-07-26,4535000.0
2019-06-24,5521300.0
2019-05-23,5782500.0
2019-03-20,5396400.0
2019-01-15,4434700.0
2019-11-20,7281800.0
2020-02-07,3686600.0
2020-02-10,4331700.0
2020-04-29,2882500.0
2019-11-26,2986800.0
2020-02-13,2839100.0
2019-01-30,4268700.0
2018-08-23,2605200.0
2018-09-24,3094400.0
2018-11-27,3931600.0
2018-10-26,2487800.0
2019-07-09,4121000.0
2019-06-07,7483800.0
2019-05-06,6347200.0
2019-04-04,5778000.0
2019-09-11,8686600.0
2019-11-29,11432800.0
2020-05-05,7207500.0
2019-12-02,9217300.0
2020-02-19,5556500.0
2020-05-08,6162300.0
2019-05-21,6386200.0
2019-03-18,8454600.0
2018-09-07,9206200.0
2018-08-06,9636500.0
2018-10-09,15158500.0
2019-02-14,16040100.0
2018-12-12,12389200.0
2019-07-24,16243500.0
2019-09-26,16413900.0
2019-10-28,9298500.0
2019-12-05,10253200.0
2020-05-11,9680700.0
2019-07-03,9385700.0
2020-02-25,11862100.0
2020-05-14,10441400.0
2020-02-28,7579200.0
2019-08-08,6950800.0
2019-06-05,8968000.0
2018-07-20,8229700.0
2018-08-21,8353400.0
2018-10-24,6587300.0
2019-04-02,7189500.0
2019-03-01,7762200.0
2019-01-28,5426500.0
2018-12-27,5902300.0
2019-09-09,5209400.0
2020-03-02,8142400.0
2020-05-20,5381300.0
2019-12-17,5777700.0
2020-03-05,6100000.0
2019-02-12,7957200.0
2019-01-11,8799800.0
2018-12-10,10961000.0
2019-08-23,5374000.0
2018-11-08,5570200.0
2019-07-22,4728000.0
2019-06-20,5762300.0
2018-09-05,4936900.0
2019-04-17,5776800.0
2019-09-24,5839800.0
2019-12-20,4987000.0
2020-05-26,5242400.0
2019-04-30,3701300.0
2019-12-23,3601300.0
2020-03-11,4331200.0
2020-05-29,2723600.0
2019-12-26,3547100.0
2020-06-01,4653000.0
2019-05-02,4396100.0
2019-02-27,7237700.0
2018-11-23,6527200.0
2019-08-06,4594800.0
2018-07-18,4961600.0
2018-09-20,4381700.0
2018-10-22,3061600.0
2019-07-05,4822000.0
2019-06-03,4079400.0
2019-10-09,3798200.0
2019-10-11,5953600.0
2020-03-17,2842500.0
2020-06-04,7277700.0
2019-10-14,7650600.0
2020-03-20,5052500.0
2018-11-06,7788500.0
2019-06-18,5602500.0
2019-05-17,4450000.0
2019-04-15,4005700.0
2019-03-14,6013700.0
2019-01-09,5950800.0
2018-08-02,5152800.0
2018-10-05,3529000.0
2019-08-21,2934000.0
2019-10-17,3062500.0
2020-03-23,10377200.0
2020-06-10,3677600.0
2019-02-25,4679000.0
2020-01-07,4747100.0
2020-03-26,2617200.0
2019-10-23,9870700.0
