Dates,TXN
2018-12-20,126.58999633789062
2019-08-01,125.68000030517578
2018-08-14,124.9000015258789
2018-07-13,126.4000015258789
2018-10-17,128.3699951171875
2019-05-29,129.55999755859375
2019-03-26,128.08999633789062
2019-02-22,127.62000274658203
2019-10-04,127.19999694824219
2019-11-05,128.5
2019-12-27,126.22000122070312
2020-06-02,126.30999755859375
2019-12-30,124.9000015258789
2020-03-18,124.52999877929688
2020-06-05,126.63999938964844
2019-07-15,125.86000061035156
2018-12-03,127.56999969482422
2019-06-13,127.58999633789062
2019-01-04,126.22000122070312
2018-08-29,125.86000061035156
2019-02-05,128.99000549316406
2018-11-01,128.74000549316406
2019-08-16,123.62999725341797
2019-04-10,126.31999969482422
2019-09-17,127.0999984741211
2019-10-15,129.55999755859375
2020-01-02,129.07000732421875
2020-06-08,129.7899932861328
2019-10-18,129.19000244140625
2020-03-24,128.80999755859375
2020-06-11,128.5500030517578
2020-01-08,129.64999389648438
2019-04-25,128.22999572753906
2019-07-30,115.87000274658203
2019-02-20,117.31999969482422
2018-07-11,118.51000213623047
2018-09-13,119.23999786376953
2018-10-15,119.5199966430664
2019-06-28,117.58000183105469
2018-12-18,116.48999786376953
2018-11-16,117.87000274658203
2019-10-02,119.4800033569336
2020-03-27,119.66000366210938
2020-01-10,118.86000061035156
2019-10-24,119.08000183105469
2020-03-30,118.81999969482422
2020-06-17,117.97000122070312
2020-01-14,118.18000030517578
2020-04-02,117.61000061035156
2019-01-02,116.77999877929688
2019-08-14,117.55999755859375
2018-10-30,117.16999816894531
2019-06-11,116.9800033569336
2019-05-10,115.48999786376953
2019-04-08,114.58999633789062
2018-08-27,116.55000305175781
2018-07-26,117.70999908447266
2018-09-28,117.88999938964844
2019-03-07,119.5
2019-10-30,119.98999786376953
2020-01-17,117.91000366210938
2020-06-23,116.05999755859375
2020-04-08,119.41000366210938
2020-06-26,119.7699966430664
2019-03-22,121.87999725341797
2019-01-17,121.87000274658203
2019-08-29,121.16999816894531
2018-11-14,121.19999694824219
2019-06-26,123.02999877929688
2018-09-11,125.38999938964844
2018-07-09,127.06999969482422
2018-08-10,125.97000122070312
2019-04-23,126.0
2019-09-30,125.0
2020-01-23,125.8499984741211
2019-11-08,128.16000366210938
2020-04-14,127.88999938964844
2019-11-11,128.0500030517578
2020-01-29,128.08999633789062
2020-04-17,127.04000091552734
2018-07-24,127.05999755859375
2018-09-26,127.7699966430664
2019-05-08,127.2300033569336
2019-03-05,125.9000015258789
2019-02-01,128.4199981689453
2018-12-31,129.05999755859375
2018-11-29,130.24000549316406
2019-08-12,129.82000732421875
2019-07-11,129.77000427246094
2019-09-13,129.8300018310547
2019-11-14,128.86000061035156
2020-04-20,129.35000610351562
2020-02-04,130.44000244140625
2020-04-23,130.5800018310547
2018-12-14,131.82000732421875
2019-08-27,129.64999389648438
2018-08-08,129.75
2018-10-11,126.23999786376953
2018-11-12,126.76000213623047
2019-07-26,125.44000244140625
2019-06-24,122.22000122070312
2019-05-23,119.95999908447266
2019-03-20,121.05999755859375
2019-01-15,125.36000061035156
2019-11-20,128.66000366210938
2020-02-07,131.47999572753906
2020-02-10,128.50999450683594
2020-04-29,127.30000305175781
2019-11-26,130.1300048828125
2020-02-13,131.63999938964844
2019-01-30,131.16000366210938
2018-08-23,131.27000427246094
2018-09-24,130.58999633789062
2018-11-27,132.2100067138672
2018-10-26,130.33999633789062
2019-07-09,127.95999908447266
2019-06-07,121.25
2019-05-06,118.0199966430664
2019-04-04,117.62999725341797
2019-09-11,113.06999969482422
2019-11-29,108.61000061035156
2020-05-05,113.31999969482422
2019-12-02,112.20999908447266
2020-02-19,114.33999633789062
2020-05-08,113.70999908447266
2019-05-21,110.13999938964844
2019-03-18,104.41999816894531
2018-09-07,104.75
2018-08-06,105.79000091552734
2018-10-09,96.55000305175781
2019-02-14,98.45999908447266
2018-12-12,93.08999633789062
2019-07-24,95.11000061035156
2019-09-26,94.1500015258789
2019-10-28,97.12000274658203
2019-12-05,97.0999984741211
2020-05-11,94.91999816894531
2019-07-03,99.45999908447266
2020-02-25,98.51000213623047
2020-05-14,99.01000213623047
2020-02-28,100.06999969482422
2019-08-08,100.30000305175781
2019-06-05,99.4800033569336
2018-07-20,96.06999969482422
2018-08-21,96.0999984741211
2018-10-24,98.8499984741211
2019-04-02,103.51000213623047
2019-03-01,105.83000183105469
2019-01-28,106.22000122070312
2018-12-27,107.08000183105469
2019-09-09,105.30000305175781
2020-03-02,108.97000122070312
2020-05-20,106.76000213623047
2019-12-17,107.80999755859375
2020-03-05,110.7300033569336
2019-02-12,111.30000305175781
2019-01-11,106.5
2018-12-10,108.61000061035156
2019-08-23,110.18000030517578
2018-11-08,111.04000091552734
2019-07-22,113.0199966430664
2019-06-20,114.06999969482422
2018-09-05,115.87000274658203
2019-04-17,115.19000244140625
2019-09-24,109.44999694824219
2019-12-20,107.83999633789062
2020-05-26,110.80000305175781
2019-04-30,111.9800033569336
2019-12-23,112.62000274658203
2020-03-11,112.75
2020-05-29,113.41000366210938
2019-12-26,111.33999633789062
2020-06-01,107.37999725341797
2019-05-02,106.41999816894531
2019-02-27,105.44999694824219
2018-11-23,110.26000213623047
2019-08-06,112.52999877929688
2018-07-18,114.63999938964844
2018-09-20,113.37999725341797
2018-10-22,112.31999969482422
2019-07-05,115.51000213623047
2019-06-03,115.54000091552734
2019-10-09,115.51000213623047
2019-10-11,115.66000366210938
2020-03-17,116.83000183105469
2020-06-04,117.83999633789062
2019-10-14,125.63999938964844
2020-03-20,126.29000091552734
2018-11-06,130.5500030517578
2019-06-18,129.6300048828125
2019-05-17,130.14999389648438
2019-04-15,130.99000549316406
2019-03-14,124.33000183105469
2019-01-09,122.4000015258789
2018-08-02,120.80000305175781
2018-10-05,124.4800033569336
2019-08-21,125.79000091552734
2019-10-17,125.08999633789062
2020-03-23,123.97000122070312
2020-06-10,123.11000061035156
2019-02-25,126.0
2020-01-07,123.12999725341797
2020-03-26,122.3499984741211
2019-10-23,122.4000015258789
