Dates,TXN
2018-06-20,114.23999786376953
2018-06-21,112.11000061035156
2018-06-25,112.37999725341797
2018-06-22,110.19000244140625
2018-06-26,111.51000213623047
2018-06-27,108.77999877929688
2018-06-28,109.0999984741211
2018-06-29,110.25
2018-07-02,110.23999786376953
2018-07-03,108.91000366210938
2018-07-05,111.51000213623047
2018-07-16,112.70999908447266
2018-09-18,112.08999633789062
2019-01-24,113.7300033569336
2019-09-05,111.76000213623047
2018-11-21,115.83999633789062
2020-01-13,115.13999938964844
2020-04-01,114.55999755859375
2020-06-19,115.80000305175781
2019-10-29,115.68000030517578
2020-01-16,114.58999633789062
2020-06-22,115.0
2018-10-03,114.66999816894531
2018-07-31,113.80000305175781
2019-03-12,113.22000122070312
2019-02-08,113.30000305175781
2019-01-07,112.5999984741211
2018-12-06,110.91000366210938
2019-08-19,111.31999969482422
2019-07-18,111.0
2019-05-15,112.20999908447266
2019-09-20,112.83999633789062
2019-11-01,113.11000061035156
2020-04-07,115.76000213623047
2020-06-25,116.16000366210938
2020-06-16,114.33999633789062
2019-11-04,110.08999633789062
2020-01-22,109.94000244140625
2019-11-07,110.33999633789062
2020-04-13,109.5999984741211
2019-07-01,109.4000015258789
2019-05-30,109.63999938964844
2018-08-15,109.02999877929688
2018-10-18,111.51000213623047
2019-03-27,112.19000244140625
2019-01-22,112.4000015258789
2018-12-21,113.63999938964844
2019-09-03,115.25
2018-11-19,115.0199966430664
2019-08-02,115.47000122070312
2020-01-28,112.58000183105469
2020-04-16,112.4000015258789
2019-11-13,112.54000091552734
2020-01-31,111.12999725341797
2018-12-04,110.88999938964844
2018-11-02,108.45999908447266
2019-07-16,108.31999969482422
2018-08-30,106.05000305175781
2018-10-01,104.54000091552734
2019-06-14,105.72000122070312
2019-05-13,105.36000061035156
2019-04-11,103.69999694824219
2019-02-06,104.91000366210938
2019-09-18,107.37000274658203
2020-02-03,108.48999786376953
2020-04-22,110.05000305175781
2019-11-19,109.80000305175781
2020-02-06,107.55000305175781
2019-11-22,106.22000122070312
2019-03-25,107.29000091552734
2019-02-21,107.29000091552734
2018-12-19,107.73999786376953
2018-07-12,108.45999908447266
2018-09-14,108.18000030517578
2018-08-13,105.87000274658203
2018-10-16,103.27999877929688
2019-07-31,101.93000030517578
2019-05-28,102.87000274658203
2019-04-26,99.23999786376953
2020-04-28,99.52999877929688
2019-11-25,101.08999633789062
2020-02-12,99.43000030517578
2020-05-01,102.1500015258789
2020-05-04,101.54000091552734
2019-06-12,99.54000091552734
2019-04-09,98.26000213623047
2019-03-08,99.72000122070312
2019-02-04,100.25
2018-07-27,92.01000213623047
2018-08-28,91.7699966430664
2019-01-03,90.55999755859375
2019-08-15,90.18000030517578
2018-10-31,92.98999786376953
2019-09-16,92.83000183105469
2020-02-18,97.5999984741211
2020-05-07,95.05999755859375
2018-08-17,95.66000366210938
2019-12-04,97.13999938964844
2020-02-21,97.19999694824219
2018-12-17,98.4800033569336
2019-08-30,96.0999984741211
2018-11-15,93.47000122070312
2019-07-29,94.4800033569336
2019-06-27,94.69999694824219
2019-04-24,97.95999908447266
2018-07-10,97.8499984741211
2018-09-12,94.62000274658203
2019-02-19,96.83999633789062
2019-01-18,96.12999725341797
2020-02-24,95.0999984741211
2020-05-13,96.37999725341797
2019-12-10,96.27999877929688
2020-02-27,98.26000213623047
2019-12-13,97.43000030517578
2020-05-19,99.8499984741211
2019-03-06,101.16999816894531
2018-11-30,96.11000061035156
2019-08-13,97.31999969482422
2019-07-12,92.37999725341797
2019-06-10,93.80000305175781
2019-05-09,94.54000091552734
2018-07-25,95.80999755859375
2018-09-27,95.83999633789062
2018-10-29,94.26000213623047
2019-10-16,91.91999816894531
2019-12-16,94.54000091552734
2020-03-04,90.52999877929688
2020-05-22,90.08999633789062
2019-10-01,90.41000366210938
2019-12-19,87.80000305175781
2018-09-10,92.9800033569336
2019-05-24,93.80999755859375
2018-08-09,93.80999755859375
2019-04-22,94.5
2019-03-21,94.44999694824219
2019-01-16,88.87999725341797
2019-08-28,92.9000015258789
2018-11-13,94.5
2018-10-12,94.37999725341797
2019-06-25,96.23999786376953
2020-03-10,97.72000122070312
2020-05-28,98.58999633789062
2019-10-07,96.33000183105469
2020-03-13,97.62999725341797
2019-10-10,97.16999816894531
2020-03-16,97.54000091552734
2020-06-03,99.41999816894531
2018-11-28,96.62000274658203
2018-09-25,95.48999786376953
2018-07-23,102.08999633789062
2018-08-24,104.41000366210938
2019-07-10,102.68000030517578
2019-05-07,101.3499984741211
2019-04-05,102.13999938964844
2019-03-04,100.68000030517578
2019-01-31,101.98999786376953
2019-09-12,101.80000305175781
2019-12-31,102.31999969482422
2020-03-19,106.4800033569336
2020-01-03,103.86000061035156
2020-06-09,104.55000305175781
2019-02-15,104.76000213623047
2019-01-14,106.44000244140625
2018-07-06,107.1500015258789
2018-08-07,106.97000122070312
2018-10-10,107.56999969482422
