Dates,FDX
2018-06-20,251.08999633789062
2018-06-21,245.64999389648438
2018-06-25,241.5
2018-06-22,231.97999572753906
2018-06-26,233.6999969482422
2018-06-27,229.63999938964844
2018-06-28,222.44000244140625
2018-06-29,227.0
2018-07-02,225.25999450683594
2018-07-03,227.27999877929688
2018-07-05,225.50999450683594
2018-07-16,225.35000610351562
2018-09-18,228.97999572753906
2019-01-24,234.32000732421875
2019-09-05,229.61000061035156
2018-11-21,229.61000061035156
2020-01-13,231.80999755859375
2020-04-01,229.0500030517578
2020-06-19,229.4600067138672
2019-10-29,231.27999877929688
2020-01-16,234.0
2020-06-22,233.52999877929688
2018-10-03,234.24000549316406
2018-07-31,236.3000030517578
2019-03-12,236.44000244140625
2019-02-08,239.67999267578125
2019-01-07,240.07000732421875
2018-12-06,240.02000427246094
2019-08-19,242.44000244140625
2019-07-18,240.67999267578125
2019-05-15,238.77999877929688
2019-09-20,240.19000244140625
2019-11-01,242.36000061035156
2020-04-07,244.69000244140625
2020-06-25,245.38999938964844
2020-06-16,244.7899932861328
2019-11-04,240.33999633789062
2020-01-22,240.16000366210938
2019-11-07,241.5500030517578
2020-04-13,239.89999389648438
2019-07-01,244.5
2019-05-30,245.47999572753906
2018-08-15,247.33999633789062
2018-10-18,248.7899932861328
2019-03-27,246.60000610351562
2019-01-22,243.80999755859375
2018-12-21,244.47999572753906
2019-09-03,246.33999633789062
2018-11-19,247.25999450683594
2019-08-02,246.8000030517578
2020-01-28,245.85000610351562
2020-04-16,243.44000244140625
2019-11-13,240.8300018310547
2020-01-31,240.3800048828125
2018-12-04,243.0500030517578
2018-11-02,244.0500030517578
2019-07-16,245.52999877929688
2018-08-30,247.3000030517578
2018-10-01,248.58999633789062
2019-06-14,252.77999877929688
2019-05-13,253.30999755859375
2019-04-11,253.6699981689453
2019-02-06,241.22000122070312
2019-09-18,238.63999938964844
2020-02-03,244.14999389648438
2020-04-22,246.8300018310547
2019-11-19,242.6300048828125
2020-02-06,238.8000030517578
2019-11-22,238.89999389648438
2019-03-25,239.25
2019-02-21,237.50999450683594
2018-12-19,239.3699951171875
2018-07-12,238.80999755859375
2018-09-14,239.3300018310547
2018-08-13,237.6699981689453
2018-10-16,232.92999267578125
2019-07-31,232.77999877929688
2019-05-28,229.14999389648438
2019-04-26,221.35000610351562
2020-04-28,216.80999755859375
2019-11-25,217.64999389648438
2020-02-12,219.10000610351562
2020-05-01,221.69000244140625
2020-05-04,222.44000244140625
2019-06-12,216.08999633789062
2019-04-09,216.97000122070312
2019-03-08,217.0399932861328
2019-02-04,212.17999267578125
2018-07-27,208.85000610351562
2018-08-28,210.55999755859375
2019-01-03,208.10000610351562
2019-08-15,207.89999389648438
2018-10-31,210.89999389648438
2019-09-16,219.0800018310547
2020-02-18,218.35000610351562
2020-05-07,220.4499969482422
2018-08-17,221.5800018310547
2019-12-04,221.9199981689453
2020-02-21,225.1699981689453
2018-12-17,227.85000610351562
2019-08-30,222.66000366210938
2018-11-15,218.77000427246094
2019-07-29,220.0399932861328
2019-06-27,222.99000549316406
2019-04-24,221.97999572753906
2018-07-10,224.58999633789062
2018-09-12,224.69000244140625
2019-02-19,220.02000427246094
2019-01-18,222.35000610351562
2020-02-24,220.55999755859375
2020-05-13,223.10000610351562
2019-12-10,222.4199981689453
2020-02-27,225.1300048828125
2019-12-13,227.3300018310547
2020-05-19,226.25
2019-03-06,228.27000427246094
2018-11-30,212.8000030517578
2019-08-13,209.5
2019-07-12,200.1199951171875
2019-06-10,188.50999450683594
2019-05-09,187.02999877929688
2018-07-25,187.5800018310547
2018-09-27,183.5500030517578
2018-10-29,183.10000610351562
2019-10-16,181.27999877929688
2019-12-16,182.9499969482422
2020-03-04,162.5
2020-05-22,158.33999633789062
2019-10-01,154.66000366210938
2019-12-19,152.61000061035156
2018-09-10,150.94000244140625
2019-05-24,155.27999877929688
2018-08-09,158.30999755859375
2019-04-22,158.89999389648438
2019-03-21,157.57000732421875
2019-01-16,156.9600067138672
2019-08-28,159.5
2018-11-13,162.14999389648438
2018-10-12,165.30999755859375
2019-06-25,167.10000610351562
2020-03-10,167.92999267578125
2020-05-28,167.1999969482422
2019-10-07,169.1199951171875
2020-03-13,169.02000427246094
2019-10-10,170.94000244140625
2020-03-16,170.72999572753906
2020-06-03,174.5500030517578
2018-11-28,174.02000427246094
2018-09-25,171.27999877929688
2018-07-23,171.7899932861328
2018-08-24,174.10000610351562
2019-07-10,171.7100067138672
2019-05-07,172.52000427246094
2019-04-05,173.16000366210938
2019-03-04,176.5800018310547
2019-01-31,178.05999755859375
2019-09-12,178.3000030517578
2019-12-31,182.0800018310547
2020-03-19,182.86000061035156
2020-01-03,179.9499969482422
2020-06-09,173.77000427246094
2019-02-15,177.64999389648438
2019-01-14,181.9499969482422
2018-07-06,185.1199951171875
2018-08-07,182.97000122070312
2018-10-10,176.9600067138672
2018-12-13,178.92999267578125
2019-08-26,180.25999450683594
2019-07-25,181.4199981689453
2019-05-22,176.10000610351562
2019-03-19,180.67999267578125
2020-01-06,180.50999450683594
2020-03-25,179.89999389648438
2020-06-12,180.2100067138672
2019-10-22,182.0
2020-01-09,179.89999389648438
2020-06-15,178.5500030517578
2019-10-25,177.35000610351562
2020-03-31,172.0800018310547
2020-06-18,167.61000061035156
2019-04-03,171.86000061035156
2018-08-22,175.57000732421875
2018-10-25,177.4499969482422
2019-01-29,177.5
2018-12-28,177.58999633789062
2018-11-26,178.1300048828125
2019-08-09,180.67999267578125
2019-07-08,169.66000366210938
2019-06-06,172.49000549316406
2019-09-10,173.83999633789062
2020-01-15,171.3699951171875
2020-04-03,172.47000122070312
