Dates,FDX
2018-06-20,251.42999267578125
2018-06-21,246.72000122070312
2018-06-25,241.77000427246094
2018-06-22,234.52999877929688
2018-06-26,236.85000610351562
2018-06-27,229.75
2018-06-28,226.6699981689453
2018-06-29,227.05999755859375
2018-07-02,229.38999938964844
2018-07-03,227.61000061035156
2018-07-05,228.5800018310547
2018-07-16,228.27000427246094
2018-09-18,234.94000244140625
2019-01-24,235.66000366210938
2019-09-05,230.22000122070312
2018-11-21,232.69000244140625
2020-01-13,233.75
2020-04-01,230.17999267578125
2020-06-19,231.14999389648438
2019-10-29,236.19000244140625
2020-01-16,236.5500030517578
2020-06-22,234.92999267578125
2018-10-03,236.39999389648438
2018-07-31,236.8300018310547
2019-03-12,240.24000549316406
2019-02-08,241.24000549316406
2019-01-07,240.83999633789062
2018-12-06,240.44000244140625
2019-08-19,245.8699951171875
2019-07-18,241.10000610351562
2019-05-15,241.1199951171875
2019-09-20,243.32000732421875
2019-11-01,245.1300048828125
2020-04-07,247.85000610351562
2020-06-25,245.49000549316406
2020-06-16,244.8000030517578
2019-11-04,241.75999450683594
2020-01-22,240.99000549316406
2019-11-07,243.6999969482422
2020-04-13,243.47999572753906
2019-07-01,246.25
2019-05-30,246.94000244140625
2018-08-15,248.7899932861328
2018-10-18,251.11000061035156
2019-03-27,246.94000244140625
2019-01-22,244.47000122070312
2018-12-21,245.02000427246094
2019-09-03,248.89999389648438
2018-11-19,247.6300048828125
2019-08-02,247.60000610351562
2020-01-28,246.74000549316406
2020-04-16,243.9499969482422
2019-11-13,241.2899932861328
2020-01-31,244.75999450683594
2018-12-04,246.19000244140625
2018-11-02,245.97000122070312
2019-07-16,249.4499969482422
2018-08-30,249.36000061035156
2018-10-01,252.97999572753906
2019-06-14,253.1699981689453
2019-05-13,255.44000244140625
2019-04-11,255.72999572753906
2019-02-06,241.5800018310547
2019-09-18,242.8800048828125
2020-02-03,246.80999755859375
2020-04-22,247.32000732421875
2019-11-19,243.83999633789062
2020-02-06,239.1999969482422
2019-11-22,241.11000061035156
2019-03-25,240.6999969482422
2019-02-21,240.7899932861328
2018-12-19,239.92999267578125
2018-07-12,239.0
2018-09-14,240.94000244140625
2018-08-13,239.07000732421875
2018-10-16,236.05999755859375
2019-07-31,234.99000549316406
2019-05-28,229.75
2019-04-26,221.4600067138672
