Dates,FDX
2018-06-20,257.30999755859375
2018-06-21,251.8000030517578
2018-06-25,248.13999938964844
2018-06-22,240.3300018310547
2018-06-26,237.92999267578125
2018-06-27,238.63999938964844
2018-06-28,228.05999755859375
2018-06-29,230.75
2018-07-02,229.6300048828125
2018-07-03,231.4499969482422
2018-07-05,229.1300048828125
2018-07-16,229.2899932861328
2018-09-18,235.4600067138672
2019-01-24,237.1999969482422
2019-09-05,233.47000122070312
2018-11-21,233.75
2020-01-13,234.88999938964844
2020-04-01,233.97000122070312
2020-06-19,231.44000244140625
2019-10-29,236.83999633789062
2020-01-16,237.35000610351562
2020-06-22,236.02999877929688
2018-10-03,236.8699951171875
2018-07-31,240.32000732421875
2019-03-12,240.5500030517578
2019-02-08,243.02000427246094
2019-01-07,244.1300048828125
2018-12-06,244.35000610351562
2019-08-19,248.6199951171875
2019-07-18,245.6999969482422
2019-05-15,241.9199981689453
2019-09-20,244.07000732421875
2019-11-01,245.52999877929688
2020-04-07,249.69000244140625
2020-06-25,248.27999877929688
2020-06-16,247.07000732421875
2019-11-04,244.19000244140625
2020-01-22,242.6699981689453
2019-11-07,246.0500030517578
2020-04-13,244.02999877929688
2019-07-01,248.66000366210938
2019-05-30,247.4499969482422
2018-08-15,249.9199981689453
2018-10-18,252.2899932861328
2019-03-27,250.77000427246094
2019-01-22,247.66000366210938
2018-12-21,246.07000732421875
2019-09-03,249.83999633789062
2018-11-19,249.6699981689453
2019-08-02,248.3800048828125
2020-01-28,247.92999267578125
2020-04-16,246.64999389648438
2019-11-13,243.92999267578125
2020-01-31,245.19000244140625
2018-12-04,247.1300048828125
2018-11-02,248.3300018310547
2019-07-16,250.97999572753906
2018-08-30,250.13999938964844
2018-10-01,254.27000427246094
2019-06-14,257.3299865722656
2019-05-13,256.9100036621094
2019-04-11,259.25
2019-02-06,250.0
2019-09-18,243.50999450683594
2020-02-03,247.57000732421875
2020-04-22,250.9499969482422
2019-11-19,247.1199951171875
