Dates,AMZN,AAPL,BA,WFC
2019-01-02,,,,
2019-01-03,0.024764999219999417,-0.0792971280965632,-0.013738795945270166,0.021140697813223364
2019-01-07,0.014160665181328858,0.012676077829280263,0.02159015128492925,0.017899543889874137
2019-01-04,0.046683404625632585,0.014603552156885025,0.02300056897018332,0.0072033929468673374
2019-01-08,0.01725410111836534,0.017957577008779424,0.028761365756682533,-0.013041706660538277
2019-01-09,0.01533458242069985,0.007473744804876725,0.024710660969562648,0.003410137859197082
2019-01-10,-0.012050706106170539,0.008220247860730723,0.0062487309335637065,0.004885291701170136
2019-01-11,0.009003327308431786,0.004308590042785498,0.014839639469068855,-0.002747855936200083
2019-01-14,-0.02510050422585519,-0.015114470128434254,-0.0031026073246220864,0.004663018636712257
2019-01-15,0.01934613351675063,0.005562269295434907,0.0027953119316594943,-0.008227915438626554
2019-01-16,0.03067016489300456,0.019660092557443054,0.010287908670726154,0.02084670053018689
2019-01-18,0.0009666534074441735,0.0016993105021956278,-0.002360867499230479,0.008543443072978274
2019-01-22,0.008369620901639285,0.017747627027233204,0.03019415506562817,0.009504113015920135
2019-01-24,-0.04808641002414937,-0.02154122773679712,-0.019622484761904313,0.015759321492937906
2019-01-28,0.0011179039142406033,-0.0060280317021298435,-0.0015808868284041822,-0.0026194049026275756
2019-01-30,0.01227048963825994,0.00026373464552875703,0.009132751848100806,0.003030333856139489
2019-02-01,0.01828062331878222,0.017002779343980645,0.009610514806498216,0.006243656577375356
2019-02-20,-0.02859878067066124,-0.004276850899331164,-0.007853874719633058,-0.015212136418341293
2019-02-27,-0.01447874381977865,0.0029285236074294563,0.013734275977928423,0.010569114831302295
2019-02-19,0.018205644953971145,0.039711862260393804,0.04991583056508753,-0.0026146634135861824
2019-02-15,0.036673849386275714,0.02702366564633496,0.00415239572211723,-0.01875378710050779
2019-02-11,-0.03398881993872349,0.00832520137039805,0.006935784409533019,0.002671620808115227
2019-02-26,-0.0052465827673003895,0.008135998090191388,0.008811332711395448,-0.0016397177608830082
2019-02-05,0.017973349860551657,0.030308508854713256,0.029449636245435284,0.0008212054255631873
2019-02-07,-0.005576885345319638,0.002901073294419909,0.01529224391393691,0.0065640963040864975
2019-02-22,-0.024752918857477324,-0.014521317194063688,-0.008307437476617774,-0.0277155210680593
2019-01-17,-0.016416510570560372,-0.011271563990976952,-0.011161154034606713,-0.013623930489514158
2019-01-23,0.012280113172695284,0.0049281667265077544,0.012292646552273023,0.006799823320996268
2019-01-29,0.008121062347296704,0.002658770742937522,0.0067297212214063595,0.013296691414427464
2019-01-25,0.023910475052536517,0.0012964126379462204,0.005599456254135049,0.01832953757302125
2019-01-31,-0.018966304668372458,-0.0031779266240099524,0.0003188224813042151,-0.01759052201038991
2019-02-04,-0.0009713575687300136,0.002184408469249277,0.00890143450581804,0.009577408096212547
2019-02-06,-0.0024555571244936347,-0.0015316318517580862,0.007559040236503556,0.0068054857689139325
2019-02-08,0.005972869604053965,0.008850079363886154,0.00619958690033684,0.009832026735699051
2019-02-12,-0.005720046310479954,-0.004035337851567178,-0.0034283347941813647,0.0014198721279410353
2019-02-14,0.012655308126672038,0.006341760491492376,0.008323763552784191,-0.008507153697223657
2019-03-01,0.005687232340345405,0.014995868784033473,0.017607420211178004,0.006128687076296879
2019-02-25,-0.008746379478225541,-0.004484040201098494,-0.005322116365334306,0.001827414265743954
2019-02-21,-0.0006373430935401325,-0.002540869931620504,0.006835577834966022,0.0004053599047795231
2019-02-13,0.011596793233777936,0.0010999967932956434,0.023247086076718215,0.0074959264041656315
2019-02-28,0.010509076468872003,-0.0001734835739910512,0.007115438740470603,0.0028151898438997236
