Dates,AMZN,AAPL,BA,WFC
2019-01-02,,,,
2019-01-03,-0.12620410617429323,1.4652521483705323,0.7330660348702995,0.09690961409594379
2019-01-07,0.3163885543895866,-0.3581679118452956,-0.2202748177229389,0.04858503279130355
2019-01-04,-0.12952758477990978,-0.06533849994283969,-0.09407031109512676,-0.06364056957795716
2019-01-08,0.11111945153380365,-0.25105973587840325,0.17522268813735953,-0.0985954799158203
2019-01-09,-0.2851577454004999,0.09929970042875991,-0.11033463527921461,-0.043912317476107576
2019-01-10,0.025028351814516236,-0.20662053123011326,0.27152993663826863,-0.13957648757544716
2019-01-11,-0.2798991963366474,-0.2447548538737364,-0.4104440006718799,0.23435379186101035
2019-01-14,0.28161410097733763,0.20042037952574088,-0.21605622210263065,0.190969115655099
2019-01-15,-0.0012321217469488666,-0.11493193420306291,0.18757066709739956,0.1519246587990397
2019-01-16,0.06141535383845964,0.06474196211195049,-0.07133870583834878,0.16681968550984427
2019-01-18,-0.3389404576795615,-0.024485029293712435,0.5636190545933872,-0.19632553143656484
2019-01-22,0.4304212502078928,0.1317787345914987,-0.0032549644061445893,0.4134419631062831
2019-01-24,0.06582509758325727,-0.09946371959349354,0.01879478444731597,-0.06610995511306939
2019-01-28,-0.18570003740182017,-0.23897479765743235,-0.3255159690995042,-0.5053244719677883
2019-01-30,-0.2172739799433514,0.09990661720837335,-0.04225785496940071,0.0627963847751194
2019-02-01,0.20929607080857715,0.3181416190083133,0.13718630635776252,0.12995672401341385
2019-02-20,-0.021876705958470688,-0.21897392315605846,-0.017798844801607205,-0.013392193584827128
2019-02-27,-0.042354838042871656,0.5877764669499581,0.02358656396816783,-0.4010174206929107
2019-02-19,0.24844586427214654,0.4694377116035704,2.9670590439316826,0.4156326503236192
2019-02-15,0.8863549915280611,-0.33333769706331884,-0.4586117604464278,0.476728002795364
2019-02-11,0.05461811315912479,-0.1981241838407839,-0.18213273242712802,-0.15284723698299962
2019-02-26,-0.5716135648606838,-0.03589434341146258,-0.24336527009972098,-0.16927592491774568
2019-02-05,-0.09656935343166095,0.14624628915241855,0.6986327115538222,-0.15744993674420726
2019-02-07,-0.11524555927331526,-0.21777428147228928,-0.2592387696393007,-0.17850644914744096
2019-02-22,0.17429376380111172,0.12401379622940834,-0.026997759522031317,0.9916266662275537
2019-01-17,0.22282021354774573,-0.24956760349949747,-0.12290363434010054,-0.14669466756512073
2019-01-23,-0.41364560318161736,-0.11866498740554154,-0.3334135509418277,-0.2250499001996008
2019-01-29,0.4646248455068882,0.0614526470223975,0.07102300699071185,0.37741546271232007
2019-01-25,-0.2672168937554028,0.009275921646060947,-0.05656850427481386,-0.37498751872191716
2019-01-31,0.15734629104288955,-0.029101564236867605,-0.11511352194107904,0.1950199333376903
2019-02-04,0.054216721271690416,0.12782278562171134,0.4746173328928531,0.17559626895147806
2019-02-06,-0.1524436566219296,-0.22958727889941044,-0.24041022577352944,-0.2183632961511821
2019-02-08,-0.09346225928239671,0.37641254849047057,0.3075864329018516,0.10719032912966142
2019-02-12,0.043684084372003884,-0.3394563918757467,-0.27808826846444956,0.011718610012781738
2019-02-14,-0.11115576735373489,0.09643645976451753,0.08741537927443144,-0.0643847261907573
2019-03-01,0.02851882953297591,0.15651502654230898,0.04590875714331322,0.04517232240885405
2019-02-25,-0.1628827131417805,-0.21959091865004987,-0.2357681389456976,0.026183130988100878
2019-02-21,0.18118388476254776,0.6306428747173436,0.8387985781044054,0.026897598512748644
2019-02-13,-0.03903074186991873,0.013651680953030931,0.09976541118206694,0.01899742194213694
2019-02-28,0.6441058858521431,-0.08255066382188447,0.012067705555884656,0.07110971180551662
